         z	         T	         p	         u	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
1.4109e-03	1.0732e+03	1.0000e+05	1.0129e-01	2.9891e-01	7.4127e-03	1.6813e-03	2.1307e-04	1.1431e-02	4.2220e-04	4.8519e-01	1.4444e-06	6.0908e-10	3.7516e-13	3.6064e-15	1.3824e-13	1.8104e-15	8.4826e-12	2.1921e-14	1.5036e-02	2.3179e-01	-1.1633e-12	-6.1012e-11	9.7162e-16	-1.9848e-17	-5.0267e-16	2.7617e-19	3.5085e-15	-2.7560e-20	-8.9507e-18	-3.6345e-20	-4.6304e-21	5.6187e-15	-1.9786e-15	-2.5891e-18	2.7215e-13	1.1004e-13	3.1359e-14	1.1416e-13	2.9989e-16	8.2650e-09	2.2912e-12	8.6474e-13	1.4344e-13	5.7353e-15	1.7022e-10	1.4077e-19	9.8873e-22	5.9855e-20	9.5547e-15	7.5751e-13	7.5622e-14	2.4683e-01	0.0000e+00	1.1720e-31	-1.3919e-28	6.3529e-22	1.8032e-19	
1.4149e-03	1.0732e+03	1.0000e+05	1.0125e-01	2.9901e-01	7.3523e-03	1.6413e-03	2.0534e-04	1.1135e-02	4.1586e-04	4.8543e-01	1.3747e-06	5.7600e-10	5.5637e-12	-1.0500e-16	-1.4766e-14	-3.3485e-18	-4.5780e-13	4.7391e-13	1.4513e-02	2.3239e-01	8.5950e-13	2.1304e-11	-4.6126e-17	1.0803e-17	2.4331e-16	-2.5749e-20	5.4756e-15	-4.1181e-20	-1.3118e-17	1.0662e-20	-3.5780e-21	1.0930e-15	1.6355e-15	1.8384e-18	2.5931e-13	1.0558e-13	3.0944e-14	1.1440e-13	2.9287e-16	8.2721e-09	2.2616e-12	8.4510e-13	1.4019e-13	5.5772e-15	1.6599e-10	1.3393e-19	-5.8229e-23	2.7432e-19	9.4006e-15	7.4438e-13	7.2815e-14	2.4691e-01	0.0000e+00	-3.1153e-31	-7.0300e-29	-2.4532e-21	-4.4040e-20	
1.4189e-03	1.0732e+03	1.0000e+05	1.0122e-01	2.9910e-01	7.2925e-03	1.6028e-03	1.9804e-04	1.0854e-02	4.0975e-04	4.8567e-01	1.3097e-06	5.4564e-10	-9.8681e-12	-6.0932e-15	-2.5473e-13	-3.2695e-15	-1.5953e-11	-4.8715e-14	1.4020e-02	2.3297e-01	1.8398e-12	8.6937e-11	-1.7134e-15	3.4253e-17	6.5768e-16	-4.0782e-19	-6.5707e-15	5.1462e-20	1.5190e-17	5.0890e-20	1.0165e-20	-1.5690e-14	1.7587e-15	3.6029e-18	2.4695e-13	1.0139e-13	3.0556e-14	1.1470e-13	2.8610e-16	8.2788e-09	2.2333e-12	8.2633e-13	1.3705e-13	5.4014e-15	1.6201e-10	1.2761e-19	-1.6771e-21	-3.0598e-19	9.2569e-15	7.3220e-13	7.0200e-14	2.4699e-01	0.0000e+00	3.8050e-31	2.9272e-28	1.3540e-21	-2.4064e-19	
1.4251e-03	1.0732e+03	1.0000e+05	1.0117e-01	2.9924e-01	7.2018e-03	1.5464e-03	1.8761e-04	1.0450e-02	4.0075e-04	4.8602e-01	1.2180e-06	5.0384e-10	-8.1837e-12	-1.0173e-15	5.5279e-15	-2.3101e-16	-5.8351e-13	-3.6590e-13	1.3315e-02	2.3378e-01	3.7702e-13	-1.7601e-11	-1.4316e-16	-5.8038e-18	-2.0823e-16	1.8840e-20	-5.9869e-15	1.0334e-20	1.1252e-17	-1.3426e-20	4.7714e-21	-1.5884e-15	-1.6695e-15	-2.1942e-18	2.2907e-13	9.5493e-14	3.0010e-14	1.1524e-13	2.7618e-16	8.2884e-09	2.1922e-12	7.9911e-13	1.3244e-13	5.1732e-15	1.5633e-10	1.1887e-19	-2.6464e-22	-3.7187e-19	9.0544e-15	7.1508e-13	6.6468e-14	2.4710e-01	0.0000e+00	1.1366e-32	1.1255e-28	-1.4867e-21	3.6678e-20	
1.4313e-03	1.0732e+03	1.0000e+05	1.0113e-01	2.9936e-01	7.1124e-03	1.4930e-03	1.7802e-04	1.0075e-02	3.9220e-04	4.8635e-01	1.1352e-06	4.6705e-10	2.2964e-11	1.9175e-14	9.9904e-13	1.1466e-14	5.9414e-11	-5.8849e-15	1.2667e-02	2.3453e-01	-3.4317e-12	-3.0293e-10	5.9780e-15	-1.7100e-16	-1.7375e-15	1.5273e-18	1.1445e-14	-9.8764e-20	-1.8867e-17	-2.4087e-19	-3.0406e-20	4.9521e-14	-4.1337e-15	-1.5205e-17	2.1278e-13	9.0157e-14	2.9515e-14	1.1587e-13	2.6678e-16	8.2973e-09	2.1536e-12	7.7362e-13	1.2806e-13	4.9954e-15	1.5112e-10	1.1114e-19	5.3286e-21	1.1390e-18	8.8714e-15	6.9969e-13	6.3056e-14	2.4720e-01	0.0000e+00	-6.0260e-31	-5.0295e-28	6.8667e-21	8.2278e-19	
1.4376e-03	1.0732e+03	1.0000e+05	1.0109e-01	2.9948e-01	7.0245e-03	1.4425e-03	1.6918e-04	9.7263e-03	3.8406e-04	4.8666e-01	1.0599e-06	4.3431e-10	9.0628e-12	1.9246e-14	9.6223e-13	1.1858e-14	5.7053e-11	5.4482e-12	1.2070e-02	2.3523e-01	-1.7557e-12	-2.0819e-10	6.0284e-15	-9.2247e-17	2.1871e-16	1.2617e-18	4.3669e-14	-2.8682e-19	-8.5112e-17	-1.7963e-19	-4.0957e-20	2.9983e-14	5.8500e-15	-6.6237e-18	1.9923e-13	8.5311e-14	2.9066e-14	1.1659e-13	2.5787e-16	8.3055e-09	2.1173e-12	7.4973e-13	1.2389e-13	4.7890e-15	1.4632e-10	1.0386e-19	5.1824e-21	3.2555e-18	8.7055e-15	6.8577e-13	6.0058e-14	2.4730e-01	0.0000e+00	-5.5829e-31	-3.0105e-28	-1.5566e-20	7.8553e-19	
1.4438e-03	1.0732e+03	1.0000e+05	1.0106e-01	2.9959e-01	6.9380e-03	1.3946e-03	1.6102e-04	9.4017e-03	3.7630e-04	4.8695e-01	9.9163e-07	4.0528e-10	-5.7155e-11	-1.7589e-14	-1.0908e-12	-1.1828e-14	-6.3612e-11	4.3301e-12	1.1519e-02	2.3587e-01	1.6571e-12	2.9385e-10	-6.0025e-15	1.8804e-16	2.1820e-15	-1.2411e-18	1.7780e-14	6.7893e-20	-2.3453e-17	2.7181e-19	2.7046e-20	-7.3935e-14	-1.1955e-16	1.9305e-17	1.8657e-13	8.0891e-14	2.8663e-14	1.1739e-13	2.4942e-16	8.3130e-09	2.0832e-12	7.2728e-13	1.1994e-13	4.5341e-15	1.4189e-10	9.7204e-20	-4.8773e-21	-3.8828e-19	8.5547e-15	6.7332e-13	5.7422e-14	2.4739e-01	0.0000e+00	5.0870e-31	6.8474e-28	9.6366e-21	-6.5365e-19	
1.4500e-03	1.0732e+03	1.0000e+05	1.0102e-01	2.9969e-01	6.8531e-03	1.3492e-03	1.5347e-04	9.0987e-03	3.6890e-04	4.8723e-01	9.2934e-07	3.7920e-10	-4.9462e-11	-4.2588e-14	-2.3691e-12	-2.7952e-14	-1.3796e-10	-1.0459e-11	1.1009e-02	2.3646e-01	9.0695e-13	3.1288e-10	-1.4179e-14	2.2323e-16	-3.0572e-15	-1.8496e-18	-8.2327e-14	5.6313e-19	1.9812e-16	3.1811e-19	9.8798e-20	-7.5614e-14	-3.3067e-14	1.0158e-17	1.7356e-13	7.6854e-14	2.8298e-14	1.1826e-13	2.4140e-16	8.3201e-09	2.0509e-12	7.0618e-13	1.1617e-13	4.3666e-15	1.3778e-10	9.1411e-20	-1.1399e-20	-1.0155e-17	8.4169e-15	6.6212e-13	5.4879e-14	2.4747e-01	0.0000e+00	8.7067e-31	7.4682e-28	-5.4989e-21	-1.5548e-18	
1.4562e-03	1.0732e+03	1.0000e+05	1.0099e-01	2.9979e-01	6.7698e-03	1.3061e-03	1.4646e-04	8.8154e-03	3.6183e-04	4.8750e-01	8.7247e-07	3.5589e-10	9.4082e-11	8.0695e-15	9.4625e-13	7.8522e-15	5.1032e-11	-1.6611e-11	1.0537e-02	2.3701e-01	1.8397e-13	-5.0473e-10	3.9116e-15	-2.3847e-16	-8.0122e-15	8.3024e-19	-1.0834e-13	1.6735e-19	2.1984e-16	-4.1975e-19	1.6494e-20	1.2752e-13	-1.7449e-14	-4.5154e-17	1.6383e-13	7.3190e-14	2.7957e-14	1.1919e-13	2.3378e-16	8.3267e-09	2.0205e-12	6.8631e-13	1.1259e-13	4.3801e-15	1.3396e-10	8.6142e-20	2.4272e-21	-7.7352e-18	8.2913e-15	6.5165e-13	5.2358e-14	2.4755e-01	0.0000e+00	-3.4742e-31	-6.6888e-28	6.6248e-22	7.7461e-19	
1.4624e-03	1.0732e+03	1.0000e+05	1.0096e-01	2.9987e-01	6.6880e-03	1.2652e-03	1.3996e-04	8.5500e-03	3.5507e-04	4.8775e-01	8.2046e-07	3.3497e-10	1.5166e-10	9.2081e-14	6.0395e-12	6.6319e-14	3.4153e-10	1.4050e-11	1.0098e-02	2.3753e-01	4.2180e-13	-7.9133e-10	3.3436e-14	-6.5419e-16	5.5786e-15	3.8491e-18	8.6375e-14	-8.3901e-19	-2.7782e-16	-7.6848e-19	-1.9503e-19	2.2574e-13	8.9125e-14	-4.7465e-17	1.5827e-13	6.9807e-14	2.7639e-14	1.2017e-13	2.2654e-16	8.3328e-09	1.9918e-12	6.6756e-13	1.0918e-13	4.3246e-15	1.3043e-10	8.1080e-20	2.4935e-20	2.1516e-17	8.1773e-15	6.4193e-13	5.0228e-14	2.4762e-01	0.0000e+00	-1.9123e-30	-1.5162e-27	1.0071e-20	3.8657e-18	
1.4686e-03	1.0732e+03	1.0000e+05	1.0093e-01	2.9996e-01	6.6078e-03	1.2264e-03	1.3391e-04	8.3010e-03	3.4861e-04	4.8799e-01	7.7274e-07	3.1593e-10	-1.2853e-10	5.7802e-14	2.7384e-12	3.6266e-14	1.6499e-10	5.2228e-11	9.6905e-03	2.3800e-01	-4.8821e-12	6.6247e-10	1.8388e-14	-1.0030e-17	2.6737e-14	1.9510e-18	3.1766e-13	-5.2642e-19	-6.1982e-16	4.5743e-19	-1.7726e-19	-1.5961e-13	1.0415e-13	7.9940e-17	1.4735e-13	6.6545e-14	2.7368e-14	1.2119e-13	2.1965e-16	8.3385e-09	1.9647e-12	6.4987e-13	1.0593e-13	3.8507e-15	1.2712e-10	7.6601e-20	1.5163e-20	4.0846e-17	8.0735e-15	6.3378e-13	4.8690e-14	2.4769e-01	0.0000e+00	-8.7250e-31	2.4476e-28	2.7266e-20	5.9401e-19	
1.4748e-03	1.0732e+03	1.0000e+05	1.0090e-01	3.0004e-01	6.5291e-03	1.1894e-03	1.2827e-04	8.0670e-03	3.4242e-04	4.8822e-01	7.2889e-07	2.9868e-10	-4.3315e-10	-1.4276e-13	-1.1705e-11	-1.1814e-13	-6.3657e-10	1.1937e-11	9.3107e-03	2.3845e-01	-4.6463e-12	1.9393e-09	-5.8831e-14	1.4040e-15	4.0466e-15	-6.2611e-18	1.0891e-13	4.9614e-19	5.2563e-17	1.5479e-18	2.5724e-19	-6.2121e-13	-1.7893e-13	1.7185e-16	1.2704e-13	6.3491e-14	2.7137e-14	1.2230e-13	2.1310e-16	8.3440e-09	1.9388e-12	6.3313e-13	1.0283e-13	3.3024e-15	1.2400e-10	7.2636e-20	-3.9154e-20	-1.9904e-17	7.9763e-15	6.2705e-13	4.7087e-14	2.4776e-01	0.0000e+00	3.3965e-30	2.7509e-27	-6.2201e-20	-8.7107e-18	
1.4810e-03	1.0732e+03	1.0000e+05	1.0088e-01	3.0011e-01	6.4521e-03	1.1542e-03	1.2300e-04	7.8466e-03	3.3649e-04	4.8844e-01	6.8855e-07	2.8311e-10	2.5792e-12	-2.5951e-13	-1.7622e-11	-1.9528e-13	-9.9637e-10	-1.1680e-10	8.9563e-03	2.3886e-01	1.7163e-11	-2.9464e-10	-9.7760e-14	1.3551e-15	-7.0893e-14	-8.5922e-18	-5.7781e-13	2.7595e-18	1.7612e-15	4.4200e-19	6.7304e-19	-6.3762e-14	-4.2176e-13	-5.7809e-17	1.1933e-13	6.1026e-14	2.6889e-14	1.2347e-13	2.0686e-16	8.3490e-09	1.9142e-12	6.1729e-13	9.9879e-14	3.6974e-15	1.2107e-10	6.9282e-20	-6.9669e-20	-1.3110e-16	7.8839e-15	6.1951e-13	4.4646e-14	2.4782e-01	0.0000e+00	4.3463e-30	1.5023e-27	4.9290e-20	-6.0067e-18	
1.4872e-03	1.0732e+03	1.0000e+05	1.0086e-01	3.0018e-01	6.3767e-03	1.1207e-03	1.1808e-04	7.6388e-03	3.3080e-04	4.8866e-01	6.5131e-07	2.6881e-10	4.7210e-10	-5.5682e-15	4.3975e-12	2.7065e-14	1.9136e-10	-7.7928e-11	8.6252e-03	2.3925e-01	7.2422e-12	-1.7471e-09	1.2097e-14	-7.6047e-16	-3.5606e-14	6.5382e-19	-4.6743e-13	1.8439e-18	1.2120e-15	-7.0037e-19	1.4471e-19	6.5546e-13	9.7387e-14	-2.2476e-16	1.3248e-13	5.8728e-14	2.6635e-14	1.2457e-13	2.0091e-16	8.3537e-09	1.8910e-12	6.0227e-13	9.7060e-14	4.2281e-15	1.1839e-10	6.5023e-20	-6.7010e-22	-4.0955e-17	7.8037e-15	6.1133e-13	4.2916e-14	2.4788e-01	0.0000e+00	-9.0342e-31	-1.1146e-27	9.0984e-21	6.3117e-18	
1.4934e-03	1.0732e+03	1.0000e+05	1.0083e-01	3.0025e-01	6.3028e-03	1.0887e-03	1.1347e-04	7.4427e-03	3.2534e-04	4.8886e-01	6.1693e-07	2.5572e-10	-2.0340e-10	2.3759e-13	2.0733e-11	2.0964e-13	1.1477e-09	4.4062e-11	8.3152e-03	2.3962e-01	-2.9374e-11	8.6667e-10	1.0431e-13	-2.0529e-15	8.2395e-14	8.3149e-18	2.6600e-13	2.0682e-18	-4.1115e-17	-3.3943e-19	-4.6713e-19	-1.9081e-13	3.3526e-13	7.1527e-17	1.1943e-13	5.5904e-14	2.6473e-14	1.2576e-13	1.9523e-16	8.3582e-09	1.8690e-12	5.8802e-13	9.4367e-14	3.2839e-15	1.1581e-10	6.1959e-20	6.5102e-20	1.4329e-16	7.7321e-15	6.0683e-13	4.2496e-14	2.4793e-01	0.0000e+00	-5.0116e-30	-1.1299e-27	2.0272e-19	2.6474e-18	
1.4996e-03	1.0732e+03	1.0000e+05	1.0081e-01	3.0031e-01	6.2304e-03	1.0583e-03	1.0915e-04	7.2571e-03	3.2010e-04	4.8905e-01	5.8510e-07	2.4372e-10	-8.2762e-10	9.5008e-15	-9.8473e-12	-6.5853e-14	-4.2276e-10	5.4195e-11	8.0248e-03	2.3996e-01	6.4325e-12	2.3280e-09	-2.8487e-14	1.3601e-15	4.8337e-14	-3.4260e-18	4.2747e-13	1.0261e-18	3.1308e-16	1.4743e-18	6.7764e-20	-1.1973e-12	-4.1362e-13	3.3686e-16	8.7809e-14	5.3584e-14	2.6295e-14	1.2699e-13	1.8981e-16	8.3625e-09	1.8478e-12	5.7449e-13	9.1794e-14	2.3416e-15	1.1336e-10	5.9923e-20	1.9966e-21	4.7794e-17	7.6614e-15	6.0272e-13	4.1165e-14	2.4799e-01	0.0000e+00	1.5119e-30	1.1949e-27	3.9091e-20	-9.4664e-18	
1.5058e-03	1.0732e+03	1.0000e+05	1.0079e-01	3.0037e-01	6.1596e-03	1.0292e-03	1.0509e-04	7.0815e-03	3.1506e-04	4.8924e-01	5.5560e-07	2.3271e-10	4.3583e-10	-4.3156e-13	-4.2261e-11	-4.1315e-13	-2.3072e-09	-1.3321e-10	7.7522e-03	2.4028e-01	4.4073e-11	-1.3827e-09	-2.0491e-13	4.0698e-15	-1.5053e-13	-1.9647e-17	-5.6860e-13	1.0269e-17	4.1752e-15	3.5528e-18	1.3062e-18	3.9216e-13	-5.9235e-13	-1.3101e-16	1.0384e-13	5.2422e-14	2.6068e-14	1.2823e-13	1.8464e-16	8.3665e-09	1.8273e-12	5.6161e-13	8.9334e-14	3.8517e-15	1.1109e-10	5.6837e-20	-1.1894e-19	-2.7003e-16	7.5916e-15	5.9479e-13	3.8314e-14	2.4804e-01	0.0000e+00	8.8810e-30	2.1109e-27	3.8150e-19	1.3564e-18	
1.5120e-03	1.0732e+03	1.0000e+05	1.0077e-01	3.0043e-01	6.0903e-03	1.0014e-03	1.0128e-04	6.9149e-03	3.1020e-04	4.8942e-01	5.2820e-07	2.2252e-10	7.6006e-10	-1.7403e-13	9.7896e-13	-4.4881e-14	-1.2293e-10	-1.5487e-10	7.4960e-03	2.4059e-01	-1.3755e-11	-1.7717e-09	-2.6514e-14	-9.6806e-16	-8.6312e-14	-9.0589e-19	-6.9038e-13	6.2392e-18	3.6424e-15	2.5694e-19	6.5694e-19	1.1549e-12	4.1713e-13	-3.5174e-16	1.2024e-13	5.0283e-14	2.5915e-14	1.2949e-13	1.7969e-16	8.3702e-09	1.8083e-12	5.4935e-13	8.6981e-14	4.2121e-15	1.0897e-10	5.3023e-20	-4.5192e-20	-1.2121e-16	7.5360e-15	5.8906e-13	3.7807e-14	2.4808e-01	0.0000e+00	-7.8038e-31	1.0309e-28	7.5961e-20	4.9125e-18	
1.5161e-03	1.0732e+03	1.0000e+05	1.0076e-01	3.0046e-01	6.0450e-03	9.8360e-04	9.8865e-05	6.8089e-03	3.0708e-04	4.8953e-01	5.1106e-07	2.1617e-10	-7.1510e-10	2.9709e-13	3.8810e-11	3.5565e-13	2.0624e-09	-2.2807e-11	7.3341e-03	2.4078e-01	-4.0389e-11	1.2217e-09	1.7311e-13	-3.9254e-15	1.0881e-13	1.0946e-17	-2.0249e-14	7.4769e-18	2.1602e-15	-2.0784e-18	-3.8127e-19	-7.5358e-13	3.6750e-13	8.2682e-17	8.8591e-14	4.8199e-14	2.5825e-14	1.3029e-13	1.7653e-16	8.3727e-09	1.7964e-12	5.4152e-13	8.5472e-14	2.2777e-15	1.0757e-10	5.1426e-20	8.2384e-20	1.8861e-16	7.5044e-15	5.8849e-13	3.8527e-14	2.4811e-01	0.0000e+00	-8.3804e-30	-1.4490e-27	4.7411e-19	2.9717e-18	
1.5202e-03	1.0732e+03	1.0000e+05	1.0075e-01	3.0050e-01	6.0004e-03	9.6633e-04	9.6545e-05	6.7064e-03	3.0403e-04	4.8965e-01	4.9471e-07	2.1016e-10	-1.2693e-09	4.1939e-13	-2.0856e-11	-9.2753e-15	-6.2845e-10	2.2605e-10	7.1785e-03	2.4096e-01	1.3114e-10	1.7116e-09	6.3258e-15	6.3982e-15	1.2317e-13	-1.6002e-17	7.3285e-13	9.3238e-18	3.2365e-15	1.0929e-17	6.0505e-19	-2.3030e-12	-1.5057e-12	5.5255e-16	3.9984e-14	4.7701e-14	2.5796e-14	1.3114e-13	1.7345e-16	8.3752e-09	1.7840e-12	5.3394e-13	8.4007e-14	1.4163e-15	1.0617e-10	5.1591e-20	1.0075e-19	1.5059e-16	7.4633e-15	5.9085e-13	3.6065e-14	2.4814e-01	0.0000e+00	3.1869e-30	-9.7965e-29	-7.8046e-19	1.0651e-17	
1.5243e-03	1.0732e+03	1.0000e+05	1.0074e-01	3.0053e-01	5.9564e-03	9.4956e-04	9.4310e-05	6.6072e-03	3.0105e-04	4.8975e-01	4.7912e-07	2.0443e-10	9.8717e-10	-5.6288e-13	-1.0059e-10	-8.7253e-13	-5.0307e-09	-1.5321e-10	7.0289e-03	2.4114e-01	9.0481e-11	-1.2681e-09	-4.1610e-13	9.5122e-15	-1.8002e-13	-4.7864e-17	-6.1417e-13	3.6433e-17	1.3776e-14	1.7186e-17	3.2070e-18	4.5200e-13	-1.3805e-12	1.9660e-20	9.0878e-14	4.7908e-14	2.5529e-14	1.3188e-13	1.7047e-16	8.3773e-09	1.7716e-12	5.2658e-13	8.2583e-14	4.2708e-15	1.0495e-10	5.0453e-20	-1.5384e-19	-3.7465e-16	7.4225e-15	5.7932e-13	3.3288e-14	2.4817e-01	0.0000e+00	7.9826e-30	2.3007e-27	1.5508e-18	2.2074e-18	
1.5285e-03	1.0732e+03	1.0000e+05	1.0073e-01	3.0057e-01	5.9130e-03	9.3326e-04	9.2164e-05	6.5114e-03	2.9814e-04	4.8986e-01	4.6423e-07	1.9896e-10	2.1401e-09	-9.3627e-13	-1.2073e-11	-3.1453e-13	-1.5862e-09	-3.3928e-10	6.8850e-03	2.4131e-01	-1.2410e-10	-2.4496e-09	-1.8851e-13	-4.9326e-16	-2.9866e-13	3.6999e-20	-1.4984e-12	2.1086e-17	1.5807e-14	2.1828e-18	3.2548e-18	3.8073e-12	1.2597e-12	-8.3322e-16	1.5323e-13	4.5327e-14	2.5629e-14	1.3284e-13	1.6756e-16	8.3793e-09	1.7612e-12	5.1945e-13	8.1196e-14	5.8064e-15	1.0378e-10	4.4073e-20	-2.6276e-19	-4.4270e-16	7.3983e-15	5.7601e-13	3.6113e-14	2.4820e-01	0.0000e+00	-3.5691e-31	1.0691e-27	-8.3358e-19	1.9128e-18	
1.5313e-03	1.0732e+03	1.0000e+05	1.0072e-01	3.0059e-01	5.8840e-03	9.2250e-04	9.0762e-05	6.4482e-03	2.9622e-04	4.8993e-01	4.5453e-07	1.9541e-10	-6.0689e-10	7.0652e-14	8.6367e-11	6.3207e-13	3.8368e-09	-1.6669e-10	6.7906e-03	2.4142e-01	-6.0333e-11	-4.2672e-10	2.8828e-13	-9.0756e-15	5.6385e-15	2.6725e-17	-5.6015e-13	3.3407e-17	1.2634e-14	-5.2945e-18	8.5788e-19	4.8400e-13	1.4229e-12	-3.5610e-16	9.3204e-14	4.3448e-14	2.5526e-14	1.3341e-13	1.6564e-16	8.3808e-09	1.7545e-12	5.1474e-13	8.0278e-14	2.2549e-15	1.0295e-10	4.5832e-20	2.4466e-20	1.1043e-16	7.3874e-15	5.7890e-13	3.7748e-14	2.4821e-01	0.0000e+00	-2.1738e-29	-1.7645e-27	1.7038e-18	2.2240e-17	
1.5341e-03	1.0732e+03	1.0000e+05	1.0071e-01	3.0061e-01	5.8553e-03	9.1194e-04	8.9390e-05	6.3863e-03	2.9432e-04	4.9000e-01	4.4512e-07	1.9198e-10	-2.1671e-09	1.1302e-12	2.0611e-12	2.9363e-13	1.5119e-09	-7.5081e-12	6.6986e-03	2.4153e-01	8.6961e-11	1.4911e-09	1.8610e-13	1.3018e-15	2.2311e-13	-1.4349e-17	-1.6510e-14	2.3344e-17	1.0309e-14	1.4306e-17	3.8610e-19	-4.4309e-12	-7.0081e-13	5.3655e-16	2.8117e-14	4.5126e-14	2.5243e-14	1.3387e-13	1.6376e-16	8.3824e-09	1.7461e-12	5.1013e-13	7.9382e-14	1.3759e-16	1.0211e-10	4.6291e-20	3.1247e-19	2.9433e-16	7.3629e-15	5.7728e-13	3.2538e-14	2.4823e-01	0.0000e+00	-4.7711e-31	-1.9777e-27	9.5502e-20	6.8323e-19	
1.5368e-03	1.0732e+03	1.0000e+05	1.0071e-01	3.0063e-01	5.8268e-03	9.0158e-04	8.8044e-05	6.3258e-03	2.9245e-04	4.9007e-01	4.3599e-07	1.8865e-10	1.1157e-09	4.8378e-14	-9.1694e-11	-6.5097e-13	-3.9119e-09	-6.5886e-11	6.6090e-03	2.4164e-01	4.4601e-11	1.3060e-09	-2.8640e-13	9.1319e-15	1.0028e-14	-4.6272e-17	-7.0599e-13	2.9888e-17	1.7301e-14	1.7463e-17	2.4822e-18	-1.7141e-13	-1.0336e-12	1.4698e-16	8.3758e-14	4.4739e-14	2.5343e-14	1.3449e-13	1.6191e-16	8.3837e-09	1.7381e-12	5.0561e-13	7.8501e-14	4.2568e-15	1.0135e-10	4.5514e-20	1.3512e-20	-1.3494e-16	7.3370e-15	5.7269e-13	3.1112e-14	2.4825e-01	0.0000e+00	-3.0538e-30	2.1952e-28	-3.6814e-19	-1.1690e-17	
1.5396e-03	1.0732e+03	1.0000e+05	1.0070e-01	3.0065e-01	5.7987e-03	8.9142e-04	8.6740e-05	6.2666e-03	2.9061e-04	4.9014e-01	4.2714e-07	1.8542e-10	2.0497e-09	-1.2974e-12	1.0362e-11	-2.7034e-13	-1.4161e-09	-1.1616e-10	6.5216e-03	2.4174e-01	-3.5280e-11	-1.3188e-09	-1.7582e-13	-2.5444e-15	-1.7390e-13	1.7249e-17	-7.0588e-13	2.0246e-17	1.1304e-14	-1.9111e-18	1.7440e-18	5.4318e-12	7.1931e-13	-5.9127e-16	1.3012e-13	4.0970e-14	2.5484e-14	1.3520e-13	1.6010e-16	8.3849e-09	1.7327e-12	5.0117e-13	7.7629e-14	5.5372e-15	1.0063e-10	4.1719e-20	-3.5240e-19	-1.7971e-16	7.3230e-15	5.7424e-13	3.7101e-14	2.4826e-01	0.0000e+00	-2.3742e-31	6.8210e-28	3.6790e-19	1.2736e-18	
1.5414e-03	1.0732e+03	1.0000e+05	1.0070e-01	3.0066e-01	5.7811e-03	8.8515e-04	8.5941e-05	6.2301e-03	2.8948e-04	4.9018e-01	4.2172e-07	1.8344e-10	2.4958e-11	1.5528e-13	3.7785e-12	5.4632e-14	2.0104e-10	-1.4516e-10	6.4678e-03	2.4181e-01	-2.2445e-11	-7.2957e-10	2.5843e-14	2.6256e-16	-9.1927e-14	4.0894e-17	-1.8179e-13	-1.0408e-17	-4.6511e-15	-3.0369e-17	-2.2447e-18	3.0404e-13	7.0393e-13	-2.1156e-16	9.3696e-14	4.2616e-14	2.5314e-14	1.3554e-13	1.5898e-16	8.3858e-09	1.7278e-12	4.9844e-13	7.7097e-14	2.9137e-15	1.0016e-10	4.9867e-20	3.9484e-20	-7.3679e-17	7.3140e-15	5.7308e-13	3.4070e-14	2.4827e-01	0.0000e+00	-8.6573e-30	-1.1131e-28	-1.6026e-19	-1.4151e-17	
1.5431e-03	1.0732e+03	1.0000e+05	1.0069e-01	3.0067e-01	5.7637e-03	8.7895e-04	8.5151e-05	6.1941e-03	2.8835e-04	4.9022e-01	4.1640e-07	1.8151e-10	-2.5269e-11	1.7917e-13	4.1729e-12	9.2836e-14	4.0293e-10	-1.1561e-10	6.4150e-03	2.4187e-01	4.7751e-12	1.7077e-10	5.0612e-14	4.8452e-16	-4.8675e-15	-7.0811e-17	-8.6399e-13	6.9639e-17	3.8716e-14	4.6319e-17	4.9878e-18	-2.6780e-13	5.1201e-13	-9.2984e-17	7.5832e-14	4.2084e-14	2.5290e-14	1.3595e-13	1.5788e-16	8.3866e-09	1.7233e-12	4.9574e-13	7.6568e-14	2.7672e-15	9.9699e-11	4.6005e-20	4.7799e-20	1.2521e-17	7.3041e-15	5.7313e-13	3.2862e-14	2.4828e-01	0.0000e+00	-1.3416e-29	9.4906e-28	1.8204e-18	2.9325e-17	
