         z	         T	         p	         u	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
0.0000e+00	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2.4925e-10	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	0.0000e+00	1.6969e-14	6.8278e-17	5.0000e-01	0.0000e+00	0.0000e+00	9.7106e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.8803e-13	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1272e-22	0.0000e+00	0.0000e+00	5.4719e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
2.6623e-08	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	8.6138e-15	3.7107e-12	1.1587e-14	5.0000e-01	4.5606e-15	5.2092e-17	1.0181e-10	1.1048e-16	6.6003e-40	1.3657e-26	1.2716e-26	1.7703e-26	1.0554e-10	2.5000e-01	3.6574e-25	5.0981e-28	2.1660e-24	2.4996e-16	3.8434e-29	3.0933e-17	6.3933e-21	9.5866e-60	3.1977e-41	1.0681e-38	6.7283e-27	2.7685e-25	2.7742e-28	6.4434e-57	1.1214e-41	2.6295e-62	3.5782e-30	1.5352e-35	1.9778e-57	0.0000e+00	5.7595e-21	3.6130e-30	2.0422e-41	5.8522e-20	4.8290e-39	1.1511e-49	1.0993e-32	6.0391e-42	3.5207e-35	0.0000e+00	0.0000e+00	0.0000e+00	1.6262e-50	2.5000e-01	0.0000e+00	4.6180e-42	1.3874e-43	3.9519e-40	5.7873e-41	
7.2419e-08	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	3.4144e-11	1.3894e-10	1.1653e-11	5.0000e-01	1.0257e-11	1.2397e-11	9.6890e-11	1.1284e-14	1.5307e-36	7.5827e-26	3.1346e-23	2.2769e-23	3.3892e-10	2.5000e-01	9.6943e-20	1.3298e-22	5.6222e-21	9.4209e-14	6.3903e-25	1.6873e-15	3.6912e-17	5.0379e-53	2.9200e-35	8.6720e-35	2.3970e-21	6.2270e-21	1.0414e-23	3.2856e-48	2.3171e-34	5.7501e-53	2.2777e-25	3.2255e-30	4.5572e-49	3.6370e-71	2.3885e-22	5.3635e-25	3.1953e-34	1.6665e-19	8.8557e-33	2.3101e-45	6.4776e-30	9.3926e-36	1.2282e-33	2.0871e-54	1.1991e-48	6.2720e-49	2.6219e-44	2.5000e-01	0.0000e+00	9.4379e-37	3.3456e-37	7.7168e-35	1.4056e-34	
1.5873e-07	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.7468e-10	2.8457e-10	4.3529e-11	5.0000e-01	3.6369e-11	9.5684e-11	8.2507e-11	3.3894e-14	2.2745e-34	2.1158e-25	1.0308e-20	1.1153e-20	9.4280e-10	2.5000e-01	4.4186e-18	7.6144e-20	3.7374e-20	6.0534e-13	5.7346e-22	5.2381e-15	2.5655e-16	7.8536e-48	6.9780e-32	1.2679e-31	6.8506e-20	9.7005e-20	2.1717e-22	1.3990e-43	1.3636e-30	4.0143e-47	1.3021e-24	2.4206e-29	2.4045e-41	4.3539e-59	1.7629e-22	4.8471e-24	7.5011e-33	3.7157e-19	6.9210e-32	1.7476e-42	4.1478e-29	1.0272e-32	3.6130e-33	1.0088e-45	2.9088e-42	1.5263e-42	2.5384e-40	2.5000e-01	0.0000e+00	9.6499e-34	5.7532e-34	2.6146e-31	1.1775e-28	
2.4503e-07	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	4.0921e-10	2.9177e-10	6.3526e-11	5.0000e-01	5.1043e-11	2.9756e-10	6.5627e-11	5.7993e-14	8.4261e-34	4.0823e-25	6.6106e-20	7.0044e-20	1.8176e-09	2.5000e-01	5.2030e-17	9.9387e-19	1.4267e-19	2.2747e-12	3.7846e-21	1.0337e-14	9.9632e-16	4.3981e-44	6.8178e-30	6.5164e-30	9.7716e-19	7.2232e-19	2.4395e-21	1.2505e-39	1.7503e-28	4.4913e-43	2.5236e-24	6.4454e-29	1.1665e-39	1.2930e-50	1.7170e-22	1.7257e-23	5.9706e-32	5.7775e-19	1.8818e-31	1.9759e-41	1.5682e-28	1.1828e-31	7.3074e-33	4.7248e-42	8.7303e-41	6.8267e-41	7.7027e-39	2.5000e-01	0.0000e+00	2.9019e-32	3.2433e-32	1.7675e-29	8.9937e-27	
4.1433e-07	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	8.3446e-10	3.2537e-10	8.5462e-11	5.0000e-01	6.7305e-11	6.8946e-10	6.5382e-11	1.0251e-13	1.6338e-33	7.8517e-25	2.1016e-19	2.2043e-19	3.4937e-09	2.5000e-01	2.2909e-16	4.3765e-18	4.0949e-19	6.4692e-12	1.2126e-20	2.0083e-14	2.8657e-15	8.7468e-42	1.7823e-28	1.6242e-28	6.1526e-18	3.7501e-18	1.4566e-20	2.4814e-37	5.1457e-27	9.1092e-41	3.9366e-24	1.2991e-28	1.0902e-38	1.8138e-48	1.7735e-22	4.2580e-23	2.3423e-31	9.8048e-19	3.8236e-31	1.2344e-40	4.5083e-28	5.6622e-31	1.4628e-32	1.6037e-40	7.2220e-40	1.1450e-39	6.5265e-38	2.5000e-01	0.0000e+00	5.9445e-31	6.9987e-31	4.9734e-28	1.4859e-25	
6.8879e-07	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.5705e-09	3.1145e-10	8.7456e-11	5.0000e-01	6.8648e-11	1.4371e-09	6.4115e-11	1.7374e-13	3.3026e-33	1.4438e-24	4.7943e-19	4.9501e-19	6.4214e-09	2.5000e-01	1.0298e-15	1.9023e-17	1.2832e-18	2.0207e-11	2.7386e-20	3.7183e-14	9.0397e-15	2.6355e-40	2.5218e-27	1.1186e-27	4.6417e-17	1.5376e-17	9.7034e-20	7.5293e-36	7.8555e-26	5.4477e-39	4.3639e-24	2.0545e-28	7.6232e-38	5.3991e-47	1.7460e-22	9.3557e-23	9.3446e-31	1.6340e-18	6.0788e-31	3.8868e-40	1.4287e-27	1.5070e-30	2.7558e-32	2.1963e-39	4.7354e-39	1.2984e-38	4.3462e-37	2.5000e-01	0.0000e+00	5.2258e-30	1.2085e-29	3.7007e-27	1.8001e-24	
1.2216e-06	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	2.9906e-09	2.9809e-10	8.3487e-11	5.0000e-01	6.6553e-11	2.9108e-09	6.3412e-11	3.0707e-13	6.5104e-33	2.7220e-24	8.9014e-19	8.9748e-19	1.2104e-08	2.5000e-01	3.9988e-15	6.8338e-17	4.1813e-18	6.5655e-11	4.9505e-20	7.0379e-14	2.9545e-14	4.1492e-39	3.6943e-26	1.0021e-26	3.1968e-16	6.1908e-17	6.2449e-19	1.2402e-34	1.1416e-24	1.4443e-37	4.2281e-24	2.6964e-28	4.1599e-37	1.1703e-45	1.7212e-22	1.9426e-22	3.5051e-30	2.9024e-18	8.0020e-31	1.3255e-39	4.6742e-27	2.9802e-30	5.1937e-32	2.0235e-38	2.8212e-38	1.1156e-37	2.5932e-36	2.5000e-01	0.0000e+00	4.3172e-29	1.6702e-28	3.2590e-26	1.4053e-23	
2.2824e-06	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	5.8243e-09	2.8558e-10	7.6352e-11	5.0000e-01	6.3505e-11	6.0569e-09	6.2816e-11	5.2708e-13	1.3367e-32	5.2740e-24	1.7900e-18	1.6740e-18	2.3452e-08	2.5000e-01	3.4136e-14	4.0946e-16	2.3193e-17	3.6323e-10	9.0121e-20	1.3667e-13	1.6434e-13	3.0446e-37	3.3809e-24	2.5063e-25	6.8030e-15	3.8290e-16	1.2359e-17	8.3056e-33	8.5170e-23	3.9657e-35	3.6936e-24	2.4637e-28	3.4475e-36	1.4306e-43	1.6981e-22	3.9874e-22	1.9817e-29	5.4281e-18	7.3126e-31	6.2885e-39	2.5810e-26	4.8970e-30	1.0111e-31	4.2721e-37	4.5077e-37	2.2795e-36	3.9363e-35	2.5000e-01	0.0000e+00	9.2916e-28	1.3122e-26	6.5947e-25	2.8834e-22	
3.3433e-06	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	8.6460e-09	2.8683e-10	7.7601e-11	5.0000e-01	6.6482e-11	9.1443e-09	6.2880e-11	7.5446e-13	1.5947e-32	7.8135e-24	2.6274e-18	2.4007e-18	3.4743e-08	2.5000e-01	6.0897e-14	7.0217e-16	4.0411e-17	6.2870e-10	1.2823e-19	2.0261e-13	2.8456e-13	3.6422e-36	1.8041e-23	1.3748e-24	1.2775e-14	6.7108e-16	2.3160e-17	8.7752e-32	4.4586e-22	4.5827e-34	3.7618e-24	2.7878e-28	5.2559e-36	4.6578e-43	1.7005e-22	6.0007e-22	3.4295e-29	7.9536e-18	8.2821e-31	1.7041e-38	4.4582e-26	6.5654e-30	1.4967e-31	8.2721e-37	1.2183e-36	4.5946e-36	1.0557e-34	2.5000e-01	0.0000e+00	2.8218e-27	3.9658e-26	3.5616e-24	8.0099e-22	
7.1545e-06	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.8915e-08	2.9024e-10	8.1223e-11	5.0000e-01	7.6670e-11	2.2074e-08	6.3056e-11	1.3006e-12	5.0055e-32	1.7058e-23	8.4054e-18	6.7101e-18	7.5840e-08	2.5000e-01	5.8432e-13	4.9173e-15	2.1141e-16	3.2848e-09	3.4151e-19	4.4261e-13	1.4890e-12	6.5477e-35	4.5883e-22	1.3306e-23	1.8785e-13	4.1045e-15	3.3483e-16	1.3093e-30	8.6924e-21	2.2538e-32	3.9314e-24	3.5315e-28	3.6539e-35	1.1576e-41	1.7068e-22	1.3605e-21	1.4991e-28	1.7029e-17	1.0507e-30	6.5756e-38	2.3321e-25	1.5983e-29	3.4394e-31	1.3772e-35	1.2868e-35	7.2617e-35	9.9555e-34	2.5000e-01	0.0000e+00	3.1528e-26	1.1234e-24	2.5823e-23	8.3553e-21	
1.0966e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	2.9261e-08	2.9388e-10	8.5017e-11	5.0000e-01	8.7035e-11	3.6065e-08	6.3246e-11	1.7102e-12	5.0188e-32	2.6378e-23	1.5585e-17	1.1739e-17	1.1724e-07	2.5000e-01	1.4163e-12	1.1266e-14	4.5211e-16	6.9259e-09	5.8408e-19	6.8440e-13	3.1404e-12	8.3826e-34	3.4243e-21	1.0509e-22	4.8016e-13	9.0292e-15	8.5440e-16	1.3714e-29	6.3096e-20	2.6426e-31	4.1141e-24	4.2987e-28	8.2410e-35	5.6567e-41	1.7135e-22	2.1422e-21	2.9964e-28	2.6105e-17	1.2805e-30	2.3809e-37	4.9206e-25	2.5570e-29	5.4848e-31	4.2526e-35	4.6852e-35	2.2795e-34	3.5509e-33	2.5000e-01	0.0000e+00	1.3766e-25	4.9007e-24	2.0132e-22	3.2311e-20	
1.4777e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	3.9783e-08	2.9770e-10	8.8972e-11	5.0000e-01	9.7644e-11	5.2499e-08	6.3445e-11	1.9414e-12	1.7323e-32	3.5854e-23	2.6940e-17	1.8972e-17	1.5935e-07	2.5000e-01	3.4103e-12	2.5147e-14	8.4236e-16	1.2831e-08	9.1582e-19	9.3029e-13	5.8193e-12	6.5912e-33	1.3141e-20	2.8251e-22	1.2943e-12	1.8269e-14	2.2970e-15	9.9924e-29	2.1916e-19	2.3048e-30	4.3085e-24	5.2135e-28	1.7991e-34	2.1496e-40	1.7205e-22	2.9730e-21	4.8956e-28	3.5185e-17	1.5544e-30	4.2099e-37	9.1304e-25	3.6798e-29	7.8242e-31	1.3343e-34	1.2617e-34	7.0434e-34	8.8670e-33	2.5000e-01	0.0000e+00	3.7355e-25	1.8167e-23	4.6949e-22	8.4182e-20	
1.8588e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	5.0426e-08	3.0154e-10	9.2936e-11	5.0000e-01	1.0835e-10	7.0592e-08	6.3650e-11	2.1183e-12	1.5476e-31	4.5451e-23	4.0357e-17	2.7337e-17	2.0193e-07	2.5000e-01	6.5988e-12	4.6268e-14	1.3496e-15	2.0273e-08	1.2966e-18	1.1790e-12	9.1963e-12	2.4784e-32	4.6763e-20	9.9696e-22	2.6616e-12	2.9597e-14	4.7158e-15	3.1378e-28	7.2880e-19	1.0330e-29	4.5015e-24	6.1040e-28	3.3281e-34	6.7294e-40	1.7277e-22	3.8373e-21	6.9625e-28	4.4266e-17	1.8214e-30	8.3853e-37	1.4451e-24	4.9063e-29	1.0317e-30	3.3384e-34	2.8469e-34	1.7460e-33	1.8781e-32	2.5000e-01	0.0000e+00	9.7042e-25	5.2945e-23	1.5821e-21	1.9219e-19	
2.5775e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	7.0851e-08	3.0892e-10	1.0054e-10	5.0000e-01	1.2889e-10	1.0961e-07	6.4046e-11	2.2434e-12	1.9445e-31	6.3861e-23	7.2651e-17	4.6754e-17	2.8365e-07	2.5000e-01	1.6190e-11	1.0763e-13	2.6194e-15	3.8841e-08	2.1618e-18	1.6562e-12	1.7623e-11	1.6331e-31	2.0111e-19	3.3964e-21	6.8932e-12	5.8280e-14	1.2195e-14	1.8561e-27	2.9665e-18	7.0953e-29	4.8718e-24	7.8119e-28	7.7584e-34	2.6851e-39	1.7413e-22	5.5655e-21	1.1441e-27	6.1397e-17	2.3334e-30	1.7915e-36	2.7757e-24	7.4274e-29	1.5518e-30	1.0493e-33	8.1179e-34	5.4448e-33	4.9718e-32	2.5000e-01	0.0000e+00	2.4991e-24	1.8361e-22	5.0722e-21	5.3012e-19	
3.2961e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	9.1787e-08	3.1655e-10	1.0835e-10	5.0000e-01	1.4995e-10	1.5557e-07	6.4463e-11	2.3544e-12	1.6655e-31	8.2744e-23	1.1541e-16	7.1747e-17	3.6738e-07	2.5000e-01	3.4161e-11	2.1671e-13	4.3711e-15	6.3834e-08	3.2593e-18	2.1452e-12	2.8968e-11	5.1410e-31	7.4067e-19	8.5945e-21	1.5095e-11	9.7721e-14	2.6675e-14	5.2522e-27	1.0335e-17	3.7539e-28	5.2520e-24	9.5946e-28	1.5719e-33	9.3903e-39	1.7555e-22	7.4339e-21	1.6266e-27	7.8536e-17	2.8685e-30	3.3709e-36	4.5765e-24	1.0368e-28	2.1470e-30	2.8881e-33	2.0140e-33	1.4871e-32	1.1234e-31	2.5000e-01	0.0000e+00	5.4695e-24	5.4512e-22	1.2282e-20	1.2402e-18	
4.0148e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.1324e-07	3.2444e-10	1.1637e-10	5.0000e-01	1.7153e-10	2.0855e-07	6.4901e-11	2.4354e-12	2.4873e-31	1.0211e-22	1.6984e-16	1.0294e-16	4.5315e-07	2.5000e-01	6.2512e-11	3.8398e-13	6.6480e-15	9.5319e-08	4.6166e-18	2.6461e-12	4.3262e-11	2.1198e-30	2.1881e-18	2.2058e-20	2.8246e-11	1.4918e-13	4.9880e-14	1.9429e-26	2.9452e-17	1.6695e-27	5.6422e-24	1.1459e-27	2.8126e-33	2.6619e-38	1.7702e-22	9.4441e-21	2.1551e-27	9.5684e-17	3.4286e-30	5.8470e-36	6.8563e-24	1.3759e-28	2.8252e-30	6.5770e-33	4.2279e-33	3.3678e-32	2.1825e-31	2.5000e-01	0.0000e+00	1.0719e-23	1.2907e-21	3.0545e-20	2.4734e-18	
6.3560e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.8703e-07	3.5197e-10	1.4402e-10	5.0000e-01	2.4574e-10	4.3282e-07	6.6481e-11	2.5651e-12	3.2990e-31	1.6873e-22	4.3516e-16	2.5122e-16	7.4768e-07	2.5000e-01	2.6972e-10	1.5548e-12	1.8123e-14	2.4554e-07	1.1000e-17	4.3662e-12	1.1149e-10	2.9013e-29	2.8273e-17	1.4944e-19	1.2621e-10	4.0775e-13	2.2262e-13	2.2062e-25	3.5529e-16	4.9554e-26	6.9877e-24	1.8129e-27	1.1964e-32	3.3779e-37	1.8215e-22	1.7039e-20	4.2217e-27	1.5162e-16	5.4365e-30	2.1620e-35	1.7875e-23	2.8139e-28	5.6591e-30	5.1990e-32	2.6542e-32	2.6264e-31	1.1016e-30	2.5000e-01	0.0000e+00	5.0252e-23	1.0454e-20	1.9564e-19	1.3639e-17	
8.6972e-05	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	2.6714e-07	3.8258e-10	1.7415e-10	5.0000e-01	3.2625e-10	7.3992e-07	6.8326e-11	2.6189e-12	8.6690e-31	2.4116e-22	8.5951e-16	4.8390e-16	1.0666e-06	2.5000e-01	7.1635e-10	4.0174e-12	3.6851e-14	4.7203e-07	2.0970e-17	6.2286e-12	2.1442e-10	2.7236e-28	1.4716e-16	6.1572e-19	3.3971e-10	8.3041e-13	5.9892e-13	1.8625e-24	1.8063e-15	5.6386e-25	8.4539e-24	2.5822e-27	3.2350e-32	1.8074e-36	1.8789e-22	2.6318e-20	6.8535e-27	2.0767e-16	7.7594e-30	5.5352e-35	3.4757e-23	4.8592e-28	9.6112e-30	1.9825e-31	8.8415e-32	9.9490e-31	3.2596e-30	2.5000e-01	0.0000e+00	1.4769e-22	3.9040e-20	7.8789e-19	4.2972e-17	
1.1038e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	3.5404e-07	4.1654e-10	2.0695e-10	5.0000e-01	4.1347e-10	1.1344e-06	7.0462e-11	2.7683e-12	9.7285e-31	3.1989e-22	1.4713e-15	8.1603e-16	1.4114e-06	2.5000e-01	1.4791e-09	8.1736e-12	6.4058e-14	7.7885e-07	3.5199e-17	8.2422e-12	3.5392e-10	1.1951e-27	4.3054e-16	1.6971e-18	7.0631e-10	1.4464e-12	1.2449e-12	7.8817e-24	5.2377e-15	2.3669e-24	1.0049e-23	3.4668e-27	6.8070e-32	5.4207e-36	1.9428e-22	3.7377e-20	1.0099e-26	2.6385e-16	1.0439e-29	1.1414e-34	5.7948e-23	7.6201e-28	1.4872e-29	5.0651e-31	2.0873e-31	2.5330e-30	7.2172e-30	2.5000e-01	0.0000e+00	3.3750e-22	9.8389e-20	2.1495e-18	9.9623e-17	
1.3380e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	4.4909e-07	4.5454e-10	2.4289e-10	5.0000e-01	5.0855e-10	1.6299e-06	7.2954e-11	2.8336e-12	1.6255e-30	4.0609e-22	2.3346e-15	1.2815e-15	1.7865e-06	2.5000e-01	2.8221e-09	1.5398e-11	1.0292e-13	1.1779e-06	5.5212e-17	1.0433e-11	5.3549e-10	3.5921e-27	1.2368e-15	4.0083e-18	1.3546e-09	2.3225e-12	2.3871e-12	2.2419e-23	1.4856e-14	9.0751e-24	1.1797e-23	4.4946e-27	1.3495e-31	1.6310e-35	2.0146e-22	5.0508e-20	1.4124e-26	3.2021e-16	1.3562e-29	2.1514e-34	8.8835e-23	1.1333e-27	2.1872e-29	1.2953e-30	4.7236e-31	6.4460e-30	1.4998e-29	2.5000e-01	0.0000e+00	6.9786e-22	2.4123e-19	5.0217e-18	2.2080e-16	
1.5721e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	5.5284e-07	4.9707e-10	2.8220e-10	5.0000e-01	6.1197e-10	2.2311e-06	7.5866e-11	2.9034e-12	6.0148e-31	5.0060e-22	3.5077e-15	1.9116e-15	2.1935e-06	2.5000e-01	4.8785e-09	2.6391e-11	1.5577e-13	1.6732e-06	8.2427e-17	1.2810e-11	7.6101e-10	1.2973e-26	3.1103e-15	9.2695e-18	2.3498e-09	3.5177e-12	4.1404e-12	7.8075e-23	3.7040e-14	3.2692e-23	1.3709e-23	5.6898e-27	2.4347e-31	4.3649e-35	2.0953e-22	6.5817e-20	1.9075e-26	3.7674e-16	1.7209e-29	3.7771e-34	1.2801e-22	1.6240e-27	3.0999e-29	2.9001e-30	9.4528e-31	1.4375e-29	2.8056e-29	2.5000e-01	0.0000e+00	1.3402e-21	5.1704e-19	1.1543e-17	4.4008e-16	
1.8062e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	6.6635e-07	5.4447e-10	3.2521e-10	5.0000e-01	7.2457e-10	2.9477e-06	7.9217e-11	3.0184e-12	4.0411e-30	6.0434e-22	5.0277e-15	2.7256e-15	2.6356e-06	2.4999e-01	7.8905e-09	4.2405e-11	2.2484e-13	2.2734e-06	1.1772e-16	1.5392e-11	1.0344e-09	3.5726e-26	6.8800e-15	1.7785e-17	3.8091e-09	5.0713e-12	6.7108e-12	2.0879e-22	8.1432e-14	1.0087e-22	1.5799e-23	7.0711e-27	4.1181e-31	1.0297e-34	2.1855e-22	8.3516e-20	2.5045e-26	4.3349e-16	2.1436e-29	6.1274e-34	1.7662e-22	2.2465e-27	4.2507e-29	5.9198e-30	1.7349e-30	2.9244e-29	4.8627e-29	2.5000e-01	0.0000e+00	2.3581e-21	1.0110e-18	2.2030e-17	8.1435e-16	
2.2579e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	9.1780e-07	6.5313e-10	4.2047e-10	5.0000e-01	9.7169e-10	4.6990e-06	8.7331e-11	3.3254e-12	3.9383e-30	8.3612e-22	9.3406e-15	5.0292e-15	3.6023e-06	2.4999e-01	1.7678e-08	9.4093e-11	4.2162e-13	3.7638e-06	2.1834e-16	2.1038e-11	1.7144e-09	1.8065e-25	2.6505e-14	5.5197e-17	8.5522e-09	9.4921e-12	1.5064e-11	1.0164e-21	3.1106e-13	6.8570e-22	2.0428e-23	1.0405e-26	1.0144e-30	4.5833e-34	2.3937e-22	1.2536e-19	4.0397e-26	5.4374e-16	3.1700e-29	1.4092e-33	3.0259e-22	3.9772e-27	7.4095e-29	2.0169e-29	4.8397e-30	9.9094e-29	1.2322e-28	2.5000e-01	0.0000e+00	6.1446e-21	3.1529e-18	6.7955e-17	2.3459e-15	
2.5497e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.1066e-06	7.3760e-10	4.9189e-10	4.9999e-01	1.1551e-09	6.1198e-06	9.3969e-11	3.5717e-12	3.0011e-30	1.0131e-21	1.3380e-14	7.1834e-15	4.3169e-06	2.4999e-01	2.7778e-08	1.4721e-10	6.0647e-13	4.9861e-06	3.1309e-16	2.5211e-11	2.2727e-09	4.7699e-25	5.4621e-14	1.0495e-16	1.3448e-08	1.3639e-11	2.3686e-11	2.6453e-21	6.3909e-13	1.9120e-21	2.3898e-23	1.3149e-26	1.6909e-30	1.0255e-33	2.5566e-22	1.5848e-19	5.3781e-26	6.1558e-16	4.0200e-29	2.2753e-33	4.1080e-22	5.5800e-27	1.0300e-28	3.9395e-29	8.5285e-30	1.9310e-28	2.0755e-28	2.5000e-01	0.0000e+00	1.0708e-20	5.8915e-18	1.2890e-16	4.2438e-15	
2.8414e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.3200e-06	8.3586e-10	5.7246e-10	4.9999e-01	1.3603e-09	7.7990e-06	1.0200e-10	3.8674e-12	4.1560e-30	1.2173e-21	1.8755e-14	1.0048e-14	5.1127e-06	2.4999e-01	4.1986e-08	2.2172e-10	8.5300e-13	6.4385e-06	4.3980e-16	2.9860e-11	2.9369e-09	1.1059e-24	1.0382e-13	1.8922e-16	2.0331e-08	1.9160e-11	3.5806e-11	6.0709e-21	1.2121e-12	4.4672e-21	2.7810e-23	1.6486e-26	2.7061e-30	2.0853e-33	2.7469e-22	1.9708e-19	7.0790e-26	6.8805e-16	5.0595e-29	3.5611e-33	5.4479e-22	7.7028e-27	1.4092e-28	7.2180e-29	1.4259e-29	3.5312e-28	3.3427e-28	2.5000e-01	0.0000e+00	1.8044e-20	1.0384e-17	2.3197e-16	7.2993e-15	
3.1332e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	1.5625e-06	9.5032e-10	6.6362e-10	4.9999e-01	1.5904e-09	9.7710e-06	1.1169e-10	4.2285e-12	1.1265e-29	1.4557e-21	2.5746e-14	1.3774e-14	6.0019e-06	2.4999e-01	6.1887e-08	3.2580e-10	1.1744e-12	8.1494e-06	6.0539e-16	3.5054e-11	3.7204e-09	2.2813e-24	1.9235e-13	3.2302e-16	2.9962e-08	2.6343e-11	5.2763e-11	1.2445e-20	2.2415e-12	1.0234e-20	3.2236e-23	2.0545e-26	4.2489e-30	4.1808e-33	2.9696e-22	2.4195e-19	9.2564e-26	7.6129e-16	6.3307e-29	5.3940e-33	7.1089e-22	1.0463e-26	1.8979e-28	1.2985e-28	2.3219e-29	6.3405e-28	5.2587e-28	2.5000e-01	0.0000e+00	2.9318e-20	1.7906e-17	3.9557e-16	1.2333e-14	
3.6269e-04	1.0732e+03	1.0000e+05	1.0000e-01	3.0275e-01	2.0529e-06	1.1916e-09	8.4700e-10	4.9999e-01	2.0466e-09	1.3873e-05	1.3315e-10	5.0274e-12	1.7946e-29	1.9655e-21	4.2955e-14	2.2949e-14	7.7533e-06	2.4998e-01	1.1344e-07	5.9477e-10	1.9658e-12	1.1713e-05	1.0160e-15	4.5285e-11	5.3558e-09	7.9855e-24	5.0690e-13	7.7114e-16	5.4884e-08	4.4016e-11	9.6636e-11	4.3236e-20	5.8942e-12	3.9651e-20	4.1134e-23	2.9617e-26	8.7279e-30	1.2860e-32	3.4421e-22	3.3445e-19	1.4474e-25	8.8742e-16	9.1968e-29	1.0622e-32	1.0852e-21	1.7273e-26	3.0879e-28	3.2852e-28	4.9947e-29	1.6000e-27	1.0782e-27	2.5000e-01	0.0000e+00	6.4114e-20	4.2262e-17	9.4319e-16	2.8417e-14	
