         t	         T	         p	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
8.3116e-02	1.1730e+03	8.7504e+04	2.3081e-01	8.4924e-06	1.4282e-01	2.8563e-01	5.3787e-07	8.2793e-06	1.2498e-04	6.7974e-10	2.7903e-12	5.7141e-01	
8.6394e-02	1.1730e+03	8.7503e+04	2.3081e-01	8.3174e-06	1.4282e-01	2.8563e-01	5.2143e-07	8.1095e-06	1.2370e-04	6.5897e-10	2.7331e-12	5.7141e-01	
8.9672e-02	1.1730e+03	8.7503e+04	2.3081e-01	8.1572e-06	1.4282e-01	2.8563e-01	5.0662e-07	7.9531e-06	1.2250e-04	6.4026e-10	2.6805e-12	5.7141e-01	
9.2950e-02	1.1730e+03	8.7503e+04	2.3081e-01	8.0103e-06	1.4282e-01	2.8563e-01	4.9291e-07	7.8104e-06	1.2139e-04	6.2293e-10	2.6322e-12	5.7141e-01	
9.6228e-02	1.1730e+03	8.7503e+04	2.3081e-01	7.8729e-06	1.4282e-01	2.8564e-01	4.8039e-07	7.6778e-06	1.2036e-04	6.0713e-10	2.5873e-12	5.7141e-01	
1.0168e-01	1.1730e+03	8.7503e+04	2.3081e-01	7.6678e-06	1.4282e-01	2.8564e-01	4.6190e-07	7.4783e-06	1.1879e-04	5.8377e-10	2.5203e-12	5.7141e-01	
1.0713e-01	1.1730e+03	8.7503e+04	2.3081e-01	7.4881e-06	1.4282e-01	2.8564e-01	4.4593e-07	7.3016e-06	1.1738e-04	5.6359e-10	2.4613e-12	5.7141e-01	
1.1258e-01	1.1730e+03	8.7503e+04	2.3081e-01	7.3271e-06	1.4282e-01	2.8564e-01	4.3168e-07	7.1458e-06	1.1613e-04	5.4559e-10	2.4086e-12	5.7141e-01	
1.1803e-01	1.1730e+03	8.7503e+04	2.3081e-01	7.1816e-06	1.4282e-01	2.8564e-01	4.1905e-07	7.0082e-06	1.1499e-04	5.2962e-10	2.3613e-12	5.7141e-01	
1.2348e-01	1.1730e+03	8.7503e+04	2.3081e-01	7.0543e-06	1.4282e-01	2.8564e-01	4.0801e-07	6.8842e-06	1.1397e-04	5.1567e-10	2.3197e-12	5.7141e-01	
1.2894e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.9456e-06	1.4282e-01	2.8564e-01	3.9821e-07	6.7718e-06	1.1303e-04	5.0330e-10	2.2828e-12	5.7141e-01	
1.3439e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.8437e-06	1.4282e-01	2.8564e-01	3.8941e-07	6.6721e-06	1.1219e-04	4.9218e-10	2.2485e-12	5.7141e-01	
1.3984e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.7404e-06	1.4282e-01	2.8564e-01	3.8147e-07	6.5832e-06	1.1145e-04	4.8215e-10	2.2172e-12	5.7141e-01	
1.4529e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.6595e-06	1.4282e-01	2.8564e-01	3.7448e-07	6.5011e-06	1.1076e-04	4.7332e-10	2.1908e-12	5.7141e-01	
1.4878e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.6158e-06	1.4282e-01	2.8564e-01	3.7042e-07	6.4533e-06	1.1034e-04	4.6819e-10	2.1748e-12	5.7141e-01	
1.5226e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.5627e-06	1.4282e-01	2.8564e-01	3.6639e-07	6.4082e-06	1.0997e-04	4.6310e-10	2.1583e-12	5.7141e-01	
1.5574e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.5203e-06	1.4283e-01	2.8564e-01	3.6290e-07	6.3662e-06	1.0960e-04	4.5869e-10	2.1452e-12	5.7141e-01	
1.5812e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.4972e-06	1.4283e-01	2.8564e-01	3.6063e-07	6.3391e-06	1.0936e-04	4.5582e-10	2.1363e-12	5.7141e-01	
1.6049e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.4686e-06	1.4283e-01	2.8564e-01	3.5830e-07	6.3117e-06	1.0914e-04	4.5287e-10	2.1259e-12	5.7141e-01	
1.6286e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.4418e-06	1.4283e-01	2.8564e-01	3.5625e-07	6.2876e-06	1.0892e-04	4.5028e-10	2.1186e-12	5.7141e-01	
1.6523e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.4208e-06	1.4283e-01	2.8564e-01	3.5424e-07	6.2659e-06	1.0870e-04	4.4775e-10	2.1133e-12	5.7141e-01	
1.6760e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.4006e-06	1.4283e-01	2.8564e-01	3.5228e-07	6.2402e-06	1.0850e-04	4.4527e-10	2.1032e-12	5.7141e-01	
1.6997e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.3744e-06	1.4283e-01	2.8564e-01	3.5054e-07	6.2160e-06	1.0832e-04	4.4307e-10	2.0922e-12	5.7141e-01	
1.7235e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.3441e-06	1.4283e-01	2.8564e-01	3.4847e-07	6.1987e-06	1.0814e-04	4.4046e-10	2.0888e-12	5.7141e-01	
1.7472e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.3218e-06	1.4283e-01	2.8564e-01	3.4670e-07	6.1790e-06	1.0797e-04	4.3822e-10	2.0860e-12	5.7141e-01	
1.7709e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.3112e-06	1.4283e-01	2.8564e-01	3.4531e-07	6.1573e-06	1.0778e-04	4.3646e-10	2.0748e-12	5.7141e-01	
1.7946e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2927e-06	1.4283e-01	2.8564e-01	3.4369e-07	6.1383e-06	1.0761e-04	4.3442e-10	2.0674e-12	5.7141e-01	
1.8110e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2772e-06	1.4283e-01	2.8564e-01	3.4262e-07	6.1258e-06	1.0751e-04	4.3306e-10	2.0643e-12	5.7141e-01	
1.8274e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2671e-06	1.4283e-01	2.8564e-01	3.4176e-07	6.1140e-06	1.0739e-04	4.3198e-10	2.0586e-12	5.7141e-01	
1.8438e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2561e-06	1.4283e-01	2.8564e-01	3.4055e-07	6.1011e-06	1.0729e-04	4.3045e-10	2.0551e-12	5.7141e-01	
1.8601e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2390e-06	1.4283e-01	2.8564e-01	3.3961e-07	6.0899e-06	1.0720e-04	4.2926e-10	2.0531e-12	5.7141e-01	
1.8765e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2270e-06	1.4283e-01	2.8564e-01	3.3870e-07	6.0792e-06	1.0710e-04	4.2811e-10	2.0486e-12	5.7141e-01	
1.8929e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2178e-06	1.4283e-01	2.8564e-01	3.3778e-07	6.0678e-06	1.0700e-04	4.2694e-10	2.0445e-12	5.7141e-01	
1.9093e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.2071e-06	1.4283e-01	2.8564e-01	3.3689e-07	6.0570e-06	1.0690e-04	4.2582e-10	2.0411e-12	5.7141e-01	
1.9352e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.1895e-06	1.4283e-01	2.8565e-01	3.3553e-07	6.0408e-06	1.0676e-04	4.2410e-10	2.0357e-12	5.7141e-01	
1.9815e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.1614e-06	1.4283e-01	2.8565e-01	3.3325e-07	6.0133e-06	1.0652e-04	4.2122e-10	2.0264e-12	5.7141e-01	
2.0278e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.1338e-06	1.4283e-01	2.8565e-01	3.3113e-07	5.9881e-06	1.0629e-04	4.1855e-10	2.0180e-12	5.7141e-01	
2.0740e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.1105e-06	1.4283e-01	2.8565e-01	3.2918e-07	5.9643e-06	1.0608e-04	4.1608e-10	2.0099e-12	5.7141e-01	
2.1203e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.0885e-06	1.4283e-01	2.8565e-01	3.2737e-07	5.9423e-06	1.0589e-04	4.1380e-10	2.0024e-12	5.7141e-01	
2.1986e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.0538e-06	1.4283e-01	2.8565e-01	3.2459e-07	5.9086e-06	1.0558e-04	4.1029e-10	1.9911e-12	5.7141e-01	
2.3236e-01	1.1730e+03	8.7503e+04	2.3081e-01	6.0068e-06	1.4283e-01	2.8565e-01	3.2085e-07	5.8630e-06	1.0518e-04	4.0556e-10	1.9757e-12	5.7141e-01	
2.4486e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.9676e-06	1.4283e-01	2.8565e-01	3.1773e-07	5.8249e-06	1.0484e-04	4.0162e-10	1.9629e-12	5.7141e-01	
2.5736e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.9359e-06	1.4283e-01	2.8565e-01	3.1521e-07	5.7940e-06	1.0456e-04	3.9844e-10	1.9524e-12	5.7141e-01	
2.6986e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.9097e-06	1.4283e-01	2.8565e-01	3.1313e-07	5.7684e-06	1.0432e-04	3.9581e-10	1.9438e-12	5.7141e-01	
2.8236e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8880e-06	1.4283e-01	2.8565e-01	3.1143e-07	5.7473e-06	1.0413e-04	3.9365e-10	1.9367e-12	5.7141e-01	
2.9486e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8701e-06	1.4283e-01	2.8565e-01	3.1001e-07	5.7299e-06	1.0398e-04	3.9186e-10	1.9308e-12	5.7141e-01	
3.0736e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8552e-06	1.4283e-01	2.8565e-01	3.0883e-07	5.7153e-06	1.0384e-04	3.9038e-10	1.9259e-12	5.7141e-01	
3.1986e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8428e-06	1.4283e-01	2.8565e-01	3.0786e-07	5.7033e-06	1.0373e-04	3.8915e-10	1.9219e-12	5.7141e-01	
3.3968e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8274e-06	1.4283e-01	2.8565e-01	3.0666e-07	5.6884e-06	1.0360e-04	3.8762e-10	1.9169e-12	5.7141e-01	
3.5949e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8157e-06	1.4283e-01	2.8565e-01	3.0573e-07	5.6769e-06	1.0349e-04	3.8645e-10	1.9130e-12	5.7141e-01	
3.7931e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8072e-06	1.4283e-01	2.8565e-01	3.0507e-07	5.6687e-06	1.0342e-04	3.8563e-10	1.9102e-12	5.7141e-01	
3.9912e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.8008e-06	1.4283e-01	2.8565e-01	3.0456e-07	5.6625e-06	1.0336e-04	3.8498e-10	1.9081e-12	5.7141e-01	
4.1894e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7961e-06	1.4283e-01	2.8565e-01	3.0420e-07	5.6579e-06	1.0332e-04	3.8453e-10	1.9066e-12	5.7141e-01	
4.5333e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7907e-06	1.4283e-01	2.8565e-01	3.0377e-07	5.6526e-06	1.0327e-04	3.8397e-10	1.9048e-12	5.7141e-01	
4.8772e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7869e-06	1.4283e-01	2.8565e-01	3.0347e-07	5.6489e-06	1.0324e-04	3.8361e-10	1.9036e-12	5.7141e-01	
5.2211e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7855e-06	1.4283e-01	2.8565e-01	3.0338e-07	5.6476e-06	1.0322e-04	3.8348e-10	1.9031e-12	5.7141e-01	
5.5650e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7838e-06	1.4283e-01	2.8565e-01	3.0320e-07	5.6458e-06	1.0321e-04	3.8326e-10	1.9025e-12	5.7141e-01	
5.9089e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7830e-06	1.4283e-01	2.8565e-01	3.0321e-07	5.6451e-06	1.0320e-04	3.8327e-10	1.9023e-12	5.7141e-01	
6.2528e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7823e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6444e-06	1.0320e-04	3.8311e-10	1.9020e-12	5.7141e-01	
7.0175e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7820e-06	1.4283e-01	2.8565e-01	3.0309e-07	5.6441e-06	1.0319e-04	3.8312e-10	1.9019e-12	5.7141e-01	
7.7821e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7817e-06	1.4283e-01	2.8565e-01	3.0307e-07	5.6439e-06	1.0319e-04	3.8309e-10	1.9019e-12	5.7141e-01	
8.5467e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7821e-06	1.4283e-01	2.8565e-01	3.0327e-07	5.6440e-06	1.0321e-04	3.8335e-10	1.9019e-12	5.7141e-01	
9.3113e-01	1.1730e+03	8.7503e+04	2.3081e-01	5.7823e-06	1.4283e-01	2.8565e-01	3.0313e-07	5.6444e-06	1.0320e-04	3.8317e-10	1.9020e-12	5.7141e-01	
1.0076e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7820e-06	1.4283e-01	2.8565e-01	3.0311e-07	5.6442e-06	1.0319e-04	3.8314e-10	1.9020e-12	5.7141e-01	
1.1246e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6440e-06	1.0319e-04	3.8311e-10	1.9019e-12	5.7141e-01	
1.2417e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7813e-06	1.4283e-01	2.8565e-01	3.0301e-07	5.6433e-06	1.0319e-04	3.8302e-10	1.9017e-12	5.7141e-01	
1.3588e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6439e-06	1.0319e-04	3.8311e-10	1.9019e-12	5.7141e-01	
1.4758e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7819e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6440e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
1.9000e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6440e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
2.3242e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7819e-06	1.4283e-01	2.8565e-01	3.0310e-07	5.6440e-06	1.0319e-04	3.8313e-10	1.9019e-12	5.7141e-01	
2.7484e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7819e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6440e-06	1.0319e-04	3.8311e-10	1.9019e-12	5.7141e-01	
3.5027e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6439e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
4.9079e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6439e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
7.9472e+00	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6439e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
1.0000e+01	1.1730e+03	8.7503e+04	2.3081e-01	5.7818e-06	1.4283e-01	2.8565e-01	3.0308e-07	5.6440e-06	1.0319e-04	3.8310e-10	1.9019e-12	5.7141e-01	
