         t	         T	         p	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
3.3693e-03	1.1730e+03	8.7523e+04	2.3081e-01	1.2254e-04	1.4271e-01	2.8527e-01	2.8401e-05	1.1670e-04	4.6856e-04	3.5814e-08	4.0632e-11	5.7128e-01	
3.4172e-03	1.1730e+03	8.7522e+04	2.3081e-01	1.2084e-04	1.4271e-01	2.8527e-01	2.7818e-05	1.1510e-04	4.6536e-04	3.5079e-08	4.0051e-11	5.7128e-01	
3.4652e-03	1.1730e+03	8.7522e+04	2.3081e-01	1.1918e-04	1.4272e-01	2.8528e-01	2.7256e-05	1.1355e-04	4.6223e-04	3.4372e-08	3.9486e-11	5.7128e-01	
3.5131e-03	1.1730e+03	8.7522e+04	2.3081e-01	1.1758e-04	1.4272e-01	2.8528e-01	2.6715e-05	1.1204e-04	4.5915e-04	3.3691e-08	3.8939e-11	5.7129e-01	
3.6013e-03	1.1730e+03	8.7521e+04	2.3081e-01	1.1473e-04	1.4272e-01	2.8529e-01	2.5767e-05	1.0937e-04	4.5367e-04	3.2496e-08	3.7971e-11	5.7129e-01	
3.6895e-03	1.1730e+03	8.7521e+04	2.3081e-01	1.1202e-04	1.4272e-01	2.8530e-01	2.4874e-05	1.0683e-04	4.4838e-04	3.1372e-08	3.7053e-11	5.7129e-01	
3.7777e-03	1.1730e+03	8.7521e+04	2.3081e-01	1.0945e-04	1.4272e-01	2.8530e-01	2.4034e-05	1.0441e-04	4.4329e-04	3.0313e-08	3.6181e-11	5.7129e-01	
3.8659e-03	1.1730e+03	8.7520e+04	2.3081e-01	1.0699e-04	1.4272e-01	2.8531e-01	2.3243e-05	1.0210e-04	4.3838e-04	2.9316e-08	3.5350e-11	5.7130e-01	
3.9541e-03	1.1730e+03	8.7520e+04	2.3081e-01	1.0465e-04	1.4272e-01	2.8532e-01	2.2495e-05	9.9897e-05	4.3364e-04	2.8374e-08	3.4559e-11	5.7130e-01	
4.1041e-03	1.1730e+03	8.7519e+04	2.3081e-01	1.0091e-04	1.4273e-01	2.8533e-01	2.1316e-05	9.6373e-05	4.2595e-04	2.6888e-08	3.3297e-11	5.7130e-01	
4.2541e-03	1.1730e+03	8.7519e+04	2.3081e-01	9.7427e-05	1.4273e-01	2.8534e-01	2.0238e-05	9.3097e-05	4.1867e-04	2.5530e-08	3.2127e-11	5.7131e-01	
4.4041e-03	1.1730e+03	8.7518e+04	2.3081e-01	9.4194e-05	1.4273e-01	2.8534e-01	1.9255e-05	9.0051e-05	4.1178e-04	2.4290e-08	3.1042e-11	5.7131e-01	
4.5541e-03	1.1730e+03	8.7518e+04	2.3081e-01	9.1180e-05	1.4273e-01	2.8535e-01	1.8350e-05	8.7210e-05	4.0524e-04	2.3150e-08	3.0032e-11	5.7131e-01	
4.7820e-03	1.1730e+03	8.7517e+04	2.3081e-01	8.6967e-05	1.4274e-01	2.8536e-01	1.7111e-05	8.3234e-05	3.9592e-04	2.1588e-08	2.8623e-11	5.7132e-01	
5.0098e-03	1.1730e+03	8.7517e+04	2.3081e-01	8.3150e-05	1.4274e-01	2.8538e-01	1.6014e-05	7.9629e-05	3.8727e-04	2.0206e-08	2.7350e-11	5.7132e-01	
5.2377e-03	1.1730e+03	8.7516e+04	2.3081e-01	7.9663e-05	1.4274e-01	2.8538e-01	1.5028e-05	7.6333e-05	3.7919e-04	1.8962e-08	2.6188e-11	5.7132e-01	
5.4656e-03	1.1730e+03	8.7516e+04	2.3081e-01	7.6478e-05	1.4274e-01	2.8539e-01	1.4151e-05	7.3320e-05	3.7164e-04	1.7856e-08	2.5130e-11	5.7133e-01	
5.6934e-03	1.1730e+03	8.7515e+04	2.3081e-01	7.3552e-05	1.4275e-01	2.8540e-01	1.3352e-05	7.0550e-05	3.6457e-04	1.6850e-08	2.4157e-11	5.7133e-01	
5.9213e-03	1.1730e+03	8.7515e+04	2.3081e-01	7.0852e-05	1.4275e-01	2.8541e-01	1.2635e-05	6.7991e-05	3.5792e-04	1.5944e-08	2.3262e-11	5.7133e-01	
6.1491e-03	1.1730e+03	8.7514e+04	2.3081e-01	6.8357e-05	1.4275e-01	2.8542e-01	1.1983e-05	6.5627e-05	3.5164e-04	1.5123e-08	2.2436e-11	5.7133e-01	
6.3770e-03	1.1730e+03	8.7514e+04	2.3081e-01	6.6044e-05	1.4275e-01	2.8542e-01	1.1385e-05	6.3434e-05	3.4572e-04	1.4368e-08	2.1671e-11	5.7134e-01	
6.6048e-03	1.1730e+03	8.7514e+04	2.3081e-01	6.3890e-05	1.4275e-01	2.8543e-01	1.0839e-05	6.1385e-05	3.4013e-04	1.3680e-08	2.0959e-11	5.7134e-01	
6.8327e-03	1.1730e+03	8.7513e+04	2.3081e-01	6.1883e-05	1.4276e-01	2.8544e-01	1.0340e-05	5.9479e-05	3.3481e-04	1.3051e-08	2.0296e-11	5.7134e-01	
7.0606e-03	1.1730e+03	8.7513e+04	2.3081e-01	6.0008e-05	1.4276e-01	2.8544e-01	9.8786e-06	5.7704e-05	3.2975e-04	1.2469e-08	1.9678e-11	5.7134e-01	
7.2884e-03	1.1730e+03	8.7513e+04	2.3081e-01	5.8248e-05	1.4276e-01	2.8545e-01	9.4514e-06	5.6029e-05	3.2496e-04	1.1930e-08	1.9097e-11	5.7135e-01	
7.5163e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.6599e-05	1.4276e-01	2.8545e-01	9.0575e-06	5.4450e-05	3.2040e-04	1.1433e-08	1.8554e-11	5.7135e-01	
7.7441e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.5051e-05	1.4276e-01	2.8546e-01	8.6926e-06	5.2982e-05	3.1601e-04	1.0973e-08	1.8045e-11	5.7135e-01	
7.9008e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.4033e-05	1.4276e-01	2.8546e-01	8.4557e-06	5.2017e-05	3.1312e-04	1.0674e-08	1.7709e-11	5.7135e-01	
8.0095e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.3353e-05	1.4276e-01	2.8546e-01	8.2979e-06	5.1366e-05	3.1117e-04	1.0475e-08	1.7485e-11	5.7135e-01	
8.1182e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.2690e-05	1.4276e-01	2.8546e-01	8.1460e-06	5.0737e-05	3.0925e-04	1.0283e-08	1.7267e-11	5.7135e-01	
8.2269e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.2046e-05	1.4276e-01	2.8547e-01	7.9988e-06	5.0125e-05	3.0737e-04	1.0097e-08	1.7055e-11	5.7135e-01	
8.3355e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.1418e-05	1.4276e-01	2.8547e-01	7.8554e-06	4.9522e-05	3.0555e-04	9.9164e-09	1.6848e-11	5.7135e-01	
8.4442e-03	1.1730e+03	8.7512e+04	2.3081e-01	5.0808e-05	1.4277e-01	2.8547e-01	7.7170e-06	4.8937e-05	3.0375e-04	9.7418e-09	1.6648e-11	5.7135e-01	
8.5529e-03	1.1730e+03	8.7511e+04	2.3081e-01	5.0212e-05	1.4277e-01	2.8547e-01	7.5843e-06	4.8378e-05	3.0197e-04	9.5744e-09	1.6453e-11	5.7135e-01	
8.6616e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.9629e-05	1.4277e-01	2.8547e-01	7.4548e-06	4.7827e-05	3.0023e-04	9.4109e-09	1.6260e-11	5.7135e-01	
8.7703e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.9064e-05	1.4277e-01	2.8548e-01	7.3279e-06	4.7279e-05	2.9855e-04	9.2509e-09	1.6075e-11	5.7136e-01	
8.8790e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.8515e-05	1.4277e-01	2.8548e-01	7.2060e-06	4.6750e-05	2.9689e-04	9.0970e-09	1.5896e-11	5.7136e-01	
8.9877e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.7974e-05	1.4277e-01	2.8548e-01	7.0878e-06	4.6241e-05	2.9524e-04	8.9480e-09	1.5717e-11	5.7136e-01	
9.0964e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.7445e-05	1.4277e-01	2.8548e-01	6.9718e-06	4.5738e-05	2.9365e-04	8.8015e-09	1.5541e-11	5.7136e-01	
9.2051e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.6934e-05	1.4277e-01	2.8548e-01	6.8606e-06	4.5246e-05	2.9208e-04	8.6613e-09	1.5375e-11	5.7136e-01	
9.3138e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.6432e-05	1.4277e-01	2.8548e-01	6.7528e-06	4.4771e-05	2.9052e-04	8.5252e-09	1.5211e-11	5.7136e-01	
9.4225e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.5942e-05	1.4277e-01	2.8549e-01	6.6459e-06	4.4304e-05	2.8900e-04	8.3904e-09	1.5049e-11	5.7136e-01	
9.5312e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.5464e-05	1.4277e-01	2.8549e-01	6.5441e-06	4.3843e-05	2.8751e-04	8.2619e-09	1.4892e-11	5.7136e-01	
9.6399e-03	1.1730e+03	8.7511e+04	2.3081e-01	4.4997e-05	1.4277e-01	2.8549e-01	6.4462e-06	4.3400e-05	2.8604e-04	8.1384e-09	1.4740e-11	5.7136e-01	
9.7486e-03	1.1730e+03	8.7510e+04	2.3081e-01	4.4539e-05	1.4277e-01	2.8549e-01	6.3480e-06	4.2968e-05	2.8459e-04	8.0144e-09	1.4590e-11	5.7136e-01	
9.8573e-03	1.1730e+03	8.7510e+04	2.3081e-01	4.4090e-05	1.4277e-01	2.8549e-01	6.2518e-06	4.2531e-05	2.8320e-04	7.8931e-09	1.4442e-11	5.7136e-01	
9.9660e-03	1.1730e+03	8.7510e+04	2.3081e-01	4.3655e-05	1.4277e-01	2.8549e-01	6.1612e-06	4.2114e-05	2.8180e-04	7.7787e-09	1.4299e-11	5.7136e-01	
1.0037e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.3372e-05	1.4277e-01	2.8549e-01	6.1023e-06	4.1846e-05	2.8089e-04	7.7044e-09	1.4206e-11	5.7136e-01	
1.0109e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.3094e-05	1.4277e-01	2.8549e-01	6.0442e-06	4.1580e-05	2.8000e-04	7.6311e-09	1.4115e-11	5.7136e-01	
1.0180e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.2819e-05	1.4277e-01	2.8550e-01	5.9874e-06	4.1318e-05	2.7911e-04	7.5595e-09	1.4025e-11	5.7136e-01	
1.0296e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.2384e-05	1.4277e-01	2.8550e-01	5.8970e-06	4.0902e-05	2.7771e-04	7.4454e-09	1.3882e-11	5.7136e-01	
1.0411e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.1959e-05	1.4277e-01	2.8550e-01	5.8094e-06	4.0496e-05	2.7633e-04	7.3348e-09	1.3743e-11	5.7136e-01	
1.0526e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.1543e-05	1.4277e-01	2.8550e-01	5.7244e-06	4.0102e-05	2.7496e-04	7.2276e-09	1.3606e-11	5.7136e-01	
1.0641e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.1136e-05	1.4277e-01	2.8550e-01	5.6410e-06	3.9710e-05	2.7363e-04	7.1223e-09	1.3473e-11	5.7136e-01	
1.0860e-02	1.1730e+03	8.7510e+04	2.3081e-01	4.0388e-05	1.4278e-01	2.8550e-01	5.4893e-06	3.8994e-05	2.7116e-04	6.9309e-09	1.3228e-11	5.7136e-01	
1.1079e-02	1.1730e+03	8.7510e+04	2.3081e-01	3.9669e-05	1.4278e-01	2.8551e-01	5.3449e-06	3.8307e-05	2.6876e-04	6.7486e-09	1.2992e-11	5.7137e-01	
1.1297e-02	1.1730e+03	8.7510e+04	2.3081e-01	3.8979e-05	1.4278e-01	2.8551e-01	5.2072e-06	3.7646e-05	2.6643e-04	6.5749e-09	1.2766e-11	5.7137e-01	
1.1659e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.7894e-05	1.4278e-01	2.8551e-01	4.9933e-06	3.6607e-05	2.6274e-04	6.3049e-09	1.2411e-11	5.7137e-01	
1.2020e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.6875e-05	1.4278e-01	2.8552e-01	4.7951e-06	3.5632e-05	2.5921e-04	6.0548e-09	1.2077e-11	5.7137e-01	
1.2382e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.5914e-05	1.4278e-01	2.8552e-01	4.6104e-06	3.4711e-05	2.5585e-04	5.8217e-09	1.1762e-11	5.7137e-01	
1.2743e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.5008e-05	1.4278e-01	2.8552e-01	4.4388e-06	3.3843e-05	2.5263e-04	5.6050e-09	1.1465e-11	5.7137e-01	
1.3104e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.4152e-05	1.4278e-01	2.8552e-01	4.2783e-06	3.3022e-05	2.4955e-04	5.4025e-09	1.1185e-11	5.7137e-01	
1.3466e-02	1.1730e+03	8.7509e+04	2.3081e-01	3.3341e-05	1.4278e-01	2.8553e-01	4.1282e-06	3.2245e-05	2.4660e-04	5.2131e-09	1.0920e-11	5.7137e-01	
1.3827e-02	1.1730e+03	8.7508e+04	2.3081e-01	3.2573e-05	1.4278e-01	2.8553e-01	3.9876e-06	3.1508e-05	2.4377e-04	5.0356e-09	1.0668e-11	5.7137e-01	
1.4436e-02	1.1730e+03	8.7508e+04	2.3081e-01	3.1366e-05	1.4279e-01	2.8553e-01	3.7698e-06	3.0350e-05	2.3925e-04	4.7607e-09	1.0273e-11	5.7138e-01	
1.5044e-02	1.1730e+03	8.7508e+04	2.3081e-01	3.0253e-05	1.4279e-01	2.8554e-01	3.5725e-06	2.9282e-05	2.3501e-04	4.5116e-09	9.9090e-12	5.7138e-01	
1.5653e-02	1.1730e+03	8.7508e+04	2.3081e-01	2.9229e-05	1.4279e-01	2.8554e-01	3.3945e-06	2.8298e-05	2.3102e-04	4.2869e-09	9.5738e-12	5.7138e-01	
1.6262e-02	1.1730e+03	8.7508e+04	2.3081e-01	2.8281e-05	1.4279e-01	2.8555e-01	3.2315e-06	2.7387e-05	2.2728e-04	4.0812e-09	9.2636e-12	5.7138e-01	
1.6871e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.7400e-05	1.4279e-01	2.8555e-01	3.0831e-06	2.6539e-05	2.2374e-04	3.8938e-09	8.9753e-12	5.7138e-01	
1.7479e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.6579e-05	1.4279e-01	2.8555e-01	2.9470e-06	2.5752e-05	2.2039e-04	3.7219e-09	8.7071e-12	5.7138e-01	
1.8088e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.5813e-05	1.4279e-01	2.8556e-01	2.8211e-06	2.5015e-05	2.1721e-04	3.5631e-09	8.4566e-12	5.7138e-01	
1.8697e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.5097e-05	1.4279e-01	2.8556e-01	2.7054e-06	2.4324e-05	2.1421e-04	3.4170e-09	8.2221e-12	5.7138e-01	
1.9305e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.4426e-05	1.4279e-01	2.8556e-01	2.5985e-06	2.3679e-05	2.1134e-04	3.2820e-09	8.0026e-12	5.7138e-01	
2.0222e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.3489e-05	1.4280e-01	2.8556e-01	2.4515e-06	2.2778e-05	2.0728e-04	3.0964e-09	7.6964e-12	5.7138e-01	
2.1138e-02	1.1730e+03	8.7507e+04	2.3081e-01	2.2633e-05	1.4280e-01	2.8557e-01	2.3198e-06	2.1954e-05	2.0350e-04	2.9301e-09	7.4167e-12	5.7139e-01	
2.2055e-02	1.1730e+03	8.7506e+04	2.3081e-01	2.1848e-05	1.4280e-01	2.8557e-01	2.2009e-06	2.1198e-05	1.9996e-04	2.7800e-09	7.1601e-12	5.7139e-01	
2.2971e-02	1.1730e+03	8.7506e+04	2.3081e-01	2.1126e-05	1.4280e-01	2.8557e-01	2.0935e-06	2.0501e-05	1.9664e-04	2.6444e-09	6.9235e-12	5.7139e-01	
2.3888e-02	1.1730e+03	8.7506e+04	2.3081e-01	2.0457e-05	1.4280e-01	2.8558e-01	1.9955e-06	1.9854e-05	1.9353e-04	2.5206e-09	6.7046e-12	5.7139e-01	
2.4804e-02	1.1730e+03	8.7506e+04	2.3081e-01	1.9836e-05	1.4280e-01	2.8558e-01	1.9057e-06	1.9255e-05	1.9060e-04	2.4073e-09	6.5020e-12	5.7139e-01	
2.5721e-02	1.1730e+03	8.7506e+04	2.3081e-01	1.9259e-05	1.4280e-01	2.8558e-01	1.8242e-06	1.8702e-05	1.8783e-04	2.3043e-09	6.3137e-12	5.7139e-01	
2.6637e-02	1.1730e+03	8.7506e+04	2.3081e-01	1.8723e-05	1.4280e-01	2.8558e-01	1.7490e-06	1.8185e-05	1.8520e-04	2.2094e-09	6.1379e-12	5.7139e-01	
2.7553e-02	1.1730e+03	8.7506e+04	2.3081e-01	1.8223e-05	1.4280e-01	2.8559e-01	1.6794e-06	1.7696e-05	1.8273e-04	2.1215e-09	5.9738e-12	5.7139e-01	
2.8470e-02	1.1730e+03	8.7506e+04	2.3081e-01	1.7755e-05	1.4280e-01	2.8559e-01	1.6155e-06	1.7242e-05	1.8037e-04	2.0408e-09	5.8210e-12	5.7139e-01	
2.9386e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.7312e-05	1.4280e-01	2.8559e-01	1.5561e-06	1.6823e-05	1.7812e-04	1.9658e-09	5.6767e-12	5.7139e-01	
3.0303e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.6889e-05	1.4280e-01	2.8559e-01	1.5004e-06	1.6421e-05	1.7601e-04	1.8955e-09	5.5391e-12	5.7139e-01	
3.1219e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.6505e-05	1.4281e-01	2.8559e-01	1.4495e-06	1.6041e-05	1.7397e-04	1.8312e-09	5.4131e-12	5.7139e-01	
3.1803e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.6271e-05	1.4281e-01	2.8559e-01	1.4186e-06	1.5814e-05	1.7272e-04	1.7922e-09	5.3361e-12	5.7139e-01	
3.2387e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.6041e-05	1.4281e-01	2.8559e-01	1.3889e-06	1.5591e-05	1.7151e-04	1.7546e-09	5.2604e-12	5.7139e-01	
3.2971e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.5817e-05	1.4281e-01	2.8560e-01	1.3609e-06	1.5378e-05	1.7035e-04	1.7192e-09	5.1882e-12	5.7139e-01	
3.3555e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.5608e-05	1.4281e-01	2.8560e-01	1.3336e-06	1.5176e-05	1.6919e-04	1.6848e-09	5.1209e-12	5.7140e-01	
3.4138e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.5404e-05	1.4281e-01	2.8560e-01	1.3074e-06	1.4975e-05	1.6808e-04	1.6517e-09	5.0524e-12	5.7140e-01	
3.4722e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.5205e-05	1.4281e-01	2.8560e-01	1.2822e-06	1.4781e-05	1.6700e-04	1.6200e-09	4.9863e-12	5.7140e-01	
3.5306e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.5009e-05	1.4281e-01	2.8560e-01	1.2581e-06	1.4600e-05	1.6594e-04	1.5895e-09	4.9249e-12	5.7140e-01	
3.5890e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4819e-05	1.4281e-01	2.8560e-01	1.2348e-06	1.4422e-05	1.6492e-04	1.5601e-09	4.8655e-12	5.7140e-01	
3.6474e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4644e-05	1.4281e-01	2.8560e-01	1.2128e-06	1.4238e-05	1.6393e-04	1.5323e-09	4.8042e-12	5.7140e-01	
3.7057e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4484e-05	1.4281e-01	2.8560e-01	1.1918e-06	1.4068e-05	1.6293e-04	1.5057e-09	4.7449e-12	5.7140e-01	
3.7447e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4363e-05	1.4281e-01	2.8560e-01	1.1773e-06	1.3964e-05	1.6230e-04	1.4875e-09	4.7096e-12	5.7140e-01	
3.7700e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4286e-05	1.4281e-01	2.8560e-01	1.1684e-06	1.3893e-05	1.6190e-04	1.4761e-09	4.6865e-12	5.7140e-01	
3.7952e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4215e-05	1.4281e-01	2.8560e-01	1.1599e-06	1.3826e-05	1.6150e-04	1.4655e-09	4.6632e-12	5.7140e-01	
3.8204e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4147e-05	1.4281e-01	2.8560e-01	1.1507e-06	1.3760e-05	1.6109e-04	1.4539e-09	4.6396e-12	5.7140e-01	
3.8457e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4075e-05	1.4281e-01	2.8560e-01	1.1427e-06	1.3688e-05	1.6071e-04	1.4437e-09	4.6169e-12	5.7140e-01	
3.8709e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.4007e-05	1.4281e-01	2.8560e-01	1.1346e-06	1.3622e-05	1.6032e-04	1.4334e-09	4.5954e-12	5.7140e-01	
3.8962e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3938e-05	1.4281e-01	2.8560e-01	1.1262e-06	1.3566e-05	1.5992e-04	1.4229e-09	4.5731e-12	5.7140e-01	
3.9214e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3868e-05	1.4281e-01	2.8560e-01	1.1182e-06	1.3497e-05	1.5955e-04	1.4128e-09	4.5492e-12	5.7140e-01	
3.9466e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3805e-05	1.4281e-01	2.8560e-01	1.1106e-06	1.3428e-05	1.5918e-04	1.4032e-09	4.5294e-12	5.7140e-01	
3.9719e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3744e-05	1.4281e-01	2.8561e-01	1.1026e-06	1.3374e-05	1.5878e-04	1.3931e-09	4.5113e-12	5.7140e-01	
3.9971e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3674e-05	1.4281e-01	2.8561e-01	1.0945e-06	1.3313e-05	1.5842e-04	1.3829e-09	4.4876e-12	5.7140e-01	
4.0135e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3634e-05	1.4281e-01	2.8561e-01	1.0901e-06	1.3265e-05	1.5820e-04	1.3772e-09	4.4736e-12	5.7140e-01	
4.0299e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3593e-05	1.4281e-01	2.8561e-01	1.0852e-06	1.3225e-05	1.5796e-04	1.3711e-09	4.4602e-12	5.7140e-01	
4.0463e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3553e-05	1.4281e-01	2.8561e-01	1.0794e-06	1.3188e-05	1.5772e-04	1.3638e-09	4.4474e-12	5.7140e-01	
4.0627e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3512e-05	1.4281e-01	2.8561e-01	1.0760e-06	1.3143e-05	1.5750e-04	1.3595e-09	4.4331e-12	5.7140e-01	
4.0791e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3473e-05	1.4281e-01	2.8561e-01	1.0708e-06	1.3109e-05	1.5726e-04	1.3529e-09	4.4205e-12	5.7140e-01	
4.0955e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3434e-05	1.4281e-01	2.8561e-01	1.0661e-06	1.3070e-05	1.5703e-04	1.3469e-09	4.4080e-12	5.7140e-01	
4.1119e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3394e-05	1.4281e-01	2.8561e-01	1.0615e-06	1.3031e-05	1.5680e-04	1.3412e-09	4.3951e-12	5.7140e-01	
4.1544e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3294e-05	1.4281e-01	2.8561e-01	1.0496e-06	1.2934e-05	1.5621e-04	1.3261e-09	4.3618e-12	5.7140e-01	
4.1970e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3196e-05	1.4281e-01	2.8561e-01	1.0380e-06	1.2838e-05	1.5563e-04	1.3115e-09	4.3290e-12	5.7140e-01	
4.2395e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.3099e-05	1.4281e-01	2.8561e-01	1.0267e-06	1.2745e-05	1.5507e-04	1.2972e-09	4.2978e-12	5.7140e-01	
4.3040e-02	1.1730e+03	8.7505e+04	2.3081e-01	1.2956e-05	1.4281e-01	2.8561e-01	1.0101e-06	1.2607e-05	1.5422e-04	1.2762e-09	4.2515e-12	5.7140e-01	
4.4383e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.2671e-05	1.4281e-01	2.8561e-01	9.7724e-07	1.2332e-05	1.5253e-04	1.2347e-09	4.1592e-12	5.7140e-01	
4.5727e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.2404e-05	1.4281e-01	2.8561e-01	9.4665e-07	1.2073e-05	1.5093e-04	1.1961e-09	4.0717e-12	5.7140e-01	
4.7070e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.2152e-05	1.4281e-01	2.8561e-01	9.1812e-07	1.1829e-05	1.4939e-04	1.1601e-09	3.9888e-12	5.7140e-01	
4.9252e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.1773e-05	1.4281e-01	2.8561e-01	8.7574e-07	1.1462e-05	1.4705e-04	1.1065e-09	3.8646e-12	5.7140e-01	
5.1434e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.1426e-05	1.4281e-01	2.8562e-01	8.3739e-07	1.1125e-05	1.4488e-04	1.0581e-09	3.7508e-12	5.7140e-01	
5.3615e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.1108e-05	1.4282e-01	2.8562e-01	8.0293e-07	1.0817e-05	1.4286e-04	1.0146e-09	3.6468e-12	5.7140e-01	
5.6893e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.0678e-05	1.4282e-01	2.8562e-01	7.5701e-07	1.0400e-05	1.4008e-04	9.5656e-10	3.5059e-12	5.7140e-01	
6.0171e-02	1.1730e+03	8.7504e+04	2.3081e-01	1.0294e-05	1.4282e-01	2.8562e-01	7.1665e-07	1.0027e-05	1.3755e-04	9.0558e-10	3.3802e-12	5.7140e-01	
6.3449e-02	1.1730e+03	8.7504e+04	2.3081e-01	9.9528e-06	1.4282e-01	2.8562e-01	6.8175e-07	9.6967e-06	1.3525e-04	8.6149e-10	3.2686e-12	5.7140e-01	
6.6727e-02	1.1730e+03	8.7504e+04	2.3081e-01	9.6458e-06	1.4282e-01	2.8563e-01	6.5032e-07	9.3987e-06	1.3317e-04	8.2179e-10	3.1681e-12	5.7140e-01	
7.0005e-02	1.1730e+03	8.7504e+04	2.3081e-01	9.3688e-06	1.4282e-01	2.8563e-01	6.2292e-07	9.1298e-06	1.3125e-04	7.8718e-10	3.0773e-12	5.7140e-01	
7.3283e-02	1.1730e+03	8.7504e+04	2.3081e-01	9.1186e-06	1.4282e-01	2.8563e-01	5.9818e-07	8.8873e-06	1.2948e-04	7.5592e-10	2.9954e-12	5.7140e-01	
7.6560e-02	1.1730e+03	8.7504e+04	2.3081e-01	8.8899e-06	1.4282e-01	2.8563e-01	5.7583e-07	8.6650e-06	1.2786e-04	7.2769e-10	2.9205e-12	5.7141e-01	
7.9838e-02	1.1730e+03	8.7504e+04	2.3081e-01	8.6819e-06	1.4282e-01	2.8563e-01	5.5600e-07	8.4628e-06	1.2637e-04	7.0264e-10	2.8523e-12	5.7141e-01	
