         z	         T	         p	         u	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
2.7940e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1437e-06	1.4285e-01	2.8569e-01	3.3931e-08	1.0682e-06	3.1818e-05	3.7788e-10	1.8757e-12	5.7142e-01	
2.8402e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1314e-06	1.4285e-01	2.8569e-01	3.3394e-08	1.0569e-06	3.1649e-05	3.7190e-10	1.3810e-12	5.7142e-01	
2.8863e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1196e-06	1.4285e-01	2.8569e-01	3.2876e-08	1.0459e-06	3.1485e-05	3.6613e-10	1.3604e-12	5.7142e-01	
2.9325e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.1083e-06	1.4285e-01	2.8569e-01	3.2375e-08	1.0352e-06	3.1324e-05	3.6056e-10	1.5941e-12	5.7142e-01	
3.0207e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.0874e-06	1.4285e-01	2.8570e-01	3.1466e-08	1.0157e-06	3.1027e-05	3.5043e-10	1.6707e-12	5.7142e-01	
3.1088e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.0676e-06	1.4285e-01	2.8570e-01	3.0612e-08	9.9724e-07	3.0744e-05	3.4093e-10	1.5805e-12	5.7142e-01	
3.1970e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.0488e-06	1.4285e-01	2.8570e-01	2.9811e-08	9.7975e-07	3.0473e-05	3.3201e-10	1.5212e-12	5.7142e-01	
3.3330e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	1.0216e-06	1.4285e-01	2.8570e-01	2.8666e-08	9.5448e-07	3.0077e-05	3.1926e-10	1.4940e-12	5.7142e-01	
3.4691e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	9.9656e-07	1.4285e-01	2.8570e-01	2.7620e-08	9.3109e-07	2.9707e-05	3.0761e-10	1.4619e-12	5.7142e-01	
3.6051e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	9.7331e-07	1.4285e-01	2.8570e-01	2.6661e-08	9.0939e-07	2.9358e-05	2.9694e-10	1.4120e-12	5.7142e-01	
3.7411e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	9.5166e-07	1.4285e-01	2.8570e-01	2.5780e-08	8.8921e-07	2.9031e-05	2.8713e-10	1.3772e-12	5.7142e-01	
3.9466e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	9.2172e-07	1.4285e-01	2.8570e-01	2.4577e-08	8.6129e-07	2.8571e-05	2.7374e-10	1.3381e-12	5.7142e-01	
4.1520e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	8.9456e-07	1.4285e-01	2.8570e-01	2.3500e-08	8.3595e-07	2.8148e-05	2.6174e-10	1.2981e-12	5.7142e-01	
4.3574e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	8.7000e-07	1.4285e-01	2.8570e-01	2.2546e-08	8.1304e-07	2.7759e-05	2.5112e-10	1.2594e-12	5.7142e-01	
4.5629e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	8.4752e-07	1.4285e-01	2.8570e-01	2.1675e-08	7.9207e-07	2.7399e-05	2.4142e-10	1.2308e-12	5.7142e-01	
4.7683e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	8.2699e-07	1.4285e-01	2.8570e-01	2.0901e-08	7.7292e-07	2.7066e-05	2.3280e-10	1.2035e-12	5.7142e-01	
4.9738e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	8.0816e-07	1.4285e-01	2.8570e-01	2.0189e-08	7.5535e-07	2.6756e-05	2.2488e-10	1.1711e-12	5.7142e-01	
5.3155e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	7.7996e-07	1.4285e-01	2.8570e-01	1.9144e-08	7.2899e-07	2.6286e-05	2.1324e-10	1.1265e-12	5.7142e-01	
5.6573e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	7.5525e-07	1.4285e-01	2.8570e-01	1.8245e-08	7.0595e-07	2.5867e-05	2.0323e-10	1.0968e-12	5.7142e-01	
5.9990e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	7.3345e-07	1.4285e-01	2.8570e-01	1.7462e-08	6.8565e-07	2.5491e-05	1.9452e-10	1.0654e-12	5.7142e-01	
6.3408e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	7.1398e-07	1.4285e-01	2.8570e-01	1.6773e-08	6.6741e-07	2.5152e-05	1.8684e-10	1.0308e-12	5.7142e-01	
6.6825e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.9680e-07	1.4285e-01	2.8570e-01	1.6179e-08	6.5132e-07	2.4844e-05	1.8023e-10	1.0100e-12	5.7142e-01	
7.2861e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.7023e-07	1.4285e-01	2.8570e-01	1.5259e-08	6.2661e-07	2.4370e-05	1.6998e-10	9.7712e-13	5.7142e-01	
7.8897e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.4807e-07	1.4285e-01	2.8570e-01	1.4513e-08	6.0599e-07	2.3966e-05	1.6168e-10	9.4426e-13	5.7142e-01	
8.4932e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.3002e-07	1.4285e-01	2.8570e-01	1.3892e-08	5.8906e-07	2.3623e-05	1.5476e-10	9.2874e-13	5.7142e-01	
9.0968e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.1403e-07	1.4285e-01	2.8570e-01	1.3362e-08	5.7399e-07	2.3326e-05	1.4885e-10	9.0762e-13	5.7142e-01	
9.7004e-02	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	6.0047e-07	1.4285e-01	2.8570e-01	1.2985e-08	5.6143e-07	2.3066e-05	1.4466e-10	8.6393e-13	5.7142e-01	
1.0304e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.8898e-07	1.4285e-01	2.8570e-01	1.2560e-08	5.5095e-07	2.2844e-05	1.3992e-10	8.4000e-13	5.7142e-01	
1.0908e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.7826e-07	1.4285e-01	2.8570e-01	1.2223e-08	5.4068e-07	2.2649e-05	1.3617e-10	8.5868e-13	5.7143e-01	
1.1511e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.7084e-07	1.4285e-01	2.8570e-01	1.2052e-08	5.3324e-07	2.2473e-05	1.3427e-10	8.5064e-13	5.7143e-01	
1.2115e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.6339e-07	1.4285e-01	2.8570e-01	1.1682e-08	5.2663e-07	2.2330e-05	1.3015e-10	7.8204e-13	5.7143e-01	
1.2718e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.5375e-07	1.4285e-01	2.8570e-01	1.1515e-08	5.1858e-07	2.2199e-05	1.2829e-10	7.7397e-13	5.7143e-01	
1.3322e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.5008e-07	1.4285e-01	2.8570e-01	1.1357e-08	5.1456e-07	2.2080e-05	1.2653e-10	8.1311e-13	5.7143e-01	
1.3925e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.4526e-07	1.4285e-01	2.8570e-01	1.1203e-08	5.0959e-07	2.1975e-05	1.2481e-10	7.9117e-13	5.7143e-01	
1.4529e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3895e-07	1.4285e-01	2.8570e-01	1.1246e-08	5.0546e-07	2.1888e-05	1.2529e-10	7.2866e-13	5.7143e-01	
1.4895e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3760e-07	1.4285e-01	2.8570e-01	1.0985e-08	5.0323e-07	2.1841e-05	1.2239e-10	7.7843e-13	5.7143e-01	
1.5131e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3723e-07	1.4285e-01	2.8570e-01	1.0950e-08	5.0187e-07	2.1808e-05	1.2200e-10	7.8688e-13	5.7143e-01	
1.5367e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3463e-07	1.4285e-01	2.8570e-01	1.0905e-08	5.0094e-07	2.1781e-05	1.2150e-10	7.2676e-13	5.7143e-01	
1.5528e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3379e-07	1.4285e-01	2.8570e-01	1.0873e-08	4.9964e-07	2.1762e-05	1.2114e-10	7.6972e-13	5.7143e-01	
1.5689e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3423e-07	1.4285e-01	2.8570e-01	1.0848e-08	4.9885e-07	2.1741e-05	1.2086e-10	7.9260e-13	5.7143e-01	
1.5850e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3278e-07	1.4285e-01	2.8570e-01	1.0784e-08	4.9799e-07	2.1724e-05	1.2014e-10	7.1174e-13	5.7143e-01	
1.6012e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3102e-07	1.4285e-01	2.8570e-01	1.0794e-08	4.9719e-07	2.1709e-05	1.2026e-10	7.5441e-13	5.7143e-01	
1.6173e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3146e-07	1.4285e-01	2.8570e-01	1.0766e-08	4.9656e-07	2.1690e-05	1.1995e-10	9.1857e-13	5.7143e-01	
1.6335e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.3098e-07	1.4285e-01	2.8570e-01	1.0746e-08	4.9567e-07	2.1672e-05	1.1973e-10	7.8544e-13	5.7143e-01	
1.6497e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2896e-07	1.4285e-01	2.8570e-01	1.0722e-08	4.9494e-07	2.1659e-05	1.1945e-10	7.0789e-13	5.7143e-01	
1.6658e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2801e-07	1.4285e-01	2.8570e-01	1.0697e-08	4.9426e-07	2.1644e-05	1.1918e-10	8.1044e-13	5.7143e-01	
1.6820e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2844e-07	1.4285e-01	2.8570e-01	1.0678e-08	4.9360e-07	2.1627e-05	1.1896e-10	7.8677e-13	5.7143e-01	
1.6981e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2822e-07	1.4285e-01	2.8570e-01	1.0653e-08	4.9282e-07	2.1612e-05	1.1869e-10	5.6449e-13	5.7143e-01	
1.7143e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2535e-07	1.4285e-01	2.8570e-01	1.0639e-08	4.9227e-07	2.1602e-05	1.1853e-10	6.4899e-13	5.7143e-01	
1.7304e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2484e-07	1.4285e-01	2.8570e-01	1.0613e-08	4.9169e-07	2.1589e-05	1.1824e-10	8.2927e-13	5.7143e-01	
1.7413e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2538e-07	1.4285e-01	2.8570e-01	1.0602e-08	4.9128e-07	2.1578e-05	1.1813e-10	7.6509e-13	5.7143e-01	
1.7522e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2433e-07	1.4285e-01	2.8570e-01	1.0585e-08	4.9079e-07	2.1571e-05	1.1793e-10	6.7574e-13	5.7143e-01	
1.7631e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2458e-07	1.4285e-01	2.8570e-01	1.0577e-08	4.9050e-07	2.1561e-05	1.1785e-10	7.6235e-13	5.7143e-01	
1.7740e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2478e-07	1.4285e-01	2.8570e-01	1.0566e-08	4.9015e-07	2.1551e-05	1.1772e-10	7.1519e-13	5.7143e-01	
1.7849e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2421e-07	1.4285e-01	2.8570e-01	1.0553e-08	4.8970e-07	2.1544e-05	1.1758e-10	7.4582e-13	5.7143e-01	
1.7958e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2320e-07	1.4285e-01	2.8570e-01	1.0541e-08	4.8941e-07	2.1537e-05	1.1745e-10	7.7188e-13	5.7143e-01	
1.8067e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2289e-07	1.4285e-01	2.8570e-01	1.0530e-08	4.8905e-07	2.1529e-05	1.1732e-10	7.5936e-13	5.7143e-01	
1.8175e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2272e-07	1.4285e-01	2.8570e-01	1.0519e-08	4.8869e-07	2.1521e-05	1.1720e-10	7.5723e-13	5.7143e-01	
1.8284e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2234e-07	1.4285e-01	2.8570e-01	1.0508e-08	4.8835e-07	2.1513e-05	1.1708e-10	7.5922e-13	5.7143e-01	
1.8489e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2156e-07	1.4285e-01	2.8570e-01	1.0488e-08	4.8774e-07	2.1500e-05	1.1685e-10	7.5812e-13	5.7143e-01	
1.8693e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2090e-07	1.4285e-01	2.8570e-01	1.0469e-08	4.8715e-07	2.1487e-05	1.1664e-10	7.5700e-13	5.7143e-01	
1.8898e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.2036e-07	1.4285e-01	2.8570e-01	1.0451e-08	4.8658e-07	2.1474e-05	1.1644e-10	7.5590e-13	5.7143e-01	
1.9301e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1928e-07	1.4285e-01	2.8570e-01	1.0417e-08	4.8551e-07	2.1451e-05	1.1606e-10	7.5417e-13	5.7143e-01	
2.0049e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1746e-07	1.4285e-01	2.8570e-01	1.0360e-08	4.8374e-07	2.1412e-05	1.1543e-10	7.5142e-13	5.7143e-01	
2.0798e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1583e-07	1.4285e-01	2.8570e-01	1.0311e-08	4.8221e-07	2.1378e-05	1.1488e-10	7.4905e-13	5.7143e-01	
2.2125e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1337e-07	1.4285e-01	2.8570e-01	1.0240e-08	4.8001e-07	2.1329e-05	1.1410e-10	7.4564e-13	5.7143e-01	
2.3452e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1167e-07	1.4285e-01	2.8570e-01	1.0184e-08	4.7823e-07	2.1289e-05	1.1347e-10	7.4286e-13	5.7143e-01	
2.4779e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.1020e-07	1.4285e-01	2.8570e-01	1.0142e-08	4.7691e-07	2.1260e-05	1.1300e-10	7.4082e-13	5.7143e-01	
2.6106e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.0894e-07	1.4285e-01	2.8570e-01	1.0109e-08	4.7588e-07	2.1237e-05	1.1263e-10	7.3922e-13	5.7143e-01	
2.8552e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.0747e-07	1.4285e-01	2.8570e-01	1.0065e-08	4.7450e-07	2.1206e-05	1.1214e-10	7.3708e-13	5.7143e-01	
3.0000e-01	1.0732e+03	1.0000e+05	8.7501e-02	2.8832e-01	5.0687e-07	1.4285e-01	2.8570e-01	1.0047e-08	4.7393e-07	2.1193e-05	1.1194e-10	7.3620e-13	5.7143e-01	
