         t	         T	         p	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
6.1632e-02	1.0732e+03	1.0000e+05	2.4997e-01	2.4278e-01	2.4127e-01	1.6196e-02	2.8117e-03	1.8778e-03	1.0702e-16	4.9507e-01	
6.2279e-02	1.0732e+03	1.0000e+05	2.4995e-01	2.4273e-01	2.4120e-01	1.6313e-02	2.8260e-03	1.8962e-03	1.0541e-16	4.9503e-01	
6.3550e-02	1.0732e+03	1.0000e+05	2.4992e-01	2.4263e-01	2.4107e-01	1.6539e-02	2.8539e-03	1.9320e-03	1.0236e-16	4.9497e-01	
6.4820e-02	1.0732e+03	1.0000e+05	2.4989e-01	2.4254e-01	2.4094e-01	1.6764e-02	2.8814e-03	1.9676e-03	9.9466e-17	4.9491e-01	
6.6090e-02	1.0732e+03	1.0000e+05	2.4986e-01	2.4244e-01	2.4082e-01	1.6987e-02	2.9086e-03	2.0030e-03	9.6713e-17	4.9484e-01	
6.7361e-02	1.0732e+03	1.0000e+05	2.4983e-01	2.4235e-01	2.4069e-01	1.7209e-02	2.9355e-03	2.0382e-03	9.4091e-17	4.9478e-01	
6.8631e-02	1.0732e+03	1.0000e+05	2.4980e-01	2.4226e-01	2.4056e-01	1.7428e-02	2.9620e-03	2.0733e-03	9.1591e-17	4.9472e-01	
6.9901e-02	1.0732e+03	1.0000e+05	2.4976e-01	2.4216e-01	2.4044e-01	1.7646e-02	2.9882e-03	2.1081e-03	8.9205e-17	4.9466e-01	
7.1171e-02	1.0732e+03	1.0000e+05	2.4973e-01	2.4207e-01	2.4031e-01	1.7863e-02	3.0141e-03	2.1428e-03	8.6926e-17	4.9460e-01	
7.3337e-02	1.0732e+03	1.0000e+05	2.4968e-01	2.4192e-01	2.4010e-01	1.8228e-02	3.0576e-03	2.2015e-03	8.3268e-17	4.9450e-01	
7.5503e-02	1.0732e+03	1.0000e+05	2.4963e-01	2.4177e-01	2.3989e-01	1.8589e-02	3.1003e-03	2.2597e-03	7.9868e-17	4.9439e-01	
7.7669e-02	1.0732e+03	1.0000e+05	2.4958e-01	2.4162e-01	2.3968e-01	1.8945e-02	3.1423e-03	2.3174e-03	7.6710e-17	4.9430e-01	
7.9835e-02	1.0732e+03	1.0000e+05	2.4953e-01	2.4147e-01	2.3948e-01	1.9298e-02	3.1835e-03	2.3745e-03	7.3760e-17	4.9420e-01	
8.2001e-02	1.0732e+03	1.0000e+05	2.4948e-01	2.4132e-01	2.3928e-01	1.9646e-02	3.2240e-03	2.4312e-03	7.1006e-17	4.9410e-01	
8.4166e-02	1.0732e+03	1.0000e+05	2.4943e-01	2.4118e-01	2.3908e-01	1.9991e-02	3.2639e-03	2.4875e-03	6.8427e-17	4.9400e-01	
8.6332e-02	1.0732e+03	1.0000e+05	2.4939e-01	2.4103e-01	2.3888e-01	2.0332e-02	3.3032e-03	2.5432e-03	6.6011e-17	4.9391e-01	
8.8498e-02	1.0732e+03	1.0000e+05	2.4934e-01	2.4089e-01	2.3868e-01	2.0669e-02	3.3419e-03	2.5986e-03	6.3730e-17	4.9381e-01	
9.0664e-02	1.0732e+03	1.0000e+05	2.4929e-01	2.4075e-01	2.3849e-01	2.1003e-02	3.3800e-03	2.6534e-03	6.1593e-17	4.9372e-01	
9.1999e-02	1.0732e+03	1.0000e+05	2.4926e-01	2.4067e-01	2.3837e-01	2.1207e-02	3.4032e-03	2.6871e-03	6.0337e-17	4.9366e-01	
9.2854e-02	1.0732e+03	1.0000e+05	2.4924e-01	2.4061e-01	2.3830e-01	2.1338e-02	3.4180e-03	2.7085e-03	5.9555e-17	4.9363e-01	
9.3444e-02	1.0732e+03	1.0000e+05	2.4923e-01	2.4057e-01	2.3824e-01	2.1427e-02	3.4281e-03	2.7233e-03	5.9026e-17	4.9360e-01	
9.4034e-02	1.0732e+03	1.0000e+05	2.4922e-01	2.4054e-01	2.3819e-01	2.1516e-02	3.4382e-03	2.7380e-03	5.8505e-17	4.9358e-01	
9.4624e-02	1.0732e+03	1.0000e+05	2.4921e-01	2.4050e-01	2.3814e-01	2.1605e-02	3.4483e-03	2.7527e-03	5.7992e-17	4.9355e-01	
9.5214e-02	1.0732e+03	1.0000e+05	2.4919e-01	2.4046e-01	2.3809e-01	2.1694e-02	3.4583e-03	2.7674e-03	5.7487e-17	4.9353e-01	
9.5804e-02	1.0732e+03	1.0000e+05	2.4918e-01	2.4043e-01	2.3804e-01	2.1783e-02	3.4683e-03	2.7820e-03	5.6989e-17	4.9350e-01	
9.6394e-02	1.0732e+03	1.0000e+05	2.4917e-01	2.4039e-01	2.3799e-01	2.1871e-02	3.4783e-03	2.7966e-03	5.6502e-17	4.9348e-01	
9.6465e-02	1.0732e+03	1.0000e+05	2.4917e-01	2.4038e-01	2.3798e-01	2.1882e-02	3.4795e-03	2.7984e-03	5.6441e-17	4.9348e-01	
9.6515e-02	1.0732e+03	1.0000e+05	2.4917e-01	2.4038e-01	2.3798e-01	2.1889e-02	3.4803e-03	2.7996e-03	5.6401e-17	4.9347e-01	
9.6564e-02	1.0732e+03	1.0000e+05	2.4917e-01	2.4038e-01	2.3797e-01	2.1896e-02	3.4812e-03	2.8008e-03	5.6360e-17	4.9347e-01	
9.6614e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4037e-01	2.3797e-01	2.1904e-02	3.4820e-03	2.8020e-03	5.6320e-17	4.9347e-01	
9.6663e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4037e-01	2.3796e-01	2.1911e-02	3.4828e-03	2.8032e-03	5.6279e-17	4.9347e-01	
9.6713e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4037e-01	2.3796e-01	2.1919e-02	3.4837e-03	2.8045e-03	5.6239e-17	4.9347e-01	
9.6762e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4037e-01	2.3795e-01	2.1926e-02	3.4845e-03	2.8057e-03	5.6198e-17	4.9346e-01	
9.6795e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3795e-01	2.1931e-02	3.4851e-03	2.8065e-03	5.6171e-17	4.9346e-01	
9.6818e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3795e-01	2.1934e-02	3.4854e-03	2.8071e-03	5.6153e-17	4.9346e-01	
9.6840e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3795e-01	2.1938e-02	3.4858e-03	2.8076e-03	5.6135e-17	4.9346e-01	
9.6862e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3795e-01	2.1941e-02	3.4862e-03	2.8081e-03	5.6117e-17	4.9346e-01	
9.6884e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3794e-01	2.1944e-02	3.4865e-03	2.8087e-03	5.6099e-17	4.9346e-01	
9.6906e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4036e-01	2.3794e-01	2.1947e-02	3.4869e-03	2.8092e-03	5.6081e-17	4.9346e-01	
9.6928e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3794e-01	2.1951e-02	3.4873e-03	2.8098e-03	5.6062e-17	4.9346e-01	
9.6950e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3794e-01	2.1954e-02	3.4876e-03	2.8103e-03	5.6045e-17	4.9346e-01	
9.6972e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3794e-01	2.1957e-02	3.4880e-03	2.8109e-03	5.6025e-17	4.9346e-01	
9.6987e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1960e-02	3.4883e-03	2.8112e-03	5.6012e-17	4.9346e-01	
9.7003e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1962e-02	3.4885e-03	2.8116e-03	5.6002e-17	4.9345e-01	
9.7018e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1964e-02	3.4888e-03	2.8120e-03	5.5988e-17	4.9345e-01	
9.7033e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1966e-02	3.4890e-03	2.8124e-03	5.5974e-17	4.9345e-01	
9.7049e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1969e-02	3.4893e-03	2.8128e-03	5.5964e-17	4.9345e-01	
9.7059e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1970e-02	3.4895e-03	2.8130e-03	5.5954e-17	4.9345e-01	
9.7070e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1972e-02	3.4897e-03	2.8133e-03	5.5946e-17	4.9345e-01	
9.7081e-02	1.0732e+03	1.0000e+05	2.4916e-01	2.4035e-01	2.3793e-01	2.1974e-02	3.4898e-03	2.8135e-03	5.5938e-17	4.9345e-01	
9.7092e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3793e-01	2.1975e-02	3.4900e-03	2.8138e-03	5.5925e-17	4.9345e-01	
9.7098e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3793e-01	2.1976e-02	3.4901e-03	2.8140e-03	5.5922e-17	4.9345e-01	
9.7103e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1977e-02	3.4902e-03	2.8141e-03	5.5918e-17	4.9345e-01	
9.7108e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1978e-02	3.4903e-03	2.8142e-03	5.5916e-17	4.9345e-01	
9.7112e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1978e-02	3.4904e-03	2.8143e-03	5.5911e-17	4.9345e-01	
9.7117e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1979e-02	3.4904e-03	2.8144e-03	5.5900e-17	4.9345e-01	
9.7121e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1980e-02	3.4905e-03	2.8145e-03	5.5906e-17	4.9345e-01	
9.7126e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1980e-02	3.4906e-03	2.8147e-03	5.5898e-17	4.9345e-01	
9.7130e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1981e-02	3.4907e-03	2.8148e-03	5.5893e-17	4.9345e-01	
9.7137e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1982e-02	3.4908e-03	2.8149e-03	5.5887e-17	4.9345e-01	
9.7151e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1984e-02	3.4910e-03	2.8153e-03	5.5879e-17	4.9345e-01	
9.7164e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1986e-02	3.4912e-03	2.8156e-03	5.5866e-17	4.9345e-01	
9.7177e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1988e-02	3.4915e-03	2.8159e-03	5.5857e-17	4.9345e-01	
9.7206e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4034e-01	2.3792e-01	2.1992e-02	3.4919e-03	2.8166e-03	5.5834e-17	4.9345e-01	
9.7254e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4033e-01	2.3791e-01	2.1999e-02	3.4928e-03	2.8178e-03	5.5795e-17	4.9344e-01	
9.7303e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4033e-01	2.3791e-01	2.2007e-02	3.4936e-03	2.8190e-03	5.5757e-17	4.9344e-01	
9.7405e-02	1.0732e+03	1.0000e+05	2.4915e-01	2.4032e-01	2.3790e-01	2.2022e-02	3.4953e-03	2.8215e-03	5.5675e-17	4.9344e-01	
9.7961e-02	1.0732e+03	1.0000e+05	2.4914e-01	2.4029e-01	2.3785e-01	2.2105e-02	3.5046e-03	2.8352e-03	5.5229e-17	4.9341e-01	
9.9458e-02	1.0732e+03	1.0000e+05	2.4911e-01	2.4020e-01	2.3772e-01	2.2326e-02	3.5294e-03	2.8719e-03	5.4072e-17	4.9335e-01	
1.0095e-01	1.0732e+03	1.0000e+05	2.4907e-01	2.4011e-01	2.3759e-01	2.2546e-02	3.5541e-03	2.9084e-03	5.2951e-17	4.9329e-01	
1.0245e-01	1.0732e+03	1.0000e+05	2.4904e-01	2.4001e-01	2.3747e-01	2.2765e-02	3.5785e-03	2.9448e-03	5.1868e-17	4.9323e-01	
1.0395e-01	1.0732e+03	1.0000e+05	2.4901e-01	2.3992e-01	2.3734e-01	2.2982e-02	3.6028e-03	2.9809e-03	5.0827e-17	4.9317e-01	
1.0544e-01	1.0732e+03	1.0000e+05	2.4898e-01	2.3983e-01	2.3721e-01	2.3199e-02	3.6268e-03	3.0169e-03	4.9820e-17	4.9311e-01	
1.0694e-01	1.0732e+03	1.0000e+05	2.4895e-01	2.3974e-01	2.3709e-01	2.3413e-02	3.6507e-03	3.0527e-03	4.8848e-17	4.9305e-01	
1.0844e-01	1.0732e+03	1.0000e+05	2.4892e-01	2.3965e-01	2.3696e-01	2.3627e-02	3.6743e-03	3.0883e-03	4.7908e-17	4.9299e-01	
1.0993e-01	1.0732e+03	1.0000e+05	2.4889e-01	2.3957e-01	2.3684e-01	2.3839e-02	3.6978e-03	3.1237e-03	4.7000e-17	4.9293e-01	
1.1226e-01	1.0732e+03	1.0000e+05	2.4885e-01	2.3943e-01	2.3665e-01	2.4167e-02	3.7340e-03	3.1785e-03	4.5646e-17	4.9284e-01	
1.1459e-01	1.0732e+03	1.0000e+05	2.4880e-01	2.3929e-01	2.3646e-01	2.4493e-02	3.7698e-03	3.2329e-03	4.4356e-17	4.9275e-01	
1.1693e-01	1.0732e+03	1.0000e+05	2.4876e-01	2.3916e-01	2.3627e-01	2.4815e-02	3.8052e-03	3.2870e-03	4.3129e-17	4.9266e-01	
1.1838e-01	1.0732e+03	1.0000e+05	2.4873e-01	2.3907e-01	2.3616e-01	2.5015e-02	3.8270e-03	3.3204e-03	4.2395e-17	4.9261e-01	
1.1983e-01	1.0732e+03	1.0000e+05	2.4870e-01	2.3899e-01	2.3604e-01	2.5213e-02	3.8487e-03	3.3536e-03	4.1682e-17	4.9255e-01	
1.2128e-01	1.0732e+03	1.0000e+05	2.4867e-01	2.3891e-01	2.3593e-01	2.5410e-02	3.8702e-03	3.3868e-03	4.0992e-17	4.9250e-01	
1.2273e-01	1.0732e+03	1.0000e+05	2.4865e-01	2.3883e-01	2.3581e-01	2.5606e-02	3.8916e-03	3.4197e-03	4.0320e-17	4.9244e-01	
1.2418e-01	1.0732e+03	1.0000e+05	2.4862e-01	2.3875e-01	2.3570e-01	2.5802e-02	3.9129e-03	3.4526e-03	3.9667e-17	4.9239e-01	
1.2563e-01	1.0732e+03	1.0000e+05	2.4859e-01	2.3867e-01	2.3558e-01	2.5996e-02	3.9340e-03	3.4852e-03	3.9034e-17	4.9234e-01	
1.2708e-01	1.0732e+03	1.0000e+05	2.4856e-01	2.3858e-01	2.3547e-01	2.6189e-02	3.9550e-03	3.5178e-03	3.8415e-17	4.9228e-01	
1.2853e-01	1.0732e+03	1.0000e+05	2.4854e-01	2.3850e-01	2.3536e-01	2.6382e-02	3.9759e-03	3.5502e-03	3.7818e-17	4.9223e-01	
1.2998e-01	1.0732e+03	1.0000e+05	2.4851e-01	2.3842e-01	2.3525e-01	2.6573e-02	3.9966e-03	3.5824e-03	3.7233e-17	4.9218e-01	
1.3143e-01	1.0732e+03	1.0000e+05	2.4848e-01	2.3835e-01	2.3514e-01	2.6764e-02	4.0173e-03	3.6146e-03	3.6665e-17	4.9212e-01	
1.3288e-01	1.0732e+03	1.0000e+05	2.4846e-01	2.3827e-01	2.3503e-01	2.6953e-02	4.0378e-03	3.6465e-03	3.6112e-17	4.9207e-01	
1.3433e-01	1.0732e+03	1.0000e+05	2.4843e-01	2.3819e-01	2.3491e-01	2.7142e-02	4.0582e-03	3.6784e-03	3.5575e-17	4.9202e-01	
1.3579e-01	1.0732e+03	1.0000e+05	2.4840e-01	2.3811e-01	2.3481e-01	2.7330e-02	4.0784e-03	3.7101e-03	3.5049e-17	4.9197e-01	
1.3724e-01	1.0732e+03	1.0000e+05	2.4838e-01	2.3803e-01	2.3470e-01	2.7517e-02	4.0986e-03	3.7417e-03	3.4538e-17	4.9191e-01	
1.3869e-01	1.0732e+03	1.0000e+05	2.4835e-01	2.3795e-01	2.3459e-01	2.7703e-02	4.1187e-03	3.7731e-03	3.4040e-17	4.9186e-01	
1.4014e-01	1.0732e+03	1.0000e+05	2.4833e-01	2.3788e-01	2.3448e-01	2.7889e-02	4.1386e-03	3.8044e-03	3.3555e-17	4.9181e-01	
1.4159e-01	1.0732e+03	1.0000e+05	2.4830e-01	2.3780e-01	2.3437e-01	2.8073e-02	4.1584e-03	3.8356e-03	3.3080e-17	4.9176e-01	
1.4304e-01	1.0732e+03	1.0000e+05	2.4828e-01	2.3772e-01	2.3426e-01	2.8257e-02	4.1782e-03	3.8667e-03	3.2619e-17	4.9171e-01	
1.4449e-01	1.0732e+03	1.0000e+05	2.4825e-01	2.3765e-01	2.3416e-01	2.8440e-02	4.1978e-03	3.8976e-03	3.2168e-17	4.9166e-01	
1.4594e-01	1.0732e+03	1.0000e+05	2.4822e-01	2.3757e-01	2.3405e-01	2.8622e-02	4.2173e-03	3.9284e-03	3.1728e-17	4.9161e-01	
1.4739e-01	1.0732e+03	1.0000e+05	2.4820e-01	2.3750e-01	2.3395e-01	2.8803e-02	4.2368e-03	3.9591e-03	3.1297e-17	4.9156e-01	
1.4884e-01	1.0732e+03	1.0000e+05	2.4817e-01	2.3742e-01	2.3384e-01	2.8983e-02	4.2561e-03	3.9897e-03	3.0879e-17	4.9151e-01	
1.5029e-01	1.0732e+03	1.0000e+05	2.4815e-01	2.3735e-01	2.3373e-01	2.9163e-02	4.2754e-03	4.0201e-03	3.0469e-17	4.9146e-01	
1.5174e-01	1.0732e+03	1.0000e+05	2.4812e-01	2.3727e-01	2.3363e-01	2.9342e-02	4.2945e-03	4.0504e-03	3.0069e-17	4.9141e-01	
1.5320e-01	1.0732e+03	1.0000e+05	2.4810e-01	2.3720e-01	2.3353e-01	2.9520e-02	4.3136e-03	4.0806e-03	2.9677e-17	4.9136e-01	
1.5465e-01	1.0732e+03	1.0000e+05	2.4807e-01	2.3712e-01	2.3342e-01	2.9698e-02	4.3325e-03	4.1107e-03	2.9295e-17	4.9131e-01	
1.5610e-01	1.0732e+03	1.0000e+05	2.4805e-01	2.3705e-01	2.3332e-01	2.9874e-02	4.3514e-03	4.1407e-03	2.8921e-17	4.9126e-01	
1.5755e-01	1.0732e+03	1.0000e+05	2.4802e-01	2.3698e-01	2.3322e-01	3.0050e-02	4.3702e-03	4.1705e-03	2.8555e-17	4.9121e-01	
1.5900e-01	1.0732e+03	1.0000e+05	2.4800e-01	2.3690e-01	2.3311e-01	3.0226e-02	4.3889e-03	4.2003e-03	2.8197e-17	4.9117e-01	
1.6045e-01	1.0732e+03	1.0000e+05	2.4798e-01	2.3683e-01	2.3301e-01	3.0400e-02	4.4076e-03	4.2299e-03	2.7849e-17	4.9112e-01	
1.6190e-01	1.0732e+03	1.0000e+05	2.4795e-01	2.3676e-01	2.3291e-01	3.0574e-02	4.4261e-03	4.2594e-03	2.7505e-17	4.9107e-01	
1.6335e-01	1.0732e+03	1.0000e+05	2.4793e-01	2.3669e-01	2.3281e-01	3.0747e-02	4.4446e-03	4.2888e-03	2.7170e-17	4.9102e-01	
1.6480e-01	1.0732e+03	1.0000e+05	2.4790e-01	2.3662e-01	2.3271e-01	3.0920e-02	4.4630e-03	4.3181e-03	2.6842e-17	4.9097e-01	
1.6625e-01	1.0732e+03	1.0000e+05	2.4788e-01	2.3654e-01	2.3261e-01	3.1092e-02	4.4813e-03	4.3473e-03	2.6522e-17	4.9093e-01	
1.6770e-01	1.0732e+03	1.0000e+05	2.4786e-01	2.3647e-01	2.3251e-01	3.1263e-02	4.4995e-03	4.3763e-03	2.6206e-17	4.9088e-01	
1.6915e-01	1.0732e+03	1.0000e+05	2.4783e-01	2.3640e-01	2.3241e-01	3.1433e-02	4.5177e-03	4.4053e-03	2.5899e-17	4.9083e-01	
1.7061e-01	1.0732e+03	1.0000e+05	2.4781e-01	2.3633e-01	2.3231e-01	3.1603e-02	4.5358e-03	4.4342e-03	2.5598e-17	4.9079e-01	
1.7206e-01	1.0732e+03	1.0000e+05	2.4778e-01	2.3626e-01	2.3221e-01	3.1773e-02	4.5538e-03	4.4629e-03	2.5303e-17	4.9074e-01	
1.7351e-01	1.0732e+03	1.0000e+05	2.4776e-01	2.3619e-01	2.3211e-01	3.1941e-02	4.5717e-03	4.4915e-03	2.5013e-17	4.9069e-01	
1.7437e-01	1.0732e+03	1.0000e+05	2.4775e-01	2.3615e-01	2.3205e-01	3.2041e-02	4.5823e-03	4.5085e-03	2.4825e-17	4.9067e-01	
1.7523e-01	1.0732e+03	1.0000e+05	2.4773e-01	2.3611e-01	2.3199e-01	3.2140e-02	4.5929e-03	4.5254e-03	2.4685e-17	4.9064e-01	
1.7609e-01	1.0732e+03	1.0000e+05	2.4772e-01	2.3607e-01	2.3194e-01	3.2240e-02	4.6035e-03	4.5423e-03	2.4512e-17	4.9061e-01	
1.7799e-01	1.0732e+03	1.0000e+05	2.4769e-01	2.3598e-01	2.3181e-01	3.2458e-02	4.6267e-03	4.5794e-03	2.4148e-17	4.9055e-01	
1.7989e-01	1.0732e+03	1.0000e+05	2.4766e-01	2.3589e-01	2.3168e-01	3.2676e-02	4.6498e-03	4.6163e-03	2.3808e-17	4.9049e-01	
1.8179e-01	1.0732e+03	1.0000e+05	2.4763e-01	2.3580e-01	2.3156e-01	3.2892e-02	4.6728e-03	4.6531e-03	2.3478e-17	4.9043e-01	
1.8502e-01	1.0732e+03	1.0000e+05	2.4758e-01	2.3564e-01	2.3134e-01	3.3258e-02	4.7117e-03	4.7153e-03	2.2919e-17	4.9033e-01	
1.8825e-01	1.0732e+03	1.0000e+05	2.4753e-01	2.3549e-01	2.3113e-01	3.3621e-02	4.7502e-03	4.7769e-03	2.2369e-17	4.9023e-01	
1.9148e-01	1.0732e+03	1.0000e+05	2.4748e-01	2.3534e-01	2.3092e-01	3.3981e-02	4.7885e-03	4.8381e-03	2.1883e-17	4.9013e-01	
1.9471e-01	1.0732e+03	1.0000e+05	2.4743e-01	2.3520e-01	2.3071e-01	3.4338e-02	4.8264e-03	4.8989e-03	2.1361e-17	4.9003e-01	
1.9794e-01	1.0732e+03	1.0000e+05	2.4738e-01	2.3505e-01	2.3050e-01	3.4692e-02	4.8641e-03	4.9591e-03	2.0863e-17	4.8993e-01	
2.0118e-01	1.0732e+03	1.0000e+05	2.4733e-01	2.3490e-01	2.3030e-01	3.5044e-02	4.9015e-03	5.0189e-03	2.0473e-17	4.8984e-01	
2.0658e-01	1.0732e+03	1.0000e+05	2.4725e-01	2.3466e-01	2.2996e-01	3.5627e-02	4.9634e-03	5.1179e-03	1.9710e-17	4.8968e-01	
2.1198e-01	1.0732e+03	1.0000e+05	2.4717e-01	2.3442e-01	2.2962e-01	3.6203e-02	5.0247e-03	5.2157e-03	1.9002e-17	4.8952e-01	
2.2067e-01	1.0732e+03	1.0000e+05	2.4704e-01	2.3404e-01	2.2909e-01	3.7115e-02	5.1218e-03	5.3707e-03	1.7985e-17	4.8926e-01	
2.2935e-01	1.0732e+03	1.0000e+05	2.4691e-01	2.3367e-01	2.2856e-01	3.8011e-02	5.2173e-03	5.5227e-03	1.7085e-17	4.8902e-01	
2.3804e-01	1.0732e+03	1.0000e+05	2.4679e-01	2.3330e-01	2.2805e-01	3.8891e-02	5.3113e-03	5.6719e-03	1.6263e-17	4.8877e-01	
2.4673e-01	1.0732e+03	1.0000e+05	2.4667e-01	2.3294e-01	2.2754e-01	3.9757e-02	5.4039e-03	5.8185e-03	1.5352e-17	4.8854e-01	
2.5542e-01	1.0732e+03	1.0000e+05	2.4655e-01	2.3259e-01	2.2704e-01	4.0608e-02	5.4953e-03	5.9625e-03	1.4860e-17	4.8830e-01	
2.6411e-01	1.0732e+03	1.0000e+05	2.4643e-01	2.3224e-01	2.2655e-01	4.1445e-02	5.5853e-03	6.1040e-03	1.4104e-17	4.8807e-01	
2.7280e-01	1.0732e+03	1.0000e+05	2.4632e-01	2.3190e-01	2.2607e-01	4.2270e-02	5.6743e-03	6.2431e-03	1.3510e-17	4.8784e-01	
2.7882e-01	1.0732e+03	1.0000e+05	2.4624e-01	2.3167e-01	2.2574e-01	4.2834e-02	5.7353e-03	6.3382e-03	1.3125e-17	4.8768e-01	
2.8485e-01	1.0732e+03	1.0000e+05	2.4616e-01	2.3143e-01	2.2542e-01	4.3392e-02	5.7958e-03	6.4322e-03	1.2747e-17	4.8753e-01	
2.9087e-01	1.0732e+03	1.0000e+05	2.4608e-01	2.3120e-01	2.2509e-01	4.3945e-02	5.8558e-03	6.5252e-03	1.2412e-17	4.8738e-01	
2.9690e-01	1.0732e+03	1.0000e+05	2.4601e-01	2.3098e-01	2.2477e-01	4.4492e-02	5.9152e-03	6.6171e-03	1.2101e-17	4.8723e-01	
3.0104e-01	1.0732e+03	1.0000e+05	2.4595e-01	2.3082e-01	2.2456e-01	4.4865e-02	5.9561e-03	6.6798e-03	1.1835e-17	4.8712e-01	
3.0384e-01	1.0732e+03	1.0000e+05	2.4592e-01	2.3072e-01	2.2441e-01	4.5116e-02	5.9833e-03	6.7218e-03	1.1720e-17	4.8705e-01	
3.0663e-01	1.0732e+03	1.0000e+05	2.4588e-01	2.3061e-01	2.2426e-01	4.5365e-02	6.0106e-03	6.7635e-03	1.1549e-17	4.8699e-01	
3.0943e-01	1.0732e+03	1.0000e+05	2.4585e-01	2.3051e-01	2.2412e-01	4.5613e-02	6.0378e-03	6.8051e-03	1.1376e-17	4.8692e-01	
3.1222e-01	1.0732e+03	1.0000e+05	2.4582e-01	2.3041e-01	2.2397e-01	4.5860e-02	6.0648e-03	6.8465e-03	1.1257e-17	4.8685e-01	
3.1502e-01	1.0732e+03	1.0000e+05	2.4578e-01	2.3030e-01	2.2383e-01	4.6106e-02	6.0917e-03	6.8876e-03	1.1133e-17	4.8678e-01	
3.1781e-01	1.0732e+03	1.0000e+05	2.4575e-01	2.3020e-01	2.2369e-01	4.6351e-02	6.1186e-03	6.9286e-03	1.1006e-17	4.8671e-01	
3.2061e-01	1.0732e+03	1.0000e+05	2.4571e-01	2.3010e-01	2.2355e-01	4.6595e-02	6.1453e-03	6.9693e-03	1.0842e-17	4.8664e-01	
3.2340e-01	1.0732e+03	1.0000e+05	2.4568e-01	2.3000e-01	2.2340e-01	4.6837e-02	6.1720e-03	7.0099e-03	1.0758e-17	4.8658e-01	
3.2620e-01	1.0732e+03	1.0000e+05	2.4564e-01	2.2990e-01	2.2326e-01	4.7079e-02	6.1986e-03	7.0502e-03	1.0614e-17	4.8651e-01	
3.2899e-01	1.0732e+03	1.0000e+05	2.4561e-01	2.2980e-01	2.2312e-01	4.7320e-02	6.2252e-03	7.0904e-03	1.0504e-17	4.8644e-01	
3.3090e-01	1.0732e+03	1.0000e+05	2.4559e-01	2.2973e-01	2.2303e-01	4.7483e-02	6.2435e-03	7.1177e-03	1.0413e-17	4.8640e-01	
3.3221e-01	1.0732e+03	1.0000e+05	2.4557e-01	2.2968e-01	2.2296e-01	4.7595e-02	6.2558e-03	7.1363e-03	1.0346e-17	4.8637e-01	
