         t	         T	         p	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
6.8980e-03	1.0732e+03	1.0000e+05	2.5188e-01	2.4861e-01	2.4856e-01	3.0654e-03	7.0261e-04	1.3271e-04	4.2667e-15	4.9893e-01	
7.0818e-03	1.0732e+03	1.0000e+05	2.5187e-01	2.4858e-01	2.4853e-01	3.1296e-03	7.1798e-04	1.3823e-04	4.1458e-15	4.9891e-01	
7.2073e-03	1.0732e+03	1.0000e+05	2.5187e-01	2.4856e-01	2.4851e-01	3.1733e-03	7.2838e-04	1.4203e-04	4.0637e-15	4.9889e-01	
7.3328e-03	1.0732e+03	1.0000e+05	2.5186e-01	2.4854e-01	2.4848e-01	3.2169e-03	7.3871e-04	1.4585e-04	3.9819e-15	4.9888e-01	
7.4583e-03	1.0732e+03	1.0000e+05	2.5185e-01	2.4852e-01	2.4846e-01	3.2605e-03	7.4896e-04	1.4969e-04	3.9007e-15	4.9886e-01	
7.5399e-03	1.0732e+03	1.0000e+05	2.5185e-01	2.4850e-01	2.4845e-01	3.2887e-03	7.5559e-04	1.5220e-04	3.8483e-15	4.9885e-01	
7.5950e-03	1.0732e+03	1.0000e+05	2.5185e-01	2.4849e-01	2.4844e-01	3.3078e-03	7.6006e-04	1.5390e-04	3.8130e-15	4.9885e-01	
7.6502e-03	1.0732e+03	1.0000e+05	2.5184e-01	2.4848e-01	2.4843e-01	3.3269e-03	7.6451e-04	1.5560e-04	3.7779e-15	4.9884e-01	
7.7053e-03	1.0732e+03	1.0000e+05	2.5184e-01	2.4847e-01	2.4842e-01	3.3459e-03	7.6895e-04	1.5731e-04	3.7429e-15	4.9884e-01	
7.7605e-03	1.0732e+03	1.0000e+05	2.5184e-01	2.4846e-01	2.4841e-01	3.3650e-03	7.7338e-04	1.5902e-04	3.7081e-15	4.9883e-01	
7.8156e-03	1.0732e+03	1.0000e+05	2.5183e-01	2.4845e-01	2.4840e-01	3.3840e-03	7.7779e-04	1.6074e-04	3.6734e-15	4.9882e-01	
7.9002e-03	1.0732e+03	1.0000e+05	2.5183e-01	2.4844e-01	2.4838e-01	3.4132e-03	7.8453e-04	1.6337e-04	3.6206e-15	4.9881e-01	
7.9847e-03	1.0732e+03	1.0000e+05	2.5183e-01	2.4843e-01	2.4837e-01	3.4423e-03	7.9124e-04	1.6601e-04	3.5683e-15	4.9880e-01	
8.0693e-03	1.0732e+03	1.0000e+05	2.5182e-01	2.4841e-01	2.4835e-01	3.4713e-03	7.9791e-04	1.6867e-04	3.5164e-15	4.9880e-01	
8.2554e-03	1.0732e+03	1.0000e+05	2.5181e-01	2.4838e-01	2.4832e-01	3.5352e-03	8.1250e-04	1.7453e-04	3.4040e-15	4.9878e-01	
8.5649e-03	1.0732e+03	1.0000e+05	2.5180e-01	2.4833e-01	2.4827e-01	3.6409e-03	8.3646e-04	1.8435e-04	3.2227e-15	4.9874e-01	
8.8745e-03	1.0732e+03	1.0000e+05	2.5178e-01	2.4828e-01	2.4821e-01	3.7461e-03	8.6002e-04	1.9427e-04	3.0489e-15	4.9871e-01	
9.1841e-03	1.0732e+03	1.0000e+05	2.5176e-01	2.4823e-01	2.4816e-01	3.8507e-03	8.8321e-04	2.0427e-04	2.8835e-15	4.9867e-01	
9.4937e-03	1.0732e+03	1.0000e+05	2.5175e-01	2.4818e-01	2.4811e-01	3.9548e-03	9.0602e-04	2.1434e-04	2.7262e-15	4.9864e-01	
9.8032e-03	1.0732e+03	1.0000e+05	2.5173e-01	2.4813e-01	2.4805e-01	4.0582e-03	9.2848e-04	2.2448e-04	2.5775e-15	4.9861e-01	
1.0113e-02	1.0732e+03	1.0000e+05	2.5172e-01	2.4808e-01	2.4800e-01	4.1611e-03	9.5059e-04	2.3469e-04	2.4371e-15	4.9858e-01	
1.0422e-02	1.0732e+03	1.0000e+05	2.5170e-01	2.4803e-01	2.4795e-01	4.2634e-03	9.7237e-04	2.4494e-04	2.3051e-15	4.9854e-01	
1.0732e-02	1.0732e+03	1.0000e+05	2.5169e-01	2.4798e-01	2.4789e-01	4.3651e-03	9.9381e-04	2.5525e-04	2.1811e-15	4.9851e-01	
1.1042e-02	1.0732e+03	1.0000e+05	2.5167e-01	2.4793e-01	2.4784e-01	4.4661e-03	1.0149e-03	2.6561e-04	2.0649e-15	4.9848e-01	
1.1351e-02	1.0732e+03	1.0000e+05	2.5166e-01	2.4789e-01	2.4779e-01	4.5666e-03	1.0357e-03	2.7601e-04	1.9562e-15	4.9845e-01	
1.1661e-02	1.0732e+03	1.0000e+05	2.5164e-01	2.4784e-01	2.4773e-01	4.6664e-03	1.0563e-03	2.8645e-04	1.8547e-15	4.9842e-01	
1.1970e-02	1.0732e+03	1.0000e+05	2.5163e-01	2.4779e-01	2.4768e-01	4.7657e-03	1.0765e-03	2.9692e-04	1.7598e-15	4.9839e-01	
1.2280e-02	1.0732e+03	1.0000e+05	2.5161e-01	2.4775e-01	2.4763e-01	4.8644e-03	1.0964e-03	3.0742e-04	1.6713e-15	4.9836e-01	
1.2589e-02	1.0732e+03	1.0000e+05	2.5160e-01	2.4770e-01	2.4758e-01	4.9624e-03	1.1161e-03	3.1795e-04	1.5888e-15	4.9833e-01	
1.2899e-02	1.0732e+03	1.0000e+05	2.5158e-01	2.4766e-01	2.4752e-01	5.0599e-03	1.1354e-03	3.2851e-04	1.5119e-15	4.9830e-01	
1.3209e-02	1.0732e+03	1.0000e+05	2.5157e-01	2.4761e-01	2.4747e-01	5.1568e-03	1.1546e-03	3.3909e-04	1.4401e-15	4.9827e-01	
1.3518e-02	1.0732e+03	1.0000e+05	2.5155e-01	2.4757e-01	2.4742e-01	5.2532e-03	1.1734e-03	3.4968e-04	1.3733e-15	4.9824e-01	
1.3828e-02	1.0732e+03	1.0000e+05	2.5154e-01	2.4752e-01	2.4737e-01	5.3489e-03	1.1921e-03	3.6030e-04	1.3109e-15	4.9821e-01	
1.4137e-02	1.0732e+03	1.0000e+05	2.5152e-01	2.4748e-01	2.4732e-01	5.4441e-03	1.2104e-03	3.7093e-04	1.2528e-15	4.9818e-01	
1.4447e-02	1.0732e+03	1.0000e+05	2.5151e-01	2.4743e-01	2.4727e-01	5.5387e-03	1.2286e-03	3.8157e-04	1.1985e-15	4.9815e-01	
1.4756e-02	1.0732e+03	1.0000e+05	2.5150e-01	2.4739e-01	2.4722e-01	5.6328e-03	1.2465e-03	3.9223e-04	1.1478e-15	4.9812e-01	
1.5066e-02	1.0732e+03	1.0000e+05	2.5148e-01	2.4735e-01	2.4717e-01	5.7263e-03	1.2642e-03	4.0289e-04	1.1005e-15	4.9809e-01	
1.5376e-02	1.0732e+03	1.0000e+05	2.5147e-01	2.4730e-01	2.4712e-01	5.8193e-03	1.2816e-03	4.1356e-04	1.0562e-15	4.9806e-01	
1.5685e-02	1.0732e+03	1.0000e+05	2.5145e-01	2.4726e-01	2.4707e-01	5.9117e-03	1.2989e-03	4.2424e-04	1.0148e-15	4.9804e-01	
1.5995e-02	1.0732e+03	1.0000e+05	2.5144e-01	2.4722e-01	2.4702e-01	6.0036e-03	1.3159e-03	4.3492e-04	9.7590e-16	4.9801e-01	
1.6304e-02	1.0732e+03	1.0000e+05	2.5143e-01	2.4718e-01	2.4697e-01	6.0950e-03	1.3328e-03	4.4561e-04	9.3948e-16	4.9798e-01	
1.6614e-02	1.0732e+03	1.0000e+05	2.5141e-01	2.4714e-01	2.4692e-01	6.1859e-03	1.3494e-03	4.5629e-04	9.0530e-16	4.9795e-01	
1.6923e-02	1.0732e+03	1.0000e+05	2.5140e-01	2.4710e-01	2.4687e-01	6.2762e-03	1.3659e-03	4.6698e-04	8.7317e-16	4.9793e-01	
1.7233e-02	1.0732e+03	1.0000e+05	2.5139e-01	2.4705e-01	2.4682e-01	6.3661e-03	1.3822e-03	4.7767e-04	8.4294e-16	4.9790e-01	
1.7543e-02	1.0732e+03	1.0000e+05	2.5137e-01	2.4701e-01	2.4677e-01	6.4554e-03	1.3982e-03	4.8835e-04	8.1446e-16	4.9787e-01	
1.7852e-02	1.0732e+03	1.0000e+05	2.5136e-01	2.4697e-01	2.4672e-01	6.5443e-03	1.4142e-03	4.9904e-04	7.8761e-16	4.9785e-01	
1.8162e-02	1.0732e+03	1.0000e+05	2.5135e-01	2.4693e-01	2.4668e-01	6.6327e-03	1.4299e-03	5.0972e-04	7.6227e-16	4.9782e-01	
1.8351e-02	1.0732e+03	1.0000e+05	2.5134e-01	2.4691e-01	2.4665e-01	6.6866e-03	1.4394e-03	5.1625e-04	7.4746e-16	4.9780e-01	
1.8541e-02	1.0732e+03	1.0000e+05	2.5133e-01	2.4688e-01	2.4662e-01	6.7403e-03	1.4489e-03	5.2279e-04	7.3307e-16	4.9779e-01	
1.8730e-02	1.0732e+03	1.0000e+05	2.5132e-01	2.4686e-01	2.4659e-01	6.7938e-03	1.4584e-03	5.2933e-04	7.1935e-16	4.9777e-01	
1.8920e-02	1.0732e+03	1.0000e+05	2.5132e-01	2.4684e-01	2.4656e-01	6.8472e-03	1.4677e-03	5.3586e-04	7.0588e-16	4.9776e-01	
1.9110e-02	1.0732e+03	1.0000e+05	2.5131e-01	2.4681e-01	2.4653e-01	6.9004e-03	1.4770e-03	5.4239e-04	6.9286e-16	4.9774e-01	
1.9395e-02	1.0732e+03	1.0000e+05	2.5130e-01	2.4678e-01	2.4648e-01	6.9801e-03	1.4909e-03	5.5220e-04	6.7422e-16	4.9772e-01	
1.9680e-02	1.0732e+03	1.0000e+05	2.5128e-01	2.4674e-01	2.4644e-01	7.0594e-03	1.5047e-03	5.6201e-04	6.5635e-16	4.9769e-01	
2.0108e-02	1.0732e+03	1.0000e+05	2.5127e-01	2.4669e-01	2.4638e-01	7.1777e-03	1.5251e-03	5.7673e-04	6.3104e-16	4.9766e-01	
2.0536e-02	1.0732e+03	1.0000e+05	2.5125e-01	2.4663e-01	2.4631e-01	7.2952e-03	1.5452e-03	5.9143e-04	6.0747e-16	4.9762e-01	
2.0964e-02	1.0732e+03	1.0000e+05	2.5123e-01	2.4658e-01	2.4625e-01	7.4119e-03	1.5651e-03	6.0612e-04	5.8543e-16	4.9759e-01	
2.1392e-02	1.0732e+03	1.0000e+05	2.5122e-01	2.4653e-01	2.4618e-01	7.5278e-03	1.5847e-03	6.2078e-04	5.6472e-16	4.9755e-01	
2.2071e-02	1.0732e+03	1.0000e+05	2.5119e-01	2.4645e-01	2.4608e-01	7.7102e-03	1.6152e-03	6.4402e-04	5.3443e-16	4.9750e-01	
2.2751e-02	1.0732e+03	1.0000e+05	2.5116e-01	2.4637e-01	2.4598e-01	7.8906e-03	1.6452e-03	6.6720e-04	5.0707e-16	4.9745e-01	
2.3430e-02	1.0732e+03	1.0000e+05	2.5114e-01	2.4629e-01	2.4588e-01	8.0692e-03	1.6745e-03	6.9033e-04	4.8188e-16	4.9739e-01	
2.4109e-02	1.0732e+03	1.0000e+05	2.5111e-01	2.4621e-01	2.4579e-01	8.2460e-03	1.7033e-03	7.1340e-04	4.5883e-16	4.9734e-01	
2.4789e-02	1.0732e+03	1.0000e+05	2.5109e-01	2.4613e-01	2.4569e-01	8.4210e-03	1.7316e-03	7.3640e-04	4.3781e-16	4.9729e-01	
2.5468e-02	1.0732e+03	1.0000e+05	2.5106e-01	2.4606e-01	2.4559e-01	8.5943e-03	1.7593e-03	7.5934e-04	4.1826e-16	4.9724e-01	
2.6148e-02	1.0732e+03	1.0000e+05	2.5103e-01	2.4598e-01	2.4550e-01	8.7659e-03	1.7866e-03	7.8221e-04	4.0046e-16	4.9719e-01	
2.6827e-02	1.0732e+03	1.0000e+05	2.5101e-01	2.4591e-01	2.4540e-01	8.9360e-03	1.8134e-03	8.0501e-04	3.8377e-16	4.9714e-01	
2.7506e-02	1.0732e+03	1.0000e+05	2.5099e-01	2.4583e-01	2.4531e-01	9.1044e-03	1.8397e-03	8.2775e-04	3.6822e-16	4.9709e-01	
2.8186e-02	1.0732e+03	1.0000e+05	2.5096e-01	2.4576e-01	2.4521e-01	9.2714e-03	1.8656e-03	8.5041e-04	3.5374e-16	4.9704e-01	
2.8865e-02	1.0732e+03	1.0000e+05	2.5094e-01	2.4568e-01	2.4512e-01	9.4369e-03	1.8910e-03	8.7300e-04	3.4053e-16	4.9699e-01	
2.9544e-02	1.0732e+03	1.0000e+05	2.5091e-01	2.4561e-01	2.4503e-01	9.6009e-03	1.9161e-03	8.9552e-04	3.2759e-16	4.9695e-01	
2.9954e-02	1.0732e+03	1.0000e+05	2.5090e-01	2.4557e-01	2.4497e-01	9.6993e-03	1.9310e-03	9.0908e-04	3.2044e-16	4.9692e-01	
3.0194e-02	1.0732e+03	1.0000e+05	2.5089e-01	2.4554e-01	2.4494e-01	9.7564e-03	1.9397e-03	9.1697e-04	3.1636e-16	4.9690e-01	
3.0348e-02	1.0732e+03	1.0000e+05	2.5089e-01	2.4553e-01	2.4492e-01	9.7931e-03	1.9452e-03	9.2205e-04	3.1383e-16	4.9689e-01	
3.0502e-02	1.0732e+03	1.0000e+05	2.5088e-01	2.4551e-01	2.4490e-01	9.8297e-03	1.9507e-03	9.2712e-04	3.1130e-16	4.9688e-01	
3.0656e-02	1.0732e+03	1.0000e+05	2.5088e-01	2.4550e-01	2.4488e-01	9.8662e-03	1.9562e-03	9.3219e-04	3.0921e-16	4.9687e-01	
3.0810e-02	1.0732e+03	1.0000e+05	2.5087e-01	2.4548e-01	2.4486e-01	9.9027e-03	1.9617e-03	9.3726e-04	3.0652e-16	4.9686e-01	
3.0916e-02	1.0732e+03	1.0000e+05	2.5087e-01	2.4547e-01	2.4485e-01	9.9279e-03	1.9655e-03	9.4076e-04	3.0478e-16	4.9685e-01	
3.1022e-02	1.0732e+03	1.0000e+05	2.5086e-01	2.4546e-01	2.4483e-01	9.9530e-03	1.9693e-03	9.4425e-04	3.0314e-16	4.9684e-01	
3.1129e-02	1.0732e+03	1.0000e+05	2.5086e-01	2.4545e-01	2.4482e-01	9.9781e-03	1.9730e-03	9.4774e-04	3.0120e-16	4.9684e-01	
3.1235e-02	1.0732e+03	1.0000e+05	2.5086e-01	2.4544e-01	2.4480e-01	1.0003e-02	1.9768e-03	9.5123e-04	2.9962e-16	4.9683e-01	
3.1341e-02	1.0732e+03	1.0000e+05	2.5085e-01	2.4543e-01	2.4479e-01	1.0028e-02	1.9805e-03	9.5472e-04	2.9801e-16	4.9682e-01	
3.1448e-02	1.0732e+03	1.0000e+05	2.5085e-01	2.4542e-01	2.4478e-01	1.0053e-02	1.9842e-03	9.5821e-04	2.9634e-16	4.9681e-01	
3.1554e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4476e-01	1.0078e-02	1.9880e-03	9.6169e-04	2.9458e-16	4.9681e-01	
3.1566e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4476e-01	1.0081e-02	1.9884e-03	9.6211e-04	2.9455e-16	4.9681e-01	
3.1579e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4476e-01	1.0084e-02	1.9888e-03	9.6252e-04	2.9422e-16	4.9681e-01	
3.1592e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4476e-01	1.0087e-02	1.9893e-03	9.6293e-04	2.9418e-16	4.9680e-01	
3.1600e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4476e-01	1.0089e-02	1.9896e-03	9.6320e-04	2.9413e-16	4.9680e-01	
3.1606e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0090e-02	1.9898e-03	9.6340e-04	2.9405e-16	4.9680e-01	
3.1612e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0092e-02	1.9900e-03	9.6359e-04	2.9405e-16	4.9680e-01	
3.1618e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0093e-02	1.9902e-03	9.6378e-04	2.9380e-16	4.9680e-01	
3.1623e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0094e-02	1.9904e-03	9.6397e-04	2.9390e-16	4.9680e-01	
3.1629e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0096e-02	1.9906e-03	9.6416e-04	2.9372e-16	4.9680e-01	
3.1635e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0097e-02	1.9908e-03	9.6435e-04	2.9370e-16	4.9680e-01	
3.1641e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4540e-01	2.4475e-01	1.0099e-02	1.9910e-03	9.6455e-04	2.9385e-16	4.9680e-01	
3.1647e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0100e-02	1.9912e-03	9.6474e-04	2.9381e-16	4.9680e-01	
3.1653e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0101e-02	1.9914e-03	9.6493e-04	2.9361e-16	4.9680e-01	
3.1659e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0103e-02	1.9916e-03	9.6512e-04	2.9400e-16	4.9680e-01	
3.1664e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0104e-02	1.9918e-03	9.6531e-04	2.9365e-16	4.9680e-01	
3.1668e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0105e-02	1.9920e-03	9.6545e-04	2.9354e-16	4.9680e-01	
3.1672e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4475e-01	1.0106e-02	1.9921e-03	9.6558e-04	2.9380e-16	4.9680e-01	
3.1676e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0107e-02	1.9922e-03	9.6571e-04	2.9333e-16	4.9680e-01	
3.1680e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0108e-02	1.9924e-03	9.6584e-04	2.9424e-16	4.9680e-01	
3.1684e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0109e-02	1.9925e-03	9.6597e-04	2.9358e-16	4.9680e-01	
3.1689e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0110e-02	1.9927e-03	9.6610e-04	2.9367e-16	4.9680e-01	
3.1693e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0111e-02	1.9928e-03	9.6624e-04	2.9384e-16	4.9680e-01	
3.1697e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0112e-02	1.9929e-03	9.6637e-04	2.9366e-16	4.9680e-01	
3.1701e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0112e-02	1.9931e-03	9.6650e-04	2.9405e-16	4.9680e-01	
3.1705e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0113e-02	1.9932e-03	9.6663e-04	2.9393e-16	4.9680e-01	
3.1709e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0114e-02	1.9934e-03	9.6676e-04	2.9377e-16	4.9680e-01	
3.1713e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0115e-02	1.9935e-03	9.6689e-04	2.9366e-16	4.9680e-01	
3.1715e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0116e-02	1.9936e-03	9.6699e-04	2.9360e-16	4.9680e-01	
3.1717e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0116e-02	1.9937e-03	9.6705e-04	2.9357e-16	4.9680e-01	
3.1719e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0117e-02	1.9937e-03	9.6711e-04	2.9354e-16	4.9680e-01	
3.1721e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0117e-02	1.9938e-03	9.6717e-04	2.9352e-16	4.9680e-01	
3.1723e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0118e-02	1.9939e-03	9.6723e-04	2.9349e-16	4.9680e-01	
3.1725e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0118e-02	1.9939e-03	9.6729e-04	2.9345e-16	4.9680e-01	
3.1728e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0119e-02	1.9940e-03	9.6741e-04	2.9339e-16	4.9680e-01	
3.1735e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4539e-01	2.4474e-01	1.0121e-02	1.9943e-03	9.6763e-04	2.9327e-16	4.9679e-01	
3.1742e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4538e-01	2.4474e-01	1.0122e-02	1.9945e-03	9.6786e-04	2.9318e-16	4.9679e-01	
3.1749e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4538e-01	2.4474e-01	1.0124e-02	1.9948e-03	9.6808e-04	2.9309e-16	4.9679e-01	
3.1781e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4538e-01	2.4473e-01	1.0131e-02	1.9959e-03	9.6913e-04	2.9257e-16	4.9679e-01	
3.1832e-02	1.0732e+03	1.0000e+05	2.5084e-01	2.4538e-01	2.4472e-01	1.0143e-02	1.9977e-03	9.7080e-04	2.9181e-16	4.9679e-01	
3.1917e-02	1.0732e+03	1.0000e+05	2.5083e-01	2.4537e-01	2.4471e-01	1.0163e-02	2.0006e-03	9.7359e-04	2.9054e-16	4.9678e-01	
3.2103e-02	1.0732e+03	1.0000e+05	2.5083e-01	2.4535e-01	2.4469e-01	1.0206e-02	2.0070e-03	9.7965e-04	2.8778e-16	4.9677e-01	
3.2481e-02	1.0732e+03	1.0000e+05	2.5081e-01	2.4531e-01	2.4464e-01	1.0294e-02	2.0201e-03	9.9202e-04	2.8241e-16	4.9674e-01	
3.2860e-02	1.0732e+03	1.0000e+05	2.5080e-01	2.4527e-01	2.4459e-01	1.0382e-02	2.0330e-03	1.0044e-03	2.7712e-16	4.9672e-01	
3.3239e-02	1.0732e+03	1.0000e+05	2.5079e-01	2.4523e-01	2.4454e-01	1.0469e-02	2.0459e-03	1.0167e-03	2.7206e-16	4.9669e-01	
3.3891e-02	1.0732e+03	1.0000e+05	2.5077e-01	2.4517e-01	2.4446e-01	1.0619e-02	2.0677e-03	1.0378e-03	2.6373e-16	4.9665e-01	
3.4543e-02	1.0732e+03	1.0000e+05	2.5074e-01	2.4510e-01	2.4437e-01	1.0767e-02	2.0893e-03	1.0589e-03	2.5587e-16	4.9661e-01	
3.5195e-02	1.0732e+03	1.0000e+05	2.5072e-01	2.4504e-01	2.4429e-01	1.0914e-02	2.1106e-03	1.0799e-03	2.4844e-16	4.9657e-01	
3.6216e-02	1.0732e+03	1.0000e+05	2.5069e-01	2.4494e-01	2.4416e-01	1.1143e-02	2.1434e-03	1.1127e-03	2.3757e-16	4.9650e-01	
3.7236e-02	1.0732e+03	1.0000e+05	2.5066e-01	2.4484e-01	2.4403e-01	1.1369e-02	2.1756e-03	1.1453e-03	2.2749e-16	4.9644e-01	
3.8257e-02	1.0732e+03	1.0000e+05	2.5063e-01	2.4475e-01	2.4391e-01	1.1592e-02	2.2071e-03	1.1777e-03	2.1817e-16	4.9637e-01	
3.9278e-02	1.0732e+03	1.0000e+05	2.5059e-01	2.4465e-01	2.4378e-01	1.1813e-02	2.2381e-03	1.2100e-03	2.0952e-16	4.9631e-01	
4.0298e-02	1.0732e+03	1.0000e+05	2.5056e-01	2.4456e-01	2.4366e-01	1.2032e-02	2.2686e-03	1.2421e-03	2.0144e-16	4.9625e-01	
4.1319e-02	1.0732e+03	1.0000e+05	2.5053e-01	2.4446e-01	2.4353e-01	1.2249e-02	2.2985e-03	1.2740e-03	1.9390e-16	4.9618e-01	
4.2340e-02	1.0732e+03	1.0000e+05	2.5050e-01	2.4437e-01	2.4341e-01	1.2464e-02	2.3280e-03	1.3058e-03	1.8683e-16	4.9612e-01	
4.3360e-02	1.0732e+03	1.0000e+05	2.5047e-01	2.4428e-01	2.4329e-01	1.2676e-02	2.3569e-03	1.3374e-03	1.8021e-16	4.9606e-01	
4.4381e-02	1.0732e+03	1.0000e+05	2.5044e-01	2.4419e-01	2.4317e-01	1.2887e-02	2.3854e-03	1.3688e-03	1.7399e-16	4.9600e-01	
4.5402e-02	1.0732e+03	1.0000e+05	2.5041e-01	2.4410e-01	2.4305e-01	1.3096e-02	2.4135e-03	1.4001e-03	1.6812e-16	4.9594e-01	
4.6422e-02	1.0732e+03	1.0000e+05	2.5038e-01	2.4401e-01	2.4293e-01	1.3303e-02	2.4411e-03	1.4313e-03	1.6260e-16	4.9588e-01	
4.7443e-02	1.0732e+03	1.0000e+05	2.5035e-01	2.4392e-01	2.4281e-01	1.3508e-02	2.4683e-03	1.4622e-03	1.5739e-16	4.9582e-01	
4.8464e-02	1.0732e+03	1.0000e+05	2.5032e-01	2.4384e-01	2.4270e-01	1.3711e-02	2.4952e-03	1.4931e-03	1.5246e-16	4.9577e-01	
4.9484e-02	1.0732e+03	1.0000e+05	2.5029e-01	2.4375e-01	2.4258e-01	1.3913e-02	2.5216e-03	1.5238e-03	1.4780e-16	4.9571e-01	
5.0505e-02	1.0732e+03	1.0000e+05	2.5027e-01	2.4366e-01	2.4247e-01	1.4113e-02	2.5477e-03	1.5543e-03	1.4338e-16	4.9565e-01	
5.1526e-02	1.0732e+03	1.0000e+05	2.5024e-01	2.4358e-01	2.4235e-01	1.4311e-02	2.5734e-03	1.5847e-03	1.3919e-16	4.9560e-01	
5.2546e-02	1.0732e+03	1.0000e+05	2.5021e-01	2.4349e-01	2.4224e-01	1.4508e-02	2.5988e-03	1.6149e-03	1.3521e-16	4.9554e-01	
5.3567e-02	1.0732e+03	1.0000e+05	2.5018e-01	2.4341e-01	2.4213e-01	1.4703e-02	2.6239e-03	1.6450e-03	1.3142e-16	4.9549e-01	
5.4588e-02	1.0732e+03	1.0000e+05	2.5015e-01	2.4333e-01	2.4202e-01	1.4897e-02	2.6487e-03	1.6749e-03	1.2781e-16	4.9543e-01	
5.5609e-02	1.0732e+03	1.0000e+05	2.5013e-01	2.4325e-01	2.4191e-01	1.5089e-02	2.6731e-03	1.7047e-03	1.2438e-16	4.9538e-01	
5.6629e-02	1.0732e+03	1.0000e+05	2.5010e-01	2.4317e-01	2.4180e-01	1.5280e-02	2.6973e-03	1.7344e-03	1.2110e-16	4.9532e-01	
5.7650e-02	1.0732e+03	1.0000e+05	2.5007e-01	2.4309e-01	2.4169e-01	1.5470e-02	2.7211e-03	1.7639e-03	1.1797e-16	4.9527e-01	
5.8671e-02	1.0732e+03	1.0000e+05	2.5005e-01	2.4301e-01	2.4158e-01	1.5658e-02	2.7447e-03	1.7933e-03	1.1498e-16	4.9522e-01	
5.9691e-02	1.0732e+03	1.0000e+05	2.5002e-01	2.4293e-01	2.4147e-01	1.5845e-02	2.7680e-03	1.8226e-03	1.1212e-16	4.9516e-01	
6.0338e-02	1.0732e+03	1.0000e+05	2.5000e-01	2.4288e-01	2.4141e-01	1.5962e-02	2.7827e-03	1.8411e-03	1.1038e-16	4.9513e-01	
6.0985e-02	1.0732e+03	1.0000e+05	2.4999e-01	2.4283e-01	2.4134e-01	1.6080e-02	2.7972e-03	1.8595e-03	1.0867e-16	4.9510e-01	
