         t	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
0.0000e+00	1.0732e+03	6.0000e-01	0.0000e+00	0.0000e+00	0.0000e+00	4.0000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
6.6941e-16	1.0732e+03	6.0000e-01	3.3170e-08	0.0000e+00	1.0070e-10	4.0000e-01	0.0000e+00	0.0000e+00	3.3170e-08	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6583e-20	
3.5140e-15	1.0732e+03	6.0001e-01	1.7415e-07	2.5760e-11	3.8046e-10	3.9999e-01	0.0000e+00	2.5729e-44	1.7410e-07	1.5650e-24	1.0506e-42	7.6562e-22	1.0501e-14	2.4240e-18	
8.7886e-15	1.0732e+03	6.0001e-01	4.3556e-07	7.1475e-11	9.1412e-10	3.9999e-01	2.7592e-64	4.2397e-41	4.3542e-07	4.4650e-24	8.5636e-40	2.1811e-21	2.8917e-14	6.8621e-18	
1.4063e-14	1.0732e+03	6.0002e-01	6.9709e-07	2.3992e-10	9.7140e-10	3.9998e-01	1.4662e-60	4.4099e-40	6.9661e-07	4.0308e-23	8.2534e-39	1.5029e-20	8.1091e-14	3.2913e-17	
2.5152e-14	1.0732e+03	6.0004e-01	1.2471e-06	7.9931e-10	1.1714e-09	3.9996e-01	6.9944e-57	2.8620e-37	1.2455e-06	9.5066e-22	2.8231e-36	1.6145e-19	1.8506e-13	1.6219e-16	
3.6242e-14	1.0732e+03	6.0006e-01	1.7974e-06	1.6361e-09	9.4161e-10	3.9994e-01	2.6017e-55	2.1081e-36	1.7942e-06	2.6423e-21	1.4967e-35	4.1868e-19	3.1945e-13	3.6861e-16	
4.7331e-14	1.0732e+03	6.0008e-01	2.3480e-06	2.7805e-09	1.0585e-09	3.9992e-01	4.0089e-54	1.3211e-35	2.3425e-06	9.1952e-21	8.3367e-35	1.0907e-18	4.2913e-13	6.9641e-16	
5.8420e-14	1.0732e+03	6.0009e-01	2.8989e-06	4.2259e-09	1.1291e-09	3.9990e-01	4.3195e-53	7.4219e-35	2.8905e-06	2.3201e-20	3.7799e-34	2.2265e-18	5.4201e-13	1.1260e-15	
8.0328e-14	1.0732e+03	6.0013e-01	3.9881e-06	7.9693e-09	1.1418e-09	3.9986e-01	7.0509e-52	5.1553e-34	3.9722e-06	7.7970e-20	2.1313e-33	5.9378e-18	7.7370e-13	2.2750e-15	
1.3486e-13	1.0732e+03	6.0021e-01	6.7043e-06	2.2412e-08	1.2174e-09	3.9977e-01	2.3995e-50	8.7893e-33	6.6595e-06	5.2772e-19	2.6297e-32	2.7532e-17	1.3457e-12	6.8983e-15	
2.2947e-13	1.0732e+03	6.0036e-01	1.1433e-05	6.4772e-08	1.2847e-09	3.9961e-01	1.8772e-48	3.0342e-31	1.1304e-05	4.7682e-18	5.1016e-31	1.3960e-16	2.3369e-12	2.0821e-14	
3.2408e-13	1.0732e+03	6.0051e-01	1.6184e-05	1.2895e-07	1.2060e-09	3.9945e-01	1.9105e-46	7.7034e-30	1.5926e-05	2.6085e-17	6.7679e-30	4.4592e-16	3.3316e-12	4.2045e-14	
4.1869e-13	1.0732e+03	6.0066e-01	2.0955e-05	2.1486e-07	1.1651e-09	3.9929e-01	9.7017e-45	7.5700e-29	2.0525e-05	7.8364e-17	4.2931e-29	9.9646e-16	4.3165e-12	7.0472e-14	
5.7574e-13	1.0732e+03	6.0091e-01	2.8921e-05	4.0513e-07	1.1637e-09	3.9903e-01	1.1444e-42	1.2232e-27	2.8111e-05	3.0470e-16	3.8974e-28	2.6354e-15	5.9313e-12	1.3313e-13	
7.3278e-13	1.0732e+03	6.0116e-01	3.6945e-05	6.5492e-07	1.1657e-09	3.9876e-01	8.5682e-42	4.4400e-27	3.5635e-05	7.0068e-16	1.1776e-27	5.1466e-15	7.5268e-12	2.1516e-13	
8.8983e-13	1.0732e+03	6.0141e-01	4.5025e-05	9.6329e-07	1.1656e-09	3.9850e-01	5.2299e-41	1.7234e-26	4.3098e-05	1.5152e-15	3.6041e-27	9.0248e-15	9.1037e-12	3.1532e-13	
1.1363e-12	1.0732e+03	6.0180e-01	5.7820e-05	1.5650e-06	1.1654e-09	3.9809e-01	4.9461e-40	8.5174e-26	5.4690e-05	3.8256e-15	1.3308e-26	1.7955e-14	1.1541e-11	5.0860e-13	
1.6712e-12	1.0732e+03	6.0264e-01	8.6057e-05	3.3576e-06	1.1671e-09	3.9719e-01	4.3020e-38	1.7088e-24	7.9341e-05	1.6766e-14	1.1038e-25	5.0909e-14	1.6676e-11	1.0705e-12	
2.2060e-12	1.0732e+03	6.0348e-01	1.1492e-04	5.8031e-06	1.1679e-09	3.9629e-01	3.3395e-37	6.3190e-24	1.0332e-04	4.5196e-14	3.4496e-25	1.0837e-13	2.1606e-11	1.8098e-12	
2.7409e-12	1.0732e+03	6.0432e-01	1.4440e-04	8.8860e-06	1.1701e-09	3.9540e-01	2.2371e-36	3.0122e-23	1.2663e-04	1.0103e-13	1.1097e-24	1.8663e-13	2.6338e-11	2.7106e-12	
3.2757e-12	1.0732e+03	6.0516e-01	1.7448e-04	1.2590e-05	1.1720e-09	3.9450e-01	1.6458e-35	1.0466e-22	1.4930e-04	1.9209e-13	2.6040e-24	2.8788e-13	3.0880e-11	3.7549e-12	
4.0789e-12	1.0732e+03	6.0641e-01	2.2074e-04	1.9287e-05	1.1744e-09	3.9317e-01	2.1151e-34	4.9101e-22	1.8217e-04	4.1367e-13	7.2015e-24	4.8159e-13	3.7357e-11	5.5589e-12	
4.8821e-12	1.0732e+03	6.0765e-01	2.6827e-04	2.7298e-05	1.1768e-09	3.9184e-01	8.9859e-34	1.3735e-21	2.1367e-04	7.6425e-13	1.5504e-23	7.2405e-13	4.3442e-11	7.5970e-12	
5.6853e-12	1.0732e+03	6.0889e-01	3.1701e-04	3.6576e-05	1.1792e-09	3.9051e-01	3.6565e-33	3.7145e-21	2.4385e-04	1.2676e-12	2.9893e-23	1.0050e-12	4.9158e-11	9.8341e-12	
6.4886e-12	1.0732e+03	6.1013e-01	3.6691e-04	4.7074e-05	1.1816e-09	3.8919e-01	1.3582e-32	8.5501e-21	2.7276e-04	1.9470e-12	5.0995e-23	1.3210e-12	5.4524e-11	1.2227e-11	
7.8166e-12	1.0732e+03	6.1215e-01	4.5185e-04	6.6981e-05	1.1855e-09	3.8701e-01	7.0451e-32	2.6477e-20	3.1789e-04	3.5083e-12	1.0678e-22	1.9028e-12	6.2686e-11	1.6436e-11	
9.1447e-12	1.0732e+03	6.1417e-01	5.3965e-04	8.9895e-05	1.1894e-09	3.8484e-01	3.4218e-31	6.9338e-20	3.5986e-04	5.6729e-12	1.9239e-22	2.5422e-12	7.0034e-11	2.0842e-11	
1.0473e-11	1.0732e+03	6.1616e-01	6.3011e-04	1.1563e-04	1.1932e-09	3.8269e-01	1.0191e-30	1.5245e-19	3.9886e-04	8.4823e-12	3.1700e-22	3.2100e-12	7.6648e-11	2.5354e-11	
1.1801e-11	1.0732e+03	6.1815e-01	7.2306e-04	1.4400e-04	1.1971e-09	3.8055e-01	2.9506e-30	3.0681e-19	4.3506e-04	1.1970e-11	4.7731e-22	3.8995e-12	8.2601e-11	2.9870e-11	
1.3129e-11	1.0732e+03	6.2012e-01	8.1833e-04	1.7484e-04	1.2009e-09	3.7842e-01	7.5921e-30	5.6677e-19	4.6864e-04	1.6150e-11	6.8882e-22	4.5914e-12	8.7958e-11	3.4332e-11	
1.4457e-11	1.0732e+03	6.2208e-01	9.1574e-04	2.0799e-04	1.2047e-09	3.7630e-01	1.7501e-29	9.7811e-19	4.9975e-04	2.1022e-11	9.3932e-22	5.2752e-12	9.2783e-11	3.8689e-11	
1.5785e-11	1.0732e+03	6.2402e-01	1.0152e-03	2.4331e-04	1.2084e-09	3.7420e-01	3.7056e-29	1.5977e-18	5.2854e-04	2.6579e-11	1.2409e-21	5.9434e-12	9.7130e-11	4.2904e-11	
1.8571e-11	1.0732e+03	6.2805e-01	1.2296e-03	3.2378e-04	1.2162e-09	3.6981e-01	1.4746e-28	3.8910e-18	5.8203e-04	4.0399e-11	2.0205e-21	7.2697e-12	1.0492e-10	5.1164e-11	
2.1358e-11	1.0732e+03	6.3203e-01	1.4510e-03	4.1194e-04	1.2239e-09	3.6548e-01	4.6555e-28	8.2074e-18	6.2712e-04	5.6970e-11	2.9920e-21	8.4681e-12	1.1122e-10	5.8539e-11	
2.4144e-11	1.0732e+03	6.3595e-01	1.6783e-03	5.0672e-04	1.2315e-09	3.6120e-01	1.1859e-27	1.5555e-17	6.6483e-04	7.5952e-11	4.1111e-21	9.5401e-12	1.1636e-10	6.5095e-11	
2.6931e-11	1.0732e+03	6.3982e-01	1.9104e-03	6.0714e-04	1.2390e-09	3.5697e-01	2.8775e-27	2.7143e-17	6.9616e-04	9.7268e-11	5.4367e-21	1.0456e-11	1.2061e-10	7.0656e-11	
2.9717e-11	1.0732e+03	6.4363e-01	2.1467e-03	7.1238e-04	1.2464e-09	3.5279e-01	6.2447e-27	4.4423e-17	7.2191e-04	1.2055e-10	6.7192e-21	1.1240e-11	1.2417e-10	7.5415e-11	
3.3916e-11	1.0732e+03	6.4929e-01	2.5087e-03	8.7850e-04	1.2573e-09	3.4657e-01	1.7166e-26	8.4608e-17	7.5170e-04	1.5870e-10	9.0209e-21	1.2225e-11	1.2856e-10	8.1387e-11	
3.8115e-11	1.0732e+03	6.5483e-01	2.8761e-03	1.0518e-03	1.2681e-09	3.4047e-01	4.1006e-26	1.4720e-16	7.7256e-04	2.0005e-10	1.1388e-20	1.2996e-11	1.3213e-10	8.6082e-11	
4.2314e-11	1.0732e+03	6.6026e-01	3.2470e-03	1.2304e-03	1.2786e-09	3.3447e-01	8.7864e-26	2.3872e-16	7.8625e-04	2.4417e-10	1.4258e-20	1.3568e-11	1.3521e-10	8.9620e-11	
4.6513e-11	1.0732e+03	6.6559e-01	3.6200e-03	1.4130e-03	1.2889e-09	3.2858e-01	1.7340e-25	3.6628e-16	7.9413e-04	2.9020e-10	1.6064e-20	1.4068e-11	1.3788e-10	9.2717e-11	
5.0711e-11	1.0732e+03	6.7082e-01	3.9939e-03	1.5982e-03	1.2990e-09	3.2279e-01	3.1921e-25	5.3671e-16	7.9742e-04	3.3812e-10	2.0051e-20	1.4468e-11	1.4036e-10	9.5239e-11	
5.4910e-11	1.0732e+03	6.7595e-01	4.3676e-03	1.7853e-03	1.3089e-09	3.1710e-01	5.5390e-25	7.5812e-16	7.9706e-04	3.8765e-10	1.9386e-20	1.4804e-11	1.4268e-10	9.7385e-11	
5.9109e-11	1.0732e+03	6.8099e-01	4.7404e-03	1.9733e-03	1.3187e-09	3.1151e-01	9.1612e-25	1.0380e-15	7.9383e-04	4.3864e-10	2.8190e-20	1.5090e-11	1.4492e-10	9.9248e-11	
6.3308e-11	1.0732e+03	6.8592e-01	5.1115e-03	2.1616e-03	1.3282e-09	3.0601e-01	1.4536e-24	1.3843e-15	7.8835e-04	4.9093e-10	1.7960e-20	1.5349e-11	1.4711e-10	1.0095e-10	
6.7507e-11	1.0732e+03	6.9077e-01	5.4805e-03	2.3497e-03	1.3376e-09	3.0062e-01	2.2259e-24	1.8049e-15	7.8113e-04	5.4445e-10	4.8022e-20	1.5587e-11	1.4925e-10	1.0254e-10	
7.1706e-11	1.0732e+03	6.9553e-01	5.8469e-03	2.5372e-03	1.3468e-09	2.9531e-01	3.3051e-24	2.3081e-15	7.7256e-04	5.9915e-10	-9.9253e-21	1.5816e-11	1.5136e-10	1.0406e-10	
7.5905e-11	1.0732e+03	7.0020e-01	6.2104e-03	2.7237e-03	1.3558e-09	2.9010e-01	4.7775e-24	2.9019e-15	7.6298e-04	6.5500e-10	1.2955e-19	1.6030e-11	1.5346e-10	1.0552e-10	
8.0104e-11	1.0732e+03	7.0479e-01	6.5707e-03	2.9090e-03	1.3647e-09	2.8498e-01	6.7432e-24	3.5952e-15	7.5265e-04	7.1197e-10	-1.8616e-19	1.6243e-11	1.5554e-10	1.0694e-10	
8.4303e-11	1.0732e+03	7.0929e-01	6.9275e-03	3.0929e-03	1.3734e-09	2.7995e-01	9.3206e-24	4.3949e-15	7.4177e-04	7.7006e-10	5.7529e-19	1.6444e-11	1.5760e-10	1.0834e-10	
8.8501e-11	1.0732e+03	7.1370e-01	7.2808e-03	3.2752e-03	1.3820e-09	2.7501e-01	1.2641e-23	5.3132e-15	7.3051e-04	8.2923e-10	-1.2746e-18	1.6653e-11	1.5965e-10	1.0971e-10	
9.2700e-11	1.0732e+03	7.1804e-01	7.6303e-03	3.4557e-03	1.3903e-09	2.7015e-01	1.6864e-23	6.3493e-15	7.1900e-04	8.8950e-10	3.3530e-18	1.6842e-11	1.6168e-10	1.1107e-10	
9.6899e-11	1.0732e+03	7.2230e-01	7.9760e-03	3.6343e-03	1.3986e-09	2.6538e-01	2.2142e-23	7.5350e-15	7.0734e-04	9.5083e-10	-8.4411e-18	1.7056e-11	1.6369e-10	1.1242e-10	
1.0110e-10	1.0732e+03	7.2648e-01	8.3178e-03	3.8111e-03	1.4067e-09	2.6069e-01	2.8720e-23	8.8197e-15	6.9562e-04	1.0133e-09	2.2268e-17	1.7224e-11	1.6568e-10	1.1375e-10	
1.0530e-10	1.0732e+03	7.3059e-01	8.6555e-03	3.9858e-03	1.4146e-09	2.5609e-01	3.6669e-23	1.0367e-14	6.8390e-04	1.0767e-09	-5.9222e-17	1.7460e-11	1.6765e-10	1.1505e-10	
1.0950e-10	1.0732e+03	7.3462e-01	8.9893e-03	4.1586e-03	1.4224e-09	2.5156e-01	4.6613e-23	1.1771e-14	6.7222e-04	1.1413e-09	1.6110e-16	1.7577e-11	1.6960e-10	1.1636e-10	
1.1369e-10	1.0732e+03	7.3857e-01	9.3190e-03	4.3292e-03	1.4301e-09	2.4712e-01	5.7731e-23	1.4170e-14	6.6062e-04	1.2068e-09	-4.4515e-16	1.7891e-11	1.7153e-10	1.1763e-10	
1.1789e-10	1.0732e+03	7.4246e-01	9.6446e-03	4.4977e-03	1.4376e-09	2.4275e-01	7.3368e-23	1.4442e-14	6.4914e-04	1.2736e-09	1.2516e-15	1.7854e-11	1.7344e-10	1.1893e-10	
1.2443e-10	1.0732e+03	7.4837e-01	1.0144e-02	4.7561e-03	1.4490e-09	2.3610e-01	9.6923e-23	2.4397e-14	6.3152e-04	1.3790e-09	-5.2635e-15	1.8685e-11	1.7637e-10	1.2081e-10	
1.3098e-10	1.0732e+03	7.5411e-01	1.0633e-02	5.0093e-03	1.4601e-09	2.2963e-01	1.3578e-22	2.2943e-14	6.1428e-04	1.4878e-09	1.1238e-16	1.8533e-11	1.7923e-10	1.2277e-10	
1.3752e-10	1.0732e+03	7.5970e-01	1.1112e-02	5.2573e-03	1.4709e-09	2.2333e-01	1.7418e-22	3.7090e-14	5.9746e-04	1.5980e-09	-9.5951e-15	1.9490e-11	1.8204e-10	1.2454e-10	
1.4406e-10	1.0732e+03	7.6513e-01	1.1581e-02	5.5002e-03	1.4814e-09	2.1721e-01	2.3735e-22	3.2070e-14	5.8106e-04	1.7116e-09	4.1204e-16	1.9232e-11	1.8479e-10	1.2643e-10	
1.5060e-10	1.0732e+03	7.7040e-01	1.2041e-02	5.7380e-03	1.4916e-09	2.1126e-01	2.9822e-22	4.1445e-14	5.6510e-04	1.8273e-09	-3.3918e-15	1.9418e-11	1.8748e-10	1.2821e-10	
1.5714e-10	1.0732e+03	7.7553e-01	1.2491e-02	5.9707e-03	1.5015e-09	2.0546e-01	3.8711e-22	3.9725e-14	5.4957e-04	1.9454e-09	4.5148e-15	1.9536e-11	1.9011e-10	1.2997e-10	
1.6703e-10	1.0732e+03	7.8300e-01	1.3153e-02	6.3129e-03	1.5160e-09	1.9700e-01	5.2464e-22	6.8152e-14	5.2693e-04	2.1278e-09	-1.3320e-14	2.0117e-11	1.9398e-10	1.3250e-10	
1.7691e-10	1.0732e+03	7.9017e-01	1.3793e-02	6.6439e-03	1.5298e-09	1.8889e-01	7.5149e-22	6.6405e-14	5.0525e-04	2.3156e-09	6.1562e-16	2.0319e-11	1.9772e-10	1.3497e-10	
1.8680e-10	1.0732e+03	7.9703e-01	1.4412e-02	6.9638e-03	1.5431e-09	1.8111e-01	1.0229e-21	7.8527e-14	4.8449e-04	2.5082e-09	2.3878e-15	2.0665e-11	2.0133e-10	1.3734e-10	
1.9668e-10	1.0732e+03	8.0360e-01	1.5010e-02	7.2729e-03	1.5558e-09	1.7365e-01	1.3129e-21	8.3560e-14	4.6464e-04	2.7058e-09	1.3067e-14	2.0944e-11	2.0482e-10	1.3961e-10	
2.0657e-10	1.0732e+03	8.0989e-01	1.5588e-02	7.5715e-03	1.5680e-09	1.6650e-01	1.6895e-21	1.2845e-13	4.4563e-04	2.9078e-09	-1.4189e-14	2.1368e-11	2.0818e-10	1.4182e-10	
2.2951e-10	1.0732e+03	8.2350e-01	1.6854e-02	8.2251e-03	1.5943e-09	1.5101e-01	2.6566e-21	1.7819e-13	4.0461e-04	3.3944e-09	-1.4991e-14	2.2011e-11	2.1553e-10	1.4660e-10	
2.4489e-10	1.0732e+03	8.3190e-01	1.7647e-02	8.6338e-03	1.6105e-09	1.4144e-01	3.8380e-21	2.2289e-13	3.7935e-04	3.7333e-09	-2.0139e-14	2.2422e-11	2.2012e-10	1.4959e-10	
2.6026e-10	1.0732e+03	8.3975e-01	1.8395e-02	9.0200e-03	1.6257e-09	1.3248e-01	5.6096e-21	2.5173e-13	3.5576e-04	4.0819e-09	-3.5537e-15	2.2893e-11	2.2446e-10	1.5235e-10	
2.7564e-10	1.0732e+03	8.4709e-01	1.9103e-02	9.3848e-03	1.6399e-09	1.2409e-01	7.5166e-21	3.4712e-13	3.3371e-04	4.4398e-09	-4.7316e-14	2.3211e-11	2.2853e-10	1.5509e-10	
2.9102e-10	1.0732e+03	8.5396e-01	1.9771e-02	9.7291e-03	1.6532e-09	1.1622e-01	1.0437e-20	2.8720e-13	3.1311e-04	4.8064e-09	7.0769e-14	2.3827e-11	2.3242e-10	1.5739e-10	
3.0639e-10	1.0732e+03	8.6039e-01	2.0401e-02	1.0054e-02	1.6656e-09	1.0886e-01	1.2403e-20	5.9794e-13	2.9385e-04	5.1819e-09	-1.7494e-13	2.3537e-11	2.3599e-10	1.6000e-10	
3.2177e-10	1.0732e+03	8.6641e-01	2.0995e-02	1.0360e-02	1.6773e-09	1.0196e-01	1.9086e-20	5.1123e-14	2.7585e-04	5.5640e-09	4.4408e-13	2.5112e-11	2.3952e-10	1.6162e-10	
3.3715e-10	1.0732e+03	8.7203e-01	2.1555e-02	1.0649e-02	1.6881e-09	9.5504e-02	1.5951e-20	1.6957e-12	2.5901e-04	5.9563e-09	-1.1209e-12	2.2494e-11	2.4254e-10	1.6496e-10	
3.5252e-10	1.0732e+03	8.7730e-01	2.2083e-02	1.0921e-02	1.6983e-09	8.9455e-02	4.1032e-20	-2.2435e-12	2.4327e-04	6.3493e-09	2.9057e-12	2.9668e-11	2.4600e-10	1.6401e-10	
3.6790e-10	1.0732e+03	8.8222e-01	2.2581e-02	1.1177e-02	1.7078e-09	8.3791e-02	-6.4224e-21	8.4766e-12	2.2855e-04	6.7642e-09	-7.7192e-12	1.3431e-11	2.4786e-10	1.7269e-10	
3.8328e-10	1.0732e+03	8.8683e-01	2.3049e-02	1.1418e-02	1.7168e-09	7.8487e-02	1.4764e-19	-2.0039e-11	2.1479e-04	7.1485e-09	2.0900e-11	5.4088e-11	2.5295e-10	1.5750e-10	
4.0688e-10	1.0732e+03	8.9334e-01	2.3714e-02	1.1760e-02	1.7293e-09	7.0994e-02	4.8166e-19	-2.6016e-11	1.9538e-04	7.7940e-09	2.7054e-11	5.8610e-11	2.5831e-10	1.4975e-10	
4.3048e-10	1.0732e+03	8.9921e-01	2.4320e-02	1.2072e-02	1.7407e-09	6.4221e-02	-7.8312e-19	7.0182e-11	1.7786e-04	8.5126e-09	-6.8951e-11	-7.2587e-11	2.4822e-10	2.3496e-10	
4.5408e-10	1.0732e+03	9.0451e-01	2.4872e-02	1.2356e-02	1.7509e-09	5.8098e-02	1.1103e-18	1.2646e-10	1.6204e-04	9.2876e-09	-1.2501e-10	-1.0387e-10	2.7618e-10	1.2992e-10	
4.7769e-10	1.0732e+03	9.0930e-01	2.5373e-02	1.2614e-02	1.7602e-09	5.2564e-02	1.8550e-18	1.2041e-10	1.4777e-04	9.8797e-09	-1.1871e-10	-2.1468e-10	1.9790e-10	4.1748e-10	
5.0129e-10	1.0732e+03	9.1363e-01	2.5829e-02	1.2848e-02	1.7686e-09	4.7562e-02	2.5123e-18	-9.1375e-11	1.3488e-04	1.0410e-08	9.3328e-11	4.1309e-10	4.1760e-10	-2.9883e-10	
5.2489e-10	1.0732e+03	9.1753e-01	2.6243e-02	1.3061e-02	1.7761e-09	4.3041e-02	3.0391e-18	-4.8884e-11	1.2325e-04	1.1096e-08	5.1123e-11	2.6505e-10	3.2869e-10	-3.6947e-11	
5.4849e-10	1.0732e+03	9.2106e-01	2.6620e-02	1.3255e-02	1.7829e-09	3.8955e-02	-4.6330e-19	1.0902e-10	1.1275e-04	1.2009e-08	-1.0648e-10	-3.3832e-10	1.6896e-10	5.7658e-10	
5.7210e-10	1.0732e+03	9.2424e-01	2.6961e-02	1.3431e-02	1.7890e-09	3.5263e-02	5.4541e-18	3.2337e-10	1.0327e-04	1.3575e-08	-3.2048e-10	-6.9829e-10	4.4161e-10	-2.6598e-10	
5.9570e-10	1.0732e+03	9.2712e-01	2.7272e-02	1.3590e-02	1.7947e-09	3.1926e-02	4.5530e-18	6.8072e-11	9.4706e-05	1.3461e-08	-6.4833e-11	1.2497e-10	4.1430e-10	-2.1160e-10	
6.1930e-10	1.0732e+03	9.2971e-01	2.7553e-02	1.3735e-02	1.7998e-09	2.8910e-02	1.1004e-18	5.1224e-10	8.6974e-05	1.4836e-08	-5.0864e-10	-1.0259e-10	6.6218e-10	-7.9052e-10	
6.4291e-10	1.0732e+03	9.3206e-01	2.7809e-02	1.3866e-02	1.8042e-09	2.6185e-02	4.3246e-18	4.0507e-10	7.9992e-05	1.5077e-08	-4.0104e-10	-3.7781e-10	2.1862e-10	4.5662e-10	
6.6651e-10	1.0732e+03	9.3418e-01	2.8041e-02	1.3986e-02	1.8083e-09	2.3723e-02	2.4100e-17	-4.7994e-10	7.3687e-05	1.5473e-08	4.8445e-10	3.8594e-10	2.0640e-10	8.8047e-11	
6.9011e-10	1.0732e+03	9.3609e-01	2.8252e-02	1.4094e-02	1.8120e-09	2.1498e-02	9.7116e-18	1.0269e-10	6.7992e-05	1.6382e-08	-9.7767e-11	3.0662e-10	5.2621e-10	-4.1937e-10	
7.1371e-10	1.0732e+03	9.3781e-01	2.8443e-02	1.4192e-02	1.8153e-09	1.9487e-02	6.7712e-19	5.8252e-10	6.2850e-05	1.7301e-08	-5.7713e-10	-6.7895e-10	1.9388e-10	7.9087e-10	
7.3732e-10	1.0732e+03	9.3937e-01	2.8617e-02	1.4282e-02	1.8183e-09	1.7671e-02	2.9414e-17	-7.0543e-10	5.8206e-05	1.7632e-08	7.1138e-10	2.2424e-10	-1.1731e-11	5.9632e-10	
7.6092e-10	1.0732e+03	9.4078e-01	2.8774e-02	1.4363e-02	1.8211e-09	1.6029e-02	1.4790e-17	-1.5651e-10	5.4011e-05	1.8490e-08	1.6295e-10	8.6543e-10	6.1138e-10	-9.3489e-10	
7.7735e-10	1.0732e+03	9.4168e-01	2.8876e-02	1.4415e-02	1.8228e-09	1.4981e-02	2.9228e-18	5.7899e-10	5.1333e-05	1.9220e-08	-5.7219e-10	-3.3756e-10	3.1260e-10	4.1043e-10	
7.8951e-10	1.0732e+03	9.4230e-01	2.8946e-02	1.4451e-02	1.8240e-09	1.4251e-02	1.7851e-17	-4.3760e-10	4.9470e-05	1.9450e-08	4.4473e-10	4.5120e-11	1.5841e-10	3.9405e-10	
8.0167e-10	1.0732e+03	9.4289e-01	2.9013e-02	1.4486e-02	1.8251e-09	1.3558e-02	1.0278e-17	2.2420e-10	4.7702e-05	1.9910e-08	-2.1680e-10	4.3555e-10	4.3102e-10	-3.7749e-10	
8.1383e-10	1.0732e+03	9.4346e-01	2.9077e-02	1.4519e-02	1.8262e-09	1.2901e-02	6.2658e-18	6.7239e-10	4.6025e-05	2.0580e-08	-6.6470e-10	-4.8166e-10	3.4092e-10	3.5009e-10	
8.2599e-10	1.0732e+03	9.4399e-01	2.9138e-02	1.4550e-02	1.8272e-09	1.2277e-02	2.4689e-17	-9.4010e-10	4.4433e-05	2.0606e-08	9.4813e-10	-2.3943e-10	9.4144e-11	7.6297e-10	
8.3816e-10	1.0732e+03	9.4450e-01	2.9196e-02	1.4580e-02	1.8282e-09	1.1685e-02	1.3737e-17	-1.6558e-10	4.2923e-05	2.0662e-08	1.7394e-10	9.1237e-10	2.9896e-10	-2.7960e-10	
8.4663e-10	1.0732e+03	9.4483e-01	2.9235e-02	1.4600e-02	1.8289e-09	1.1291e-02	6.2508e-18	7.1662e-10	4.1917e-05	2.1410e-08	-7.0807e-10	-4.1376e-11	3.4128e-10	1.4116e-10	
8.5510e-10	1.0732e+03	9.4516e-01	2.9272e-02	1.4619e-02	1.8295e-09	1.0911e-02	2.1037e-17	-1.1038e-09	4.0947e-05	2.1692e-08	1.1126e-09	-3.7227e-10	2.0432e-10	6.1552e-10	
8.6357e-10	1.0732e+03	9.4547e-01	2.9308e-02	1.4637e-02	1.8301e-09	1.0544e-02	1.1771e-17	-1.3418e-10	4.0012e-05	2.1485e-08	1.4321e-10	6.7087e-10	2.7240e-10	-1.8801e-11	
8.6935e-10	1.0732e+03	9.4568e-01	2.9332e-02	1.4650e-02	1.8305e-09	1.0301e-02	6.0893e-18	8.4000e-10	3.9393e-05	2.2091e-08	-8.3083e-10	7.0024e-11	3.1376e-10	1.1464e-10	
8.7347e-10	1.0732e+03	9.4582e-01	2.9349e-02	1.4658e-02	1.8308e-09	1.0132e-02	1.3933e-17	-5.9460e-10	3.8961e-05	2.2290e-08	6.0389e-10	-1.3704e-10	2.7932e-10	2.9265e-10	
8.7760e-10	1.0732e+03	9.4596e-01	2.9366e-02	1.4667e-02	1.8311e-09	9.9652e-03	1.0080e-17	3.6931e-10	3.8536e-05	2.2124e-08	-3.5990e-10	3.0881e-10	2.8763e-10	1.3872e-10	
8.8172e-10	1.0732e+03	9.4610e-01	2.9382e-02	1.4675e-02	1.8313e-09	9.8016e-03	8.5718e-18	8.0938e-10	3.8119e-05	2.2492e-08	-7.9986e-10	5.4340e-11	2.9717e-10	1.4793e-10	
8.8472e-10	1.0732e+03	9.4620e-01	2.9393e-02	1.4681e-02	1.8315e-09	9.6845e-03	1.2683e-17	1.6615e-11	3.7821e-05	2.2566e-08	-7.0068e-12	3.2872e-11	2.8764e-10	2.0265e-10	
8.8771e-10	1.0732e+03	9.4630e-01	2.9405e-02	1.4687e-02	1.8317e-09	9.5689e-03	1.2942e-17	2.3419e-11	3.7526e-05	2.2630e-08	-1.3725e-11	6.7989e-11	2.8711e-10	2.0054e-10	
8.9071e-10	1.0732e+03	9.4640e-01	2.9416e-02	1.4693e-02	1.8319e-09	9.4548e-03	1.3128e-17	-9.7502e-10	3.7236e-05	2.3194e-08	9.8479e-10	-4.2398e-10	2.8820e-10	2.2527e-10	
8.9371e-10	1.0732e+03	9.4649e-01	2.9428e-02	1.4699e-02	1.8321e-09	9.3422e-03	1.3590e-17	2.3130e-09	3.6948e-05	2.2348e-08	-2.3032e-09	5.4600e-10	2.8299e-10	2.0338e-10	
