         t	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
2.5668e-03	1.0732e+03	5.0817e-01	1.4997e-02	4.7103e-01	9.8103e-10	3.6522e-04	4.2042e-06	5.0485e-03	3.8271e-04	2.6488e-06	5.7731e-15	1.6979e-10	1.7003e-09	1.1412e-09	
2.6180e-03	1.0732e+03	5.1011e-01	1.5118e-02	4.6886e-01	9.8475e-10	3.6660e-04	4.2638e-06	5.1581e-03	3.8255e-04	2.6608e-06	5.9233e-15	1.6917e-10	1.6949e-09	1.1372e-09	
2.6692e-03	1.0732e+03	5.1204e-01	1.5238e-02	4.6670e-01	9.8844e-10	3.6798e-04	4.3226e-06	5.2678e-03	3.8237e-04	2.6727e-06	6.0754e-15	1.6856e-10	1.6894e-09	1.1332e-09	
2.7204e-03	1.0732e+03	5.1396e-01	1.5359e-02	4.6455e-01	9.9211e-10	3.6935e-04	4.3807e-06	5.3777e-03	3.8220e-04	2.6846e-06	6.2284e-15	1.6795e-10	1.6840e-09	1.1293e-09	
2.7717e-03	1.0732e+03	5.1586e-01	1.5480e-02	4.6241e-01	9.9575e-10	3.7070e-04	4.4379e-06	5.4878e-03	3.8202e-04	2.6965e-06	6.3840e-15	1.6734e-10	1.6786e-09	1.1253e-09	
2.8229e-03	1.0732e+03	5.1776e-01	1.5601e-02	4.6028e-01	9.9937e-10	3.7205e-04	4.4946e-06	5.5980e-03	3.8183e-04	2.7082e-06	6.5397e-15	1.6673e-10	1.6732e-09	1.1214e-09	
2.8741e-03	1.0732e+03	5.1964e-01	1.5722e-02	4.5817e-01	1.0030e-09	3.7339e-04	4.5505e-06	5.7085e-03	3.8165e-04	2.7199e-06	6.6967e-15	1.6613e-10	1.6678e-09	1.1175e-09	
2.9253e-03	1.0732e+03	5.2150e-01	1.5843e-02	4.5607e-01	1.0065e-09	3.7472e-04	4.6057e-06	5.8190e-03	3.8145e-04	2.7316e-06	6.8551e-15	1.6553e-10	1.6625e-09	1.1136e-09	
2.9766e-03	1.0732e+03	5.2335e-01	1.5964e-02	4.5399e-01	1.0101e-09	3.7604e-04	4.6600e-06	5.9297e-03	3.8124e-04	2.7432e-06	7.0161e-15	1.6493e-10	1.6572e-09	1.1097e-09	
3.0278e-03	1.0732e+03	5.2520e-01	1.6085e-02	4.5191e-01	1.0136e-09	3.7735e-04	4.7137e-06	6.0406e-03	3.8104e-04	2.7548e-06	7.1778e-15	1.6433e-10	1.6519e-09	1.1058e-09	
3.0790e-03	1.0732e+03	5.2702e-01	1.6205e-02	4.4985e-01	1.0171e-09	3.7865e-04	4.7667e-06	6.1515e-03	3.8082e-04	2.7663e-06	7.3405e-15	1.6374e-10	1.6466e-09	1.1020e-09	
3.1302e-03	1.0732e+03	5.2884e-01	1.6326e-02	4.4781e-01	1.0205e-09	3.7994e-04	4.8189e-06	6.2626e-03	3.8060e-04	2.7778e-06	7.5050e-15	1.6315e-10	1.6414e-09	1.0982e-09	
3.1814e-03	1.0732e+03	5.3064e-01	1.6447e-02	4.4577e-01	1.0240e-09	3.8122e-04	4.8705e-06	6.3737e-03	3.8038e-04	2.7891e-06	7.6707e-15	1.6256e-10	1.6361e-09	1.0944e-09	
3.2327e-03	1.0732e+03	5.3243e-01	1.6567e-02	4.4375e-01	1.0274e-09	3.8249e-04	4.9214e-06	6.4850e-03	3.8015e-04	2.8005e-06	7.8376e-15	1.6198e-10	1.6309e-09	1.0906e-09	
3.2839e-03	1.0732e+03	5.3420e-01	1.6688e-02	4.4174e-01	1.0308e-09	3.8376e-04	4.9717e-06	6.5963e-03	3.7991e-04	2.8118e-06	8.0060e-15	1.6140e-10	1.6257e-09	1.0868e-09	
3.3351e-03	1.0732e+03	5.3596e-01	1.6808e-02	4.3975e-01	1.0341e-09	3.8501e-04	5.0212e-06	6.7076e-03	3.7967e-04	2.8230e-06	8.1754e-15	1.6082e-10	1.6206e-09	1.0830e-09	
3.3863e-03	1.0732e+03	5.3771e-01	1.6928e-02	4.3777e-01	1.0375e-09	3.8625e-04	5.0701e-06	6.8191e-03	3.7943e-04	2.8342e-06	8.3466e-15	1.6024e-10	1.6155e-09	1.0793e-09	
3.4376e-03	1.0732e+03	5.3945e-01	1.7049e-02	4.3580e-01	1.0408e-09	3.8749e-04	5.1184e-06	6.9305e-03	3.7918e-04	2.8453e-06	8.5185e-15	1.5967e-10	1.6104e-09	1.0756e-09	
3.4888e-03	1.0732e+03	5.4117e-01	1.7169e-02	4.3384e-01	1.0441e-09	3.8871e-04	5.1659e-06	7.0421e-03	3.7892e-04	2.8564e-06	8.6920e-15	1.5910e-10	1.6053e-09	1.0719e-09	
3.5792e-03	1.0732e+03	5.4418e-01	1.7380e-02	4.3042e-01	1.0498e-09	3.9085e-04	5.2483e-06	7.2389e-03	3.7847e-04	2.8758e-06	9.0009e-15	1.5810e-10	1.5964e-09	1.0654e-09	
3.6695e-03	1.0732e+03	5.4715e-01	1.7592e-02	4.2704e-01	1.0555e-09	3.9296e-04	5.3288e-06	7.4357e-03	3.7800e-04	2.8950e-06	9.3137e-15	1.5712e-10	1.5875e-09	1.0590e-09	
3.7599e-03	1.0732e+03	5.5008e-01	1.7802e-02	4.2370e-01	1.0611e-09	3.9504e-04	5.4073e-06	7.6326e-03	3.7751e-04	2.9140e-06	9.6302e-15	1.5614e-10	1.5788e-09	1.0527e-09	
3.9190e-03	1.0732e+03	5.5515e-01	1.8172e-02	4.1792e-01	1.0707e-09	3.9863e-04	5.5411e-06	7.9790e-03	3.7663e-04	2.9471e-06	1.0196e-14	1.5444e-10	1.5636e-09	1.0416e-09	
4.0781e-03	1.0732e+03	5.6009e-01	1.8541e-02	4.1226e-01	1.0801e-09	4.0214e-04	5.6693e-06	8.3251e-03	3.7572e-04	2.9797e-06	1.0773e-14	1.5277e-10	1.5486e-09	1.0308e-09	
4.2373e-03	1.0732e+03	5.6491e-01	1.8907e-02	4.0672e-01	1.0893e-09	4.0556e-04	5.7921e-06	8.6706e-03	3.7477e-04	3.0118e-06	1.1361e-14	1.5113e-10	1.5340e-09	1.0201e-09	
4.5033e-03	1.0732e+03	5.7271e-01	1.9515e-02	3.9773e-01	1.1042e-09	4.1108e-04	5.9860e-06	9.2465e-03	3.7313e-04	3.0642e-06	1.2366e-14	1.4846e-10	1.5100e-09	1.0027e-09	
4.7694e-03	1.0732e+03	5.8019e-01	2.0118e-02	3.8907e-01	1.1184e-09	4.1638e-04	6.1665e-06	9.8193e-03	3.7142e-04	3.1151e-06	1.3398e-14	1.4588e-10	1.4867e-09	9.8591e-10	
5.0355e-03	1.0732e+03	5.8737e-01	2.0714e-02	3.8073e-01	1.1320e-09	4.2145e-04	6.3343e-06	1.0388e-02	3.6965e-04	3.1647e-06	1.4455e-14	1.4337e-10	1.4641e-09	9.6960e-10	
5.3016e-03	1.0732e+03	5.9424e-01	2.1303e-02	3.7270e-01	1.1450e-09	4.2630e-04	6.4902e-06	1.0953e-02	3.6783e-04	3.2129e-06	1.5535e-14	1.4095e-10	1.4422e-09	9.5383e-10	
5.5676e-03	1.0732e+03	6.0083e-01	2.1884e-02	3.6497e-01	1.1575e-09	4.3095e-04	6.6354e-06	1.1513e-02	3.6598e-04	3.2597e-06	1.6637e-14	1.3861e-10	1.4211e-09	9.3857e-10	
5.8337e-03	1.0732e+03	6.0714e-01	2.2458e-02	3.5753e-01	1.1695e-09	4.3540e-04	6.7703e-06	1.2067e-02	3.6409e-04	3.3052e-06	1.7759e-14	1.3635e-10	1.4006e-09	9.2382e-10	
6.0998e-03	1.0732e+03	6.1319e-01	2.3025e-02	3.5036e-01	1.1809e-09	4.3965e-04	6.8959e-06	1.2615e-02	3.6219e-04	3.3494e-06	1.8899e-14	1.3417e-10	1.3808e-09	9.0956e-10	
6.3658e-03	1.0732e+03	6.1899e-01	2.3583e-02	3.4346e-01	1.1919e-09	4.4373e-04	7.0122e-06	1.3157e-02	3.6026e-04	3.3925e-06	2.0056e-14	1.3205e-10	1.3616e-09	8.9576e-10	
6.6319e-03	1.0732e+03	6.2454e-01	2.4134e-02	3.3682e-01	1.2023e-09	4.4762e-04	7.1207e-06	1.3693e-02	3.5833e-04	3.4344e-06	2.1229e-14	1.3002e-10	1.3430e-09	8.8245e-10	
6.8980e-03	1.0732e+03	6.2986e-01	2.4676e-02	3.3042e-01	1.2124e-09	4.5135e-04	7.2214e-06	1.4222e-02	3.5639e-04	3.4751e-06	2.2418e-14	1.2805e-10	1.3251e-09	8.6958e-10	
7.0818e-03	1.0732e+03	6.3341e-01	2.5047e-02	3.2614e-01	1.2191e-09	4.5384e-04	7.2868e-06	1.4583e-02	3.5505e-04	3.5026e-06	2.3246e-14	1.2672e-10	1.3131e-09	8.6093e-10	
7.2073e-03	1.0732e+03	6.3577e-01	2.5297e-02	3.2328e-01	1.2235e-09	4.5549e-04	7.3296e-06	1.4828e-02	3.5414e-04	3.5211e-06	2.3815e-14	1.2584e-10	1.3050e-09	8.5515e-10	
7.3328e-03	1.0732e+03	6.3809e-01	2.5546e-02	3.2047e-01	1.2279e-09	4.5711e-04	7.3710e-06	1.5072e-02	3.5322e-04	3.5394e-06	2.4386e-14	1.2497e-10	1.2970e-09	8.4945e-10	
7.4583e-03	1.0732e+03	6.4036e-01	2.5793e-02	3.1771e-01	1.2321e-09	4.5870e-04	7.4110e-06	1.5313e-02	3.5231e-04	3.5574e-06	2.4961e-14	1.2411e-10	1.2892e-09	8.4385e-10	
7.5399e-03	1.0732e+03	6.4182e-01	2.5952e-02	3.1594e-01	1.2349e-09	4.5971e-04	7.4362e-06	1.5470e-02	3.5171e-04	3.5690e-06	2.5336e-14	1.2356e-10	1.2842e-09	8.4026e-10	
7.5950e-03	1.0732e+03	6.4279e-01	2.6060e-02	3.1475e-01	1.2367e-09	4.6039e-04	7.4529e-06	1.5575e-02	3.5131e-04	3.5768e-06	2.5589e-14	1.2320e-10	1.2808e-09	8.3785e-10	
7.6502e-03	1.0732e+03	6.4375e-01	2.6167e-02	3.1358e-01	1.2385e-09	4.6106e-04	7.4694e-06	1.5680e-02	3.5091e-04	3.5846e-06	2.5844e-14	1.2283e-10	1.2775e-09	8.3546e-10	
7.7053e-03	1.0732e+03	6.4471e-01	2.6274e-02	3.1241e-01	1.2403e-09	4.6173e-04	7.4856e-06	1.5785e-02	3.5052e-04	3.5923e-06	2.6098e-14	1.2247e-10	1.2742e-09	8.3308e-10	
7.7605e-03	1.0732e+03	6.4566e-01	2.6380e-02	3.1125e-01	1.2421e-09	4.6239e-04	7.5017e-06	1.5889e-02	3.5011e-04	3.5999e-06	2.6353e-14	1.2211e-10	1.2709e-09	8.3072e-10	
7.8156e-03	1.0732e+03	6.4660e-01	2.6486e-02	3.1010e-01	1.2438e-09	4.6304e-04	7.5175e-06	1.5993e-02	3.4971e-04	3.6076e-06	2.6609e-14	1.2175e-10	1.2676e-09	8.2838e-10	
7.9002e-03	1.0732e+03	6.4802e-01	2.6648e-02	3.0835e-01	1.2465e-09	4.6404e-04	7.5412e-06	1.6152e-02	3.4910e-04	3.6192e-06	2.7002e-14	1.2121e-10	1.2626e-09	8.2482e-10	
7.9847e-03	1.0732e+03	6.4943e-01	2.6810e-02	3.0663e-01	1.2491e-09	4.6502e-04	7.5643e-06	1.6311e-02	3.4849e-04	3.6307e-06	2.7395e-14	1.2067e-10	1.2577e-09	8.2130e-10	
8.0693e-03	1.0732e+03	6.5082e-01	2.6970e-02	3.0492e-01	1.2517e-09	4.6598e-04	7.5870e-06	1.6468e-02	3.4788e-04	3.6421e-06	2.7790e-14	1.2014e-10	1.2528e-09	8.1781e-10	
8.2554e-03	1.0732e+03	6.5381e-01	2.7320e-02	3.0123e-01	1.2574e-09	4.6806e-04	7.6349e-06	1.6813e-02	3.4654e-04	3.6670e-06	2.8661e-14	1.1899e-10	1.2423e-09	8.1027e-10	
8.5649e-03	1.0732e+03	6.5860e-01	2.7895e-02	2.9530e-01	1.2663e-09	4.7139e-04	7.7095e-06	1.7378e-02	3.4434e-04	3.7073e-06	3.0119e-14	1.1713e-10	1.2252e-09	7.9810e-10	
8.8745e-03	1.0732e+03	6.6318e-01	2.8459e-02	2.8960e-01	1.2749e-09	4.7456e-04	7.7780e-06	1.7933e-02	3.4215e-04	3.7466e-06	3.1588e-14	1.1534e-10	1.2088e-09	7.8639e-10	
9.1841e-03	1.0732e+03	6.6755e-01	2.9013e-02	2.8413e-01	1.2830e-09	4.7759e-04	7.8408e-06	1.8479e-02	3.3998e-04	3.7847e-06	3.3064e-14	1.1362e-10	1.1930e-09	7.7512e-10	
9.4937e-03	1.0732e+03	6.7172e-01	2.9557e-02	2.7888e-01	1.2908e-09	4.8047e-04	7.8984e-06	1.9016e-02	3.3784e-04	3.8218e-06	3.4549e-14	1.1197e-10	1.1778e-09	7.6425e-10	
9.8032e-03	1.0732e+03	6.7571e-01	3.0092e-02	2.7383e-01	1.2982e-09	4.8322e-04	7.9513e-06	1.9543e-02	3.3573e-04	3.8580e-06	3.6040e-14	1.1038e-10	1.1631e-09	7.5379e-10	
1.0113e-02	1.0732e+03	6.7952e-01	3.0617e-02	2.6897e-01	1.3053e-09	4.8584e-04	7.9997e-06	2.0062e-02	3.3364e-04	3.8932e-06	3.7536e-14	1.0884e-10	1.1489e-09	7.4369e-10	
1.0422e-02	1.0732e+03	6.8317e-01	3.1132e-02	2.6429e-01	1.3120e-09	4.8834e-04	8.0439e-06	2.0571e-02	3.3158e-04	3.9275e-06	3.9038e-14	1.0736e-10	1.1352e-09	7.3396e-10	
1.0732e-02	1.0732e+03	6.8667e-01	3.1639e-02	2.5979e-01	1.3185e-09	4.9074e-04	8.0846e-06	2.1071e-02	3.2955e-04	3.9609e-06	4.0543e-14	1.0593e-10	1.1220e-09	7.2456e-10	
1.1042e-02	1.0732e+03	6.9001e-01	3.2137e-02	2.5545e-01	1.3247e-09	4.9302e-04	8.1215e-06	2.1563e-02	3.2755e-04	3.9936e-06	4.2052e-14	1.0455e-10	1.1093e-09	7.1549e-10	
1.1351e-02	1.0732e+03	6.9322e-01	3.2627e-02	2.5127e-01	1.3306e-09	4.9521e-04	8.1554e-06	2.2046e-02	3.2558e-04	4.0255e-06	4.3563e-14	1.0322e-10	1.0969e-09	7.0672e-10	
1.1661e-02	1.0732e+03	6.9630e-01	3.3108e-02	2.4724e-01	1.3363e-09	4.9730e-04	8.1861e-06	2.2521e-02	3.2364e-04	4.0567e-06	4.5076e-14	1.0193e-10	1.0850e-09	6.9826e-10	
1.1970e-02	1.0732e+03	6.9925e-01	3.3580e-02	2.4334e-01	1.3417e-09	4.9931e-04	8.2143e-06	2.2988e-02	3.2173e-04	4.0871e-06	4.6591e-14	1.0068e-10	1.0734e-09	6.9007e-10	
1.2280e-02	1.0732e+03	7.0209e-01	3.4045e-02	2.3959e-01	1.3469e-09	5.0122e-04	8.2398e-06	2.3447e-02	3.1985e-04	4.1169e-06	4.8107e-14	9.9482e-11	1.0623e-09	6.8215e-10	
1.2589e-02	1.0732e+03	7.0481e-01	3.4502e-02	2.3596e-01	1.3519e-09	5.0306e-04	8.2630e-06	2.3898e-02	3.1800e-04	4.1460e-06	4.9624e-14	9.8319e-11	1.0515e-09	6.7449e-10	
1.2899e-02	1.0732e+03	7.0743e-01	3.4952e-02	2.3245e-01	1.3566e-09	5.0482e-04	8.2838e-06	2.4342e-02	3.1618e-04	4.1745e-06	5.1140e-14	9.7193e-11	1.0410e-09	6.6706e-10	
1.3209e-02	1.0732e+03	7.0994e-01	3.5395e-02	2.2905e-01	1.3612e-09	5.0651e-04	8.3027e-06	2.4778e-02	3.1439e-04	4.2024e-06	5.2655e-14	9.6101e-11	1.0308e-09	6.5987e-10	
1.3518e-02	1.0732e+03	7.1236e-01	3.5830e-02	2.2577e-01	1.3656e-09	5.0813e-04	8.3195e-06	2.5207e-02	3.1263e-04	4.2298e-06	5.4171e-14	9.5045e-11	1.0210e-09	6.5291e-10	
1.3828e-02	1.0732e+03	7.1469e-01	3.6259e-02	2.2259e-01	1.3698e-09	5.0969e-04	8.3347e-06	2.5629e-02	3.1090e-04	4.2566e-06	5.5685e-14	9.4021e-11	1.0115e-09	6.4615e-10	
1.4137e-02	1.0732e+03	7.1693e-01	3.6681e-02	2.1951e-01	1.3739e-09	5.1118e-04	8.3482e-06	2.6044e-02	3.0920e-04	4.2829e-06	5.7198e-14	9.3027e-11	1.0022e-09	6.3959e-10	
1.4447e-02	1.0732e+03	7.1909e-01	3.7096e-02	2.1653e-01	1.3778e-09	5.1262e-04	8.3601e-06	2.6452e-02	3.0752e-04	4.3087e-06	5.8709e-14	9.2064e-11	9.9319e-10	6.3324e-10	
1.4756e-02	1.0732e+03	7.2117e-01	3.7505e-02	2.1364e-01	1.3816e-09	5.1400e-04	8.3706e-06	2.6854e-02	3.0587e-04	4.3341e-06	6.0219e-14	9.1129e-11	9.8446e-10	6.2706e-10	
1.5066e-02	1.0732e+03	7.2318e-01	3.7907e-02	2.1083e-01	1.3852e-09	5.1532e-04	8.3798e-06	2.7249e-02	3.0425e-04	4.3590e-06	6.1726e-14	9.0221e-11	9.7597e-10	6.2106e-10	
1.5376e-02	1.0732e+03	7.2511e-01	3.8304e-02	2.0811e-01	1.3886e-09	5.1660e-04	8.3875e-06	2.7639e-02	3.0266e-04	4.3834e-06	6.3232e-14	8.9340e-11	9.6773e-10	6.1524e-10	
1.5685e-02	1.0732e+03	7.2698e-01	3.8695e-02	2.0547e-01	1.3920e-09	5.1782e-04	8.3944e-06	2.8022e-02	3.0109e-04	4.4074e-06	6.4734e-14	8.8483e-11	9.5972e-10	6.0958e-10	
1.5995e-02	1.0732e+03	7.2879e-01	3.9080e-02	2.0290e-01	1.3952e-09	5.1900e-04	8.4001e-06	2.8399e-02	2.9954e-04	4.4310e-06	6.6234e-14	8.7649e-11	9.5191e-10	6.0407e-10	
1.6304e-02	1.0732e+03	7.3053e-01	3.9460e-02	2.0041e-01	1.3983e-09	5.2014e-04	8.4048e-06	2.8771e-02	2.9802e-04	4.4542e-06	6.7731e-14	8.6839e-11	9.4432e-10	5.9872e-10	
1.6614e-02	1.0732e+03	7.3221e-01	3.9834e-02	1.9799e-01	1.4013e-09	5.2123e-04	8.4083e-06	2.9137e-02	2.9653e-04	4.4770e-06	6.9225e-14	8.6051e-11	9.3694e-10	5.9350e-10	
1.6923e-02	1.0732e+03	7.3384e-01	4.0203e-02	1.9563e-01	1.4042e-09	5.2229e-04	8.4111e-06	2.9497e-02	2.9506e-04	4.4995e-06	7.0716e-14	8.5284e-11	9.2975e-10	5.8843e-10	
1.7233e-02	1.0732e+03	7.3541e-01	4.0567e-02	1.9334e-01	1.4070e-09	5.2330e-04	8.4132e-06	2.9852e-02	2.9361e-04	4.5216e-06	7.2203e-14	8.4537e-11	9.2274e-10	5.8349e-10	
1.7543e-02	1.0732e+03	7.3694e-01	4.0926e-02	1.9111e-01	1.4097e-09	5.2428e-04	8.4144e-06	3.0202e-02	2.9219e-04	4.5434e-06	7.3688e-14	8.3809e-11	9.1591e-10	5.7867e-10	
1.7852e-02	1.0732e+03	7.3841e-01	4.1280e-02	1.8893e-01	1.4123e-09	5.2523e-04	8.4148e-06	3.0547e-02	2.9079e-04	4.5649e-06	7.5169e-14	8.3100e-11	9.0925e-10	5.7398e-10	
1.8162e-02	1.0732e+03	7.3983e-01	4.1629e-02	1.8682e-01	1.4148e-09	5.2614e-04	8.4145e-06	3.0887e-02	2.8941e-04	4.5860e-06	7.6646e-14	8.2409e-11	9.0276e-10	5.6941e-10	
1.8351e-02	1.0732e+03	7.4068e-01	4.1841e-02	1.8556e-01	1.4162e-09	5.2668e-04	8.4140e-06	3.1093e-02	2.8857e-04	4.5988e-06	7.7549e-14	8.1996e-11	8.9887e-10	5.6666e-10	
1.8541e-02	1.0732e+03	7.4152e-01	4.2050e-02	1.8431e-01	1.4177e-09	5.2721e-04	8.4133e-06	3.1297e-02	2.8775e-04	4.6115e-06	7.8451e-14	8.1587e-11	8.9503e-10	5.6396e-10	
1.8730e-02	1.0732e+03	7.4234e-01	4.2259e-02	1.8308e-01	1.4191e-09	5.2773e-04	8.4124e-06	3.1499e-02	2.8693e-04	4.6241e-06	7.9351e-14	8.1185e-11	8.9125e-10	5.6130e-10	
1.8920e-02	1.0732e+03	7.4314e-01	4.2465e-02	1.8187e-01	1.4205e-09	5.2824e-04	8.4114e-06	3.1700e-02	2.8612e-04	4.6365e-06	8.0250e-14	8.0790e-11	8.8753e-10	5.5868e-10	
1.9110e-02	1.0732e+03	7.4392e-01	4.2670e-02	1.8068e-01	1.4219e-09	5.2874e-04	8.4100e-06	3.1899e-02	2.8532e-04	4.6489e-06	8.1147e-14	8.0399e-11	8.8385e-10	5.5609e-10	
1.9395e-02	1.0732e+03	7.4508e-01	4.2975e-02	1.7892e-01	1.4239e-09	5.2946e-04	8.4076e-06	3.2195e-02	2.8412e-04	4.6673e-06	8.2494e-14	7.9824e-11	8.7843e-10	5.5228e-10	
1.9680e-02	1.0732e+03	7.4620e-01	4.3277e-02	1.7721e-01	1.4258e-09	5.3017e-04	8.4048e-06	3.2487e-02	2.8294e-04	4.6855e-06	8.3837e-14	7.9261e-11	8.7313e-10	5.4854e-10	
2.0108e-02	1.0732e+03	7.4783e-01	4.3723e-02	1.7470e-01	1.4287e-09	5.3118e-04	8.3999e-06	3.2919e-02	2.8121e-04	4.7124e-06	8.5848e-14	7.8438e-11	8.6538e-10	5.4309e-10	
2.0536e-02	1.0732e+03	7.4939e-01	4.4162e-02	1.7228e-01	1.4313e-09	5.3215e-04	8.3942e-06	3.3343e-02	2.7951e-04	4.7388e-06	8.7852e-14	7.7641e-11	8.5787e-10	5.3780e-10	
2.0964e-02	1.0732e+03	7.5089e-01	4.4594e-02	1.6993e-01	1.4339e-09	5.3308e-04	8.3877e-06	3.3759e-02	2.7784e-04	4.7647e-06	8.9848e-14	7.6870e-11	8.5059e-10	5.3268e-10	
2.1392e-02	1.0732e+03	7.5233e-01	4.5018e-02	1.6766e-01	1.4363e-09	5.3396e-04	8.3805e-06	3.4168e-02	2.7621e-04	4.7903e-06	9.1837e-14	7.6122e-11	8.4354e-10	5.2772e-10	
2.2071e-02	1.0732e+03	7.5450e-01	4.5678e-02	1.6420e-01	1.4400e-09	5.3528e-04	8.3679e-06	3.4803e-02	2.7368e-04	4.8299e-06	9.4977e-14	7.4981e-11	8.3276e-10	5.2014e-10	
2.2751e-02	1.0732e+03	7.5653e-01	4.6322e-02	1.6090e-01	1.4434e-09	5.3651e-04	8.3539e-06	3.5420e-02	2.7123e-04	4.8686e-06	9.8098e-14	7.3893e-11	8.2248e-10	5.1292e-10	
2.3430e-02	1.0732e+03	7.5845e-01	4.6949e-02	1.5776e-01	1.4466e-09	5.3765e-04	8.3388e-06	3.6021e-02	2.6886e-04	4.9064e-06	1.0120e-13	7.2854e-11	8.1265e-10	5.0601e-10	
2.4109e-02	1.0732e+03	7.6025e-01	4.7563e-02	1.5476e-01	1.4496e-09	5.3872e-04	8.3226e-06	3.6607e-02	2.6655e-04	4.9433e-06	1.0428e-13	7.1860e-11	8.0325e-10	4.9941e-10	
2.4789e-02	1.0732e+03	7.6195e-01	4.8161e-02	1.5189e-01	1.4524e-09	5.3971e-04	8.3056e-06	3.7178e-02	2.6431e-04	4.9793e-06	1.0734e-13	7.0910e-11	7.9425e-10	4.9309e-10	
2.5468e-02	1.0732e+03	7.6356e-01	4.8747e-02	1.4915e-01	1.4550e-09	5.4063e-04	8.2878e-06	3.7734e-02	2.6214e-04	5.0146e-06	1.1038e-13	7.0000e-11	7.8562e-10	4.8703e-10	
2.6148e-02	1.0732e+03	7.6507e-01	4.9319e-02	1.4652e-01	1.4575e-09	5.4149e-04	8.2694e-06	3.8277e-02	2.6003e-04	5.0492e-06	1.1341e-13	6.9127e-11	7.7734e-10	4.8122e-10	
2.6827e-02	1.0732e+03	7.6650e-01	4.9879e-02	1.4400e-01	1.4597e-09	5.4229e-04	8.2503e-06	3.8807e-02	2.5798e-04	5.0831e-06	1.1641e-13	6.8288e-11	7.6939e-10	4.7564e-10	
2.7506e-02	1.0732e+03	7.6786e-01	5.0427e-02	1.4158e-01	1.4619e-09	5.4305e-04	8.2308e-06	3.9325e-02	2.5598e-04	5.1163e-06	1.1940e-13	6.7482e-11	7.6173e-10	4.7027e-10	
2.8186e-02	1.0732e+03	7.6914e-01	5.0964e-02	1.3925e-01	1.4639e-09	5.4374e-04	8.2109e-06	3.9831e-02	2.5403e-04	5.1489e-06	1.2236e-13	6.6708e-11	7.5438e-10	4.6511e-10	
2.8865e-02	1.0732e+03	7.7035e-01	5.1490e-02	1.3702e-01	1.4658e-09	5.4440e-04	8.1908e-06	4.0326e-02	2.5214e-04	5.1809e-06	1.2531e-13	6.5962e-11	7.4729e-10	4.6014e-10	
2.9544e-02	1.0732e+03	7.7150e-01	5.2006e-02	1.3487e-01	1.4675e-09	5.4501e-04	8.1700e-06	4.0810e-02	2.5029e-04	5.2124e-06	1.2824e-13	6.5244e-11	7.4047e-10	4.5535e-10	
2.9954e-02	1.0732e+03	7.7217e-01	5.2312e-02	1.3361e-01	1.4686e-09	5.4535e-04	8.1577e-06	4.1097e-02	2.4920e-04	5.2311e-06	1.3000e-13	6.4824e-11	7.3647e-10	4.5254e-10	
3.0194e-02	1.0732e+03	7.7255e-01	5.2489e-02	1.3289e-01	1.4691e-09	5.4555e-04	8.1505e-06	4.1263e-02	2.4858e-04	5.2419e-06	1.3102e-13	6.4582e-11	7.3417e-10	4.5093e-10	
3.0348e-02	1.0732e+03	7.7279e-01	5.2603e-02	1.3243e-01	1.4695e-09	5.4567e-04	8.1457e-06	4.1369e-02	2.4817e-04	5.2488e-06	1.3168e-13	6.4429e-11	7.3270e-10	4.4990e-10	
3.0502e-02	1.0732e+03	7.7303e-01	5.2716e-02	1.3198e-01	1.4699e-09	5.4580e-04	8.1410e-06	4.1475e-02	2.4777e-04	5.2557e-06	1.3234e-13	6.4277e-11	7.3126e-10	4.4889e-10	
3.0656e-02	1.0732e+03	7.7326e-01	5.2828e-02	1.3152e-01	1.4702e-09	5.4592e-04	8.1364e-06	4.1579e-02	2.4738e-04	5.2626e-06	1.3300e-13	6.4125e-11	7.2982e-10	4.4788e-10	
3.0810e-02	1.0732e+03	7.7350e-01	5.2940e-02	1.3107e-01	1.4706e-09	5.4603e-04	8.1315e-06	4.1684e-02	2.4698e-04	5.2695e-06	1.3365e-13	6.3975e-11	7.2839e-10	4.4687e-10	
3.0916e-02	1.0732e+03	7.7365e-01	5.3017e-02	1.3077e-01	1.4708e-09	5.4612e-04	8.1282e-06	4.1756e-02	2.4671e-04	5.2742e-06	1.3410e-13	6.3872e-11	7.2740e-10	4.4619e-10	
3.1022e-02	1.0732e+03	7.7381e-01	5.3094e-02	1.3046e-01	1.4710e-09	5.4619e-04	8.1249e-06	4.1828e-02	2.4644e-04	5.2789e-06	1.3455e-13	6.3770e-11	7.2644e-10	4.4551e-10	
3.1129e-02	1.0732e+03	7.7397e-01	5.3170e-02	1.3016e-01	1.4713e-09	5.4627e-04	8.1218e-06	4.1899e-02	2.4617e-04	5.2836e-06	1.3500e-13	6.3668e-11	7.2547e-10	4.4483e-10	
3.1235e-02	1.0732e+03	7.7412e-01	5.3247e-02	1.2986e-01	1.4715e-09	5.4635e-04	8.1184e-06	4.1970e-02	2.4590e-04	5.2883e-06	1.3545e-13	6.3567e-11	7.2450e-10	4.4415e-10	
