         t	         T	         p	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
3.8065e-03	1.1730e+03	1.2131e+05	2.7698e-01	1.4537e-01	1.8476e-02	2.5473e-03	1.9228e-01	2.0426e-03	2.2824e-01	4.4029e-05	8.6413e-08	3.1093e-07	9.0532e-07	5.6875e-06	1.8233e-06	1.0068e-03	1.2195e-02	1.7383e-01	1.6166e-02	4.1233e-05	5.2792e-04	2.5073e-07	1.0474e-07	9.9673e-08	1.8311e-08	3.9439e-04	3.8008e-06	6.5339e-04	2.9261e-08	7.4535e-09	4.5636e-06	9.1131e-05	3.6810e-08	2.3903e-10	1.9921e-11	3.2096e-12	5.9528e-12	4.1050e-15	4.0924e-09	9.3502e-13	2.4184e-12	1.5030e-13	6.6767e-13	1.4152e-08	1.4912e-12	3.4235e-14	2.6703e-12	5.2933e-13	5.8905e-11	1.0921e-11	2.0608e-01	0.0000e+00	8.5084e-15	4.0576e-14	6.2142e-07	1.2239e-07	
3.8068e-03	1.1730e+03	1.2136e+05	2.7698e-01	1.4416e-01	1.9174e-02	2.7155e-03	1.9005e-01	2.1293e-03	2.3077e-01	4.4648e-05	8.4513e-08	3.2210e-07	8.9334e-07	5.3831e-06	1.7477e-06	9.2414e-04	1.1421e-02	1.7448e-01	1.6541e-02	3.9886e-05	4.9602e-04	2.3929e-07	9.6181e-08	8.7660e-08	1.7644e-08	3.6299e-04	3.5222e-06	5.8846e-04	1.8702e-08	5.9317e-09	4.3078e-06	8.3695e-05	3.4123e-08	2.4482e-10	2.0628e-11	3.2261e-12	5.9890e-12	4.2544e-15	4.2665e-09	9.9471e-13	2.4211e-12	1.6188e-13	7.0645e-13	1.4340e-08	1.3884e-12	3.3760e-14	2.5709e-12	5.3957e-13	5.9631e-11	1.1339e-11	2.0600e-01	0.0000e+00	4.7908e-15	2.7401e-14	5.8196e-07	1.0554e-07	
3.8071e-03	1.1730e+03	1.2140e+05	2.7698e-01	1.4284e-01	1.9905e-02	2.8951e-03	1.8780e-01	2.2201e-03	2.3338e-01	4.5279e-05	8.2616e-08	3.3237e-07	8.7758e-07	5.0713e-06	1.6697e-06	8.4564e-04	1.0664e-02	1.7509e-01	1.6932e-02	3.8434e-05	4.6452e-04	2.2760e-07	8.8036e-08	7.6763e-08	1.6891e-08	3.3185e-04	3.2435e-06	5.2677e-04	1.5843e-08	4.7232e-09	4.0390e-06	7.6431e-05	3.1416e-08	2.4990e-10	2.1334e-11	3.2361e-12	6.0143e-12	4.4105e-15	4.4469e-09	1.0583e-12	2.4236e-12	1.7433e-13	7.4684e-13	1.4517e-08	1.2844e-12	3.3136e-14	2.4602e-12	5.4941e-13	6.0260e-11	1.1759e-11	2.0593e-01	0.0000e+00	1.9446e-15	2.2056e-14	5.4171e-07	8.4274e-08	
3.8074e-03	1.1730e+03	1.2143e+05	2.7698e-01	1.4139e-01	2.0669e-02	3.0864e-03	1.8553e-01	2.3148e-03	2.3606e-01	4.5922e-05	8.0728e-08	3.4155e-07	8.5822e-07	4.7545e-06	1.5899e-06	7.7138e-04	9.9280e-03	1.7566e-01	1.7342e-02	3.6883e-05	4.3350e-04	2.1573e-07	8.0312e-08	6.6932e-08	1.6060e-08	3.0119e-04	2.9665e-06	4.6847e-04	1.6976e-08	3.7009e-09	3.7593e-06	6.9370e-05	2.8711e-08	2.5420e-10	2.2034e-11	3.2392e-12	6.0279e-12	4.5733e-15	4.6334e-09	1.1258e-12	2.4256e-12	1.8767e-13	7.8871e-13	1.4683e-08	1.1800e-12	3.2367e-14	2.3389e-12	5.5879e-13	6.0782e-11	1.2180e-11	2.0588e-01	0.0000e+00	4.6889e-15	1.5225e-14	5.0103e-07	7.0081e-08	
3.8077e-03	1.1730e+03	1.2146e+05	2.7698e-01	1.3982e-01	2.1466e-02	3.2897e-03	1.8325e-01	2.4135e-03	2.3881e-01	4.6575e-05	7.8855e-08	3.4946e-07	8.3506e-07	4.4341e-06	1.5081e-06	7.0137e-04	9.2131e-03	1.7619e-01	1.7769e-02	3.5241e-05	4.0310e-04	2.0372e-07	7.3016e-08	5.8106e-08	1.5154e-08	2.7128e-04	2.6934e-06	4.1377e-04	1.0824e-08	2.8484e-09	3.4715e-06	6.2549e-05	2.6034e-08	2.5760e-10	2.2724e-11	3.2350e-12	6.0289e-12	4.7428e-15	4.8257e-09	1.1974e-12	2.4273e-12	2.0193e-13	8.3193e-13	1.4836e-08	1.0765e-12	3.1448e-14	2.2077e-12	5.6763e-13	6.1184e-11	1.2598e-11	2.0583e-01	0.0000e+00	1.8786e-15	8.2216e-15	4.6017e-07	6.1466e-08	
3.8080e-03	1.1730e+03	1.2148e+05	2.7698e-01	1.3813e-01	2.2296e-02	3.5049e-03	1.8094e-01	2.5159e-03	2.4163e-01	4.7236e-05	7.7002e-08	3.5542e-07	8.0783e-07	4.1124e-06	1.4247e-06	6.3560e-04	8.5213e-03	1.7668e-01	1.8216e-02	3.3518e-05	3.7341e-04	1.9158e-07	6.6148e-08	5.0229e-08	1.4184e-08	2.4236e-04	2.4267e-06	3.6281e-04	9.3424e-09	2.2082e-09	3.1790e-06	5.6000e-05	2.3409e-08	2.6003e-10	2.3400e-11	3.2232e-12	6.0167e-12	4.9187e-15	5.0235e-09	1.2729e-12	2.4286e-12	2.1713e-13	8.7631e-13	1.4976e-08	9.7482e-13	3.0372e-14	2.0681e-12	5.7585e-13	6.1456e-11	1.3012e-11	2.0580e-01	0.0000e+00	2.4557e-15	6.6737e-15	4.1943e-07	4.8295e-08	
3.8083e-03	1.1730e+03	1.2149e+05	2.7698e-01	1.3631e-01	2.3157e-02	3.7320e-03	1.7863e-01	2.6219e-03	2.4451e-01	4.7903e-05	7.5176e-08	3.5956e-07	7.7705e-07	3.7921e-06	1.3402e-06	5.7405e-04	7.8543e-03	1.7712e-01	1.8682e-02	3.1725e-05	3.4456e-04	1.7941e-07	5.9709e-08	4.3232e-08	1.3161e-08	2.1467e-04	2.1685e-06	3.1571e-04	7.6190e-09	1.6867e-09	2.8850e-06	4.9761e-05	2.0862e-08	2.6142e-10	2.4056e-11	3.2036e-12	5.9908e-12	5.1008e-15	5.2264e-09	1.3523e-12	2.4295e-12	2.3328e-13	9.2163e-13	1.5101e-08	8.7624e-13	2.9159e-14	1.9216e-12	5.8338e-13	6.1586e-11	1.3418e-11	2.0579e-01	0.0000e+00	1.9760e-15	4.5468e-15	3.7924e-07	3.8993e-08	
3.8086e-03	1.1730e+03	1.2149e+05	2.7698e-01	1.3436e-01	2.4049e-02	3.9708e-03	1.7631e-01	2.7311e-03	2.4747e-01	4.8572e-05	7.3382e-08	3.6177e-07	7.4290e-07	3.4759e-06	1.2550e-06	5.1669e-04	7.2136e-03	1.7751e-01	1.9169e-02	2.9879e-05	3.1665e-04	1.6728e-07	5.3700e-08	3.7052e-08	1.2098e-08	1.8843e-04	1.9211e-06	2.7253e-04	9.7338e-09	1.2723e-09	2.5937e-06	4.3864e-05	1.8420e-08	2.6175e-10	2.4686e-11	3.1761e-12	5.9506e-12	5.2888e-15	5.4338e-09	1.4356e-12	2.4299e-12	2.5037e-13	9.6765e-13	1.5210e-08	7.8185e-13	2.7818e-14	1.7701e-12	5.9015e-13	6.1565e-11	1.3812e-11	2.0578e-01	0.0000e+00	4.1595e-15	2.7793e-15	3.3999e-07	3.1678e-08	
3.8089e-03	1.1730e+03	1.2148e+05	2.7698e-01	1.3229e-01	2.4968e-02	4.2207e-03	1.7398e-01	2.8432e-03	2.5049e-01	4.9241e-05	7.1622e-08	3.6104e-07	7.0543e-07	3.1665e-06	1.1697e-06	4.6345e-04	6.6007e-03	1.7785e-01	1.9677e-02	2.7992e-05	2.8980e-04	1.5526e-07	4.8108e-08	3.1625e-08	1.1012e-08	1.6384e-04	1.6865e-06	2.3328e-04	3.7441e-09	9.5249e-10	2.3082e-06	3.8339e-05	1.6104e-08	2.6103e-10	2.5288e-11	3.1407e-12	5.8959e-12	5.4821e-15	5.6454e-09	1.5225e-12	2.4299e-12	2.6839e-13	1.0140e-12	1.5303e-08	6.9205e-13	2.6355e-14	1.6158e-12	5.9610e-13	6.1389e-11	1.4193e-11	2.0580e-01	0.0000e+00	1.5934e-16	1.7491e-15	3.0202e-07	2.5988e-08	
3.8092e-03	1.1730e+03	1.2146e+05	2.7698e-01	1.3010e-01	2.5912e-02	4.4809e-03	1.7165e-01	2.9577e-03	2.5358e-01	4.9904e-05	6.9901e-08	3.5804e-07	6.6552e-07	2.8663e-06	1.0846e-06	4.1423e-04	6.0168e-03	1.7814e-01	2.0206e-02	2.6086e-05	2.6411e-04	1.4341e-07	4.2936e-08	2.6882e-08	9.9193e-09	1.4106e-04	1.4666e-06	1.9796e-04	5.3758e-09	7.1457e-10	2.0329e-06	3.3212e-05	1.3936e-08	2.5928e-10	2.5855e-11	3.0976e-12	5.8266e-12	5.6801e-15	5.8605e-09	1.6129e-12	2.4293e-12	2.8730e-13	1.0605e-12	1.5379e-08	6.0814e-13	2.4801e-14	1.4612e-12	6.0118e-13	6.1051e-11	1.4556e-11	2.0582e-01	0.0000e+00	1.6110e-15	1.4121e-15	2.6574e-07	1.9430e-08	
3.8094e-03	1.1730e+03	1.2144e+05	2.7698e-01	1.2779e-01	2.6877e-02	4.7505e-03	1.6932e-01	3.0740e-03	2.5672e-01	5.0558e-05	6.8220e-08	3.5274e-07	6.2344e-07	2.5781e-06	1.0006e-06	3.6896e-04	5.4633e-03	1.7837e-01	2.0756e-02	2.4175e-05	2.3965e-04	1.3181e-07	3.8167e-08	2.2760e-08	8.8379e-09	1.2020e-04	1.2628e-06	1.6648e-04	-1.5986e-09	5.2102e-10	1.7707e-06	2.8504e-05	1.1931e-08	2.5657e-10	2.6384e-11	3.0470e-12	5.7427e-12	5.8819e-15	6.0785e-09	1.7065e-12	2.4283e-12	3.0706e-13	1.1067e-12	1.5438e-08	5.3048e-13	2.3173e-14	1.3086e-12	6.0536e-13	6.0552e-11	1.4899e-11	2.0587e-01	0.0000e+00	-6.1975e-16	5.7579e-16	2.3148e-07	1.7027e-08	
3.8097e-03	1.1730e+03	1.2140e+05	2.7698e-01	1.2537e-01	2.7859e-02	5.0283e-03	1.6700e-01	3.1915e-03	2.5992e-01	5.1197e-05	6.6583e-08	3.4457e-07	5.7994e-07	2.3041e-06	9.1827e-07	3.2744e-04	4.9410e-03	1.7855e-01	2.1328e-02	2.2282e-05	2.1652e-04	1.2055e-07	3.3797e-08	1.9198e-08	7.7848e-09	1.0136e-04	1.0762e-06	1.3872e-04	9.8214e-09	3.9676e-10	1.5254e-06	2.4227e-05	1.0104e-08	2.5301e-10	2.6870e-11	2.9894e-12	5.6446e-12	6.0867e-15	6.2990e-09	1.8030e-12	2.4268e-12	3.2761e-13	1.1522e-12	1.5479e-08	4.5950e-13	2.1498e-14	1.1603e-12	6.0859e-13	5.9894e-11	1.5220e-11	2.0593e-01	0.0000e+00	2.2835e-15	1.0057e-15	1.9955e-07	9.7464e-09	
3.8099e-03	1.1730e+03	1.2137e+05	2.7698e-01	1.2371e-01	2.8521e-02	5.2174e-03	1.6545e-01	3.2702e-03	2.6207e-01	5.1612e-05	6.5516e-08	3.3780e-07	5.5039e-07	2.1303e-06	8.6452e-07	3.0184e-04	4.6105e-03	1.7864e-01	2.1722e-02	2.1036e-05	2.0186e-04	1.1326e-07	3.1094e-08	1.7104e-08	7.1057e-09	8.9920e-05	9.6179e-07	1.2219e-04	3.5985e-09	3.1123e-10	1.3718e-06	2.1617e-05	8.9865e-09	2.5022e-10	2.7170e-11	2.9473e-12	5.5715e-12	6.2243e-15	6.4471e-09	1.8689e-12	2.4255e-12	3.4171e-13	1.1820e-12	1.5497e-08	4.1598e-13	2.0365e-14	1.0649e-12	6.1023e-13	5.9368e-11	1.5420e-11	2.0597e-01	0.0000e+00	6.9234e-16	3.3096e-16	1.7966e-07	1.0411e-08	
3.8101e-03	1.1730e+03	1.2135e+05	2.7698e-01	1.2252e-01	2.8985e-02	5.3508e-03	1.6438e-01	3.3251e-03	2.6359e-01	5.1894e-05	6.4783e-08	3.3247e-07	5.2969e-07	2.0136e-06	8.2773e-07	2.8491e-04	4.3884e-03	1.7869e-01	2.2002e-02	2.0179e-05	1.9200e-04	1.0829e-07	2.9307e-08	1.5766e-08	6.6467e-09	8.2481e-05	8.8678e-07	1.1155e-04	-4.2994e-10	2.5924e-10	1.2701e-06	1.9912e-05	8.2569e-09	2.4810e-10	2.7367e-11	2.9163e-12	5.5171e-12	6.3206e-15	6.5509e-09	1.9154e-12	2.4244e-12	3.5172e-13	1.2025e-12	1.5505e-08	3.8747e-13	1.9575e-14	1.0005e-12	6.1112e-13	5.8962e-11	1.5553e-11	2.0601e-01	0.0000e+00	-4.6627e-18	-8.7566e-17	1.6650e-07	1.1078e-08	
3.8102e-03	1.1730e+03	1.2133e+05	2.7698e-01	1.2131e-01	2.9449e-02	5.4852e-03	1.6330e-01	3.3800e-03	2.6511e-01	5.2171e-05	6.4059e-08	3.2664e-07	5.0899e-07	1.9008e-06	7.9156e-07	2.6871e-04	4.1734e-03	1.7872e-01	2.2287e-02	1.9335e-05	1.8246e-04	1.0342e-07	2.7599e-08	1.4521e-08	6.2011e-09	7.5478e-05	8.1574e-07	1.0163e-04	2.9935e-09	2.2993e-10	1.1731e-06	1.8301e-05	7.5678e-09	2.4587e-10	2.7553e-11	2.8842e-12	5.4598e-12	6.4170e-15	6.6549e-09	1.9625e-12	2.4233e-12	3.6186e-13	1.2226e-12	1.5509e-08	3.6041e-13	1.8786e-14	9.3792e-13	6.1180e-13	5.8524e-11	1.5680e-11	2.0605e-01	0.0000e+00	5.4115e-16	1.8509e-16	1.5393e-07	8.2582e-09	
3.8103e-03	1.1730e+03	1.2130e+05	2.7698e-01	1.2008e-01	2.9915e-02	5.6205e-03	1.6224e-01	3.4347e-03	2.6665e-01	5.2441e-05	6.3344e-08	3.2036e-07	4.8836e-07	1.7920e-06	7.5609e-07	2.5325e-04	3.9654e-03	1.7875e-01	2.2576e-02	1.8503e-05	1.7322e-04	9.8662e-08	2.5967e-08	1.3365e-08	5.7699e-09	6.8904e-05	7.4864e-07	9.2402e-05	2.5138e-09	1.9832e-10	1.0805e-06	1.6783e-05	6.9189e-09	2.4353e-10	2.7729e-11	2.8508e-12	5.3998e-12	6.5134e-15	6.7592e-09	2.0100e-12	2.4220e-12	3.7213e-13	1.2424e-12	1.5509e-08	3.3484e-13	1.8002e-14	8.7741e-13	6.1228e-13	5.8056e-11	1.5801e-11	2.0610e-01	0.0000e+00	4.1957e-16	1.7602e-16	1.4196e-07	7.1783e-09	
3.8105e-03	1.1730e+03	1.2127e+05	2.7698e-01	1.1883e-01	3.0380e-02	5.7565e-03	1.6117e-01	3.4891e-03	2.6819e-01	5.2704e-05	6.2638e-08	3.1366e-07	4.6786e-07	1.6873e-06	7.2136e-07	2.3851e-04	3.7645e-03	1.7876e-01	2.2871e-02	1.7686e-05	1.6431e-04	9.4019e-08	2.4412e-08	1.2292e-08	5.3543e-09	6.2752e-05	6.8544e-07	8.3831e-05	-1.4282e-09	1.6377e-10	9.9274e-07	1.5356e-05	6.3099e-09	2.4111e-10	2.7894e-11	2.8164e-12	5.3373e-12	6.6096e-15	6.8637e-09	2.0580e-12	2.4206e-12	3.8251e-13	1.2619e-12	1.5506e-08	3.1073e-13	1.7225e-14	8.1908e-13	6.1256e-13	5.7560e-11	1.5916e-11	2.0615e-01	0.0000e+00	-1.5473e-16	-1.1038e-16	1.3061e-07	7.8205e-09	
3.8106e-03	1.1730e+03	1.2124e+05	2.7698e-01	1.1757e-01	3.0844e-02	5.8930e-03	1.6011e-01	3.5433e-03	2.6973e-01	5.2958e-05	6.1942e-08	3.0655e-07	4.4754e-07	1.5867e-06	6.8740e-07	2.2446e-04	3.5706e-03	1.7876e-01	2.3169e-02	1.6885e-05	1.5570e-04	8.9495e-08	2.2930e-08	1.1298e-08	4.9552e-09	5.7012e-05	6.2612e-07	7.5897e-05	1.5599e-10	1.4375e-10	9.0978e-07	1.4019e-05	5.7402e-09	2.3861e-10	2.8049e-11	2.7809e-12	5.2723e-12	6.7055e-15	6.9684e-09	2.1064e-12	2.4191e-12	3.9299e-13	1.2809e-12	1.5499e-08	2.8802e-13	1.6456e-14	7.6304e-13	6.1265e-13	5.7035e-11	1.6026e-11	2.0620e-01	0.0000e+00	6.1950e-17	1.6107e-17	1.1987e-07	6.1824e-09	
3.8108e-03	1.1730e+03	1.2121e+05	2.7698e-01	1.1629e-01	3.1307e-02	6.0297e-03	1.5906e-01	3.5971e-03	2.7129e-01	5.3204e-05	6.1254e-08	2.9908e-07	4.2748e-07	1.4904e-06	6.5429e-07	2.1109e-04	3.3838e-03	1.7875e-01	2.3472e-02	1.6101e-05	1.4742e-04	8.5095e-08	2.1518e-08	1.0378e-08	4.5733e-09	5.1672e-05	5.7058e-07	6.8569e-05	-2.0927e-10	1.2460e-10	8.3156e-07	1.2769e-05	5.2088e-09	2.3606e-10	2.8193e-11	2.7445e-12	5.2049e-12	6.8010e-15	7.0732e-09	2.1551e-12	2.4174e-12	4.0356e-13	1.2995e-12	1.5488e-08	2.6669e-13	1.5700e-14	7.0940e-13	6.1254e-13	5.6485e-11	1.6128e-11	2.0625e-01	0.0000e+00	6.6790e-18	5.5026e-17	1.0974e-07	5.2367e-09	
3.8109e-03	1.1730e+03	1.2118e+05	2.7698e-01	1.1500e-01	3.1768e-02	6.1665e-03	1.5801e-01	3.6504e-03	2.7284e-01	5.3441e-05	6.0574e-08	2.9130e-07	4.0773e-07	1.3983e-06	6.2206e-07	1.9837e-04	3.2039e-03	1.7873e-01	2.3780e-02	1.5337e-05	1.3945e-04	8.0825e-08	2.0177e-08	9.5267e-09	4.2094e-09	4.6720e-05	5.1874e-07	6.1818e-05	-1.2445e-09	1.0634e-10	7.5810e-07	1.1604e-05	4.7149e-09	2.3347e-10	2.8326e-11	2.7074e-12	5.1353e-12	6.8960e-15	7.1782e-09	2.2042e-12	2.4156e-12	4.1422e-13	1.3176e-12	1.5474e-08	2.4670e-13	1.4957e-14	6.5822e-13	6.1224e-13	5.5910e-11	1.6225e-11	2.0631e-01	0.0000e+00	-1.5903e-16	2.3847e-17	1.0022e-07	4.7879e-09	
3.8110e-03	1.1730e+03	1.2114e+05	2.7698e-01	1.1370e-01	3.2226e-02	6.3032e-03	1.5697e-01	3.7031e-03	2.7441e-01	5.3668e-05	5.9903e-08	2.8324e-07	3.8834e-07	1.3104e-06	5.9072e-07	1.8628e-04	3.0310e-03	1.7870e-01	2.4092e-02	1.4592e-05	1.3179e-04	7.6686e-08	1.8902e-08	8.7401e-09	3.8639e-09	4.2142e-05	4.7051e-07	5.5617e-05	2.7055e-09	9.7541e-11	6.8939e-07	1.0521e-05	4.2572e-09	2.3086e-10	2.8449e-11	2.6694e-12	5.0636e-12	6.9901e-15	7.2832e-09	2.2536e-12	2.4138e-12	4.2494e-13	1.3352e-12	1.5457e-08	2.2797e-13	1.4230e-14	6.0955e-13	6.1176e-13	5.5312e-11	1.6315e-11	2.0637e-01	0.0000e+00	1.4976e-16	2.4851e-16	9.1299e-08	2.7113e-09	
3.8112e-03	1.1730e+03	1.2110e+05	2.7698e-01	1.1239e-01	3.2680e-02	6.4395e-03	1.5593e-01	3.7552e-03	2.7597e-01	5.3884e-05	5.9240e-08	2.7492e-07	3.6936e-07	1.2267e-06	5.6035e-07	1.7482e-04	2.8650e-03	1.7865e-01	2.4409e-02	1.3867e-05	1.2445e-04	7.2682e-08	1.7695e-08	8.0141e-09	3.5370e-09	3.7922e-05	4.2577e-07	4.9930e-05	-1.0142e-09	7.7181e-11	6.2525e-07	9.5179e-06	3.8345e-09	2.2823e-10	2.8561e-11	2.6309e-12	4.9900e-12	7.0835e-15	7.3883e-09	2.3033e-12	2.4118e-12	4.3571e-13	1.3523e-12	1.5436e-08	2.1054e-13	1.3520e-14	5.6343e-13	6.1110e-13	5.4693e-11	1.6399e-11	2.0644e-01	0.0000e+00	-1.0004e-16	-2.3704e-17	8.2975e-08	3.8648e-09	
3.8113e-03	1.1730e+03	1.2106e+05	2.7698e-01	1.1107e-01	3.3129e-02	6.5752e-03	1.5490e-01	3.8066e-03	2.7754e-01	5.4089e-05	5.8585e-08	2.6641e-07	3.5084e-07	1.1472e-06	5.3093e-07	1.6394e-04	2.7058e-03	1.7860e-01	2.4729e-02	1.3165e-05	1.1741e-04	6.8815e-08	1.6550e-08	7.3443e-09	3.2290e-09	3.4044e-05	3.8438e-07	4.4734e-05	2.6304e-09	7.1796e-11	5.6567e-07	8.5911e-06	3.4453e-09	2.2561e-10	2.8662e-11	2.5918e-12	4.9145e-12	7.1758e-15	7.4935e-09	2.3532e-12	2.4096e-12	4.4653e-13	1.3688e-12	1.5412e-08	1.9425e-13	1.2828e-14	5.1986e-13	6.1026e-13	5.4056e-11	1.6477e-11	2.0651e-01	0.0000e+00	3.4657e-16	1.8369e-16	7.5220e-08	1.9986e-09	
3.8114e-03	1.1730e+03	1.2102e+05	2.7698e-01	1.0974e-01	3.3574e-02	6.7101e-03	1.5388e-01	3.8572e-03	2.7910e-01	5.4283e-05	5.7937e-08	2.5773e-07	3.3282e-07	1.0717e-06	5.0252e-07	1.5364e-04	2.5533e-03	1.7854e-01	2.5054e-02	1.2484e-05	1.1068e-04	6.5087e-08	1.5467e-08	6.7272e-09	2.9398e-09	3.0491e-05	3.4620e-07	3.9994e-05	1.4701e-10	5.6380e-11	5.1046e-07	7.7372e-06	3.0881e-09	2.2301e-10	2.8753e-11	2.5522e-12	4.8374e-12	7.2669e-15	7.5987e-09	2.4034e-12	2.4074e-12	4.5739e-13	1.3848e-12	1.5385e-08	1.7912e-13	1.2157e-14	4.7884e-13	6.0926e-13	5.3400e-11	1.6549e-11	2.0658e-01	0.0000e+00	4.0070e-17	-1.7677e-17	6.8026e-08	2.8512e-09	
3.8116e-03	1.1730e+03	1.2097e+05	2.7698e-01	1.0840e-01	3.4012e-02	6.8441e-03	1.5287e-01	3.9069e-03	2.8067e-01	5.4464e-05	5.7297e-08	2.4893e-07	3.1532e-07	1.0004e-06	4.7510e-07	1.4390e-04	2.4073e-03	1.7846e-01	2.5383e-02	1.1826e-05	1.0425e-04	6.1498e-08	1.4443e-08	6.1590e-09	2.6693e-09	2.7245e-05	3.1111e-07	3.5684e-05	2.6838e-10	4.7718e-11	4.5949e-07	6.9527e-06	2.7613e-09	2.2044e-10	2.8834e-11	2.5122e-12	4.7588e-12	7.3568e-15	7.7038e-09	2.4538e-12	2.4050e-12	4.6826e-13	1.4001e-12	1.5354e-08	1.6506e-13	1.1507e-14	4.4033e-13	6.0809e-13	5.2730e-11	1.6614e-11	2.0666e-01	0.0000e+00	4.6796e-17	-2.3918e-17	6.1370e-08	2.5315e-09	
3.8117e-03	1.1730e+03	1.2093e+05	2.7698e-01	1.0706e-01	3.4445e-02	6.9769e-03	1.5186e-01	3.9557e-03	2.8224e-01	5.4633e-05	5.6663e-08	2.4005e-07	2.9837e-07	9.3283e-07	4.4865e-07	1.3469e-04	2.2679e-03	1.7838e-01	2.5716e-02	1.1192e-05	9.8107e-05	5.8045e-08	1.3476e-08	5.6363e-09	2.4172e-09	2.4289e-05	2.7894e-07	3.1775e-05	-4.9759e-09	4.1836e-11	4.1259e-07	6.2340e-06	2.4633e-09	2.1790e-10	2.8905e-11	2.4720e-12	4.6788e-12	7.4452e-15	7.8090e-09	2.5043e-12	2.4026e-12	4.7914e-13	1.4149e-12	1.5321e-08	1.5203e-13	1.0879e-14	4.0428e-13	6.0678e-13	5.2045e-11	1.6674e-11	2.0673e-01	0.0000e+00	-1.0321e-15	-5.3503e-18	5.5216e-08	2.5081e-09	
3.8118e-03	1.1730e+03	1.2088e+05	2.7698e-01	1.0572e-01	3.4870e-02	7.1083e-03	1.5087e-01	4.0035e-03	2.8381e-01	5.4789e-05	5.6037e-08	2.3112e-07	2.8200e-07	8.6927e-07	4.2338e-07	1.2598e-04	2.1349e-03	1.7828e-01	2.6053e-02	1.0580e-05	9.2258e-05	5.4741e-08	1.2564e-08	5.1558e-09	2.1831e-09	2.1605e-05	2.4954e-07	2.8238e-05	1.1443e-09	3.5247e-11	3.6958e-07	5.5776e-06	2.1923e-09	2.1542e-10	2.8965e-11	2.4315e-12	4.5977e-12	7.5321e-15	7.9142e-09	2.5551e-12	2.4000e-12	4.9001e-13	1.4290e-12	1.5285e-08	1.3992e-13	1.0274e-14	3.7065e-13	6.0531e-13	5.1350e-11	1.6727e-11	2.0681e-01	0.0000e+00	3.8322e-16	-1.6880e-17	4.9593e-08	1.7058e-09	
3.8120e-03	1.1730e+03	1.2083e+05	2.7698e-01	1.0437e-01	3.5287e-02	7.2381e-03	1.4988e-01	4.0503e-03	2.8537e-01	5.4931e-05	5.5417e-08	2.2220e-07	2.6624e-07	8.0937e-07	3.9902e-07	1.1777e-04	2.0081e-03	1.7818e-01	2.6393e-02	9.9923e-06	8.6691e-05	5.1573e-08	1.1704e-08	4.7144e-09	1.9665e-09	1.9175e-05	2.2274e-07	2.5045e-05	1.1867e-10	2.9271e-11	3.3026e-07	4.9796e-06	1.9466e-09	2.1299e-10	2.9016e-11	2.3910e-12	4.5155e-12	7.6173e-15	8.0193e-09	2.6060e-12	2.3973e-12	5.0087e-13	1.4425e-12	1.5246e-08	1.2874e-13	9.6925e-15	3.3936e-13	6.0371e-13	5.0644e-11	1.6775e-11	2.0690e-01	0.0000e+00	-4.4144e-17	-1.9882e-17	4.4419e-08	1.7292e-09	
3.8121e-03	1.1730e+03	1.2078e+05	2.7698e-01	1.0302e-01	3.5695e-02	7.3661e-03	1.4890e-01	4.0958e-03	2.8693e-01	5.5060e-05	5.4803e-08	2.1330e-07	2.5106e-07	7.5301e-07	3.7572e-07	1.1002e-04	1.8873e-03	1.7807e-01	2.6738e-02	9.4283e-06	8.1400e-05	4.8542e-08	1.0895e-08	4.3093e-09	1.7668e-09	1.6980e-05	1.9839e-07	2.2171e-05	9.7309e-10	2.6160e-11	2.9443e-07	4.4364e-06	1.7246e-09	2.1062e-10	2.9058e-11	2.3504e-12	4.4325e-12	7.7006e-15	8.1244e-09	2.6571e-12	2.3945e-12	5.1170e-13	1.4553e-12	1.5204e-08	1.1841e-13	9.1340e-15	3.1032e-13	6.0197e-13	4.9931e-11	1.6817e-11	2.0699e-01	0.0000e+00	1.1127e-16	1.3820e-17	3.9696e-08	1.1691e-09	
