         t	         T	         p	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
0.0000e+00	1.1730e+03	1.0000e+05	2.7698e-01	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
1.7364e-09	1.1730e+03	1.0000e+05	2.7698e-01	0.0000e+00	5.0727e-13	4.5558e-15	5.0000e-01	0.0000e+00	0.0000e+00	5.9077e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.4150e-12	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.6686e-21	0.0000e+00	0.0000e+00	1.3333e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.4955e-24	
7.3437e-08	1.1730e+03	1.0000e+05	2.7698e-01	1.0292e-13	3.9072e-11	2.4557e-13	5.0000e-01	5.5344e-14	5.2615e-16	2.3207e-10	5.1359e-16	1.5968e-36	1.5036e-24	9.9720e-25	1.2308e-24	2.7141e-10	2.5000e-01	4.3429e-24	2.7054e-26	2.7181e-23	9.2586e-16	2.6324e-27	1.7003e-16	4.0294e-20	4.7907e-55	1.9741e-38	4.9747e-36	4.2292e-25	4.5345e-24	2.4849e-27	8.7259e-53	5.1852e-39	7.9803e-58	9.9288e-28	6.5082e-33	3.5730e-53	0.0000e+00	1.5920e-19	1.0025e-27	2.3038e-38	5.6462e-19	1.5297e-36	1.1567e-45	1.8632e-30	6.7900e-39	1.6851e-33	0.0000e+00	0.0000e+00	0.0000e+00	1.2227e-46	2.5000e-01	0.0000e+00	6.7070e-40	1.0006e-41	1.0478e-37	4.0311e-38	
2.1982e-07	1.1730e+03	1.0000e+05	2.7698e-01	5.9807e-11	5.4795e-10	2.6833e-11	5.0000e-01	2.6182e-11	1.0279e-11	1.7303e-10	1.6779e-14	1.2473e-33	1.0395e-23	6.4990e-22	6.4053e-22	8.8716e-10	2.5000e-01	1.7054e-19	7.2811e-22	3.5291e-20	1.4295e-13	1.2590e-23	7.1131e-15	6.9686e-17	4.1345e-49	2.2312e-33	1.3508e-32	4.0725e-21	2.0342e-20	1.6385e-23	2.7068e-45	8.0357e-33	5.1118e-50	3.6327e-24	1.1204e-28	1.7549e-46	2.8222e-66	1.8634e-20	5.3666e-24	5.0178e-33	1.7122e-18	7.7528e-32	1.0574e-41	5.3561e-28	4.1275e-34	8.9422e-32	1.1622e-50	1.3927e-45	5.6300e-46	2.9668e-41	2.5000e-01	0.0000e+00	1.7200e-35	1.9064e-36	3.9323e-33	7.7350e-33	
5.8614e-07	1.1730e+03	1.0000e+05	2.7698e-01	4.2941e-10	1.3929e-09	1.5620e-10	5.0000e-01	1.5275e-10	1.4307e-10	1.1867e-10	5.5348e-14	1.4025e-31	3.3374e-23	8.3806e-20	9.7417e-20	2.8074e-09	2.5000e-01	1.0663e-17	1.9313e-19	3.4320e-19	1.2281e-12	5.3125e-21	2.8387e-14	7.0707e-16	4.5438e-45	6.1761e-31	1.8318e-30	1.8204e-19	4.3589e-19	4.8169e-22	1.9320e-41	4.0367e-30	5.8648e-45	4.0843e-23	1.5493e-27	1.0322e-39	1.6862e-56	9.5857e-21	8.4132e-23	1.7970e-31	4.5815e-18	1.1029e-30	2.2392e-39	4.5629e-27	2.4349e-31	3.3485e-31	8.4713e-44	4.4530e-40	1.8037e-40	3.5470e-38	2.5000e-01	0.0000e+00	8.9211e-33	1.9055e-33	9.6352e-31	3.1478e-28	
9.5247e-07	1.1730e+03	1.0000e+05	2.7698e-01	1.2658e-09	1.5051e-09	3.0359e-10	5.0000e-01	2.9489e-10	7.3451e-10	8.6656e-11	9.3769e-14	6.3025e-31	7.0011e-23	8.2390e-19	8.9056e-19	5.8757e-09	2.5000e-01	2.2962e-16	4.9088e-18	1.8263e-18	6.1964e-12	5.7643e-20	6.2559e-14	3.8347e-15	3.7236e-42	1.0914e-28	1.2986e-28	4.5248e-18	4.3656e-18	8.4958e-21	2.5021e-38	1.0233e-27	1.3259e-41	1.3553e-22	6.9697e-27	1.4169e-37	9.1583e-49	9.1611e-21	5.0940e-22	2.6244e-30	7.4528e-18	5.0287e-30	2.4907e-38	2.2920e-26	5.6137e-30	7.8296e-31	2.6654e-40	3.1755e-38	1.4032e-38	1.9913e-36	2.5000e-01	0.0000e+00	3.4608e-31	1.7994e-31	9.7621e-29	5.6155e-26	
1.5960e-06	1.1730e+03	1.0000e+05	2.7698e-01	2.6664e-09	1.7516e-09	4.6439e-10	5.0000e-01	4.4961e-10	1.8978e-09	8.6177e-11	1.5856e-13	1.5112e-30	1.3575e-22	3.8012e-18	4.0874e-18	1.1379e-08	2.5000e-01	1.2847e-15	2.8501e-17	5.4252e-18	1.8043e-11	2.7989e-19	1.2318e-13	1.1361e-14	1.6431e-39	4.9280e-27	5.7233e-27	3.1559e-17	2.5491e-17	5.6597e-20	9.5485e-36	5.6633e-26	6.1595e-39	2.6121e-22	1.6791e-26	2.5471e-36	4.2652e-46	9.2106e-21	1.4088e-21	1.0626e-29	1.2494e-17	1.2157e-29	2.0530e-37	6.7030e-26	5.0005e-29	1.7498e-30	2.1175e-38	4.3866e-37	2.7240e-37	2.6042e-35	2.5000e-01	0.0000e+00	9.6957e-30	5.2325e-30	5.2894e-27	1.5322e-24	
2.2395e-06	1.1730e+03	1.0000e+05	2.7698e-01	4.2891e-09	1.6623e-09	4.9063e-10	5.0000e-01	4.7519e-10	3.5719e-09	8.5501e-11	2.2026e-13	2.6882e-30	2.1314e-22	8.2545e-18	8.6072e-18	1.7852e-08	2.5000e-01	4.9666e-15	1.1149e-16	1.3564e-17	4.4671e-11	6.0131e-19	1.9506e-13	2.8492e-14	8.1498e-38	6.2981e-26	3.9592e-26	1.8605e-16	8.8479e-17	3.0026e-19	4.6196e-34	7.8891e-25	5.4044e-37	3.1801e-22	2.7815e-26	1.6625e-35	1.8575e-44	9.1894e-21	2.8281e-21	3.3678e-29	1.7536e-17	2.0184e-29	5.9567e-37	1.6724e-25	1.3646e-28	2.9973e-30	3.4900e-37	2.5715e-36	2.6068e-36	1.5128e-34	2.5000e-01	0.0000e+00	7.9223e-29	7.5990e-29	3.9929e-26	1.7694e-23	
3.4873e-06	1.1730e+03	1.0000e+05	2.7698e-01	7.2979e-09	1.6993e-09	5.4506e-10	5.0000e-01	5.2972e-10	6.6759e-09	8.5697e-11	3.3710e-13	4.2172e-30	3.5888e-22	1.4943e-17	1.5208e-17	3.0044e-08	2.5000e-01	1.3880e-14	3.0848e-16	3.2601e-17	1.0645e-10	1.0698e-18	3.3033e-13	6.8340e-14	1.5423e-36	5.7884e-25	3.3226e-25	7.6917e-16	2.8742e-16	1.1990e-18	8.6939e-33	7.3879e-24	1.0945e-35	3.8848e-22	4.5012e-26	6.8886e-35	2.6394e-43	9.1980e-21	5.4883e-21	9.0218e-29	2.7313e-17	3.2705e-29	1.8672e-36	4.0056e-25	2.9504e-28	5.1736e-30	2.3302e-36	1.0680e-35	1.4782e-35	6.2492e-34	2.5000e-01	0.0000e+00	5.8337e-28	6.3122e-28	3.4016e-25	1.0140e-22	
5.6566e-06	1.1730e+03	1.0000e+05	2.7698e-01	1.2606e-08	1.6597e-09	5.3657e-10	5.0000e-01	5.2756e-10	1.2434e-08	8.5497e-11	5.2213e-13	7.6781e-30	6.1836e-22	2.9234e-17	2.9271e-17	5.1752e-08	2.5000e-01	4.6810e-14	9.9866e-16	9.0652e-17	2.9527e-10	2.0580e-18	5.7152e-13	1.9071e-13	1.4607e-35	4.8973e-24	1.4252e-24	4.1879e-15	9.1343e-16	6.1755e-18	8.1890e-32	6.2780e-23	2.0095e-34	3.9411e-22	6.4085e-26	3.2412e-34	3.0899e-42	9.1889e-21	1.0510e-20	2.5977e-28	4.4311e-17	4.6604e-29	4.6821e-36	1.1178e-24	6.0410e-28	9.2879e-30	1.4401e-35	4.9444e-35	8.4661e-35	2.8749e-33	2.5000e-01	0.0000e+00	3.0068e-27	6.0898e-27	1.4619e-24	6.4211e-22	
9.6426e-06	1.1730e+03	1.0000e+05	2.7698e-01	2.2408e-08	1.6131e-09	5.0110e-10	5.0000e-01	5.0568e-10	2.3718e-08	8.5268e-11	7.5475e-13	1.2990e-29	1.0987e-21	5.3266e-17	4.9708e-17	9.1933e-08	2.5000e-01	2.7276e-13	4.7400e-15	3.8745e-16	1.2552e-09	3.4301e-18	1.0180e-12	8.1544e-13	4.9822e-34	2.2495e-22	2.2644e-23	5.6948e-14	4.3812e-15	7.9623e-17	2.7165e-30	2.5726e-21	2.1162e-32	3.5138e-22	6.6814e-26	2.4344e-33	2.1428e-40	9.1782e-21	2.0052e-20	8.4969e-28	7.5543e-17	4.8614e-29	1.8415e-35	4.7563e-24	9.4894e-28	1.6663e-29	2.2819e-34	5.3374e-34	1.2405e-33	2.9987e-32	2.5000e-01	0.0000e+00	3.9847e-26	2.4076e-25	2.0551e-23	8.4610e-21	
1.3629e-05	1.1730e+03	1.0000e+05	2.7698e-01	3.2162e-08	1.6217e-09	5.1128e-10	5.0000e-01	5.2677e-10	3.4754e-08	8.5334e-11	1.0092e-12	1.8341e-29	1.5757e-21	7.5424e-17	6.8681e-17	1.3184e-07	2.5000e-01	4.6859e-13	7.8940e-15	6.5582e-16	2.1064e-09	4.7031e-18	1.4613e-12	1.3692e-12	4.1858e-33	9.7807e-22	1.0206e-22	1.0484e-13	7.4789e-15	1.4626e-16	2.1354e-29	1.1012e-20	1.7097e-31	3.6046e-22	7.8941e-26	3.7015e-33	6.9319e-40	9.1802e-21	2.9384e-20	1.3694e-27	1.0677e-16	5.7460e-29	4.4273e-35	7.9695e-24	1.2213e-27	2.3811e-29	4.3039e-34	1.2877e-33	2.4533e-33	7.2002e-32	2.5000e-01	0.0000e+00	1.0950e-25	6.5913e-25	9.1390e-23	2.1122e-20	
1.7614e-05	1.1730e+03	1.0000e+05	2.7698e-01	4.1999e-08	1.6268e-09	5.1730e-10	5.0000e-01	5.4406e-10	4.6627e-08	8.5382e-11	1.1666e-12	2.4187e-29	2.0569e-21	1.1121e-16	9.7612e-17	1.7209e-07	2.5000e-01	9.5018e-13	1.4820e-14	1.1492e-15	3.7000e-09	6.6171e-18	1.9084e-12	2.4074e-12	1.7014e-32	2.5129e-21	1.6901e-22	2.5619e-13	1.3996e-14	3.5510e-16	8.3842e-29	2.7051e-20	8.5396e-31	3.6342e-22	8.1969e-26	7.4100e-33	1.8120e-39	9.1815e-21	3.9027e-20	2.0433e-27	1.3801e-16	5.9681e-29	6.2277e-35	1.4003e-23	1.7311e-27	3.2391e-29	1.0394e-33	2.7666e-33	5.7862e-33	1.5187e-31	2.5000e-01	0.0000e+00	2.2679e-25	1.8989e-24	1.4120e-22	4.5543e-20	
3.0343e-05	1.1730e+03	1.0000e+05	2.7698e-01	7.3727e-08	1.6483e-09	5.4248e-10	5.0000e-01	6.0522e-10	8.7796e-08	8.5566e-11	1.4827e-12	4.3500e-29	3.6090e-21	2.5109e-16	1.9876e-16	3.0191e-07	2.5000e-01	4.3822e-12	5.7835e-14	3.6719e-15	1.1722e-08	1.3039e-17	3.3504e-12	7.6366e-12	1.4485e-31	3.3967e-20	1.3860e-21	1.6391e-12	4.9052e-14	2.2499e-15	6.2043e-28	3.1664e-19	1.4976e-29	3.8121e-22	9.7266e-26	2.8423e-32	2.3665e-38	9.1865e-21	7.0963e-20	4.3052e-27	2.3775e-16	7.0874e-29	2.1269e-34	4.4410e-23	3.1691e-27	6.2584e-29	7.9904e-33	1.6641e-32	4.2612e-32	8.5469e-31	2.5000e-01	0.0000e+00	1.6079e-24	2.3741e-23	1.0047e-21	2.8645e-19	
4.3071e-05	1.1730e+03	1.0000e+05	2.7698e-01	1.0569e-07	1.6701e-09	5.6803e-10	5.0000e-01	6.6701e-10	1.3140e-07	8.5757e-11	1.6608e-12	6.2456e-29	5.1731e-21	4.1983e-16	3.1578e-16	4.3269e-07	2.5000e-01	9.3218e-12	1.1732e-13	6.9657e-15	2.1927e-08	2.0359e-17	4.8031e-12	1.4290e-11	1.0335e-30	1.5510e-19	6.5876e-21	3.7406e-12	9.5470e-14	5.1256e-15	3.9945e-27	1.4104e-18	9.8481e-29	3.9939e-22	1.1213e-25	5.6656e-32	8.3936e-38	9.1917e-21	1.0377e-19	6.7001e-27	3.3749e-16	8.1760e-29	5.4714e-34	8.3126e-23	4.7624e-27	9.5854e-29	2.0800e-32	4.5987e-32	1.1201e-31	2.3201e-30	2.5000e-01	0.0000e+00	5.0768e-24	7.7740e-23	4.6807e-21	8.2200e-19	
5.5799e-05	1.1730e+03	1.0000e+05	2.7698e-01	1.3823e-07	1.6925e-09	5.9422e-10	5.0000e-01	7.3006e-10	1.8080e-07	8.5953e-11	1.7223e-12	8.3692e-29	6.7649e-21	6.6161e-16	4.6871e-16	5.6578e-07	2.5000e-01	1.9432e-11	2.3088e-13	1.1936e-14	3.7333e-08	2.9533e-17	6.2814e-12	2.4338e-11	4.5651e-30	4.9069e-19	1.4909e-20	8.6966e-12	1.7377e-13	1.1890e-14	1.6585e-26	4.1773e-18	5.2182e-28	4.1817e-22	1.3034e-25	1.0875e-31	2.6324e-37	9.1971e-21	1.3864e-19	9.1843e-27	4.3723e-16	9.5081e-29	9.1824e-34	1.4170e-22	6.5218e-27	1.3689e-28	5.5060e-32	1.0716e-31	2.9060e-31	5.1589e-30	2.5000e-01	0.0000e+00	1.1863e-23	2.3837e-22	9.6812e-21	1.9003e-18	
7.6706e-05	1.1730e+03	1.0000e+05	2.7698e-01	1.9250e-07	1.7302e-09	6.3787e-10	5.0000e-01	8.3521e-10	2.7041e-07	8.6295e-11	1.7245e-12	1.1822e-28	9.4220e-21	1.1492e-15	7.6826e-16	7.8776e-07	2.5000e-01	4.5635e-11	5.1345e-13	2.2888e-14	7.0218e-08	4.7307e-17	8.7472e-12	4.5793e-11	2.0860e-29	2.0794e-18	6.1901e-20	2.2267e-11	3.3966e-13	3.0387e-14	6.6566e-26	1.6722e-17	2.8073e-27	4.4936e-22	1.5985e-25	2.4097e-31	1.0038e-36	9.2060e-21	1.9895e-19	1.3537e-26	6.0108e-16	1.1670e-28	2.1715e-33	2.6699e-22	9.8128e-27	2.1399e-28	1.6915e-31	2.9638e-31	8.7951e-31	1.3571e-29	2.5000e-01	0.0000e+00	3.7422e-23	8.5975e-22	3.8490e-20	5.3534e-18	
9.7613e-05	1.1730e+03	1.0000e+05	2.7698e-01	2.4802e-07	1.7689e-09	6.8256e-10	5.0000e-01	9.4276e-10	3.7240e-07	8.6651e-11	1.7794e-12	1.5503e-28	1.2138e-20	1.7703e-15	1.1348e-15	1.0147e-06	2.5000e-01	9.2621e-11	9.9349e-13	3.7661e-14	1.1418e-07	6.8627e-17	1.1268e-11	7.4479e-11	7.5111e-29	7.2710e-18	1.4801e-19	4.8067e-11	5.6294e-13	6.5500e-14	2.2146e-25	5.5267e-17	1.4175e-26	4.8128e-22	1.9012e-25	4.6543e-31	3.3119e-36	9.2153e-21	2.6369e-19	1.8205e-26	7.6494e-16	1.3887e-28	3.7404e-33	4.3507e-22	1.3492e-26	3.0537e-28	4.4483e-31	6.9759e-31	2.2799e-30	3.0048e-29	2.5000e-01	0.0000e+00	7.6693e-23	2.5171e-21	8.7241e-20	1.2329e-17	
1.3325e-04	1.1730e+03	1.0000e+05	2.7698e-01	3.4546e-07	1.8376e-09	7.6119e-10	5.0000e-01	1.1317e-09	5.7438e-07	8.7307e-11	1.7689e-12	2.2561e-28	1.6907e-20	3.1776e-15	1.9391e-15	1.4128e-06	2.5000e-01	2.2395e-10	2.2941e-12	7.2364e-14	2.1424e-07	1.1472e-16	1.5691e-11	1.3980e-10	4.3361e-28	3.0745e-17	5.3064e-19	1.2232e-10	1.0904e-12	1.6649e-13	1.1480e-24	2.2348e-16	9.0334e-26	5.3743e-22	2.4412e-25	1.0772e-30	1.3172e-35	9.2318e-21	3.8411e-19	2.6986e-26	1.0443e-15	1.7846e-28	8.2453e-33	8.1892e-22	2.0960e-26	4.9826e-28	1.3931e-30	1.9754e-30	7.0558e-30	7.9710e-29	2.5000e-01	0.0000e+00	2.0330e-22	8.5052e-21	2.9956e-19	3.3734e-17	
1.6890e-04	1.1730e+03	1.0000e+05	2.7698e-01	4.4683e-07	1.9101e-09	8.4317e-10	5.0000e-01	1.3282e-09	8.1475e-07	8.8025e-11	1.9061e-12	3.0464e-28	2.1866e-20	5.0842e-15	2.9984e-15	1.8265e-06	2.5000e-01	4.7084e-10	4.6377e-12	1.2105e-13	3.4850e-07	1.7467e-16	2.0285e-11	2.2748e-10	1.6702e-27	1.1352e-16	1.4179e-18	2.6667e-10	1.8301e-12	3.6265e-13	4.0068e-24	7.8920e-16	4.9801e-25	5.9596e-22	3.0191e-25	2.2026e-30	4.7017e-35	9.2492e-21	5.1832e-19	3.6863e-26	1.3237e-15	2.2087e-28	1.5724e-32	1.3376e-21	3.0071e-26	7.4424e-28	3.9315e-30	4.9389e-30	1.9657e-29	1.8434e-28	2.5000e-01	0.0000e+00	4.6184e-22	2.5275e-20	7.6699e-19	8.1005e-17	
2.0454e-04	1.1730e+03	1.0000e+05	2.7698e-01	5.5222e-07	1.9865e-09	9.2862e-10	5.0000e-01	1.5326e-09	1.0942e-06	8.8813e-11	1.9355e-12	3.9030e-28	2.7021e-20	7.5594e-15	4.3493e-15	2.2560e-06	2.5000e-01	8.5410e-10	8.2025e-12	1.8530e-13	5.1749e-07	2.5060e-16	2.5056e-11	3.3788e-10	7.4253e-27	3.3030e-16	3.7576e-18	4.9423e-10	2.8099e-12	6.7175e-13	1.6378e-23	2.2322e-15	2.2471e-24	6.5696e-22	3.6386e-25	3.9587e-30	1.3389e-34	9.2677e-21	6.6657e-19	4.7906e-26	1.6032e-15	2.6638e-28	2.7490e-32	1.9941e-21	4.1085e-26	1.0505e-27	9.0329e-30	1.0299e-29	4.4745e-29	3.6185e-28	2.5000e-01	0.0000e+00	9.1284e-22	5.9249e-20	1.9877e-18	1.6434e-16	
2.6906e-04	1.1730e+03	1.0000e+05	2.7698e-01	7.5384e-07	2.1353e-09	1.0925e-09	5.0000e-01	1.9235e-09	1.7039e-06	9.0415e-11	1.9705e-12	5.7320e-28	3.6877e-20	1.3543e-14	7.5623e-15	3.0756e-06	2.5000e-01	1.9944e-09	1.8609e-11	3.4376e-13	9.1556e-07	4.3008e-16	3.4160e-11	5.9808e-10	3.9553e-26	1.3049e-15	1.1541e-17	1.1802e-09	5.2227e-12	1.6032e-12	8.0804e-23	8.5901e-15	1.4232e-23	7.7391e-22	4.8697e-25	9.2481e-30	5.2868e-34	9.3038e-21	9.7235e-19	7.0940e-26	2.1093e-15	3.5693e-28	6.0134e-32	3.5532e-21	6.5961e-26	1.7641e-27	2.8600e-29	2.8762e-29	1.4013e-28	9.3653e-28	2.5000e-01	0.0000e+00	2.3351e-21	1.8891e-19	5.9432e-18	4.4736e-16	
3.6967e-04	1.1730e+03	1.0000e+05	2.7698e-01	1.0996e-06	2.3981e-09	1.3745e-09	5.0000e-01	2.5926e-09	2.9458e-06	9.3459e-11	1.9936e-12	9.3590e-28	5.3738e-20	2.7790e-14	1.5088e-14	4.4732e-06	2.4999e-01	5.6076e-09	5.0826e-11	7.2838e-13	1.7932e-06	8.4909e-16	4.9685e-11	1.1723e-09	2.8896e-25	8.4426e-15	4.8320e-17	3.3831e-09	1.1069e-11	4.5926e-12	5.2932e-22	5.3560e-14	1.9949e-22	9.7502e-22	7.1187e-25	2.7085e-29	3.6461e-33	9.3681e-21	1.5546e-18	1.1586e-25	2.8988e-15	5.2273e-28	1.5907e-31	7.0490e-21	1.2102e-25	3.3957e-27	1.3433e-28	1.0706e-28	6.4709e-28	3.0841e-27	2.5000e-01	0.0000e+00	7.2224e-21	8.4574e-19	2.4277e-17	1.6256e-15	
4.7028e-04	1.1730e+03	1.0000e+05	2.7698e-01	1.4879e-06	2.7030e-09	1.6921e-09	5.0000e-01	3.3414e-09	4.5738e-06	9.7259e-11	2.0756e-12	1.4255e-27	7.2624e-20	4.9215e-14	2.6286e-14	6.0305e-06	2.4999e-01	1.2198e-08	1.0885e-10	1.3135e-12	3.0099e-06	1.4722e-15	6.6983e-11	1.9692e-09	1.2603e-24	2.5543e-14	1.3132e-16	7.4322e-09	1.9959e-11	1.0086e-11	2.2462e-21	1.6075e-13	8.7576e-22	1.2014e-21	9.8360e-25	6.0573e-29	1.1400e-32	9.4435e-21	2.2770e-18	1.7317e-25	3.6890e-15	7.2359e-28	3.3618e-31	1.1980e-20	1.9984e-25	5.7833e-27	3.6729e-28	2.6773e-28	1.7595e-27	7.3086e-27	2.5000e-01	0.0000e+00	1.6875e-20	2.2734e-18	6.5393e-17	4.0511e-15	
5.7089e-04	1.1730e+03	1.0000e+05	2.7698e-01	1.9286e-06	3.0622e-09	2.0528e-09	4.9999e-01	4.1854e-09	6.6500e-06	1.0208e-10	2.1739e-12	2.0833e-27	9.3990e-20	8.1533e-14	4.3062e-14	7.7760e-06	2.4999e-01	2.4274e-08	2.1384e-10	2.2049e-12	4.6154e-06	2.4094e-15	8.6370e-11	3.0224e-09	5.6849e-24	8.9826e-14	3.6596e-16	1.4882e-08	3.3462e-11	2.0188e-11	9.4842e-21	5.5635e-13	5.1119e-21	1.4582e-21	1.3183e-24	1.2917e-28	4.4403e-32	9.5332e-21	3.1638e-18	2.4660e-25	4.4800e-15	9.7192e-28	6.6846e-31	1.8678e-20	3.1486e-25	9.3119e-27	1.0969e-27	6.5406e-28	5.1981e-27	1.6442e-26	2.5000e-01	0.0000e+00	3.8177e-20	6.3001e-18	1.8000e-16	1.0123e-14	
6.7150e-04	1.1730e+03	1.0000e+05	2.7698e-01	2.4264e-06	3.4811e-09	2.4605e-09	4.9999e-01	5.1325e-09	9.2081e-06	1.0804e-10	2.2997e-12	2.9870e-27	1.1811e-19	1.2623e-13	6.6187e-14	9.7248e-06	2.4998e-01	4.2613e-08	3.7253e-10	3.4402e-12	6.6379e-06	3.7047e-15	1.0802e-10	4.3506e-09	1.8668e-23	2.0906e-13	8.0460e-16	2.6227e-08	5.2199e-11	3.5569e-11	3.0654e-20	1.2883e-12	1.5855e-20	1.7483e-21	1.7253e-24	2.3744e-28	1.0906e-31	9.6386e-21	4.2277e-18	3.3797e-25	5.2719e-15	1.2747e-27	1.1844e-30	2.7292e-20	4.7133e-25	1.4136e-26	2.3842e-27	1.2896e-27	1.1248e-26	3.1111e-26	2.5000e-01	0.0000e+00	7.4340e-20	1.3256e-17	3.9399e-16	2.0370e-14	
7.7211e-04	1.1730e+03	1.0000e+05	2.7698e-01	2.9952e-06	3.9742e-09	2.9247e-09	4.9999e-01	6.2027e-09	1.2329e-05	1.1544e-10	2.4544e-12	4.2001e-27	1.4552e-19	1.8780e-13	9.7957e-14	1.1914e-05	2.4998e-01	7.1202e-08	6.1840e-10	5.1601e-12	9.1404e-06	5.4915e-15	1.3233e-10	5.9967e-09	4.0762e-23	4.7839e-13	1.5655e-15	4.3925e-08	7.8086e-11	5.9555e-11	6.5358e-20	2.9314e-12	4.6671e-20	2.0783e-21	2.2213e-24	4.2149e-28	2.6823e-31	9.7638e-21	5.5006e-18	4.5198e-25	6.0651e-15	1.6450e-27	1.9825e-30	3.8302e-20	6.8393e-25	2.0723e-26	5.1310e-27	2.4416e-27	2.4080e-26	5.6316e-26	2.5000e-01	0.0000e+00	1.3416e-19	2.7123e-17	7.6290e-16	3.9907e-14	
8.7272e-04	1.1730e+03	1.0000e+05	2.7698e-01	3.6466e-06	4.5609e-09	3.4553e-09	4.9998e-01	7.4145e-09	1.6079e-05	1.2476e-10	2.6498e-12	5.8463e-27	1.7706e-19	2.7331e-13	1.4205e-13	1.4376e-05	2.4997e-01	1.1339e-07	9.7995e-10	7.5400e-12	1.2175e-05	7.9824e-15	1.5967e-10	7.9961e-09	1.1844e-22	1.0171e-12	3.1279e-15	7.0056e-08	1.1406e-10	9.4963e-11	1.8728e-19	6.2069e-12	1.3229e-19	2.4552e-21	2.8384e-24	7.1435e-28	6.2054e-31	9.9140e-21	7.0086e-18	5.9550e-25	6.8598e-15	2.1076e-27	3.2449e-30	5.2117e-20	9.7785e-25	2.9805e-26	1.0307e-26	4.3534e-27	4.8166e-26	9.6725e-26	2.5000e-01	0.0000e+00	2.3851e-19	5.1931e-17	1.5202e-15	7.3973e-14	
9.7333e-04	1.1730e+03	1.0000e+05	2.7698e-01	4.3958e-06	5.2567e-09	4.0624e-09	4.9998e-01	8.7887e-09	2.0543e-05	1.3633e-10	2.8937e-12	8.0064e-27	2.1368e-19	3.8777e-13	2.0107e-13	1.7149e-05	2.4997e-01	1.7402e-07	1.4982e-09	1.0739e-11	1.5805e-05	1.1332e-14	1.9047e-10	1.0393e-08	2.8124e-22	2.0245e-12	5.7077e-15	1.0761e-07	1.6221e-10	1.4584e-10	4.4001e-19	1.2318e-11	3.4332e-19	2.8860e-21	3.6040e-24	1.1709e-27	1.3443e-30	1.0093e-20	8.7854e-18	7.7509e-25	7.6565e-15	2.6839e-27	5.1020e-30	6.9308e-20	1.3714e-24	4.1903e-26	1.9744e-26	7.4074e-27	9.1920e-26	1.5944e-25	2.5000e-01	0.0000e+00	4.1142e-19	9.5025e-17	2.7684e-15	1.3213e-13	
