         t	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
4.5029e-01	1.0732e+03	6.5004e-01	2.6960e-02	3.0437e-01	1.2528e-09	4.6607e-04	8.2620e-06	1.7811e-02	3.4754e-04	3.6454e-06	3.0305e-14	1.2017e-10	1.2533e-09	8.1808e-10	
4.5624e-01	1.0732e+03	6.5210e-01	2.7200e-02	3.0184e-01	1.2567e-09	4.6752e-04	8.2833e-06	1.8035e-02	3.4664e-04	3.6626e-06	3.0899e-14	1.1939e-10	1.2462e-09	8.1294e-10	
4.6219e-01	1.0732e+03	6.5412e-01	2.7439e-02	2.9936e-01	1.2605e-09	4.6893e-04	8.3033e-06	1.8257e-02	3.4573e-04	3.6796e-06	3.1495e-14	1.1861e-10	1.2391e-09	8.0788e-10	
4.6813e-01	1.0732e+03	6.5609e-01	2.7676e-02	2.9693e-01	1.2643e-09	4.7032e-04	8.3229e-06	1.8478e-02	3.4483e-04	3.6963e-06	3.2092e-14	1.1785e-10	1.2321e-09	8.0290e-10	
4.7408e-01	1.0732e+03	6.5803e-01	2.7911e-02	2.9453e-01	1.2680e-09	4.7168e-04	8.3415e-06	1.8697e-02	3.4394e-04	3.7129e-06	3.2691e-14	1.1711e-10	1.2253e-09	7.9800e-10	
4.8003e-01	1.0732e+03	6.5993e-01	2.8144e-02	2.9218e-01	1.2715e-09	4.7301e-04	8.3596e-06	1.8914e-02	3.4305e-04	3.7293e-06	3.3290e-14	1.1637e-10	1.2185e-09	7.9319e-10	
4.8597e-01	1.0732e+03	6.6180e-01	2.8375e-02	2.8987e-01	1.2751e-09	4.7431e-04	8.3769e-06	1.9130e-02	3.4216e-04	3.7454e-06	3.3891e-14	1.1565e-10	1.2119e-09	7.8845e-10	
4.9192e-01	1.0732e+03	6.6362e-01	2.8604e-02	2.8760e-01	1.2785e-09	4.7559e-04	8.3935e-06	1.9345e-02	3.4128e-04	3.7614e-06	3.4493e-14	1.1494e-10	1.2054e-09	7.8379e-10	
4.9787e-01	1.0732e+03	6.6542e-01	2.8831e-02	2.8536e-01	1.2819e-09	4.7684e-04	8.4095e-06	1.9558e-02	3.4040e-04	3.7772e-06	3.5096e-14	1.1424e-10	1.1989e-09	7.7920e-10	
5.0381e-01	1.0732e+03	6.6717e-01	2.9057e-02	2.8317e-01	1.2853e-09	4.7807e-04	8.4248e-06	1.9769e-02	3.3953e-04	3.7928e-06	3.5700e-14	1.1355e-10	1.1926e-09	7.7469e-10	
5.0976e-01	1.0732e+03	6.6890e-01	2.9280e-02	2.8101e-01	1.2885e-09	4.7927e-04	8.4396e-06	1.9979e-02	3.3866e-04	3.8082e-06	3.6304e-14	1.1287e-10	1.1864e-09	7.7024e-10	
5.1571e-01	1.0732e+03	6.7059e-01	2.9502e-02	2.7889e-01	1.2917e-09	4.8045e-04	8.4537e-06	2.0187e-02	3.3779e-04	3.8234e-06	3.6910e-14	1.1221e-10	1.1802e-09	7.6587e-10	
5.2165e-01	1.0732e+03	6.7225e-01	2.9722e-02	2.7681e-01	1.2948e-09	4.8160e-04	8.4674e-06	2.0394e-02	3.3693e-04	3.8385e-06	3.7516e-14	1.1155e-10	1.1742e-09	7.6157e-10	
5.2760e-01	1.0732e+03	6.7388e-01	2.9941e-02	2.7475e-01	1.2979e-09	4.8274e-04	8.4804e-06	2.0600e-02	3.3608e-04	3.8534e-06	3.8123e-14	1.1090e-10	1.1683e-09	7.5732e-10	
5.3355e-01	1.0732e+03	6.7547e-01	3.0157e-02	2.7274e-01	1.3009e-09	4.8385e-04	8.4928e-06	2.0803e-02	3.3523e-04	3.8681e-06	3.8731e-14	1.1027e-10	1.1624e-09	7.5316e-10	
5.3949e-01	1.0732e+03	6.7705e-01	3.0372e-02	2.7074e-01	1.3039e-09	4.8494e-04	8.5050e-06	2.1006e-02	3.3439e-04	3.8827e-06	3.9339e-14	1.0964e-10	1.1566e-09	7.4903e-10	
5.4544e-01	1.0732e+03	6.7858e-01	3.0586e-02	2.6879e-01	1.3068e-09	4.8601e-04	8.5161e-06	2.1207e-02	3.3354e-04	3.8971e-06	3.9949e-14	1.0903e-10	1.1510e-09	7.4499e-10	
5.4878e-01	1.0732e+03	6.7944e-01	3.0705e-02	2.6771e-01	1.3084e-09	4.8660e-04	8.5226e-06	2.1319e-02	3.3308e-04	3.9051e-06	4.0290e-14	1.0868e-10	1.1478e-09	7.4275e-10	
5.5072e-01	1.0732e+03	6.7992e-01	3.0774e-02	2.6709e-01	1.3093e-09	4.8694e-04	8.5262e-06	2.1384e-02	3.3281e-04	3.9097e-06	4.0489e-14	1.0849e-10	1.1460e-09	7.4145e-10	
5.5266e-01	1.0732e+03	6.8042e-01	3.0843e-02	2.6646e-01	1.3102e-09	4.8728e-04	8.5296e-06	2.1449e-02	3.3253e-04	3.9144e-06	4.0688e-14	1.0829e-10	1.1442e-09	7.4016e-10	
5.5461e-01	1.0732e+03	6.8090e-01	3.0911e-02	2.6584e-01	1.3111e-09	4.8762e-04	8.5331e-06	2.1514e-02	3.3226e-04	3.9190e-06	4.0888e-14	1.0809e-10	1.1424e-09	7.3887e-10	
5.5655e-01	1.0732e+03	6.8138e-01	3.0980e-02	2.6523e-01	1.3121e-09	4.8795e-04	8.5366e-06	2.1579e-02	3.3199e-04	3.9236e-06	4.1087e-14	1.0790e-10	1.1406e-09	7.3759e-10	
5.5849e-01	1.0732e+03	6.8186e-01	3.1048e-02	2.6462e-01	1.3130e-09	4.8828e-04	8.5399e-06	2.1643e-02	3.3172e-04	3.9281e-06	4.1286e-14	1.0771e-10	1.1388e-09	7.3632e-10	
5.6044e-01	1.0732e+03	6.8234e-01	3.1116e-02	2.6400e-01	1.3139e-09	4.8862e-04	8.5432e-06	2.1708e-02	3.3145e-04	3.9327e-06	4.1486e-14	1.0751e-10	1.1370e-09	7.3505e-10	
5.6238e-01	1.0732e+03	6.8281e-01	3.1184e-02	2.6340e-01	1.3148e-09	4.8894e-04	8.5464e-06	2.1772e-02	3.3118e-04	3.9373e-06	4.1685e-14	1.0732e-10	1.1352e-09	7.3379e-10	
5.6432e-01	1.0732e+03	6.8329e-01	3.1252e-02	2.6279e-01	1.3156e-09	4.8927e-04	8.5497e-06	2.1836e-02	3.3091e-04	3.9418e-06	4.1885e-14	1.0713e-10	1.1335e-09	7.3254e-10	
5.6627e-01	1.0732e+03	6.8375e-01	3.1320e-02	2.6220e-01	1.3165e-09	4.8960e-04	8.5529e-06	2.1900e-02	3.3065e-04	3.9463e-06	4.2084e-14	1.0694e-10	1.1317e-09	7.3129e-10	
5.6821e-01	1.0732e+03	6.8422e-01	3.1387e-02	2.6160e-01	1.3174e-09	4.8992e-04	8.5561e-06	2.1963e-02	3.3038e-04	3.9508e-06	4.2284e-14	1.0675e-10	1.1300e-09	7.3005e-10	
5.7015e-01	1.0732e+03	6.8468e-01	3.1455e-02	2.6100e-01	1.3183e-09	4.9024e-04	8.5591e-06	2.2027e-02	3.3011e-04	3.9553e-06	4.2483e-14	1.0656e-10	1.1282e-09	7.2881e-10	
5.7210e-01	1.0732e+03	6.8514e-01	3.1522e-02	2.6041e-01	1.3191e-09	4.9056e-04	8.5622e-06	2.2091e-02	3.2985e-04	3.9598e-06	4.2683e-14	1.0638e-10	1.1265e-09	7.2758e-10	
5.7404e-01	1.0732e+03	6.8560e-01	3.1589e-02	2.5982e-01	1.3200e-09	4.9088e-04	8.5651e-06	2.2154e-02	3.2958e-04	3.9642e-06	4.2883e-14	1.0619e-10	1.1248e-09	7.2636e-10	
5.7598e-01	1.0732e+03	6.8606e-01	3.1656e-02	2.5924e-01	1.3209e-09	4.9119e-04	8.5681e-06	2.2217e-02	3.2932e-04	3.9687e-06	4.3082e-14	1.0600e-10	1.1231e-09	7.2514e-10	
5.7793e-01	1.0732e+03	6.8651e-01	3.1722e-02	2.5866e-01	1.3217e-09	4.9150e-04	8.5711e-06	2.2280e-02	3.2905e-04	3.9731e-06	4.3282e-14	1.0582e-10	1.1214e-09	7.2393e-10	
5.7987e-01	1.0732e+03	6.8696e-01	3.1789e-02	2.5808e-01	1.3225e-09	4.9182e-04	8.5740e-06	2.2343e-02	3.2879e-04	3.9775e-06	4.3482e-14	1.0564e-10	1.1197e-09	7.2272e-10	
5.8181e-01	1.0732e+03	6.8740e-01	3.1855e-02	2.5750e-01	1.3234e-09	4.9212e-04	8.5768e-06	2.2406e-02	3.2852e-04	3.9819e-06	4.3682e-14	1.0545e-10	1.1180e-09	7.2152e-10	
5.8376e-01	1.0732e+03	6.8785e-01	3.1921e-02	2.5693e-01	1.3242e-09	4.9243e-04	8.5795e-06	2.2468e-02	3.2826e-04	3.9863e-06	4.3882e-14	1.0527e-10	1.1163e-09	7.2032e-10	
5.8570e-01	1.0732e+03	6.8829e-01	3.1987e-02	2.5636e-01	1.3251e-09	4.9274e-04	8.5822e-06	2.2531e-02	3.2800e-04	3.9906e-06	4.4081e-14	1.0509e-10	1.1146e-09	7.1913e-10	
5.8764e-01	1.0732e+03	6.8873e-01	3.2053e-02	2.5579e-01	1.3259e-09	4.9304e-04	8.5850e-06	2.2593e-02	3.2774e-04	3.9950e-06	4.4281e-14	1.0491e-10	1.1130e-09	7.1795e-10	
5.8959e-01	1.0732e+03	6.8917e-01	3.2119e-02	2.5523e-01	1.3267e-09	4.9334e-04	8.5877e-06	2.2655e-02	3.2748e-04	3.9993e-06	4.4481e-14	1.0473e-10	1.1113e-09	7.1678e-10	
5.9153e-01	1.0732e+03	6.8960e-01	3.2184e-02	2.5466e-01	1.3275e-09	4.9364e-04	8.5903e-06	2.2717e-02	3.2722e-04	4.0036e-06	4.4681e-14	1.0455e-10	1.1097e-09	7.1560e-10	
5.9347e-01	1.0732e+03	6.9003e-01	3.2250e-02	2.5410e-01	1.3283e-09	4.9394e-04	8.5929e-06	2.2779e-02	3.2696e-04	4.0079e-06	4.4881e-14	1.0438e-10	1.1080e-09	7.1444e-10	
5.9542e-01	1.0732e+03	6.9046e-01	3.2315e-02	2.5355e-01	1.3291e-09	4.9424e-04	8.5954e-06	2.2841e-02	3.2670e-04	4.0122e-06	4.5081e-14	1.0420e-10	1.1064e-09	7.1327e-10	
5.9736e-01	1.0732e+03	6.9089e-01	3.2380e-02	2.5299e-01	1.3299e-09	4.9453e-04	8.5979e-06	2.2902e-02	3.2644e-04	4.0165e-06	4.5281e-14	1.0402e-10	1.1048e-09	7.1212e-10	
5.9930e-01	1.0732e+03	6.9132e-01	3.2445e-02	2.5244e-01	1.3307e-09	4.9483e-04	8.6004e-06	2.2964e-02	3.2618e-04	4.0208e-06	4.5481e-14	1.0385e-10	1.1032e-09	7.1097e-10	
6.0125e-01	1.0732e+03	6.9174e-01	3.2509e-02	2.5190e-01	1.3315e-09	4.9512e-04	8.6028e-06	2.3025e-02	3.2592e-04	4.0250e-06	4.5681e-14	1.0367e-10	1.1015e-09	7.0982e-10	
6.0319e-01	1.0732e+03	6.9216e-01	3.2574e-02	2.5135e-01	1.3323e-09	4.9541e-04	8.6053e-06	2.3086e-02	3.2566e-04	4.0293e-06	4.5881e-14	1.0350e-10	1.0999e-09	7.0868e-10	
6.0513e-01	1.0732e+03	6.9257e-01	3.2638e-02	2.5081e-01	1.3331e-09	4.9570e-04	8.6076e-06	2.3147e-02	3.2541e-04	4.0335e-06	4.6081e-14	1.0333e-10	1.0983e-09	7.0755e-10	
6.0707e-01	1.0732e+03	6.9299e-01	3.2703e-02	2.5027e-01	1.3339e-09	4.9598e-04	8.6099e-06	2.3208e-02	3.2515e-04	4.0377e-06	4.6281e-14	1.0316e-10	1.0968e-09	7.0642e-10	
6.0902e-01	1.0732e+03	6.9340e-01	3.2767e-02	2.4973e-01	1.3346e-09	4.9627e-04	8.6121e-06	2.3269e-02	3.2489e-04	4.0419e-06	4.6481e-14	1.0299e-10	1.0952e-09	7.0529e-10	
6.1096e-01	1.0732e+03	6.9381e-01	3.2831e-02	2.4920e-01	1.3354e-09	4.9655e-04	8.6144e-06	2.3330e-02	3.2464e-04	4.0461e-06	4.6681e-14	1.0282e-10	1.0936e-09	7.0418e-10	
6.1290e-01	1.0732e+03	6.9422e-01	3.2895e-02	2.4866e-01	1.3362e-09	4.9683e-04	8.6166e-06	2.3390e-02	3.2439e-04	4.0502e-06	4.6881e-14	1.0265e-10	1.0920e-09	7.0307e-10	
6.1485e-01	1.0732e+03	6.9463e-01	3.2958e-02	2.4813e-01	1.3369e-09	4.9711e-04	8.6188e-06	2.3450e-02	3.2413e-04	4.0544e-06	4.7081e-14	1.0248e-10	1.0905e-09	7.0195e-10	
6.1679e-01	1.0732e+03	6.9503e-01	3.3022e-02	2.4761e-01	1.3377e-09	4.9739e-04	8.6209e-06	2.3511e-02	3.2388e-04	4.0585e-06	4.7281e-14	1.0231e-10	1.0889e-09	7.0085e-10	
6.1873e-01	1.0732e+03	6.9543e-01	3.3085e-02	2.4708e-01	1.3384e-09	4.9766e-04	8.6230e-06	2.3571e-02	3.2363e-04	4.0627e-06	4.7481e-14	1.0214e-10	1.0874e-09	6.9975e-10	
6.2068e-01	1.0732e+03	6.9583e-01	3.3148e-02	2.4656e-01	1.3392e-09	4.9794e-04	8.6251e-06	2.3630e-02	3.2337e-04	4.0668e-06	4.7681e-14	1.0198e-10	1.0858e-09	6.9866e-10	
6.2262e-01	1.0732e+03	6.9622e-01	3.3211e-02	2.4604e-01	1.3399e-09	4.9821e-04	8.6271e-06	2.3690e-02	3.2312e-04	4.0709e-06	4.7881e-14	1.0181e-10	1.0843e-09	6.9757e-10	
6.2456e-01	1.0732e+03	6.9662e-01	3.3274e-02	2.4552e-01	1.3407e-09	4.9848e-04	8.6291e-06	2.3750e-02	3.2287e-04	4.0750e-06	4.8082e-14	1.0165e-10	1.0828e-09	6.9649e-10	
6.2752e-01	1.0732e+03	6.9721e-01	3.3369e-02	2.4474e-01	1.3418e-09	4.9889e-04	8.6321e-06	2.3840e-02	3.2249e-04	4.0812e-06	4.8386e-14	1.0140e-10	1.0805e-09	6.9485e-10	
6.3047e-01	1.0732e+03	6.9780e-01	3.3464e-02	2.4397e-01	1.3429e-09	4.9930e-04	8.6350e-06	2.3930e-02	3.2211e-04	4.0874e-06	4.8690e-14	1.0115e-10	1.0782e-09	6.9322e-10	
6.3342e-01	1.0732e+03	6.9839e-01	3.3559e-02	2.4320e-01	1.3440e-09	4.9970e-04	8.6378e-06	2.4020e-02	3.2173e-04	4.0935e-06	4.8994e-14	1.0091e-10	1.0759e-09	6.9161e-10	
6.3800e-01	1.0732e+03	6.9928e-01	3.3705e-02	2.4202e-01	1.3457e-09	5.0032e-04	8.6421e-06	2.4159e-02	3.2115e-04	4.1030e-06	4.9465e-14	1.0053e-10	1.0724e-09	6.8913e-10	
6.4581e-01	1.0732e+03	7.0079e-01	3.3952e-02	2.4003e-01	1.3485e-09	5.0135e-04	8.6489e-06	2.4393e-02	3.2016e-04	4.1189e-06	5.0269e-14	9.9896e-11	1.0665e-09	6.8496e-10	
6.5753e-01	1.0732e+03	7.0298e-01	3.4318e-02	2.3712e-01	1.3526e-09	5.0286e-04	8.6583e-06	2.4741e-02	3.1869e-04	4.1425e-06	5.1475e-14	9.8966e-11	1.0579e-09	6.7884e-10	
6.6924e-01	1.0732e+03	7.0511e-01	3.4680e-02	2.3429e-01	1.3566e-09	5.0431e-04	8.6666e-06	2.5085e-02	3.1725e-04	4.1657e-06	5.2681e-14	9.8062e-11	1.0495e-09	6.7288e-10	
6.8096e-01	1.0732e+03	7.0717e-01	3.5036e-02	2.3154e-01	1.3604e-09	5.0572e-04	8.6741e-06	2.5424e-02	3.1582e-04	4.1885e-06	5.3885e-14	9.7180e-11	1.0413e-09	6.6707e-10	
6.9268e-01	1.0732e+03	7.0916e-01	3.5388e-02	2.2886e-01	1.3641e-09	5.0708e-04	8.6805e-06	2.5758e-02	3.1441e-04	4.2109e-06	5.5089e-14	9.6321e-11	1.0334e-09	6.6141e-10	
7.1170e-01	1.0732e+03	7.1226e-01	3.5948e-02	2.2466e-01	1.3699e-09	5.0920e-04	8.6894e-06	2.6292e-02	3.1217e-04	4.2465e-06	5.7041e-14	9.4974e-11	1.0208e-09	6.5253e-10	
7.3072e-01	1.0732e+03	7.1521e-01	3.6497e-02	2.2064e-01	1.3754e-09	5.1120e-04	8.6960e-06	2.6814e-02	3.0997e-04	4.2812e-06	5.8990e-14	9.3681e-11	1.0088e-09	6.4401e-10	
7.4973e-01	1.0732e+03	7.1802e-01	3.7034e-02	2.1678e-01	1.3806e-09	5.1311e-04	8.7010e-06	2.7326e-02	3.0783e-04	4.3150e-06	6.0934e-14	9.2439e-11	9.9722e-10	6.3581e-10	
7.6875e-01	1.0732e+03	7.2070e-01	3.7560e-02	2.1308e-01	1.3855e-09	5.1492e-04	8.7042e-06	2.7827e-02	3.0573e-04	4.3479e-06	6.2875e-14	9.1245e-11	9.8608e-10	6.2794e-10	
7.8777e-01	1.0732e+03	7.2325e-01	3.8076e-02	2.0952e-01	1.3902e-09	5.1664e-04	8.7059e-06	2.8318e-02	3.0367e-04	4.3801e-06	6.4811e-14	9.0096e-11	9.7537e-10	6.2035e-10	
8.0679e-01	1.0732e+03	7.2569e-01	3.8581e-02	2.0610e-01	1.3947e-09	5.1828e-04	8.7061e-06	2.8799e-02	3.0166e-04	4.4116e-06	6.6742e-14	8.8989e-11	9.6503e-10	6.1304e-10	
8.2580e-01	1.0732e+03	7.2801e-01	3.9077e-02	2.0281e-01	1.3990e-09	5.1984e-04	8.7052e-06	2.9271e-02	2.9970e-04	4.4423e-06	6.8668e-14	8.7924e-11	9.5507e-10	6.0600e-10	
8.4482e-01	1.0732e+03	7.3023e-01	3.9563e-02	1.9964e-01	1.4031e-09	5.2132e-04	8.7031e-06	2.9734e-02	2.9777e-04	4.4723e-06	7.0588e-14	8.6897e-11	9.4547e-10	5.9922e-10	
8.6384e-01	1.0732e+03	7.3236e-01	4.0039e-02	1.9658e-01	1.4070e-09	5.2274e-04	8.7000e-06	3.0188e-02	2.9589e-04	4.5017e-06	7.2503e-14	8.5905e-11	9.3619e-10	5.9266e-10	
8.8286e-01	1.0732e+03	7.3439e-01	4.0508e-02	1.9363e-01	1.4107e-09	5.2409e-04	8.6958e-06	3.0633e-02	2.9404e-04	4.5306e-06	7.4412e-14	8.4948e-11	9.2722e-10	5.8633e-10	
9.0187e-01	1.0732e+03	7.3634e-01	4.0967e-02	1.9079e-01	1.4143e-09	5.2538e-04	8.6907e-06	3.1071e-02	2.9224e-04	4.5588e-06	7.6315e-14	8.4022e-11	9.1855e-10	5.8021e-10	
9.2089e-01	1.0732e+03	7.3821e-01	4.1419e-02	1.8804e-01	1.4177e-09	5.2661e-04	8.6849e-06	3.1500e-02	2.9047e-04	4.5865e-06	7.8211e-14	8.3128e-11	9.1017e-10	5.7429e-10	
9.3991e-01	1.0732e+03	7.4000e-01	4.1863e-02	1.8539e-01	1.4209e-09	5.2779e-04	8.6783e-06	3.1922e-02	2.8873e-04	4.6137e-06	8.0101e-14	8.2263e-11	9.0205e-10	5.6856e-10	
9.5893e-01	1.0732e+03	7.4172e-01	4.2298e-02	1.8282e-01	1.4240e-09	5.2891e-04	8.6712e-06	3.2336e-02	2.8704e-04	4.6403e-06	8.1985e-14	8.1425e-11	8.9419e-10	5.6302e-10	
9.7794e-01	1.0732e+03	7.4336e-01	4.2727e-02	1.8034e-01	1.4270e-09	5.2999e-04	8.6633e-06	3.2743e-02	2.8537e-04	4.6665e-06	8.3862e-14	8.0615e-11	8.8658e-10	5.5765e-10	
9.9696e-01	1.0732e+03	7.4495e-01	4.3148e-02	1.7793e-01	1.4299e-09	5.3102e-04	8.6549e-06	3.3142e-02	2.8374e-04	4.6923e-06	8.5733e-14	7.9828e-11	8.7919e-10	5.5244e-10	
1.0160e+00	1.0732e+03	7.4647e-01	4.3563e-02	1.7560e-01	1.4326e-09	5.3201e-04	8.6460e-06	3.3536e-02	2.8214e-04	4.7175e-06	8.7597e-14	7.9066e-11	8.7202e-10	5.4739e-10	
1.0350e+00	1.0732e+03	7.4793e-01	4.3971e-02	1.7335e-01	1.4352e-09	5.3295e-04	8.6367e-06	3.3922e-02	2.8057e-04	4.7424e-06	8.9454e-14	7.8327e-11	8.6507e-10	5.4249e-10	
1.0540e+00	1.0732e+03	7.4934e-01	4.4372e-02	1.7116e-01	1.4378e-09	5.3386e-04	8.6268e-06	3.4302e-02	2.7903e-04	4.7669e-06	9.1305e-14	7.7609e-11	8.5832e-10	5.3773e-10	
1.0730e+00	1.0732e+03	7.5070e-01	4.4768e-02	1.6904e-01	1.4402e-09	5.3473e-04	8.6167e-06	3.4676e-02	2.7752e-04	4.7910e-06	9.3149e-14	7.6912e-11	8.5175e-10	5.3311e-10	
1.0920e+00	1.0732e+03	7.5200e-01	4.5157e-02	1.6697e-01	1.4425e-09	5.3556e-04	8.6062e-06	3.5044e-02	2.7604e-04	4.8147e-06	9.4986e-14	7.6235e-11	8.4538e-10	5.2862e-10	
1.1111e+00	1.0732e+03	7.5326e-01	4.5540e-02	1.6497e-01	1.4447e-09	5.3636e-04	8.5953e-06	3.5406e-02	2.7459e-04	4.8380e-06	9.6817e-14	7.5577e-11	8.3918e-10	5.2425e-10	
1.1301e+00	1.0732e+03	7.5447e-01	4.5918e-02	1.6303e-01	1.4469e-09	5.3713e-04	8.5842e-06	3.5763e-02	2.7316e-04	4.8610e-06	9.8640e-14	7.4937e-11	8.3315e-10	5.2000e-10	
1.1491e+00	1.0732e+03	7.5564e-01	4.6290e-02	1.6114e-01	1.4490e-09	5.3786e-04	8.5727e-06	3.6114e-02	2.7176e-04	4.8837e-06	1.0046e-13	7.4315e-11	8.2727e-10	5.1587e-10	
1.1681e+00	1.0732e+03	7.5676e-01	4.6656e-02	1.5930e-01	1.4509e-09	5.3857e-04	8.5610e-06	3.6459e-02	2.7038e-04	4.9060e-06	1.0227e-13	7.3709e-11	8.2156e-10	5.1185e-10	
1.1871e+00	1.0732e+03	7.5785e-01	4.7018e-02	1.5751e-01	1.4529e-09	5.3925e-04	8.5492e-06	3.6800e-02	2.6903e-04	4.9281e-06	1.0407e-13	7.3119e-11	8.1599e-10	5.0793e-10	
1.2062e+00	1.0732e+03	7.5890e-01	4.7375e-02	1.5577e-01	1.4547e-09	5.3990e-04	8.5371e-06	3.7135e-02	2.6770e-04	4.9498e-06	1.0587e-13	7.2544e-11	8.1057e-10	5.0411e-10	
1.2252e+00	1.0732e+03	7.5992e-01	4.7726e-02	1.5407e-01	1.4565e-09	5.4053e-04	8.5248e-06	3.7466e-02	2.6640e-04	4.9713e-06	1.0766e-13	7.1985e-11	8.0528e-10	5.0039e-10	
1.2442e+00	1.0732e+03	7.6090e-01	4.8073e-02	1.5242e-01	1.4582e-09	5.4113e-04	8.5122e-06	3.7792e-02	2.6511e-04	4.9925e-06	1.0944e-13	7.1438e-11	8.0011e-10	4.9676e-10	
1.2632e+00	1.0732e+03	7.6184e-01	4.8415e-02	1.5081e-01	1.4598e-09	5.4171e-04	8.4999e-06	3.8113e-02	2.6386e-04	5.0134e-06	1.1122e-13	7.0907e-11	7.9509e-10	4.9323e-10	
1.2822e+00	1.0732e+03	7.6276e-01	4.8753e-02	1.4924e-01	1.4614e-09	5.4227e-04	8.4872e-06	3.8429e-02	2.6261e-04	5.0341e-06	1.1299e-13	7.0387e-11	7.9018e-10	4.8977e-10	
1.3012e+00	1.0732e+03	7.6364e-01	4.9086e-02	1.4771e-01	1.4629e-09	5.4281e-04	8.4744e-06	3.8741e-02	2.6139e-04	5.0545e-06	1.1475e-13	6.9881e-11	7.8539e-10	4.8640e-10	
1.3203e+00	1.0732e+03	7.6450e-01	4.9415e-02	1.4622e-01	1.4644e-09	5.4332e-04	8.4615e-06	3.9049e-02	2.6019e-04	5.0746e-06	1.1651e-13	6.9386e-11	7.8070e-10	4.8311e-10	
1.3393e+00	1.0732e+03	7.6533e-01	4.9740e-02	1.4476e-01	1.4658e-09	5.4382e-04	8.4485e-06	3.9353e-02	2.5901e-04	5.0946e-06	1.1826e-13	6.8903e-11	7.7614e-10	4.7990e-10	
1.3583e+00	1.0732e+03	7.6613e-01	5.0061e-02	1.4334e-01	1.4672e-09	5.4430e-04	8.4354e-06	3.9653e-02	2.5785e-04	5.1143e-06	1.2001e-13	6.8431e-11	7.7167e-10	4.7675e-10	
1.3773e+00	1.0732e+03	7.6691e-01	5.0378e-02	1.4195e-01	1.4685e-09	5.4476e-04	8.4223e-06	3.9949e-02	2.5671e-04	5.1337e-06	1.2174e-13	6.7970e-11	7.6730e-10	4.7368e-10	
1.3963e+00	1.0732e+03	7.6766e-01	5.0691e-02	1.4059e-01	1.4698e-09	5.4520e-04	8.4091e-06	4.0241e-02	2.5559e-04	5.1530e-06	1.2348e-13	6.7519e-11	7.6303e-10	4.7068e-10	
1.4153e+00	1.0732e+03	7.6839e-01	5.1000e-02	1.3927e-01	1.4711e-09	5.4563e-04	8.3958e-06	4.0529e-02	2.5448e-04	5.1721e-06	1.2520e-13	6.7078e-11	7.5885e-10	4.6775e-10	
1.4344e+00	1.0732e+03	7.6910e-01	5.1305e-02	1.3797e-01	1.4722e-09	5.4604e-04	8.3826e-06	4.0813e-02	2.5339e-04	5.1909e-06	1.2692e-13	6.6647e-11	7.5477e-10	4.6488e-10	
1.4534e+00	1.0732e+03	7.6978e-01	5.1608e-02	1.3670e-01	1.4734e-09	5.4644e-04	8.3693e-06	4.1094e-02	2.5231e-04	5.2096e-06	1.2864e-13	6.6225e-11	7.5077e-10	4.6206e-10	
1.4724e+00	1.0732e+03	7.7045e-01	5.1906e-02	1.3546e-01	1.4745e-09	5.4682e-04	8.3560e-06	4.1372e-02	2.5126e-04	5.2281e-06	1.3034e-13	6.5813e-11	7.4686e-10	4.5932e-10	
1.4914e+00	1.0732e+03	7.7109e-01	5.2201e-02	1.3425e-01	1.4756e-09	5.4719e-04	8.3426e-06	4.1646e-02	2.5021e-04	5.2464e-06	1.3205e-13	6.5408e-11	7.4302e-10	4.5662e-10	
1.5104e+00	1.0732e+03	7.7172e-01	5.2493e-02	1.3306e-01	1.4766e-09	5.4754e-04	8.3292e-06	4.1916e-02	2.4919e-04	5.2645e-06	1.3374e-13	6.5014e-11	7.3928e-10	4.5399e-10	
1.5294e+00	1.0732e+03	7.7233e-01	5.2782e-02	1.3190e-01	1.4776e-09	5.4789e-04	8.3159e-06	4.2184e-02	2.4817e-04	5.2824e-06	1.3543e-13	6.4625e-11	7.3559e-10	4.5140e-10	
1.5485e+00	1.0732e+03	7.7291e-01	5.3067e-02	1.3077e-01	1.4786e-09	5.4821e-04	8.3024e-06	4.2448e-02	2.4718e-04	5.3002e-06	1.3712e-13	6.4247e-11	7.3200e-10	4.4888e-10	
1.5675e+00	1.0732e+03	7.7348e-01	5.3349e-02	1.2965e-01	1.4795e-09	5.4853e-04	8.2893e-06	4.2709e-02	2.4619e-04	5.3178e-06	1.3879e-13	6.3875e-11	7.2847e-10	4.4639e-10	
1.5865e+00	1.0732e+03	7.7404e-01	5.3629e-02	1.2856e-01	1.4804e-09	5.4884e-04	8.2758e-06	4.2968e-02	2.4522e-04	5.3352e-06	1.4047e-13	6.3510e-11	7.2501e-10	4.4396e-10	
1.5981e+00	1.0732e+03	7.7437e-01	5.3798e-02	1.2790e-01	1.4810e-09	5.4902e-04	8.2676e-06	4.3124e-02	2.4464e-04	5.3458e-06	1.4149e-13	6.3291e-11	7.2293e-10	4.4250e-10	
