         t	         T	      (NI)	     H(NI)	     O(NI)	   CH4(NI)	   H2O(NI)	   CO2(NI)	    CO(NI)	    OH(NI)	     C(NI)	   HCO(NI)	    CH(NI)	   CH3(NI)	   CH2(NI)	
1.6097e+00	1.0732e+03	7.7469e-01	5.3966e-02	1.2726e-01	1.4815e-09	5.4919e-04	8.2595e-06	4.3279e-02	2.4406e-04	5.3563e-06	1.4250e-13	6.3075e-11	7.2087e-10	4.4105e-10	
1.6213e+00	1.0732e+03	7.7501e-01	5.4133e-02	1.2662e-01	1.4820e-09	5.4937e-04	8.2514e-06	4.3433e-02	2.4348e-04	5.3668e-06	1.4352e-13	6.2861e-11	7.1884e-10	4.3962e-10	
1.6330e+00	1.0732e+03	7.7532e-01	5.4299e-02	1.2599e-01	1.4825e-09	5.4953e-04	8.2432e-06	4.3586e-02	2.4291e-04	5.3772e-06	1.4453e-13	6.2650e-11	7.1683e-10	4.3822e-10	
1.6446e+00	1.0732e+03	7.7563e-01	5.4464e-02	1.2536e-01	1.4830e-09	5.4970e-04	8.2352e-06	4.3738e-02	2.4235e-04	5.3875e-06	1.4554e-13	6.2441e-11	7.1485e-10	4.3682e-10	
1.6562e+00	1.0732e+03	7.7593e-01	5.4628e-02	1.2474e-01	1.4835e-09	5.4986e-04	8.2270e-06	4.3889e-02	2.4179e-04	5.3978e-06	1.4655e-13	6.2235e-11	7.1289e-10	4.3544e-10	
1.6678e+00	1.0732e+03	7.7623e-01	5.4791e-02	1.2413e-01	1.4840e-09	5.5002e-04	8.2188e-06	4.4039e-02	2.4123e-04	5.4081e-06	1.4755e-13	6.2030e-11	7.1094e-10	4.3408e-10	
1.6794e+00	1.0732e+03	7.7652e-01	5.4953e-02	1.2353e-01	1.4844e-09	5.5017e-04	8.2107e-06	4.4188e-02	2.4068e-04	5.4183e-06	1.4856e-13	6.1829e-11	7.0903e-10	4.3273e-10	
1.6910e+00	1.0732e+03	7.7681e-01	5.5114e-02	1.2294e-01	1.4849e-09	5.5032e-04	8.2028e-06	4.4336e-02	2.4013e-04	5.4284e-06	1.4956e-13	6.1629e-11	7.0713e-10	4.3140e-10	
1.7027e+00	1.0732e+03	7.7709e-01	5.5274e-02	1.2235e-01	1.4853e-09	5.5047e-04	8.1946e-06	4.4483e-02	2.3959e-04	5.4385e-06	1.5056e-13	6.1432e-11	7.0526e-10	4.3008e-10	
1.7143e+00	1.0732e+03	7.7737e-01	5.5433e-02	1.2177e-01	1.4858e-09	5.5061e-04	8.1866e-06	4.4629e-02	2.3905e-04	5.4485e-06	1.5156e-13	6.1237e-11	7.0341e-10	4.2878e-10	
1.7259e+00	1.0732e+03	7.7764e-01	5.5590e-02	1.2119e-01	1.4862e-09	5.5076e-04	8.1785e-06	4.4774e-02	2.3851e-04	5.4585e-06	1.5256e-13	6.1045e-11	7.0157e-10	4.2749e-10	
1.7375e+00	1.0732e+03	7.7791e-01	5.5748e-02	1.2062e-01	1.4866e-09	5.5089e-04	8.1705e-06	4.4918e-02	2.3798e-04	5.4685e-06	1.5355e-13	6.0854e-11	6.9976e-10	4.2622e-10	
1.7604e+00	1.0732e+03	7.7842e-01	5.6054e-02	1.1952e-01	1.4874e-09	5.5115e-04	8.1547e-06	4.5199e-02	2.3695e-04	5.4879e-06	1.5550e-13	6.0484e-11	6.9625e-10	4.2375e-10	
1.7832e+00	1.0732e+03	7.7892e-01	5.6357e-02	1.1844e-01	1.4882e-09	5.5140e-04	8.1390e-06	4.5477e-02	2.3594e-04	5.5072e-06	1.5745e-13	6.0123e-11	6.9281e-10	4.2133e-10	
1.8061e+00	1.0732e+03	7.7940e-01	5.6657e-02	1.1739e-01	1.4889e-09	5.5164e-04	8.1233e-06	4.5751e-02	2.3494e-04	5.5262e-06	1.5939e-13	5.9769e-11	6.8944e-10	4.1897e-10	
1.8432e+00	1.0732e+03	7.8015e-01	5.7136e-02	1.1573e-01	1.4900e-09	5.5201e-04	8.0981e-06	4.6189e-02	2.3334e-04	5.5568e-06	1.6252e-13	5.9210e-11	6.8412e-10	4.1523e-10	
1.8803e+00	1.0732e+03	7.8085e-01	5.7607e-02	1.1412e-01	1.4911e-09	5.5234e-04	8.0730e-06	4.6618e-02	2.3179e-04	5.5870e-06	1.6563e-13	5.8670e-11	6.7898e-10	4.1161e-10	
1.9175e+00	1.0732e+03	7.8153e-01	5.8069e-02	1.1257e-01	1.4921e-09	5.5266e-04	8.0481e-06	4.7040e-02	2.3027e-04	5.6167e-06	1.6872e-13	5.8148e-11	6.7400e-10	4.0811e-10	
1.9546e+00	1.0732e+03	7.8216e-01	5.8524e-02	1.1107e-01	1.4930e-09	5.5294e-04	8.0234e-06	4.7453e-02	2.2879e-04	5.6460e-06	1.7179e-13	5.7641e-11	6.6918e-10	4.0472e-10	
1.9917e+00	1.0732e+03	7.8276e-01	5.8971e-02	1.0961e-01	1.4939e-09	5.5321e-04	7.9989e-06	4.7859e-02	2.2734e-04	5.6750e-06	1.7485e-13	5.7151e-11	6.6451e-10	4.0144e-10	
2.0288e+00	1.0732e+03	7.8334e-01	5.9410e-02	1.0820e-01	1.4947e-09	5.5346e-04	7.9747e-06	4.8258e-02	2.2593e-04	5.7036e-06	1.7789e-13	5.6675e-11	6.5997e-10	3.9825e-10	
2.0659e+00	1.0732e+03	7.8388e-01	5.9843e-02	1.0684e-01	1.4955e-09	5.5368e-04	7.9506e-06	4.8650e-02	2.2454e-04	5.7318e-06	1.8091e-13	5.6213e-11	6.5557e-10	3.9516e-10	
2.1030e+00	1.0732e+03	7.8440e-01	6.0269e-02	1.0551e-01	1.4962e-09	5.5389e-04	7.9268e-06	4.9035e-02	2.2319e-04	5.7597e-06	1.8391e-13	5.5766e-11	6.5130e-10	3.9216e-10	
2.1402e+00	1.0732e+03	7.8489e-01	6.0688e-02	1.0422e-01	1.4968e-09	5.5408e-04	7.9032e-06	4.9413e-02	2.2186e-04	5.7873e-06	1.8690e-13	5.5331e-11	6.4715e-10	3.8924e-10	
2.1773e+00	1.0732e+03	7.8535e-01	6.1101e-02	1.0297e-01	1.4975e-09	5.5425e-04	7.8797e-06	4.9786e-02	2.2056e-04	5.8145e-06	1.8987e-13	5.4908e-11	6.4312e-10	3.8640e-10	
2.2144e+00	1.0732e+03	7.8579e-01	6.1508e-02	1.0176e-01	1.4980e-09	5.5440e-04	7.8567e-06	5.0152e-02	2.1929e-04	5.8414e-06	1.9283e-13	5.4497e-11	6.3920e-10	3.8364e-10	
2.2362e+00	1.0732e+03	7.8604e-01	6.1743e-02	1.0106e-01	1.4983e-09	5.5449e-04	7.8432e-06	5.0364e-02	2.1856e-04	5.8571e-06	1.9456e-13	5.4261e-11	6.3695e-10	3.8206e-10	
2.2579e+00	1.0732e+03	7.8628e-01	6.1977e-02	1.0038e-01	1.4987e-09	5.5457e-04	7.8298e-06	5.0574e-02	2.1783e-04	5.8727e-06	1.9628e-13	5.4029e-11	6.3473e-10	3.8050e-10	
2.2797e+00	1.0732e+03	7.8652e-01	6.2209e-02	9.9706e-02	1.4989e-09	5.5464e-04	7.8164e-06	5.0783e-02	2.1711e-04	5.8881e-06	1.9800e-13	5.3800e-11	6.3255e-10	3.7896e-10	
2.3015e+00	1.0732e+03	7.8674e-01	6.2439e-02	9.9044e-02	1.4992e-09	5.5471e-04	7.8032e-06	5.0989e-02	2.1641e-04	5.9035e-06	1.9971e-13	5.3576e-11	6.3041e-10	3.7746e-10	
2.3233e+00	1.0732e+03	7.8696e-01	6.2667e-02	9.8392e-02	1.4995e-09	5.5478e-04	7.7901e-06	5.1193e-02	2.1571e-04	5.9188e-06	2.0142e-13	5.3355e-11	6.2830e-10	3.7597e-10	
2.3451e+00	1.0732e+03	7.8718e-01	6.2893e-02	9.7749e-02	1.4997e-09	5.5484e-04	7.7770e-06	5.1396e-02	2.1501e-04	5.9340e-06	2.0312e-13	5.3136e-11	6.2621e-10	3.7450e-10	
2.3668e+00	1.0732e+03	7.8739e-01	6.3117e-02	9.7118e-02	1.5000e-09	5.5490e-04	7.7640e-06	5.1597e-02	2.1433e-04	5.9491e-06	2.0482e-13	5.2922e-11	6.2417e-10	3.7306e-10	
2.3886e+00	1.0732e+03	7.8759e-01	6.3340e-02	9.6496e-02	1.5002e-09	5.5495e-04	7.7510e-06	5.1796e-02	2.1365e-04	5.9641e-06	2.0651e-13	5.2711e-11	6.2215e-10	3.7164e-10	
2.4104e+00	1.0732e+03	7.8778e-01	6.3560e-02	9.5884e-02	1.5004e-09	5.5500e-04	7.7382e-06	5.1993e-02	2.1298e-04	5.9790e-06	2.0820e-13	5.2503e-11	6.2016e-10	3.7024e-10	
2.4322e+00	1.0732e+03	7.8797e-01	6.3779e-02	9.5280e-02	1.5006e-09	5.5505e-04	7.7254e-06	5.2189e-02	2.1232e-04	5.9938e-06	2.0988e-13	5.2297e-11	6.1820e-10	3.6886e-10	
2.4539e+00	1.0732e+03	7.8815e-01	6.3996e-02	9.4686e-02	1.5008e-09	5.5509e-04	7.7127e-06	5.2383e-02	2.1166e-04	6.0086e-06	2.1156e-13	5.2095e-11	6.1627e-10	3.6750e-10	
2.5088e+00	1.0732e+03	7.8859e-01	6.4536e-02	9.3228e-02	1.5013e-09	5.5518e-04	7.6811e-06	5.2864e-02	2.1005e-04	6.0453e-06	2.1576e-13	5.1599e-11	6.1153e-10	3.6417e-10	
2.5637e+00	1.0732e+03	7.8900e-01	6.5065e-02	9.1824e-02	1.5017e-09	5.5524e-04	7.6499e-06	5.3336e-02	2.0847e-04	6.0816e-06	2.1994e-13	5.1121e-11	6.0696e-10	3.6094e-10	
2.6185e+00	1.0732e+03	7.8937e-01	6.5585e-02	9.0469e-02	1.5020e-09	5.5529e-04	7.6193e-06	5.3798e-02	2.0694e-04	6.1174e-06	2.2409e-13	5.0659e-11	6.0255e-10	3.5783e-10	
2.6734e+00	1.0732e+03	7.8972e-01	6.6095e-02	8.9161e-02	1.5023e-09	5.5532e-04	7.5891e-06	5.4251e-02	2.0544e-04	6.1527e-06	2.2821e-13	5.0213e-11	5.9829e-10	3.5483e-10	
2.7282e+00	1.0732e+03	7.9004e-01	6.6595e-02	8.7899e-02	1.5025e-09	5.5533e-04	7.5594e-06	5.4695e-02	2.0399e-04	6.1876e-06	2.3230e-13	4.9781e-11	5.9417e-10	3.5192e-10	
2.7831e+00	1.0732e+03	7.9033e-01	6.7087e-02	8.6678e-02	1.5027e-09	5.5532e-04	7.5301e-06	5.5130e-02	2.0256e-04	6.2221e-06	2.3637e-13	4.9364e-11	5.9018e-10	3.4911e-10	
2.8767e+00	1.0732e+03	7.9078e-01	6.7907e-02	8.4688e-02	1.5030e-09	5.5528e-04	7.4812e-06	5.5855e-02	2.0022e-04	6.2799e-06	2.4325e-13	4.8683e-11	5.8367e-10	3.4451e-10	
2.9702e+00	1.0732e+03	7.9117e-01	6.8704e-02	8.2803e-02	1.5031e-09	5.5519e-04	7.4336e-06	5.6558e-02	1.9796e-04	6.3366e-06	2.5007e-13	4.8038e-11	5.7749e-10	3.4015e-10	
3.0638e+00	1.0732e+03	7.9150e-01	6.9479e-02	8.1018e-02	1.5031e-09	5.5507e-04	7.3873e-06	5.7240e-02	1.9580e-04	6.3923e-06	2.5681e-13	4.7425e-11	5.7164e-10	3.3602e-10	
3.1574e+00	1.0732e+03	7.9178e-01	7.0234e-02	7.9322e-02	1.5030e-09	5.5492e-04	7.3421e-06	5.7903e-02	1.9371e-04	6.4469e-06	2.6349e-13	4.6843e-11	5.6607e-10	3.3208e-10	
3.2510e+00	1.0732e+03	7.9201e-01	7.0969e-02	7.7710e-02	1.5029e-09	5.5474e-04	7.2981e-06	5.8548e-02	1.9170e-04	6.5007e-06	2.7011e-13	4.6288e-11	5.6077e-10	3.2833e-10	
3.3445e+00	1.0732e+03	7.9221e-01	7.1686e-02	7.6170e-02	1.5027e-09	5.5454e-04	7.2553e-06	5.9175e-02	1.8976e-04	6.5535e-06	2.7666e-13	4.5758e-11	5.5569e-10	3.2473e-10	
3.4381e+00	1.0732e+03	7.9236e-01	7.2386e-02	7.4709e-02	1.5024e-09	5.5431e-04	7.2132e-06	5.9787e-02	1.8789e-04	6.6055e-06	2.8317e-13	4.5254e-11	5.5087e-10	3.2132e-10	
3.5317e+00	1.0732e+03	7.9249e-01	7.3067e-02	7.3305e-02	1.5021e-09	5.5406e-04	7.1732e-06	6.0383e-02	1.8608e-04	6.6565e-06	2.8961e-13	4.4770e-11	5.4624e-10	3.1804e-10	
3.5423e+00	1.0732e+03	7.9250e-01	7.3145e-02	7.3151e-02	1.5020e-09	5.5403e-04	7.1681e-06	6.0450e-02	1.8588e-04	6.6624e-06	2.9034e-13	4.4717e-11	5.4573e-10	3.1767e-10	
3.5491e+00	1.0732e+03	7.9251e-01	7.3194e-02	7.3053e-02	1.5020e-09	5.5401e-04	7.1652e-06	6.0493e-02	1.8575e-04	6.6661e-06	2.9080e-13	4.4683e-11	5.4541e-10	3.1745e-10	
3.5532e+00	1.0732e+03	7.9251e-01	7.3223e-02	7.2993e-02	1.5020e-09	5.5400e-04	7.1634e-06	6.0518e-02	1.8567e-04	6.6683e-06	2.9108e-13	4.4663e-11	5.4521e-10	3.1731e-10	
3.5559e+00	1.0732e+03	7.9251e-01	7.3242e-02	7.2955e-02	1.5020e-09	5.5399e-04	7.1623e-06	6.0535e-02	1.8562e-04	6.6697e-06	2.9127e-13	4.4649e-11	5.4509e-10	3.1722e-10	
3.5585e+00	1.0732e+03	7.9252e-01	7.3261e-02	7.2916e-02	1.5020e-09	5.5399e-04	7.1611e-06	6.0552e-02	1.8557e-04	6.6712e-06	2.9145e-13	4.4636e-11	5.4496e-10	3.1712e-10	
3.5612e+00	1.0732e+03	7.9252e-01	7.3280e-02	7.2879e-02	1.5020e-09	5.5398e-04	7.1601e-06	6.0568e-02	1.8552e-04	6.6726e-06	2.9163e-13	4.4623e-11	5.4484e-10	3.1704e-10	
3.5639e+00	1.0732e+03	7.9252e-01	7.3300e-02	7.2839e-02	1.5020e-09	5.5397e-04	7.1589e-06	6.0585e-02	1.8547e-04	6.6741e-06	2.9181e-13	4.4609e-11	5.4470e-10	3.1694e-10	
3.5665e+00	1.0732e+03	7.9253e-01	7.3319e-02	7.2800e-02	1.5019e-09	5.5396e-04	7.1577e-06	6.0602e-02	1.8542e-04	6.6755e-06	2.9200e-13	4.4596e-11	5.4458e-10	3.1685e-10	
3.5692e+00	1.0732e+03	7.9253e-01	7.3338e-02	7.2763e-02	1.5019e-09	5.5396e-04	7.1566e-06	6.0618e-02	1.8537e-04	6.6770e-06	2.9218e-13	4.4583e-11	5.4445e-10	3.1676e-10	
3.5719e+00	1.0732e+03	7.9253e-01	7.3357e-02	7.2724e-02	1.5019e-09	5.5395e-04	7.1555e-06	6.0635e-02	1.8532e-04	6.6784e-06	2.9236e-13	4.4570e-11	5.4432e-10	3.1667e-10	
3.5789e+00	1.0732e+03	7.9254e-01	7.3407e-02	7.2623e-02	1.5019e-09	5.5393e-04	7.1525e-06	6.0679e-02	1.8519e-04	6.6822e-06	2.9284e-13	4.4535e-11	5.4399e-10	3.1644e-10	
3.5897e+00	1.0732e+03	7.9255e-01	7.3484e-02	7.2470e-02	1.5018e-09	5.5390e-04	7.1479e-06	6.0746e-02	1.8499e-04	6.6880e-06	2.9358e-13	4.4482e-11	5.4348e-10	3.1608e-10	
3.6004e+00	1.0732e+03	7.9256e-01	7.3560e-02	7.2317e-02	1.5018e-09	5.5387e-04	7.1434e-06	6.0812e-02	1.8479e-04	6.6937e-06	2.9431e-13	4.4429e-11	5.4298e-10	3.1572e-10	
3.6112e+00	1.0732e+03	7.9257e-01	7.3636e-02	7.2166e-02	1.5018e-09	5.5384e-04	7.1388e-06	6.0879e-02	1.8459e-04	6.6995e-06	2.9504e-13	4.4377e-11	5.4248e-10	3.1536e-10	
3.6487e+00	1.0732e+03	7.9260e-01	7.3901e-02	7.1641e-02	1.5016e-09	5.5372e-04	7.1231e-06	6.1109e-02	1.8390e-04	6.7196e-06	2.9760e-13	4.4195e-11	5.4074e-10	3.1413e-10	
3.6863e+00	1.0732e+03	7.9262e-01	7.4163e-02	7.1125e-02	1.5014e-09	5.5361e-04	7.1075e-06	6.1338e-02	1.8322e-04	6.7396e-06	3.0014e-13	4.4017e-11	5.3904e-10	3.1292e-10	
3.7239e+00	1.0732e+03	7.9264e-01	7.4423e-02	7.0619e-02	1.5012e-09	5.5349e-04	7.0920e-06	6.1564e-02	1.8254e-04	6.7594e-06	3.0268e-13	4.3842e-11	5.3736e-10	3.1173e-10	
3.7886e+00	1.0732e+03	7.9267e-01	7.4866e-02	6.9765e-02	1.5009e-09	5.5329e-04	7.0658e-06	6.1950e-02	1.8140e-04	6.7934e-06	3.0704e-13	4.3546e-11	5.3453e-10	3.0972e-10	
3.8534e+00	1.0732e+03	7.9269e-01	7.5302e-02	6.8936e-02	1.5005e-09	5.5307e-04	7.0400e-06	6.2329e-02	1.8029e-04	6.8270e-06	3.1138e-13	4.3259e-11	5.3179e-10	3.0777e-10	
3.9182e+00	1.0732e+03	7.9269e-01	7.5732e-02	6.8129e-02	1.5002e-09	5.5286e-04	7.0146e-06	6.2703e-02	1.7919e-04	6.8603e-06	3.1569e-13	4.2980e-11	5.2911e-10	3.0587e-10	
4.0155e+00	1.0732e+03	7.9268e-01	7.6366e-02	6.6959e-02	1.4996e-09	5.5251e-04	6.9772e-06	6.3253e-02	1.7760e-04	6.9098e-06	3.2213e-13	4.2574e-11	5.2523e-10	3.0310e-10	
4.1127e+00	1.0732e+03	7.9264e-01	7.6987e-02	6.5836e-02	1.4990e-09	5.5216e-04	6.9407e-06	6.3792e-02	1.7604e-04	6.9587e-06	3.2852e-13	4.2184e-11	5.2150e-10	3.0045e-10	
4.2100e+00	1.0732e+03	7.9259e-01	7.7595e-02	6.4756e-02	1.4983e-09	5.5180e-04	6.9051e-06	6.4320e-02	1.7454e-04	7.0069e-06	3.3487e-13	4.1809e-11	5.1791e-10	2.9789e-10	
4.3073e+00	1.0732e+03	7.9252e-01	7.8191e-02	6.3718e-02	1.4976e-09	5.5142e-04	6.8703e-06	6.4837e-02	1.7307e-04	7.0545e-06	3.4117e-13	4.1448e-11	5.1446e-10	2.9543e-10	
4.4046e+00	1.0732e+03	7.9243e-01	7.8775e-02	6.2719e-02	1.4969e-09	5.5104e-04	6.8364e-06	6.5343e-02	1.7165e-04	7.1015e-06	3.4743e-13	4.1100e-11	5.1113e-10	2.9305e-10	
4.5019e+00	1.0732e+03	7.9232e-01	7.9349e-02	6.1756e-02	1.4962e-09	5.5065e-04	6.8032e-06	6.5840e-02	1.7027e-04	7.1480e-06	3.5364e-13	4.0764e-11	5.0792e-10	2.9076e-10	
4.5992e+00	1.0732e+03	7.9220e-01	7.9911e-02	6.0828e-02	1.4954e-09	5.5025e-04	6.7708e-06	6.6327e-02	1.6892e-04	7.1940e-06	3.5982e-13	4.0440e-11	5.0482e-10	2.8854e-10	
4.6965e+00	1.0732e+03	7.9207e-01	8.0463e-02	5.9932e-02	1.4947e-09	5.4985e-04	6.7391e-06	6.6806e-02	1.6761e-04	7.2394e-06	3.6596e-13	4.0128e-11	5.0183e-10	2.8640e-10	
4.8500e+00	1.0732e+03	7.9183e-01	8.1315e-02	5.8579e-02	1.4934e-09	5.4920e-04	6.6905e-06	6.7543e-02	1.6562e-04	7.3101e-06	3.7558e-13	3.9655e-11	4.9731e-10	2.8316e-10	
5.0035e+00	1.0732e+03	7.9157e-01	8.2143e-02	5.7297e-02	1.4921e-09	5.4853e-04	6.6435e-06	6.8260e-02	1.6369e-04	7.3796e-06	3.8510e-13	3.9207e-11	4.9302e-10	2.8008e-10	
5.1571e+00	1.0732e+03	7.9129e-01	8.2950e-02	5.6079e-02	1.4908e-09	5.4786e-04	6.5981e-06	6.8959e-02	1.6185e-04	7.4480e-06	3.9455e-13	3.8780e-11	4.8894e-10	2.7715e-10	
5.3106e+00	1.0732e+03	7.9098e-01	8.3736e-02	5.4921e-02	1.4894e-09	5.4718e-04	6.5542e-06	6.9640e-02	1.6007e-04	7.5154e-06	4.0391e-13	3.8374e-11	4.8506e-10	2.7436e-10	
5.4641e+00	1.0732e+03	7.9066e-01	8.4502e-02	5.3818e-02	1.4880e-09	5.4649e-04	6.5118e-06	7.0304e-02	1.5835e-04	7.5817e-06	4.1320e-13	3.7986e-11	4.8135e-10	2.7169e-10	
5.6177e+00	1.0732e+03	7.9032e-01	8.5250e-02	5.2765e-02	1.4866e-09	5.4579e-04	6.4706e-06	7.0953e-02	1.5669e-04	7.6471e-06	4.2242e-13	3.7616e-11	4.7782e-10	2.6914e-10	
5.7712e+00	1.0732e+03	7.8996e-01	8.5980e-02	5.1760e-02	1.4851e-09	5.4509e-04	6.4308e-06	7.1587e-02	1.5510e-04	7.7116e-06	4.3156e-13	3.7263e-11	4.7444e-10	2.6669e-10	
5.9247e+00	1.0732e+03	7.8959e-01	8.6693e-02	5.0798e-02	1.4837e-09	5.4438e-04	6.3921e-06	7.2206e-02	1.5355e-04	7.7752e-06	4.4064e-13	3.6924e-11	4.7120e-10	2.6435e-10	
6.0783e+00	1.0732e+03	7.8921e-01	8.7390e-02	4.9877e-02	1.4822e-09	5.4367e-04	6.3547e-06	7.2813e-02	1.5205e-04	7.8380e-06	4.4966e-13	3.6600e-11	4.6810e-10	2.6211e-10	
6.2318e+00	1.0732e+03	7.8882e-01	8.8073e-02	4.8995e-02	1.4808e-09	5.4296e-04	6.3183e-06	7.3407e-02	1.5060e-04	7.9000e-06	4.5862e-13	3.6288e-11	4.6512e-10	2.5995e-10	
6.3853e+00	1.0732e+03	7.8842e-01	8.8740e-02	4.8148e-02	1.4793e-09	5.4225e-04	6.2830e-06	7.3989e-02	1.4920e-04	7.9612e-06	4.6752e-13	3.5989e-11	4.6226e-10	2.5787e-10	
6.5389e+00	1.0732e+03	7.8801e-01	8.9394e-02	4.7335e-02	1.4778e-09	5.4153e-04	6.2487e-06	7.4560e-02	1.4784e-04	8.0217e-06	4.7636e-13	3.5702e-11	4.5952e-10	2.5587e-10	
6.6924e+00	1.0732e+03	7.8759e-01	9.0035e-02	4.6553e-02	1.4763e-09	5.4082e-04	6.2154e-06	7.5120e-02	1.4651e-04	8.0814e-06	4.8516e-13	3.5425e-11	4.5687e-10	2.5395e-10	
6.8459e+00	1.0732e+03	7.8717e-01	9.0662e-02	4.5801e-02	1.4748e-09	5.4010e-04	6.1829e-06	7.5669e-02	1.4523e-04	8.1405e-06	4.9390e-13	3.5159e-11	4.5433e-10	2.5209e-10	
6.9995e+00	1.0732e+03	7.8674e-01	9.1278e-02	4.5076e-02	1.4733e-09	5.3938e-04	6.1514e-06	7.6209e-02	1.4398e-04	8.1989e-06	5.0259e-13	3.4902e-11	4.5188e-10	2.5030e-10	
7.1530e+00	1.0732e+03	7.8631e-01	9.1882e-02	4.4377e-02	1.4718e-09	5.3867e-04	6.1207e-06	7.6739e-02	1.4276e-04	8.2567e-06	5.1123e-13	3.4654e-11	4.4951e-10	2.4857e-10	
7.3065e+00	1.0732e+03	7.8587e-01	9.2475e-02	4.3704e-02	1.4703e-09	5.3795e-04	6.0908e-06	7.7261e-02	1.4158e-04	8.3138e-06	5.1983e-13	3.4415e-11	4.4722e-10	2.4689e-10	
7.4601e+00	1.0732e+03	7.8542e-01	9.3056e-02	4.3054e-02	1.4687e-09	5.3724e-04	6.0617e-06	7.7773e-02	1.4043e-04	8.3704e-06	5.2838e-13	3.4184e-11	4.4502e-10	2.4528e-10	
7.6136e+00	1.0732e+03	7.8498e-01	9.3628e-02	4.2425e-02	1.4672e-09	5.3653e-04	6.0333e-06	7.8278e-02	1.3931e-04	8.4264e-06	5.3690e-13	3.3961e-11	4.4288e-10	2.4371e-10	
7.7671e+00	1.0732e+03	7.8453e-01	9.4189e-02	4.1817e-02	1.4657e-09	5.3582e-04	6.0056e-06	7.8775e-02	1.3822e-04	8.4818e-06	5.4537e-13	3.3745e-11	4.4082e-10	2.4219e-10	
7.9207e+00	1.0732e+03	7.8408e-01	9.4741e-02	4.1230e-02	1.4642e-09	5.3511e-04	5.9787e-06	7.9263e-02	1.3715e-04	8.5367e-06	5.5380e-13	3.3536e-11	4.3882e-10	2.4072e-10	
8.0742e+00	1.0732e+03	7.8363e-01	9.5284e-02	4.0661e-02	1.4627e-09	5.3440e-04	5.9524e-06	7.9745e-02	1.3611e-04	8.5911e-06	5.6220e-13	3.3333e-11	4.3688e-10	2.3929e-10	
8.2277e+00	1.0732e+03	7.8317e-01	9.5817e-02	4.0110e-02	1.4612e-09	5.3370e-04	5.9267e-06	8.0220e-02	1.3510e-04	8.6450e-06	5.7056e-13	3.3137e-11	4.3501e-10	2.3790e-10	
8.3813e+00	1.0732e+03	7.8271e-01	9.6342e-02	3.9576e-02	1.4597e-09	5.3299e-04	5.9017e-06	8.0688e-02	1.3411e-04	8.6983e-06	5.7888e-13	3.2946e-11	4.3319e-10	2.3656e-10	
8.5348e+00	1.0732e+03	7.8226e-01	9.6858e-02	3.9058e-02	1.4582e-09	5.3229e-04	5.8772e-06	8.1149e-02	1.3314e-04	8.7511e-06	5.8717e-13	3.2762e-11	4.3142e-10	2.3525e-10	
8.6883e+00	1.0732e+03	7.8180e-01	9.7366e-02	3.8555e-02	1.4567e-09	5.3159e-04	5.8533e-06	8.1604e-02	1.3220e-04	8.8035e-06	5.9543e-13	3.2582e-11	4.2971e-10	2.3398e-10	
8.8419e+00	1.0732e+03	7.8134e-01	9.7867e-02	3.8067e-02	1.4552e-09	5.3090e-04	5.8299e-06	8.2053e-02	1.3127e-04	8.8555e-06	6.0365e-13	3.2408e-11	4.2804e-10	2.3274e-10	
8.9954e+00	1.0732e+03	7.8088e-01	9.8360e-02	3.7593e-02	1.4537e-09	5.3021e-04	5.8071e-06	8.2497e-02	1.3037e-04	8.9071e-06	6.1185e-13	3.2239e-11	4.2642e-10	2.3154e-10	
9.1489e+00	1.0732e+03	7.8041e-01	9.8845e-02	3.7133e-02	1.4522e-09	5.2952e-04	5.7848e-06	8.2934e-02	1.2948e-04	8.9581e-06	6.2001e-13	3.2074e-11	4.2485e-10	2.3036e-10	
9.3025e+00	1.0732e+03	7.7995e-01	9.9323e-02	3.6685e-02	1.4507e-09	5.2883e-04	5.7630e-06	8.3366e-02	1.2861e-04	9.0088e-06	6.2815e-13	3.1914e-11	4.2332e-10	2.2922e-10	
9.4560e+00	1.0732e+03	7.7949e-01	9.9795e-02	3.6249e-02	1.4493e-09	5.2814e-04	5.7417e-06	8.3793e-02	1.2777e-04	9.0590e-06	6.3625e-13	3.1758e-11	4.2183e-10	2.2811e-10	
9.6095e+00	1.0732e+03	7.7903e-01	1.0026e-01	3.5825e-02	1.4478e-09	5.2746e-04	5.7208e-06	8.4215e-02	1.2693e-04	9.1089e-06	6.4433e-13	3.1607e-11	4.2038e-10	2.2703e-10	
9.7631e+00	1.0732e+03	7.7857e-01	1.0072e-01	3.5412e-02	1.4463e-09	5.2678e-04	5.7003e-06	8.4632e-02	1.2612e-04	9.1583e-06	6.5239e-13	3.1459e-11	4.1896e-10	2.2597e-10	
9.9166e+00	1.0732e+03	7.7811e-01	1.0117e-01	3.5011e-02	1.4449e-09	5.2611e-04	5.6803e-06	8.5044e-02	1.2532e-04	9.2074e-06	6.6042e-13	3.1315e-11	4.1759e-10	2.2494e-10	
1.0000e+01	1.0732e+03	7.7786e-01	1.0141e-01	3.4797e-02	1.4441e-09	5.2574e-04	5.6697e-06	8.5265e-02	1.2490e-04	9.2339e-06	6.6477e-13	3.1238e-11	4.1685e-10	2.3559e-10	
