         t	         T	         p	       rho	       CH4	       H2O	        H2	        CO	       CO2	        O2	        N2	
3.2797e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.6706e-06	7.9855e-08	1.9916e-10	1.7852e-18	5.0000e-01	
3.3730e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.6829e-06	8.2062e-08	2.0682e-10	1.8569e-18	5.0000e-01	
3.4662e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.6949e-06	8.4263e-08	2.1453e-10	1.9289e-18	5.0000e-01	
3.5595e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7068e-06	8.6459e-08	2.2229e-10	2.0005e-18	5.0000e-01	
3.6528e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7183e-06	8.8649e-08	2.3009e-10	2.0737e-18	5.0000e-01	
3.7461e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7297e-06	9.0833e-08	2.3793e-10	2.1467e-18	5.0000e-01	
3.8393e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7409e-06	9.3013e-08	2.4582e-10	2.2201e-18	5.0000e-01	
3.9326e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7519e-06	9.5187e-08	2.5375e-10	2.2937e-18	5.0000e-01	
4.0259e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7627e-06	9.7356e-08	2.6172e-10	2.3682e-18	5.0000e-01	
4.1192e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7733e-06	9.9521e-08	2.6972e-10	2.4432e-18	5.0000e-01	
4.2125e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7838e-06	1.0168e-07	2.7776e-10	2.5182e-18	5.0000e-01	
4.3057e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.7941e-06	1.0384e-07	2.8584e-10	2.5935e-18	5.0000e-01	
4.3990e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8043e-06	1.0599e-07	2.9395e-10	2.6697e-18	5.0000e-01	
4.4923e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8143e-06	1.0813e-07	3.0209e-10	2.7472e-18	5.0000e-01	
4.5560e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8210e-06	1.0960e-07	3.0766e-10	2.7992e-18	5.0000e-01	
4.6196e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8277e-06	1.1106e-07	3.1325e-10	2.8514e-18	5.0000e-01	
4.6833e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8344e-06	1.1251e-07	3.1886e-10	2.9059e-18	5.0000e-01	
4.7470e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8410e-06	1.1397e-07	3.2448e-10	2.9571e-18	5.0000e-01	
4.8106e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8475e-06	1.1543e-07	3.3011e-10	3.0105e-18	5.0000e-01	
4.8743e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8540e-06	1.1688e-07	3.3576e-10	3.0644e-18	5.0000e-01	
4.9380e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8604e-06	1.1833e-07	3.4141e-10	3.1173e-18	5.0000e-01	
5.0017e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8668e-06	1.1978e-07	3.4709e-10	3.1699e-18	5.0000e-01	
5.0443e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8710e-06	1.2075e-07	3.5089e-10	3.2058e-18	5.0000e-01	
5.0870e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8752e-06	1.2172e-07	3.5471e-10	3.2415e-18	5.0000e-01	
5.1296e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8794e-06	1.2269e-07	3.5852e-10	3.2782e-18	5.0000e-01	
5.1723e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8836e-06	1.2366e-07	3.6235e-10	3.3126e-18	5.0000e-01	
5.2014e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8864e-06	1.2432e-07	3.6496e-10	3.3383e-18	5.0000e-01	
5.2197e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8882e-06	1.2473e-07	3.6660e-10	3.3522e-18	5.0000e-01	
5.2322e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8894e-06	1.2502e-07	3.6772e-10	3.3640e-18	5.0000e-01	
5.2446e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8906e-06	1.2530e-07	3.6884e-10	3.3749e-18	5.0000e-01	
5.2570e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8918e-06	1.2558e-07	3.6995e-10	3.3857e-18	5.0000e-01	
5.2694e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8930e-06	1.2586e-07	3.7107e-10	3.3908e-18	5.0000e-01	
5.2819e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8942e-06	1.2614e-07	3.7219e-10	3.4064e-18	5.0000e-01	
5.3135e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.8972e-06	1.2686e-07	3.7503e-10	3.4362e-18	5.0000e-01	
5.3450e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9003e-06	1.2757e-07	3.7788e-10	3.4597e-18	5.0000e-01	
5.3766e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9033e-06	1.2829e-07	3.8073e-10	3.4844e-18	5.0000e-01	
5.4299e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9084e-06	1.2949e-07	3.8554e-10	3.5283e-18	5.0000e-01	
5.5610e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9207e-06	1.3245e-07	3.9742e-10	3.6367e-18	5.0000e-01	
5.6920e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9329e-06	1.3540e-07	4.0933e-10	3.7490e-18	5.0000e-01	
5.8988e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9518e-06	1.4004e-07	4.2821e-10	3.9365e-18	5.0000e-01	
6.1055e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9703e-06	1.4467e-07	4.4720e-10	4.1078e-18	5.0000e-01	
6.3122e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	1.9885e-06	1.4929e-07	4.6628e-10	4.2938e-18	5.0000e-01	
6.5190e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.0064e-06	1.5389e-07	4.8545e-10	4.4795e-18	5.0000e-01	
6.8301e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.0328e-06	1.6079e-07	5.1445e-10	4.7548e-18	5.0000e-01	
7.1411e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.0586e-06	1.6767e-07	5.4362e-10	5.0335e-18	5.0000e-01	
7.4522e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.0839e-06	1.7453e-07	5.7297e-10	5.3103e-18	5.0000e-01	
7.7633e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.1087e-06	1.8137e-07	6.0246e-10	5.5890e-18	5.0000e-01	
8.0743e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.1332e-06	1.8818e-07	6.3210e-10	5.8701e-18	5.0000e-01	
8.3854e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.1572e-06	1.9498e-07	6.6187e-10	6.1529e-18	5.0000e-01	
8.6965e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.1809e-06	2.0177e-07	6.9177e-10	6.4368e-18	5.0000e-01	
9.0075e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.2043e-06	2.0853e-07	7.2178e-10	6.7217e-18	5.0000e-01	
9.3186e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.2274e-06	2.1529e-07	7.5190e-10	7.0076e-18	5.0000e-01	
9.6297e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.2503e-06	2.2203e-07	7.8212e-10	7.2943e-18	5.0000e-01	
9.9407e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.2729e-06	2.2876e-07	8.1245e-10	7.5820e-18	5.0000e-01	
1.0426e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.3078e-06	2.3923e-07	8.5993e-10	8.0323e-18	5.0000e-01	
1.0911e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.3422e-06	2.4968e-07	9.0762e-10	8.4842e-18	5.0000e-01	
1.1396e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.3762e-06	2.6011e-07	9.5550e-10	8.9377e-18	5.0000e-01	
1.1882e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.4098e-06	2.7052e-07	1.0036e-09	9.3925e-18	5.0000e-01	
1.2367e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.4432e-06	2.8091e-07	1.0518e-09	9.8484e-18	5.0000e-01	
1.2852e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.4763e-06	2.9129e-07	1.1002e-09	1.0305e-17	5.0000e-01	
1.3337e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.5091e-06	3.0166e-07	1.1487e-09	1.0763e-17	5.0000e-01	
1.4081e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.5590e-06	3.1753e-07	1.2234e-09	1.1467e-17	5.0000e-01	
1.4825e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.6086e-06	3.3337e-07	1.2984e-09	1.2172e-17	5.0000e-01	
1.5569e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.6578e-06	3.4920e-07	1.3737e-09	1.2879e-17	5.0000e-01	
1.6313e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.7067e-06	3.6501e-07	1.4492e-09	1.3586e-17	5.0000e-01	
1.7056e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.7554e-06	3.8080e-07	1.5250e-09	1.4295e-17	5.0000e-01	
1.7800e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.8039e-06	3.9659e-07	1.6011e-09	1.5004e-17	5.0000e-01	
1.8544e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.8522e-06	4.1236e-07	1.6773e-09	1.5714e-17	5.0000e-01	
1.9288e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.9004e-06	4.2813e-07	1.7538e-09	1.6424e-17	5.0000e-01	
2.0032e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.9484e-06	4.4389e-07	1.8306e-09	1.7135e-17	5.0000e-01	
2.0776e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	2.9964e-06	4.5964e-07	1.9075e-09	1.7847e-17	5.0000e-01	
2.1520e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.0443e-06	4.7539e-07	1.9847e-09	1.8558e-17	5.0000e-01	
2.2027e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.0769e-06	4.8613e-07	2.0374e-09	1.9044e-17	5.0000e-01	
2.2391e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.1003e-06	4.9384e-07	2.0754e-09	1.9393e-17	5.0000e-01	
2.2755e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.1237e-06	5.0155e-07	2.1133e-09	1.9741e-17	5.0000e-01	
2.3119e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.1471e-06	5.0925e-07	2.1513e-09	2.0090e-17	5.0000e-01	
2.3484e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.1705e-06	5.1696e-07	2.1894e-09	2.0438e-17	5.0000e-01	
2.3848e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.1938e-06	5.2466e-07	2.2275e-09	2.0787e-17	5.0000e-01	
2.4107e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2104e-06	5.3015e-07	2.2546e-09	2.1905e-17	5.0000e-01	
2.4280e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2215e-06	5.3381e-07	2.2728e-09	2.1667e-17	5.0000e-01	
2.4399e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2291e-06	5.3632e-07	2.2852e-09	2.1103e-17	5.0000e-01	
2.4482e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2345e-06	5.3809e-07	2.2940e-09	2.1655e-17	5.0000e-01	
2.4543e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2384e-06	5.3937e-07	2.3004e-09	2.1299e-17	5.0000e-01	
2.4603e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2422e-06	5.4065e-07	2.3067e-09	2.1883e-17	5.0000e-01	
2.4664e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2461e-06	5.4193e-07	2.3131e-09	2.1569e-17	5.0000e-01	
2.4725e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2500e-06	5.4321e-07	2.3194e-09	2.1045e-17	5.0000e-01	
2.4785e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2539e-06	5.4449e-07	2.3258e-09	2.0601e-17	5.0000e-01	
2.4846e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2578e-06	5.4577e-07	2.3321e-09	2.1866e-17	5.0000e-01	
2.4906e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2616e-06	5.4705e-07	2.3385e-09	2.0844e-17	5.0000e-01	
2.5067e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2719e-06	5.5045e-07	2.3554e-09	1.6673e-17	5.0000e-01	
2.5227e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2822e-06	5.5384e-07	2.3722e-09	9.8647e-18	5.0000e-01	
2.5388e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.2925e-06	5.5723e-07	2.3891e-09	1.3513e-17	5.0000e-01	
2.5548e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.3027e-06	5.6062e-07	2.4060e-09	2.3618e-17	5.0000e-01	
2.5808e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.3194e-06	5.6612e-07	2.4334e-09	3.1060e-17	5.0000e-01	
2.6613e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.3709e-06	5.8315e-07	2.5184e-09	1.0289e-16	5.0000e-01	
2.7953e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.4566e-06	6.1149e-07	2.6603e-09	-1.3792e-16	5.0000e-01	
2.9293e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.5423e-06	6.3982e-07	2.8028e-09	-2.3570e-16	5.0000e-01	
3.0633e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.6279e-06	6.6816e-07	2.9460e-09	-5.5576e-17	5.0000e-01	
3.1973e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.7135e-06	6.9649e-07	3.0898e-09	-2.2561e-16	5.0000e-01	
3.3313e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.7991e-06	7.2482e-07	3.2341e-09	-2.7984e-16	5.0000e-01	
3.4653e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.8846e-06	7.5315e-07	3.3791e-09	-2.8224e-16	5.0000e-01	
3.5993e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	3.9702e-06	7.8148e-07	3.5247e-09	-2.7354e-16	5.0000e-01	
3.7333e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.0558e-06	8.0980e-07	3.6708e-09	-2.6674e-16	5.0000e-01	
3.8673e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.1413e-06	8.3813e-07	3.8176e-09	-2.6332e-16	5.0000e-01	
4.0712e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.2714e-06	8.8122e-07	4.0420e-09	-2.6051e-16	5.0000e-01	
4.2750e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.4016e-06	9.2431e-07	4.2678e-09	-2.5903e-16	5.0000e-01	
4.4788e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.5317e-06	9.6739e-07	4.4950e-09	-2.5761e-16	5.0000e-01	
4.8668e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	4.7794e-06	1.0494e-06	4.9314e-09	-2.5307e-16	5.0000e-01	
5.2548e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	5.0272e-06	1.1314e-06	5.3728e-09	-2.4851e-16	5.0000e-01	
5.6429e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	5.2750e-06	1.2135e-06	5.8192e-09	-2.4730e-16	5.0000e-01	
6.0309e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	5.5228e-06	1.2955e-06	6.2707e-09	-2.4151e-16	5.0000e-01	
6.4189e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	5.7706e-06	1.3775e-06	6.7272e-09	-2.3692e-16	5.0000e-01	
6.8070e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	6.0185e-06	1.4596e-06	7.1887e-09	-2.3294e-16	5.0000e-01	
7.1950e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	6.2663e-06	1.5416e-06	7.6553e-09	-2.2943e-16	5.0000e-01	
7.9983e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	6.7796e-06	1.7114e-06	8.6372e-09	-2.2158e-16	5.0000e-01	
8.8017e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	7.2929e-06	1.8813e-06	9.6407e-09	-2.1347e-16	5.0000e-01	
9.6050e-04	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	7.8064e-06	2.0511e-06	1.0666e-08	-2.0709e-16	5.0000e-01	
1.0901e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	8.6348e-06	2.3251e-06	1.2365e-08	-1.9270e-16	5.0000e-01	
1.2197e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.5000e-01	9.4636e-06	2.5991e-06	1.4120e-08	-1.8085e-16	5.0000e-01	
1.3493e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.4999e-01	1.0293e-05	2.8731e-06	1.5931e-08	-1.6781e-16	5.0000e-01	
1.4789e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.5000e-01	2.4999e-01	1.1122e-05	3.1471e-06	1.7799e-08	-1.5513e-16	5.0000e-01	
1.7795e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4999e-01	2.4999e-01	1.3046e-05	3.7828e-06	2.2347e-08	-1.2630e-16	5.0000e-01	
2.2578e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4999e-01	2.4999e-01	1.6111e-05	4.7942e-06	3.0204e-08	-8.0551e-17	4.9999e-01	
3.0991e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4999e-01	2.4999e-01	2.1509e-05	6.5734e-06	4.5874e-08	-3.6851e-19	4.9999e-01	
4.6238e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4998e-01	2.4998e-01	3.1320e-05	9.7988e-06	8.0270e-08	1.4410e-16	4.9999e-01	
6.1485e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4998e-01	2.4998e-01	4.1164e-05	1.3025e-05	1.2240e-07	2.8749e-16	4.9999e-01	
7.6733e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4998e-01	2.4997e-01	5.1042e-05	1.6253e-05	1.7222e-07	4.2973e-16	4.9998e-01	
9.1980e-03	1.0732e+03	1.0000e+05	2.5240e-01	2.4997e-01	2.4997e-01	6.0953e-05	1.9481e-05	2.2972e-07	5.7085e-16	4.9998e-01	
1.2723e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4996e-01	2.4996e-01	8.3992e-05	2.6947e-05	3.9184e-07	8.9272e-16	4.9997e-01	
1.6247e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4995e-01	2.4995e-01	1.0721e-04	3.4418e-05	5.9463e-07	1.2085e-15	4.9996e-01	
1.9772e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4994e-01	2.4993e-01	1.3060e-04	4.1894e-05	8.3785e-07	1.5180e-15	4.9996e-01	
2.3296e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4992e-01	2.4992e-01	1.5417e-04	4.9375e-05	1.1210e-06	1.8213e-15	4.9995e-01	
2.6821e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4991e-01	2.4991e-01	1.7791e-04	5.6859e-05	1.4440e-06	2.1183e-15	4.9994e-01	
3.0345e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4990e-01	2.4990e-01	2.0181e-04	6.4348e-05	1.8064e-06	2.4088e-15	4.9993e-01	
3.3870e-02	1.0732e+03	1.0001e+05	2.5240e-01	2.4989e-01	2.4989e-01	2.2589e-04	7.1841e-05	2.2078e-06	2.6929e-15	4.9993e-01	
3.7394e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4988e-01	2.4987e-01	2.5013e-04	7.9338e-05	2.6481e-06	2.9705e-15	4.9992e-01	
4.0919e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4986e-01	2.4986e-01	2.7454e-04	8.6838e-05	3.1267e-06	3.2415e-15	4.9991e-01	
4.4443e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4985e-01	2.4985e-01	2.9910e-04	9.4340e-05	3.6434e-06	3.5060e-15	4.9990e-01	
4.7968e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4984e-01	2.4984e-01	3.2383e-04	1.0185e-04	4.1978e-06	3.7636e-15	4.9989e-01	
5.1492e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4983e-01	2.4982e-01	3.4871e-04	1.0935e-04	4.7894e-06	4.0146e-15	4.9989e-01	
5.3659e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4982e-01	2.4982e-01	3.6408e-04	1.1397e-04	5.1715e-06	4.1657e-15	4.9988e-01	
5.5043e-02	1.0732e+03	1.0002e+05	2.5240e-01	2.4982e-01	2.4981e-01	3.7393e-04	1.1692e-04	5.4228e-06	4.2608e-15	4.9988e-01	
5.6427e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4981e-01	2.4981e-01	3.8380e-04	1.1987e-04	5.6798e-06	4.3549e-15	4.9987e-01	
5.7812e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4981e-01	2.4980e-01	3.9370e-04	1.2282e-04	5.9423e-06	4.4479e-15	4.9987e-01	
6.0188e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4980e-01	2.4979e-01	4.1075e-04	1.2788e-04	6.4062e-06	4.6052e-15	4.9987e-01	
6.4212e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4978e-01	2.4978e-01	4.3976e-04	1.3646e-04	7.2285e-06	4.8644e-15	4.9986e-01	
6.8237e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4977e-01	2.4976e-01	4.6895e-04	1.4504e-04	8.0970e-06	5.1148e-15	4.9985e-01	
7.2261e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4976e-01	2.4975e-01	4.9833e-04	1.5362e-04	9.0117e-06	5.3562e-15	4.9984e-01	
7.4454e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4975e-01	2.4974e-01	5.1441e-04	1.5829e-04	9.5280e-06	5.4839e-15	4.9983e-01	
7.6646e-02	1.0732e+03	1.0003e+05	2.5240e-01	2.4974e-01	2.4973e-01	5.3054e-04	1.6296e-04	1.0058e-05	5.6090e-15	4.9983e-01	
7.8839e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4973e-01	2.4972e-01	5.4673e-04	1.6763e-04	1.0602e-05	5.7314e-15	4.9982e-01	
8.1031e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4972e-01	2.4971e-01	5.6296e-04	1.7230e-04	1.1158e-05	5.8512e-15	4.9982e-01	
8.3224e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4972e-01	2.4970e-01	5.7924e-04	1.7697e-04	1.1727e-05	5.9683e-15	4.9981e-01	
8.5416e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4971e-01	2.4970e-01	5.9557e-04	1.8164e-04	1.2309e-05	6.0828e-15	4.9981e-01	
8.7609e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4970e-01	2.4969e-01	6.1195e-04	1.8631e-04	1.2904e-05	6.1946e-15	4.9980e-01	
8.9801e-02	1.0732e+03	1.0004e+05	2.5240e-01	2.4969e-01	2.4968e-01	6.2837e-04	1.9098e-04	1.3511e-05	6.3038e-15	4.9980e-01	
