         t	         T	         p	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
5.7978e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.7063e-05	1.4280e-01	2.8552e-01	8.8857e-06	4.3253e-05	2.0166e-04	9.8521e-08	8.9095e-11	5.7137e-01	
5.8370e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6992e-05	1.4280e-01	2.8552e-01	8.8661e-06	4.3188e-05	2.0150e-04	9.8304e-08	8.8908e-11	5.7137e-01	
5.8761e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6923e-05	1.4280e-01	2.8552e-01	8.8468e-06	4.3124e-05	2.0135e-04	9.8090e-08	8.8725e-11	5.7137e-01	
5.9152e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6855e-05	1.4280e-01	2.8552e-01	8.8279e-06	4.3061e-05	2.0120e-04	9.7882e-08	8.8547e-11	5.7137e-01	
5.9544e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6789e-05	1.4280e-01	2.8552e-01	8.8096e-06	4.3000e-05	2.0106e-04	9.7679e-08	8.8373e-11	5.7137e-01	
6.0271e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6670e-05	1.4280e-01	2.8552e-01	8.7767e-06	4.2890e-05	2.0080e-04	9.7315e-08	8.8062e-11	5.7137e-01	
6.0997e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6557e-05	1.4280e-01	2.8552e-01	8.7453e-06	4.2785e-05	2.0055e-04	9.6967e-08	8.7764e-11	5.7137e-01	
6.1724e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6448e-05	1.4280e-01	2.8552e-01	8.7152e-06	4.2684e-05	2.0032e-04	9.6634e-08	8.7480e-11	5.7137e-01	
6.3084e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.6258e-05	1.4280e-01	2.8552e-01	8.6624e-06	4.2507e-05	1.9990e-04	9.6050e-08	8.6981e-11	5.7137e-01	
6.5324e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5976e-05	1.4280e-01	2.8552e-01	8.5844e-06	4.2245e-05	1.9928e-04	9.5188e-08	8.6246e-11	5.7137e-01	
6.7565e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5729e-05	1.4280e-01	2.8552e-01	8.5161e-06	4.2014e-05	1.9873e-04	9.4432e-08	8.5602e-11	5.7137e-01	
6.9806e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5513e-05	1.4280e-01	2.8553e-01	8.4567e-06	4.1813e-05	1.9825e-04	9.3775e-08	8.5042e-11	5.7137e-01	
7.2047e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5325e-05	1.4280e-01	2.8553e-01	8.4047e-06	4.1637e-05	1.9783e-04	9.3199e-08	8.4553e-11	5.7137e-01	
7.4287e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5160e-05	1.4280e-01	2.8553e-01	8.3592e-06	4.1482e-05	1.9746e-04	9.2696e-08	8.4125e-11	5.7137e-01	
7.6528e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.5015e-05	1.4280e-01	2.8553e-01	8.3193e-06	4.1346e-05	1.9714e-04	9.2254e-08	8.3750e-11	5.7137e-01	
7.8769e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4887e-05	1.4280e-01	2.8553e-01	8.2843e-06	4.1227e-05	1.9685e-04	9.1867e-08	8.3421e-11	5.7137e-01	
8.1010e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4776e-05	1.4280e-01	2.8553e-01	8.2535e-06	4.1122e-05	1.9660e-04	9.1526e-08	8.3132e-11	5.7137e-01	
8.4392e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4632e-05	1.4280e-01	2.8553e-01	8.2142e-06	4.0987e-05	1.9628e-04	9.1091e-08	8.2763e-11	5.7137e-01	
8.7775e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4514e-05	1.4280e-01	2.8553e-01	8.1815e-06	4.0876e-05	1.9601e-04	9.0729e-08	8.2457e-11	5.7137e-01	
9.1157e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4417e-05	1.4280e-01	2.8553e-01	8.1549e-06	4.0784e-05	1.9579e-04	9.0435e-08	8.2208e-11	5.7137e-01	
9.4539e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4337e-05	1.4280e-01	2.8553e-01	8.1329e-06	4.0709e-05	1.9561e-04	9.0191e-08	8.2001e-11	5.7137e-01	
9.7922e-03	1.0732e+03	1.0000e+05	2.8829e-01	5.4270e-05	1.4280e-01	2.8553e-01	8.1148e-06	4.0647e-05	1.9545e-04	8.9991e-08	8.1832e-11	5.7137e-01	
1.0130e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4216e-05	1.4280e-01	2.8553e-01	8.0998e-06	4.0595e-05	1.9533e-04	8.9825e-08	8.1691e-11	5.7137e-01	
1.0469e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4171e-05	1.4280e-01	2.8553e-01	8.0873e-06	4.0553e-05	1.9523e-04	8.9688e-08	8.1575e-11	5.7137e-01	
1.0807e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4133e-05	1.4280e-01	2.8553e-01	8.0771e-06	4.0517e-05	1.9514e-04	8.9575e-08	8.1480e-11	5.7137e-01	
1.1353e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4086e-05	1.4280e-01	2.8553e-01	8.0643e-06	4.0473e-05	1.9504e-04	8.9433e-08	8.1359e-11	5.7137e-01	
1.1900e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4052e-05	1.4280e-01	2.8553e-01	8.0548e-06	4.0440e-05	1.9496e-04	8.9327e-08	8.1270e-11	5.7137e-01	
1.2447e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4027e-05	1.4280e-01	2.8553e-01	8.0480e-06	4.0417e-05	1.9490e-04	8.9253e-08	8.1207e-11	5.7137e-01	
1.2993e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.4008e-05	1.4280e-01	2.8553e-01	8.0428e-06	4.0399e-05	1.9486e-04	8.9195e-08	8.1159e-11	5.7137e-01	
1.3540e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3994e-05	1.4280e-01	2.8553e-01	8.0391e-06	4.0386e-05	1.9482e-04	8.9154e-08	8.1124e-11	5.7137e-01	
1.4086e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3984e-05	1.4280e-01	2.8553e-01	8.0363e-06	4.0377e-05	1.9480e-04	8.9123e-08	8.1098e-11	5.7137e-01	
1.4633e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3977e-05	1.4280e-01	2.8553e-01	8.0343e-06	4.0370e-05	1.9478e-04	8.9100e-08	8.1079e-11	5.7137e-01	
1.5453e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3969e-05	1.4280e-01	2.8553e-01	8.0323e-06	4.0363e-05	1.9477e-04	8.9078e-08	8.1060e-11	5.7137e-01	
1.6273e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3965e-05	1.4280e-01	2.8553e-01	8.0310e-06	4.0358e-05	1.9476e-04	8.9064e-08	8.1048e-11	5.7137e-01	
1.7094e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3962e-05	1.4280e-01	2.8553e-01	8.0302e-06	4.0356e-05	1.9475e-04	8.9055e-08	8.1040e-11	5.7137e-01	
1.7914e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3960e-05	1.4280e-01	2.8553e-01	8.0296e-06	4.0354e-05	1.9474e-04	8.9048e-08	8.1034e-11	5.7137e-01	
1.9219e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3958e-05	1.4280e-01	2.8553e-01	8.0291e-06	4.0352e-05	1.9474e-04	8.9044e-08	8.1031e-11	5.7137e-01	
2.0523e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0285e-06	4.0350e-05	1.9474e-04	8.9036e-08	8.1025e-11	5.7137e-01	
2.1828e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3957e-05	1.4280e-01	2.8553e-01	8.0289e-06	4.0351e-05	1.9474e-04	8.9040e-08	8.1028e-11	5.7137e-01	
2.3133e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0283e-06	4.0350e-05	1.9474e-04	8.9034e-08	8.1023e-11	5.7137e-01	
2.4438e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3957e-05	1.4280e-01	2.8553e-01	8.0290e-06	4.0351e-05	1.9474e-04	8.9042e-08	8.1030e-11	5.7137e-01	
2.5742e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3957e-05	1.4280e-01	2.8553e-01	8.0285e-06	4.0351e-05	1.9474e-04	8.9036e-08	8.1024e-11	5.7137e-01	
2.7047e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0350e-05	1.9474e-04	8.9039e-08	8.1027e-11	5.7137e-01	
2.8352e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0288e-06	4.0351e-05	1.9474e-04	8.9040e-08	8.1026e-11	5.7137e-01	
2.9656e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3957e-05	1.4280e-01	2.8553e-01	8.0285e-06	4.0350e-05	1.9474e-04	8.9037e-08	8.1025e-11	5.7137e-01	
3.0961e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0288e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1028e-11	5.7137e-01	
3.2266e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0288e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1025e-11	5.7137e-01	
3.3571e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0286e-06	4.0350e-05	1.9474e-04	8.9038e-08	8.1026e-11	5.7137e-01	
3.5712e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0350e-05	1.9474e-04	8.9039e-08	8.1030e-11	5.7137e-01	
3.7853e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0288e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1028e-11	5.7137e-01	
3.9994e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0350e-05	1.9474e-04	8.9039e-08	8.1029e-11	5.7137e-01	
4.3268e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9038e-08	8.1026e-11	5.7137e-01	
4.6542e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
5.2591e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9038e-08	8.1027e-11	5.7137e-01	
6.2045e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9038e-08	8.1028e-11	5.7137e-01	
7.1499e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9038e-08	8.1027e-11	5.7137e-01	
8.0953e-02	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9038e-08	8.1026e-11	5.7137e-01	
1.1258e-01	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
1.7641e-01	1.0732e+03	1.0000e+05	2.8829e-01	5.3957e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
2.4024e-01	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
8.7854e-01	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
3.8714e+00	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
1.0000e+01	1.0732e+03	1.0000e+05	2.8829e-01	5.3956e-05	1.4280e-01	2.8553e-01	8.0287e-06	4.0351e-05	1.9474e-04	8.9039e-08	8.1026e-11	5.7137e-01	
