         t	         T	         p	       rho	        H2	        O2	       H2O	         H	         O	        OH	       HO2	      H2O2	        N2	
0.0000e+00	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	
7.7981e-10	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	0.0000e+00	1.5159e-13	9.1687e-22	3.4556e-12	1.5159e-13	0.0000e+00	5.0000e-01	
6.3562e-08	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	6.9746e-11	8.3810e-11	1.0499e-12	2.1307e-10	9.5975e-12	5.9281e-17	5.0000e-01	
1.8474e-07	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.0435e-10	2.4527e-10	3.0765e-12	6.1773e-10	2.7831e-11	1.7368e-16	5.0000e-01	
3.0593e-07	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	6.7890e-10	7.4731e-10	1.5846e-11	6.9497e-10	3.4671e-11	5.9787e-16	5.0000e-01	
6.5058e-07	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.0805e-09	2.1604e-09	1.0826e-10	9.5765e-10	6.4745e-11	2.3045e-15	5.0000e-01	
9.9523e-07	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	4.1312e-09	4.1665e-09	2.6834e-10	6.7983e-10	8.3291e-11	5.0146e-15	5.0000e-01	
1.3399e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	5.8472e-09	5.7418e-09	5.0246e-10	9.6040e-10	1.2382e-10	8.6930e-15	5.0000e-01	
1.6845e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	7.8327e-09	7.5368e-09	7.8842e-10	1.1801e-09	1.6241e-10	1.3588e-14	5.0000e-01	
2.3354e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.2293e-08	1.1486e-08	1.4768e-09	1.4767e-09	2.3842e-10	2.6150e-14	5.0000e-01	
2.9864e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.8026e-08	1.6533e-08	2.3242e-09	1.7968e-09	3.3022e-10	4.5057e-14	5.0000e-01	
3.6373e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.4618e-08	2.2222e-08	3.3753e-09	2.1885e-09	4.3577e-10	6.8895e-14	5.0000e-01	
4.7261e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	3.9755e-08	3.5197e-08	5.7180e-09	3.0413e-09	6.7612e-10	1.2993e-13	5.0000e-01	
5.8149e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	5.9599e-08	5.2077e-08	8.7939e-09	4.1701e-09	9.8878e-10	2.1561e-13	5.0000e-01	
6.9037e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	8.8026e-08	7.6099e-08	1.3174e-08	5.7647e-09	1.4341e-09	3.4630e-13	5.0000e-01	
7.9925e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.2707e-07	1.0896e-07	1.9172e-08	7.9743e-09	2.0425e-09	5.3238e-13	5.0000e-01	
9.0813e-06	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.8183e-07	1.5490e-07	2.7558e-08	1.1040e-08	2.8934e-09	8.0053e-13	5.0000e-01	
1.0170e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.5462e-07	2.1586e-07	3.8676e-08	1.5125e-08	4.0225e-09	1.1626e-12	5.0000e-01	
1.1259e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	3.5616e-07	3.0076e-07	5.4170e-08	2.0768e-08	5.5954e-09	1.6755e-12	5.0000e-01	
1.1947e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	4.4146e-07	3.7201e-07	6.7166e-08	2.5549e-08	6.9148e-09	2.1100e-12	5.0000e-01	
1.2636e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	5.4252e-07	4.5637e-07	8.2552e-08	3.1210e-08	8.4770e-09	2.6267e-12	5.0000e-01	
1.3324e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	6.6669e-07	5.5998e-07	1.0145e-07	3.8102e-08	1.0396e-08	3.2646e-12	5.0000e-01	
1.4012e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	8.1832e-07	6.8645e-07	1.2453e-07	4.6567e-08	1.2738e-08	4.0464e-12	5.0000e-01	
1.4701e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.0047e-06	8.4183e-07	1.5287e-07	5.6953e-08	1.5615e-08	5.0103e-12	5.0000e-01	
1.5389e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.2300e-06	1.0296e-06	1.8712e-07	6.9517e-08	1.9092e-08	6.1784e-12	5.0000e-01	
1.6077e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.5065e-06	1.2600e-06	2.2916e-07	8.4894e-08	2.3359e-08	7.6161e-12	5.0000e-01	
1.6765e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	1.8443e-06	1.5415e-06	2.8051e-07	1.0372e-07	2.8569e-08	9.3767e-12	5.0000e-01	
1.7454e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.2569e-06	1.8852e-06	3.4322e-07	1.2670e-07	3.4931e-08	1.1532e-11	5.0000e-01	
1.7884e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.5629e-06	2.1400e-06	3.8970e-07	1.4374e-07	3.9647e-08	1.3134e-11	5.0000e-01	
1.8315e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	2.9062e-06	2.4259e-06	4.4186e-07	1.6288e-07	4.4937e-08	1.4934e-11	5.0000e-01	
1.8746e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.5000e-01	2.5000e-01	3.2959e-06	2.7504e-06	5.0105e-07	1.8455e-07	5.0942e-08	1.6980e-11	5.0000e-01	
1.9176e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	3.7374e-06	3.1180e-06	5.6811e-07	2.0914e-07	5.7742e-08	1.9302e-11	5.0000e-01	
1.9607e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	4.2376e-06	3.5346e-06	6.4410e-07	2.3700e-07	6.5445e-08	2.1938e-11	5.0000e-01	
2.0038e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	4.8046e-06	4.0065e-06	7.3019e-07	2.6857e-07	7.4173e-08	2.4931e-11	5.0000e-01	
2.0468e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	5.4481e-06	4.5422e-06	8.2791e-07	3.0440e-07	8.4075e-08	2.8337e-11	5.0000e-01	
2.0899e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	6.1751e-06	5.1473e-06	9.3830e-07	3.4489e-07	9.5259e-08	3.2193e-11	5.0000e-01	
2.1330e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	7.0002e-06	5.8338e-06	1.0635e-06	3.9081e-07	1.0794e-07	3.6580e-11	5.0000e-01	
2.1760e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.5000e-01	7.9351e-06	6.6117e-06	1.2055e-06	4.4288e-07	1.2231e-07	4.1567e-11	5.0000e-01	
2.2191e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.4999e-01	8.9946e-06	7.4932e-06	1.3663e-06	5.0188e-07	1.3859e-07	4.7236e-11	5.0000e-01	
2.2622e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4999e-01	2.4999e-01	1.0195e-05	8.4919e-06	1.5485e-06	5.6874e-07	1.5702e-07	5.3684e-11	5.0000e-01	
2.3052e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4998e-01	2.4999e-01	1.1556e-05	9.6234e-06	1.7549e-06	6.4451e-07	1.7789e-07	6.1021e-11	5.0000e-01	
2.3483e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4998e-01	2.4999e-01	1.3098e-05	1.0905e-05	1.9888e-06	7.3039e-07	2.0152e-07	6.9373e-11	5.0000e-01	
2.3914e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4998e-01	2.4999e-01	1.4845e-05	1.2358e-05	2.2538e-06	8.2771e-07	2.2828e-07	7.8886e-11	5.0000e-01	
2.4185e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4998e-01	2.4999e-01	1.6064e-05	1.3371e-05	2.4386e-06	8.9564e-07	2.4694e-07	8.5560e-11	5.0000e-01	
2.4456e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4997e-01	2.4999e-01	1.7380e-05	1.4465e-05	2.6381e-06	9.6894e-07	2.6706e-07	9.2781e-11	5.0000e-01	
2.4726e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4997e-01	2.4999e-01	1.8803e-05	1.5648e-05	2.8539e-06	1.0483e-06	2.8882e-07	1.0063e-10	5.0000e-01	
2.5173e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4997e-01	2.4999e-01	2.1411e-05	1.7814e-05	3.2491e-06	1.1936e-06	3.2864e-07	1.1510e-10	5.0000e-01	
2.5620e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4996e-01	2.4999e-01	2.4380e-05	2.0279e-05	3.6989e-06	1.3590e-06	3.7390e-07	1.3170e-10	5.0000e-01	
2.6067e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4996e-01	2.4998e-01	2.7758e-05	2.3083e-05	4.2104e-06	1.5473e-06	4.2531e-07	1.5076e-10	5.0000e-01	
2.6514e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4995e-01	2.4998e-01	3.1607e-05	2.6277e-05	4.7931e-06	1.7619e-06	4.8379e-07	1.7272e-10	5.0000e-01	
2.6961e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4995e-01	2.4998e-01	3.5989e-05	2.9911e-05	5.4562e-06	2.0063e-06	5.5023e-07	1.9801e-10	5.0000e-01	
2.7407e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4994e-01	2.4997e-01	4.0979e-05	3.4047e-05	6.2107e-06	2.2846e-06	6.2570e-07	2.2718e-10	5.0000e-01	
2.7854e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4993e-01	2.4997e-01	4.6660e-05	3.8753e-05	7.0693e-06	2.6016e-06	7.1139e-07	2.6087e-10	5.0000e-01	
2.8301e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4992e-01	2.4997e-01	5.3130e-05	4.4108e-05	8.0464e-06	2.9628e-06	8.0868e-07	2.9987e-10	5.0000e-01	
2.8748e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4991e-01	2.4996e-01	6.0498e-05	5.0201e-05	9.1581e-06	3.3742e-06	9.1909e-07	3.4509e-10	5.0000e-01	
2.9195e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4990e-01	2.4996e-01	6.8889e-05	5.7135e-05	1.0423e-05	3.8430e-06	1.0443e-06	3.9762e-10	5.0000e-01	
2.9641e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4989e-01	2.4995e-01	7.8445e-05	6.5022e-05	1.1862e-05	4.3771e-06	1.1863e-06	4.5878e-10	5.0000e-01	
3.0088e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4987e-01	2.4995e-01	8.9330e-05	7.3996e-05	1.3500e-05	4.9858e-06	1.3472e-06	5.3014e-10	5.0000e-01	
3.0535e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4985e-01	2.4994e-01	1.0173e-04	8.4203e-05	1.5363e-05	5.6797e-06	1.5294e-06	6.1361e-10	5.0000e-01	
3.0982e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4983e-01	2.4993e-01	1.1585e-04	9.5813e-05	1.7481e-05	6.4706e-06	1.7356e-06	7.1149e-10	5.0000e-01	
3.1429e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4981e-01	2.4992e-01	1.3194e-04	1.0902e-04	1.9891e-05	7.3724e-06	1.9688e-06	8.2657e-10	5.0000e-01	
3.1876e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4978e-01	2.4991e-01	1.5027e-04	1.2403e-04	2.2631e-05	8.4007e-06	2.2322e-06	9.6223e-10	5.0000e-01	
3.2322e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4975e-01	2.4990e-01	1.7116e-04	1.4110e-04	2.5746e-05	9.5736e-06	2.5295e-06	1.1226e-09	5.0000e-01	
3.2769e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4972e-01	2.4988e-01	1.9497e-04	1.6051e-04	2.9288e-05	1.0912e-05	2.8647e-06	1.3127e-09	5.0000e-01	
3.3216e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4968e-01	2.4986e-01	2.2210e-04	1.8256e-04	3.3314e-05	1.2438e-05	3.2420e-06	1.5387e-09	5.0000e-01	
3.3663e-05	1.0732e+03	1.0000e+05	2.5228e-01	2.4964e-01	2.4985e-01	2.5302e-04	2.0762e-04	3.7889e-05	1.4181e-05	3.6662e-06	1.8080e-09	5.0000e-01	
3.4110e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4959e-01	2.4982e-01	2.8829e-04	2.3609e-04	4.3087e-05	1.6171e-05	4.1422e-06	2.1300e-09	5.0000e-01	
3.4556e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4953e-01	2.4980e-01	3.2849e-04	2.6842e-04	4.8990e-05	1.8443e-05	4.6756e-06	2.5153e-09	5.0000e-01	
3.5003e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4946e-01	2.4977e-01	3.7432e-04	3.0513e-04	5.5692e-05	2.1037e-05	5.2719e-06	2.9773e-09	5.0000e-01	
3.5450e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4939e-01	2.4974e-01	4.2661e-04	3.4679e-04	6.3301e-05	2.4003e-05	5.9371e-06	3.5330e-09	5.0001e-01	
3.5897e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4930e-01	2.4970e-01	4.8626e-04	3.9406e-04	7.1935e-05	2.7391e-05	6.6771e-06	4.2019e-09	5.0001e-01	
3.6344e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4921e-01	2.4966e-01	5.5432e-04	4.4766e-04	8.1727e-05	3.1265e-05	7.4982e-06	5.0078e-09	5.0001e-01	
3.6791e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4910e-01	2.4962e-01	6.3199e-04	5.0842e-04	9.2830e-05	3.5695e-05	8.4064e-06	5.9794e-09	5.0001e-01	
3.7237e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4897e-01	2.4956e-01	7.2064e-04	5.7727e-04	1.0541e-04	4.0760e-05	9.4074e-06	7.1506e-09	5.0001e-01	
3.7684e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4883e-01	2.4950e-01	8.2185e-04	6.5521e-04	1.1966e-04	4.6554e-05	1.0506e-05	8.5618e-09	5.0001e-01	
3.8131e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4867e-01	2.4943e-01	9.3739e-04	7.4342e-04	1.3578e-04	5.3182e-05	1.1708e-05	1.0260e-08	5.0002e-01	
3.8578e-05	1.0732e+03	1.0000e+05	2.5229e-01	2.4848e-01	2.4936e-01	1.0693e-03	8.4316e-04	1.5402e-04	6.0762e-05	1.3017e-05	1.2300e-08	5.0002e-01	
3.9025e-05	1.0732e+03	1.0000e+05	2.5230e-01	2.4827e-01	2.4927e-01	1.2200e-03	9.5586e-04	1.7464e-04	6.9431e-05	1.4435e-05	1.4746e-08	5.0003e-01	
3.9471e-05	1.0732e+03	1.0000e+05	2.5230e-01	2.4803e-01	2.4917e-01	1.3920e-03	1.0831e-03	1.9792e-04	7.9342e-05	1.5963e-05	1.7668e-08	5.0003e-01	
3.9918e-05	1.0732e+03	1.0000e+05	2.5230e-01	2.4776e-01	2.4905e-01	1.5885e-03	1.2266e-03	2.2418e-04	9.0667e-05	1.7600e-05	2.1147e-08	5.0004e-01	
4.0365e-05	1.0732e+03	1.0000e+05	2.5231e-01	2.4746e-01	2.4892e-01	1.8127e-03	1.3883e-03	2.5379e-04	1.0360e-04	1.9345e-05	2.5271e-08	5.0005e-01	
4.0812e-05	1.0732e+03	1.0000e+05	2.5231e-01	2.4711e-01	2.4877e-01	2.0687e-03	1.5704e-03	2.8713e-04	1.1836e-04	2.1193e-05	3.0136e-08	5.0006e-01	
4.1259e-05	1.0732e+03	1.0000e+05	2.5232e-01	2.4671e-01	2.4860e-01	2.3608e-03	1.7751e-03	3.2462e-04	1.3518e-04	2.3138e-05	3.5845e-08	5.0007e-01	
4.1706e-05	1.0732e+03	1.0000e+05	2.5233e-01	2.4626e-01	2.4841e-01	2.6938e-03	2.0049e-03	3.6675e-04	1.5434e-04	2.5171e-05	4.2501e-08	5.0009e-01	
4.2152e-05	1.0732e+03	1.0000e+05	2.5234e-01	2.4575e-01	2.4819e-01	3.0734e-03	2.2627e-03	4.1400e-04	1.7611e-04	2.7283e-05	5.0214e-08	5.0011e-01	
4.2599e-05	1.0732e+03	1.0000e+05	2.5235e-01	2.4517e-01	2.4795e-01	3.5056e-03	2.5513e-03	4.6694e-04	2.0083e-04	2.9462e-05	5.9087e-08	5.0013e-01	
4.3046e-05	1.0732e+03	1.0000e+05	2.5236e-01	2.4451e-01	2.4767e-01	3.9973e-03	2.8741e-03	5.2616e-04	2.2882e-04	3.1696e-05	6.9218e-08	5.0016e-01	
4.3493e-05	1.0732e+03	1.0000e+05	2.5238e-01	2.4378e-01	2.4736e-01	4.5559e-03	3.2342e-03	5.9228e-04	2.6046e-04	3.3972e-05	8.0703e-08	5.0019e-01	
4.3940e-05	1.0732e+03	1.0000e+05	2.5240e-01	2.4294e-01	2.4700e-01	5.1897e-03	3.6355e-03	6.6599e-04	2.9614e-04	3.6276e-05	9.3617e-08	5.0023e-01	
4.4386e-05	1.0732e+03	1.0000e+05	2.5242e-01	2.4200e-01	2.4660e-01	5.9078e-03	4.0816e-03	7.4800e-04	3.3628e-04	3.8597e-05	1.0802e-07	5.0028e-01	
4.4833e-05	1.0732e+03	1.0000e+05	2.5245e-01	2.4095e-01	2.4616e-01	6.7199e-03	4.5765e-03	8.3903e-04	3.8131e-04	4.0923e-05	1.2395e-07	5.0034e-01	
4.5280e-05	1.0732e+03	1.0000e+05	2.5249e-01	2.3977e-01	2.4565e-01	7.6366e-03	5.1243e-03	9.3987e-04	4.3168e-04	4.3243e-05	1.4141e-07	5.0040e-01	
4.5727e-05	1.0732e+03	1.0000e+05	2.5253e-01	2.3844e-01	2.4509e-01	8.6690e-03	5.7290e-03	1.0513e-03	4.8786e-04	4.5551e-05	1.6040e-07	5.0048e-01	
4.6174e-05	1.0732e+03	1.0000e+05	2.5257e-01	2.3696e-01	2.4446e-01	9.8291e-03	6.3947e-03	1.1741e-03	5.5032e-04	4.7839e-05	1.8088e-07	5.0058e-01	
4.6621e-05	1.0732e+03	1.0000e+05	2.5263e-01	2.3532e-01	2.4376e-01	1.1129e-02	7.1250e-03	1.3090e-03	6.1951e-04	5.0105e-05	2.0275e-07	5.0069e-01	
4.7067e-05	1.0732e+03	1.0000e+05	2.5269e-01	2.3349e-01	2.4299e-01	1.2583e-02	7.9238e-03	1.4567e-03	6.9589e-04	5.2346e-05	2.2593e-07	5.0081e-01	
4.7378e-05	1.0732e+03	1.0000e+05	2.5274e-01	2.3210e-01	2.4240e-01	1.3692e-02	8.5216e-03	1.5675e-03	7.5353e-04	5.3891e-05	2.4275e-07	5.0091e-01	
4.7689e-05	1.0732e+03	1.0000e+05	2.5280e-01	2.3061e-01	2.4176e-01	1.4886e-02	9.1552e-03	1.6850e-03	8.1501e-04	5.5425e-05	2.6009e-07	5.0103e-01	
4.8000e-05	1.0732e+03	1.0000e+05	2.5286e-01	2.2902e-01	2.4109e-01	1.6170e-02	9.8249e-03	1.8094e-03	8.8043e-04	5.6948e-05	2.7788e-07	5.0115e-01	
4.8312e-05	1.0732e+03	1.0000e+05	2.5293e-01	2.2732e-01	2.4036e-01	1.7548e-02	1.0531e-02	1.9408e-03	9.4992e-04	5.8461e-05	2.9604e-07	5.0128e-01	
4.8623e-05	1.0732e+03	1.0000e+05	2.5301e-01	2.2551e-01	2.3959e-01	1.9025e-02	1.1275e-02	2.0794e-03	1.0235e-03	5.9966e-05	3.1452e-07	5.0143e-01	
4.8934e-05	1.0732e+03	1.0000e+05	2.5309e-01	2.2359e-01	2.3877e-01	2.0604e-02	1.2055e-02	2.2251e-03	1.1014e-03	6.1462e-05	3.3322e-07	5.0160e-01	
4.9245e-05	1.0732e+03	1.0000e+05	2.5318e-01	2.2154e-01	2.3790e-01	2.2290e-02	1.2871e-02	2.3780e-03	1.1835e-03	6.2953e-05	3.5207e-07	5.0178e-01	
4.9556e-05	1.0732e+03	1.0000e+05	2.5328e-01	2.1937e-01	2.3697e-01	2.4086e-02	1.3723e-02	2.5380e-03	1.2699e-03	6.4438e-05	3.7098e-07	5.0197e-01	
4.9867e-05	1.0732e+03	1.0000e+05	2.5339e-01	2.1708e-01	2.3600e-01	2.5997e-02	1.4610e-02	2.7049e-03	1.3605e-03	6.5922e-05	3.8986e-07	5.0219e-01	
5.0178e-05	1.0732e+03	1.0000e+05	2.5351e-01	2.1466e-01	2.3496e-01	2.8024e-02	1.5529e-02	2.8786e-03	1.4553e-03	6.7401e-05	4.0864e-07	5.0242e-01	
5.0489e-05	1.0732e+03	1.0000e+05	2.5363e-01	2.1212e-01	2.3388e-01	3.0171e-02	1.6479e-02	3.0587e-03	1.5542e-03	6.8881e-05	4.2721e-07	5.0268e-01	
5.0703e-05	1.0732e+03	1.0000e+05	2.5373e-01	2.1029e-01	2.3310e-01	3.1721e-02	1.7150e-02	3.1865e-03	1.6247e-03	6.9897e-05	4.3984e-07	5.0286e-01	
5.0918e-05	1.0732e+03	1.0000e+05	2.5383e-01	2.0840e-01	2.3229e-01	3.3330e-02	1.7834e-02	3.3169e-03	1.6969e-03	7.0913e-05	4.5232e-07	5.0306e-01	
5.1132e-05	1.0732e+03	1.0000e+05	2.5393e-01	2.0645e-01	2.3145e-01	3.4997e-02	1.8528e-02	3.4499e-03	1.7710e-03	7.1929e-05	4.6460e-07	5.0327e-01	
5.1346e-05	1.0732e+03	1.0000e+05	2.5405e-01	2.0445e-01	2.3060e-01	3.6724e-02	1.9233e-02	3.5854e-03	1.8467e-03	7.2945e-05	4.7666e-07	5.0349e-01	
5.1561e-05	1.0732e+03	1.0000e+05	2.5416e-01	2.0238e-01	2.2971e-01	3.8509e-02	1.9946e-02	3.7230e-03	1.9240e-03	7.3959e-05	4.8849e-07	5.0373e-01	
5.1775e-05	1.0732e+03	1.0000e+05	2.5429e-01	2.0026e-01	2.2880e-01	4.0353e-02	2.0666e-02	3.8626e-03	2.0028e-03	7.4972e-05	5.0005e-07	5.0398e-01	
5.1989e-05	1.0732e+03	1.0000e+05	2.5442e-01	1.9809e-01	2.2787e-01	4.2256e-02	2.1392e-02	4.0040e-03	2.0829e-03	7.5982e-05	5.1133e-07	5.0423e-01	
5.2204e-05	1.0732e+03	1.0000e+05	2.5456e-01	1.9586e-01	2.2691e-01	4.4217e-02	2.2121e-02	4.1467e-03	2.1643e-03	7.6991e-05	5.2230e-07	5.0451e-01	
5.2418e-05	1.0732e+03	1.0000e+05	2.5470e-01	1.9357e-01	2.2593e-01	4.6235e-02	2.2852e-02	4.2907e-03	2.2468e-03	7.7997e-05	5.3296e-07	5.0479e-01	
5.2632e-05	1.0732e+03	1.0000e+05	2.5485e-01	1.9124e-01	2.2493e-01	4.8310e-02	2.3584e-02	4.4356e-03	2.3302e-03	7.9000e-05	5.4329e-07	5.0509e-01	
5.2847e-05	1.0732e+03	1.0000e+05	2.5501e-01	1.8886e-01	2.2390e-01	5.0441e-02	2.4314e-02	4.5811e-03	2.4145e-03	7.9997e-05	5.5326e-07	5.0541e-01	
5.3061e-05	1.0732e+03	1.0000e+05	2.5518e-01	1.8643e-01	2.2286e-01	5.2626e-02	2.5039e-02	4.7268e-03	2.4994e-03	8.0990e-05	5.6288e-07	5.0574e-01	
5.3275e-05	1.0732e+03	1.0000e+05	2.5535e-01	1.8396e-01	2.2180e-01	5.4865e-02	2.5759e-02	4.8724e-03	2.5847e-03	8.1976e-05	5.7214e-07	5.0608e-01	
5.3490e-05	1.0732e+03	1.0000e+05	2.5553e-01	1.8145e-01	2.2071e-01	5.7155e-02	2.6471e-02	5.0176e-03	2.6704e-03	8.2956e-05	5.8103e-07	5.0644e-01	
5.3704e-05	1.0732e+03	1.0000e+05	2.5572e-01	1.7890e-01	2.1961e-01	5.9494e-02	2.7172e-02	5.1620e-03	2.7561e-03	8.3926e-05	5.8955e-07	5.0681e-01	
5.3918e-05	1.0732e+03	1.0000e+05	2.5592e-01	1.7632e-01	2.1850e-01	6.1882e-02	2.7860e-02	5.3053e-03	2.8417e-03	8.4887e-05	5.9770e-07	5.0720e-01	
5.4133e-05	1.0732e+03	1.0000e+05	2.5612e-01	1.7371e-01	2.1737e-01	6.4315e-02	2.8534e-02	5.4472e-03	2.9271e-03	8.5838e-05	6.0547e-07	5.0761e-01	
5.4347e-05	1.0732e+03	1.0000e+05	2.5633e-01	1.7108e-01	2.1623e-01	6.6792e-02	2.9191e-02	5.5871e-03	3.0120e-03	8.6776e-05	6.1289e-07	5.0803e-01	
5.4562e-05	1.0732e+03	1.0000e+05	2.5655e-01	1.6841e-01	2.1508e-01	6.9310e-02	2.9829e-02	5.7249e-03	3.0961e-03	8.7702e-05	6.1994e-07	5.0846e-01	
5.4776e-05	1.0732e+03	1.0000e+05	2.5678e-01	1.6573e-01	2.1391e-01	7.1866e-02	3.0446e-02	5.8601e-03	3.1794e-03	8.8613e-05	6.2665e-07	5.0891e-01	
5.4990e-05	1.0732e+03	1.0000e+05	2.5702e-01	1.6303e-01	2.1274e-01	7.4458e-02	3.1040e-02	5.9924e-03	3.2616e-03	8.9509e-05	6.3302e-07	5.0938e-01	
5.5205e-05	1.0732e+03	1.0000e+05	2.5726e-01	1.6032e-01	2.1157e-01	7.7084e-02	3.1609e-02	6.1214e-03	3.3425e-03	9.0386e-05	6.3906e-07	5.0986e-01	
5.5419e-05	1.0732e+03	1.0000e+05	2.5751e-01	1.5761e-01	2.1038e-01	7.9739e-02	3.2152e-02	6.2470e-03	3.4220e-03	9.1249e-05	6.4480e-07	5.1036e-01	
5.5633e-05	1.0732e+03	1.0000e+05	2.5777e-01	1.5488e-01	2.0920e-01	8.2422e-02	3.2666e-02	6.3686e-03	3.4998e-03	9.2084e-05	6.5023e-07	5.1087e-01	
5.5768e-05	1.0732e+03	1.0000e+05	2.5793e-01	1.5317e-01	2.0845e-01	8.4119e-02	3.2973e-02	6.4429e-03	3.5477e-03	9.2604e-05	6.5350e-07	5.1120e-01	
