         t	         T	         p	       rho	        H2	         H	         O	        O2	        OH	       H2O	       HO2	      H2O2	         C	        CH	       CH2	    CH2(S)	       CH3	       CH4	        CO	       CO2	       HCO	      CH2O	     CH2OH	      CH3O	     CH3OH	       C2H	      C2H2	      C2H3	      C2H4	      C2H5	      C2H6	      HCCO	     CH2CO	     HCCOH	         N	        NH	       NH2	       NH3	       NNH	        NO	       NO2	       N2O	       HNO	        CN	       HCN	      H2CN	      HCNN	      HCNO	      HOCN	      HNCO	       NCO	        N2	        AR	      C3H7	      C3H8	    CH2CHO	    CH3CHO	
0.0000e+00	1.1732e+03	1.0000e+05	2.7694e-01	0.0000e+00	0.0000e+00	0.0000e+00	5.0000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
6.6149e-10	1.1732e+03	1.0000e+05	2.7694e-01	0.0000e+00	1.9424e-13	1.7464e-15	5.0000e-01	0.0000e+00	0.0000e+00	2.2572e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.4515e-12	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5559e-21	0.0000e+00	0.0000e+00	5.1041e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5000e-01	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.9787e-24	
3.7453e-08	1.1732e+03	1.0000e+05	2.7694e-01	1.4668e-14	1.4608e-11	1.0640e-13	5.0000e-01	8.0075e-15	2.9008e-17	1.2417e-10	1.0485e-16	7.7830e-38	4.1310e-25	1.7373e-25	8.2353e-26	1.3882e-10	2.5000e-01	1.6688e-25	1.7954e-27	2.1605e-24	1.7938e-16	5.9279e-29	3.4380e-17	3.1059e-21	1.8135e-57	3.0959e-40	2.0364e-37	4.2631e-26	3.3868e-25	1.8410e-28	9.6225e-56	3.1307e-41	7.0393e-61	1.6503e-28	3.8814e-34	1.4826e-55	0.0000e+00	1.1182e-19	1.6556e-28	1.4425e-39	2.8914e-19	4.3456e-38	2.2281e-47	1.9522e-31	1.7749e-40	1.8906e-34	0.0000e+00	0.0000e+00	0.0000e+00	1.2631e-48	2.5000e-01	0.0000e+00	8.0994e-42	1.0879e-43	1.6587e-39	4.3963e-40	
9.7168e-08	1.1732e+03	1.0000e+05	2.7694e-01	1.2143e-11	2.1700e-10	6.0308e-12	5.0000e-01	5.7944e-12	1.1675e-12	1.2461e-10	6.0080e-15	1.0714e-34	4.2951e-24	8.6864e-23	8.7440e-23	3.7399e-10	2.5000e-01	1.5246e-20	4.9933e-23	6.2995e-21	3.0017e-14	8.6821e-25	2.3487e-15	1.1806e-17	8.8755e-51	9.3842e-35	1.1081e-33	2.7927e-22	2.5513e-21	1.7263e-24	2.1791e-47	2.5617e-34	3.2042e-52	4.6425e-25	1.2484e-29	2.1096e-48	7.4568e-70	1.8867e-20	5.7792e-25	2.7795e-34	7.5846e-19	8.2465e-33	7.1892e-43	1.1320e-28	1.5155e-35	3.1811e-32	9.7608e-53	9.3512e-48	3.7789e-48	1.0342e-42	2.5000e-01	0.0000e+00	7.3836e-37	4.6489e-38	2.4402e-34	1.8804e-34	
2.1032e-07	1.1732e+03	1.0000e+05	2.7694e-01	6.9836e-11	5.6228e-10	3.1300e-11	5.0000e-01	3.0651e-11	1.1837e-11	1.1081e-10	1.7718e-14	1.8263e-32	1.0293e-23	6.2135e-21	8.4725e-21	8.6689e-10	2.5000e-01	4.1372e-19	5.8744e-21	4.1023e-20	1.6306e-13	3.6137e-22	7.6794e-15	8.0971e-17	3.7005e-47	8.4245e-33	6.0580e-32	5.7099e-21	3.1953e-20	2.4854e-23	1.1605e-43	3.7928e-32	1.8778e-47	4.2611e-24	1.2981e-28	8.1249e-42	1.4547e-59	9.7647e-21	6.1322e-24	5.5096e-33	1.6486e-18	8.9541e-32	1.8579e-40	6.1501e-28	8.0838e-33	9.5029e-32	4.1542e-46	7.0290e-42	2.8420e-42	7.9113e-40	2.5000e-01	0.0000e+00	3.5405e-34	3.3476e-35	2.2011e-32	2.9919e-30	
4.3466e-07	1.1732e+03	1.0000e+05	2.7694e-01	4.2007e-10	8.8994e-10	1.2920e-10	5.0000e-01	1.2594e-10	1.8700e-10	8.1279e-11	4.1505e-14	1.8640e-31	2.7593e-23	2.1552e-19	2.4111e-19	2.3088e-09	2.5000e-01	3.7869e-17	8.0277e-19	4.3263e-19	1.4970e-12	1.5207e-20	2.3763e-14	8.9831e-16	1.0768e-42	1.3110e-29	2.5269e-29	6.0722e-19	9.3755e-19	1.3292e-21	6.8443e-39	1.1832e-28	2.4073e-42	4.4676e-23	1.8603e-27	1.7842e-38	1.7685e-49	9.0646e-21	1.1966e-22	3.9304e-31	3.4149e-18	1.3323e-30	6.1850e-39	5.5786e-27	1.2697e-30	2.9252e-31	4.2619e-41	4.6619e-39	2.0751e-39	2.9512e-37	2.5000e-01	0.0000e+00	8.4088e-32	2.7504e-32	1.8304e-29	8.5404e-27	
6.5899e-07	1.1732e+03	1.0000e+05	2.7694e-01	7.2313e-10	1.2568e-09	2.1241e-10	5.0000e-01	2.0687e-10	3.4173e-10	8.4394e-11	6.4227e-14	3.1160e-31	4.3950e-23	5.1104e-19	5.7443e-19	3.6726e-09	2.5000e-01	8.9870e-17	1.9284e-18	7.8430e-19	2.6871e-12	3.7571e-20	3.8501e-14	1.6261e-15	6.1606e-41	1.3997e-28	2.7255e-28	1.4822e-18	2.2652e-18	3.2328e-21	3.6067e-37	1.4245e-27	1.4242e-40	7.9327e-23	3.4075e-27	1.0014e-37	8.7694e-48	9.1526e-21	2.2107e-22	8.1388e-31	5.1795e-18	2.4438e-30	1.9253e-38	1.0021e-26	4.7070e-30	4.8632e-31	5.8508e-40	1.9675e-38	1.0577e-38	1.1874e-36	2.5000e-01	0.0000e+00	5.9820e-31	1.9320e-31	2.2200e-28	6.1196e-26	
1.1314e-06	1.1732e+03	1.0000e+05	2.7694e-01	1.6181e-09	1.6439e-09	3.7661e-10	5.0000e-01	3.6536e-10	9.6167e-10	8.5621e-11	1.1237e-13	8.6602e-31	8.6757e-23	1.6585e-18	1.8011e-18	7.2389e-09	2.5000e-01	3.9598e-16	8.7812e-18	2.3037e-18	7.7587e-12	1.2094e-19	7.7542e-14	4.8067e-15	1.5949e-39	8.9906e-28	1.3324e-27	7.5183e-18	8.5901e-18	1.4836e-20	8.6499e-36	9.6704e-27	3.9425e-39	1.8084e-22	9.2261e-27	5.3655e-37	1.3331e-46	9.2393e-21	6.6660e-22	3.2908e-30	8.8972e-18	6.6477e-30	6.5647e-38	2.8934e-26	1.7064e-29	1.0355e-30	4.2809e-39	9.9437e-38	5.9403e-38	5.9566e-36	2.5000e-01	0.0000e+00	2.9939e-30	1.2463e-30	1.1653e-27	4.0734e-25	
1.6038e-06	1.1732e+03	1.0000e+05	2.7694e-01	2.8561e-09	1.5121e-09	4.3921e-10	5.0000e-01	4.2457e-10	2.1490e-09	8.4521e-11	1.5965e-13	1.8309e-30	1.4383e-22	5.1477e-18	5.4910e-18	1.1988e-08	2.5000e-01	1.7808e-15	4.0508e-17	6.1564e-18	2.0367e-11	3.7968e-19	1.3025e-13	1.2860e-14	1.6012e-38	9.1543e-27	1.0421e-26	4.4581e-17	3.6520e-17	8.0196e-20	8.4993e-35	1.0907e-25	6.0141e-38	2.7501e-22	1.9065e-26	4.1183e-36	1.9536e-45	9.2077e-21	1.6241e-21	1.2457e-29	1.2617e-17	1.3790e-29	2.7993e-37	7.6312e-26	7.4800e-29	1.9707e-30	5.3553e-38	6.5783e-37	5.0629e-37	3.8852e-35	2.5000e-01	0.0000e+00	2.2209e-29	1.2116e-29	1.0122e-26	3.5863e-24	
2.8985e-06	1.1732e+03	1.0000e+05	2.7694e-01	5.9043e-09	1.6756e-09	5.2051e-10	5.0000e-01	5.0515e-10	5.2368e-09	8.5586e-11	2.8257e-13	2.4068e-30	2.9297e-22	1.0239e-17	1.0311e-17	2.4400e-08	2.5000e-01	8.9877e-15	1.9909e-16	2.3642e-17	7.7417e-11	7.2731e-19	2.6795e-13	4.9637e-14	1.1615e-36	4.0374e-25	1.9101e-25	7.2939e-16	2.7616e-16	1.1385e-18	6.1618e-33	5.3079e-24	1.0535e-35	3.6001e-22	3.6725e-26	7.1708e-35	3.7742e-43	9.2456e-21	4.2672e-21	6.4990e-29	2.2810e-17	2.6620e-29	1.1209e-36	2.9375e-25	2.6156e-28	4.0218e-30	3.0817e-36	7.0620e-36	1.6692e-35	4.1177e-34	2.5000e-01	0.0000e+00	8.5195e-28	1.0578e-27	2.0146e-25	1.0106e-22	
4.1933e-06	1.1732e+03	1.0000e+05	2.7694e-01	9.4106e-09	1.1510e-09	3.6294e-10	5.0000e-01	3.5658e-10	9.3058e-09	8.2768e-11	3.9854e-13	5.8301e-30	4.6471e-22	2.1832e-17	2.1777e-17	3.8685e-08	2.5000e-01	2.4138e-14	5.4198e-16	5.1975e-17	1.6827e-10	1.5354e-18	4.2746e-13	1.0840e-13	1.1133e-35	3.1601e-24	1.5262e-24	1.8215e-15	6.1267e-16	2.8015e-18	6.2905e-32	4.0428e-23	9.9919e-35	3.1657e-22	5.6472e-26	1.5507e-34	1.9739e-42	9.1249e-21	7.9040e-21	1.5172e-28	3.3007e-17	4.1007e-29	3.7293e-36	6.3928e-25	4.5908e-28	6.9758e-30	5.5726e-36	2.4792e-35	3.5041e-35	1.4441e-33	2.5000e-01	0.0000e+00	2.7342e-27	3.4919e-27	1.5616e-24	4.2570e-22	
5.4880e-06	1.1732e+03	1.0000e+05	2.7694e-01	1.2367e-08	1.4662e-09	4.1977e-10	5.0000e-01	4.1650e-10	1.2420e-08	8.4485e-11	5.0366e-13	2.5737e-30	6.1228e-22	1.2026e-17	1.0123e-17	5.0969e-08	2.5000e-01	3.8751e-14	8.1793e-16	9.2672e-17	3.0243e-10	6.9813e-19	5.6372e-13	1.9551e-13	5.1330e-35	7.3384e-24	1.6144e-24	5.4262e-15	1.3281e-15	8.0767e-18	2.8227e-31	8.9597e-23	5.8296e-34	2.9596e-22	5.7983e-26	4.1451e-34	6.7562e-42	9.1971e-21	1.0634e-20	2.7571e-28	4.3199e-17	4.2095e-29	2.9117e-36	1.1472e-24	3.8395e-28	7.4961e-30	2.3284e-35	4.5768e-35	1.2305e-34	2.6402e-33	2.5000e-01	0.0000e+00	7.3816e-27	1.3358e-26	1.4767e-24	7.9557e-22	
7.9824e-06	1.1732e+03	1.0000e+05	2.7694e-01	1.8385e-08	1.6158e-09	5.0103e-10	5.0000e-01	5.0103e-10	1.8996e-08	8.5293e-11	6.7503e-13	1.0429e-29	9.0723e-22	3.8850e-17	3.6567e-17	7.5506e-08	2.5000e-01	1.2610e-13	2.3876e-15	2.2919e-16	7.4132e-10	2.5207e-18	8.3627e-13	4.8105e-13	2.9263e-34	8.1578e-23	1.2255e-23	2.5807e-14	2.9253e-15	3.6579e-17	1.5715e-30	9.2912e-22	8.1407e-33	3.5409e-22	6.5625e-26	1.2328e-33	7.2785e-41	9.2321e-21	1.6199e-20	5.8625e-28	6.2838e-17	4.7650e-29	1.1225e-35	2.8098e-24	6.5230e-28	1.3236e-29	1.0029e-34	2.1733e-34	5.3816e-34	1.2288e-32	2.5000e-01	0.0000e+00	2.7437e-26	1.1271e-25	1.1074e-23	4.3089e-21	
1.0477e-05	1.1732e+03	1.0000e+05	2.7694e-01	2.4503e-08	1.6129e-09	4.9815e-10	5.0000e-01	5.0558e-10	2.5840e-08	8.5290e-11	8.4632e-13	1.4816e-29	1.2083e-21	5.9861e-17	5.6292e-17	1.0055e-07	2.5000e-01	2.1829e-13	4.0865e-15	3.6700e-16	1.1791e-09	3.8961e-18	1.1147e-12	7.6587e-13	1.4650e-33	2.6912e-22	4.1397e-23	4.5501e-14	4.5779e-15	6.4178e-17	7.3956e-30	3.1088e-21	3.9022e-32	3.4729e-22	7.3041e-26	1.9646e-33	1.8875e-40	9.2315e-21	2.2074e-20	9.0340e-28	8.2477e-17	5.3051e-29	2.4556e-35	4.4799e-24	1.0525e-27	1.8472e-29	1.6251e-34	4.8999e-34	9.2774e-34	2.7695e-32	2.5000e-01	0.0000e+00	5.4010e-26	2.3711e-25	3.8145e-23	9.2551e-21	
1.2971e-05	1.1732e+03	1.0000e+05	2.7694e-01	3.0644e-08	1.6220e-09	5.0824e-10	5.0000e-01	5.2232e-10	3.2975e-08	8.5351e-11	9.7346e-13	1.7733e-29	1.5102e-21	7.3882e-17	6.6859e-17	1.2567e-07	2.5000e-01	3.9702e-13	6.9657e-15	5.9288e-16	1.9081e-09	4.5725e-18	1.3940e-12	1.2407e-12	4.3042e-33	6.3375e-22	6.4097e-23	9.7011e-14	7.6045e-15	1.3567e-16	2.2122e-29	7.0744e-21	1.4719e-31	3.5728e-22	7.5678e-26	3.5002e-33	4.7205e-40	9.2336e-21	2.8018e-20	1.2973e-27	1.0212e-16	5.4976e-29	3.2828e-35	7.2496e-24	1.1895e-27	2.3000e-29	3.9494e-34	9.7271e-34	2.1665e-33	5.4299e-32	2.5000e-01	0.0000e+00	1.0106e-25	5.8306e-25	5.5722e-23	1.7930e-20	
1.5465e-05	1.1732e+03	1.0000e+05	2.7694e-01	3.6805e-08	1.6269e-09	5.1405e-10	5.0000e-01	5.3507e-10	4.0284e-08	8.5390e-11	1.0843e-12	2.1442e-29	1.8131e-21	9.5617e-17	8.4730e-17	1.5087e-07	2.5000e-01	6.3994e-13	1.0692e-14	8.6894e-16	2.7833e-09	5.7611e-18	1.6742e-12	1.8111e-12	9.7723e-33	1.5280e-21	1.5719e-22	1.7393e-13	1.1356e-14	2.4200e-16	4.7526e-29	1.6539e-20	3.9258e-31	3.6206e-22	7.8801e-26	5.3518e-33	1.1092e-39	9.2348e-21	3.4035e-20	1.7064e-27	1.2176e-16	5.7256e-29	5.5239e-35	1.0580e-23	1.5120e-27	2.8324e-29	7.1164e-34	1.7935e-33	3.9203e-33	9.8999e-32	2.5000e-01	0.0000e+00	2.0956e-25	1.3005e-24	1.3299e-22	3.3202e-20	
2.6839e-05	1.1732e+03	1.0000e+05	2.7694e-01	6.5134e-08	1.6463e-09	5.3693e-10	5.0000e-01	5.9008e-10	7.6063e-08	8.5555e-11	1.4245e-12	3.8354e-29	3.2065e-21	2.1039e-16	1.7004e-16	2.6679e-07	2.5000e-01	3.0129e-12	4.2155e-14	2.8076e-15	8.9651e-09	1.1236e-17	2.9630e-12	5.8420e-12	7.7111e-32	1.8370e-20	8.4631e-22	1.1104e-12	3.8211e-14	1.5264e-15	3.4092e-28	1.7518e-19	7.0949e-30	3.7861e-22	9.3444e-26	2.0798e-32	1.3279e-38	9.2394e-21	6.2360e-20	3.6863e-27	2.1131e-16	6.7945e-29	1.5833e-34	3.4129e-23	2.7766e-27	5.4357e-29	5.2937e-33	1.0709e-32	2.8099e-32	5.5752e-31	2.5000e-01	0.0000e+00	1.1234e-24	1.4636e-23	6.2848e-22	1.9714e-19	
3.8213e-05	1.1732e+03	1.0000e+05	2.7694e-01	9.3671e-08	1.6660e-09	5.5996e-10	5.0000e-01	6.4548e-10	1.1396e-07	8.5724e-11	1.6218e-12	5.5592e-29	4.6103e-21	3.4735e-16	2.6718e-16	3.8354e-07	2.5000e-01	6.5343e-12	8.6634e-14	5.4051e-15	1.7044e-08	1.7367e-17	4.2611e-12	1.1111e-11	5.2856e-31	8.7291e-20	4.1149e-21	2.5755e-12	7.4116e-14	3.5325e-15	2.1027e-27	8.1290e-19	4.6416e-29	3.9527e-22	1.0730e-25	4.2246e-32	4.8247e-38	9.2440e-21	9.1443e-20	5.7975e-27	3.0087e-16	7.8073e-29	4.1000e-34	6.4929e-23	4.1275e-27	8.2777e-29	1.3715e-32	3.0480e-32	7.3907e-32	1.5615e-30	2.5000e-01	0.0000e+00	3.4305e-24	4.7637e-23	2.9946e-21	5.6308e-19	
4.9586e-05	1.1732e+03	1.0000e+05	2.7694e-01	1.2266e-07	1.6858e-09	5.8313e-10	5.0000e-01	7.0153e-10	1.5648e-07	8.5897e-11	1.6987e-12	7.4230e-29	6.0364e-21	5.4777e-16	3.9663e-16	5.0214e-07	2.5000e-01	1.3767e-11	1.7083e-13	9.3431e-15	2.9272e-08	2.5212e-17	5.5797e-12	1.9090e-11	2.5155e-30	2.7882e-19	9.5298e-21	6.0566e-12	1.3663e-13	8.2865e-15	9.4785e-27	2.4297e-18	2.5393e-28	4.1176e-22	1.2320e-25	8.1523e-32	1.5470e-37	9.2487e-21	1.2218e-19	7.9855e-27	3.9043e-16	8.9678e-29	7.0374e-34	1.1164e-22	5.7045e-27	1.1795e-28	3.6182e-32	7.1974e-32	1.9156e-31	3.5303e-30	2.5000e-01	0.0000e+00	8.1679e-24	1.4644e-22	6.3352e-21	1.2990e-18	
6.0960e-05	1.1732e+03	1.0000e+05	2.7694e-01	1.5196e-07	1.7060e-09	6.0668e-10	5.0000e-01	7.5831e-10	2.0214e-07	8.6078e-11	1.7618e-12	9.2694e-29	7.4787e-21	7.7696e-16	5.4109e-16	6.2200e-07	2.5000e-01	2.4576e-11	2.9094e-13	1.4332e-14	4.4314e-08	3.3889e-17	6.9122e-12	2.8907e-11	7.8087e-30	8.2063e-19	2.7640e-20	1.1574e-11	2.1159e-13	1.5808e-14	2.6208e-26	6.7933e-18	9.2285e-28	4.2863e-22	1.3915e-25	1.3822e-31	4.1500e-37	9.2536e-21	1.5405e-19	1.0264e-26	4.7999e-16	1.0134e-28	1.2669e-33	1.6921e-22	7.3680e-27	1.5624e-28	8.0084e-32	1.4661e-31	4.1888e-31	6.9216e-30	2.5000e-01	0.0000e+00	1.8942e-23	3.7585e-22	1.7679e-20	2.6946e-18	
7.8450e-05	1.1732e+03	1.0000e+05	2.7694e-01	1.9768e-07	1.7378e-09	6.4347e-10	5.0000e-01	8.4693e-10	2.7901e-07	8.6364e-11	1.7800e-12	1.2386e-28	9.7278e-21	1.2030e-15	8.0046e-16	8.0896e-07	2.5000e-01	4.9082e-11	5.5409e-13	2.3987e-14	7.3401e-08	4.9204e-17	8.9909e-12	4.7895e-11	3.3349e-29	2.5960e-18	7.0908e-20	2.4552e-11	3.5806e-13	3.3484e-14	1.0342e-25	2.0554e-17	4.1699e-27	4.5501e-22	1.6385e-25	2.6196e-31	1.2312e-36	9.2611e-21	2.0544e-19	1.3961e-26	6.1773e-16	1.1939e-28	2.2328e-33	2.8070e-22	1.0172e-26	2.2301e-28	1.9586e-31	3.3120e-31	1.0134e-30	1.4979e-29	2.5000e-01	0.0000e+00	3.9598e-23	1.0193e-21	4.3165e-20	6.0134e-18	
9.5940e-05	1.1732e+03	1.0000e+05	2.7694e-01	2.4426e-07	1.7703e-09	6.8101e-10	5.0000e-01	9.3727e-10	3.6452e-07	8.6664e-11	1.8169e-12	1.5348e-28	1.2020e-20	1.7297e-15	1.1114e-15	9.9938e-07	2.5000e-01	8.8326e-11	9.5722e-13	3.6460e-14	1.1022e-07	6.7306e-17	1.1108e-11	7.1934e-11	8.6818e-29	7.2172e-18	1.5184e-19	4.6215e-11	5.4709e-13	6.2958e-14	2.5035e-25	5.4704e-17	1.5518e-26	4.8192e-22	1.8926e-25	4.5149e-31	3.2649e-36	9.2689e-21	2.5994e-19	1.7899e-26	7.5548e-16	1.3797e-28	3.6634e-33	4.2225e-22	1.3307e-26	3.0058e-28	4.3072e-31	6.7141e-31	2.2057e-30	2.8919e-29	2.5000e-01	0.0000e+00	7.5227e-23	2.4313e-21	8.9025e-20	1.1898e-17	
1.1343e-04	1.1732e+03	1.0000e+05	2.7694e-01	2.9171e-07	1.8037e-09	7.1931e-10	5.0000e-01	1.0293e-09	4.5876e-07	8.6978e-11	1.8436e-12	1.8969e-28	1.4355e-20	2.3649e-15	1.4780e-15	1.1933e-06	2.5000e-01	1.4491e-10	1.5224e-12	5.1918e-14	1.5483e-07	8.8423e-17	1.3264e-11	1.0107e-10	2.5704e-28	1.7244e-17	3.1914e-19	7.8196e-11	7.8197e-13	1.0645e-13	6.8618e-25	1.2653e-16	4.9932e-26	5.0938e-22	2.1551e-25	7.1868e-31	7.4884e-36	9.2769e-21	3.1757e-19	2.2090e-26	8.9323e-16	1.5718e-28	5.6575e-33	5.9422e-22	1.6805e-26	3.8973e-28	8.3828e-31	1.2202e-30	4.2580e-30	5.0336e-29	2.5000e-01	0.0000e+00	1.3118e-22	4.9883e-21	1.8171e-19	2.1127e-17	
1.7230e-04	1.1732e+03	1.0000e+05	2.7694e-01	4.5827e-07	1.9226e-09	8.5409e-10	5.0000e-01	1.3526e-09	8.4315e-07	8.8144e-11	1.8823e-12	3.1438e-28	2.2548e-20	5.3554e-15	3.1475e-15	1.8731e-06	2.5000e-01	5.2530e-10	5.1457e-12	1.2785e-13	3.6488e-07	1.8316e-16	2.0822e-11	2.3831e-10	2.3212e-27	1.6308e-16	1.7117e-18	3.0063e-10	1.9340e-12	4.0861e-13	5.3406e-24	1.1102e-15	9.0735e-25	6.0597e-22	3.1051e-25	2.4795e-30	6.7328e-35	9.3055e-21	5.3577e-19	3.8100e-26	1.3570e-15	2.2675e-28	1.7229e-32	1.4098e-21	3.1402e-26	7.8089e-28	5.0242e-30	5.9463e-30	2.4971e-29	2.1436e-28	2.5000e-01	0.0000e+00	5.1897e-22	3.2415e-20	9.1640e-19	9.5801e-17	
2.3117e-04	1.1732e+03	1.0000e+05	2.7694e-01	6.3592e-07	2.0521e-09	9.9837e-10	5.0000e-01	1.6973e-09	1.3351e-06	8.9493e-11	1.9089e-12	4.6460e-28	3.1281e-20	9.8449e-15	5.5838e-15	2.5965e-06	2.5000e-01	1.2887e-09	1.2192e-11	2.4547e-13	6.7055e-07	3.1982e-16	2.8865e-11	4.3816e-10	1.6545e-26	7.4008e-16	6.1685e-18	7.5657e-10	3.7205e-12	1.0276e-12	3.4324e-23	4.8865e-15	7.8862e-24	7.0933e-22	4.1659e-25	6.0332e-30	3.0237e-34	9.3368e-21	7.9278e-19	5.7252e-26	1.8208e-15	3.0455e-28	3.9360e-32	2.6075e-21	5.0981e-26	1.3317e-27	1.6940e-29	1.7643e-29	8.3238e-29	5.8565e-28	2.5000e-01	0.0000e+00	1.3851e-21	1.1062e-19	3.2058e-18	2.7411e-16	
2.9004e-04	1.1732e+03	1.0000e+05	2.7694e-01	8.2530e-07	2.1931e-09	1.1527e-09	5.0000e-01	2.0648e-09	1.9392e-06	9.1042e-11	1.9517e-12	6.4588e-28	4.0585e-20	1.6043e-14	8.8947e-15	3.3655e-06	2.5000e-01	2.5426e-09	2.3577e-11	4.1031e-13	1.0758e-06	5.0451e-16	3.7415e-11	7.0321e-10	6.5243e-26	2.0463e-15	1.5882e-17	1.5135e-09	6.2299e-12	2.0549e-12	1.2970e-22	1.3340e-14	3.0129e-23	8.1982e-22	5.3484e-25	1.1930e-29	8.4038e-34	9.3712e-21	1.0904e-18	7.9767e-26	2.2849e-15	3.9141e-28	7.5435e-32	4.2080e-21	7.6241e-26	2.0640e-27	4.0660e-29	3.9201e-29	1.9854e-28	1.2397e-27	2.5000e-01	0.0000e+00	2.9690e-21	2.6605e-19	8.1339e-18	6.0108e-16	
3.4891e-04	1.1732e+03	1.0000e+05	2.7694e-01	1.0283e-06	2.3475e-09	1.3185e-09	5.0000e-01	2.4581e-09	2.6693e-06	9.2824e-11	1.9798e-12	8.6180e-28	5.0541e-20	2.4414e-14	1.3316e-14	4.1864e-06	2.4999e-01	4.6432e-09	4.2328e-11	6.3633e-13	1.5919e-06	7.5067e-16	4.6541e-11	1.0411e-09	1.7904e-25	5.5099e-15	3.5384e-17	2.7941e-09	9.6616e-12	3.7922e-12	3.3649e-22	3.5292e-14	1.0526e-22	9.3849e-22	6.6769e-25	2.2187e-29	2.3171e-33	9.4090e-21	1.4338e-18	1.0619e-25	2.7490e-15	4.8916e-28	1.3325e-31	6.2734e-21	1.0867e-25	3.0263e-27	9.6086e-29	8.2831e-29	4.6528e-28	2.4620e-27	2.5000e-01	0.0000e+00	5.7890e-21	6.1680e-19	1.7844e-17	1.2507e-15	
4.0777e-04	1.1732e+03	1.0000e+05	2.7694e-01	1.2457e-06	2.5165e-09	1.4963e-09	5.0000e-01	2.8784e-09	3.5297e-06	9.4876e-11	2.0199e-12	1.1228e-27	6.1189e-20	3.5324e-14	1.9038e-14	5.0611e-06	2.4999e-01	7.7470e-09	6.9784e-11	9.3234e-13	2.2225e-06	1.0694e-15	5.6266e-11	1.4542e-09	5.8723e-25	1.3069e-14	7.6842e-17	4.6967e-09	1.4165e-11	6.3727e-12	1.0575e-21	8.2679e-14	3.4509e-22	1.0658e-21	8.1678e-25	3.7944e-29	5.6941e-33	9.4507e-21	1.8247e-18	1.3693e-25	3.2134e-15	5.9906e-28	2.2037e-31	8.8262e-21	1.4961e-25	4.2567e-27	2.0124e-28	1.5670e-28	9.6789e-28	4.4280e-27	2.5000e-01	0.0000e+00	1.0448e-20	1.2597e-18	3.8401e-17	2.3584e-15	
4.6664e-04	1.1732e+03	1.0000e+05	2.7694e-01	1.4788e-06	2.7011e-09	1.6873e-09	5.0000e-01	3.3278e-09	4.5299e-06	9.7201e-11	2.0697e-12	1.4194e-27	7.2586e-20	4.9021e-14	2.6184e-14	5.9940e-06	2.4999e-01	1.2150e-08	1.0845e-10	1.3074e-12	2.9754e-06	1.4675e-15	6.6638e-11	1.9477e-09	1.4783e-24	2.7542e-14	1.4055e-16	7.4054e-09	1.9851e-11	1.0046e-11	2.5725e-21	1.7265e-13	9.7989e-22	1.2023e-21	9.8365e-25	6.1204e-29	1.2493e-32	9.4964e-21	2.2668e-18	1.7224e-25	3.6781e-15	7.2225e-28	3.4083e-31	1.1912e-20	1.9974e-25	5.7814e-27	3.8733e-28	2.7425e-28	1.8522e-27	7.4200e-27	2.5000e-01	0.0000e+00	1.7438e-20	2.3572e-18	6.9678e-17	4.1472e-15	
